Quarter	Delivery Time (CET)	Spot Price (€/MWh)	Pred Imbalance (€/MWh)	Pred Spread (€/MWh)	Quantiles (q10-q90)	P(Up) / P(Dn)	Recommended Action	Volume (MW)	Status
Q73	2026-09-15 18:00	€215.81	€215.86	+0.05 €/MWh	€215.1 - €216.2	0% Up / 0% Dn	HOLD	0.0 MW	Batch 10 Dispatched
Q74	2026-09-15 18:15	€231.20	€231.49	+0.29 €/MWh	€230.5 - €260.2	99% Up / 0% Dn	HOLD	0.0 MW	Batch 10 Dispatched
Q75	2026-09-15 18:30	€251.43	€252.50	+1.07 €/MWh	€250.7 - €280.3	99% Up / 0% Dn	HOLD	0.0 MW	Batch 10 Dispatched
Q76	2026-09-15 18:45	€280.20	€283.67	+3.47 €/MWh	€279.5 - €309.2	99% Up / 0% Dn	BUY Spot	8.6 MW	Batch 10 Dispatched
Q77	2026-09-15 19:00	€280.81	€280.68	-0.13 €/MWh	€280.1 - €309.6	99% Up / 0% Dn	HOLD	0.0 MW	Batch 10 Dispatched
Q78	2026-09-15 19:15	€297.28	€298.15	+0.87 €/MWh	€296.6 - €326.1	99% Up / 0% Dn	HOLD	0.0 MW	Batch 10 Dispatched
Q79	2026-09-15 19:30	€296.45	€296.27	-0.18 €/MWh	€295.8 - €325.2	99% Up / 0% Dn	HOLD	0.0 MW	Batch 10 Dispatched
Q80	2026-09-15 19:45	€291.37	€291.13	-0.24 €/MWh	€290.7 - €320.2	99% Up / 0% Dn	HOLD	0.0 MW	Batch 10 Dispatched
