Quarter	Delivery Time (CET)	Spot Price (€/MWh)	Pred Imbalance (€/MWh)	Pred Spread (€/MWh)	Quantiles (q10-q90)	P(Up) / P(Dn)	Recommended Action	Volume (MW)	Status
Q73	2026-09-20 18:00	€9.07	€8.00	-1.07 €/MWh	€7.9 - €9.4	0% Up / 1% Dn	HOLD	0.0 MW	Batch 10 Dispatched
Q74	2026-09-20 18:15	€18.66	€18.59	-0.07 €/MWh	€17.5 - €19.0	0% Up / 1% Dn	HOLD	0.0 MW	Batch 10 Dispatched
Q75	2026-09-20 18:30	€32.79	€32.96	+0.17 €/MWh	€31.7 - €33.2	0% Up / 1% Dn	HOLD	0.0 MW	Batch 10 Dispatched
Q76	2026-09-20 18:45	€39.46	€39.41	-0.05 €/MWh	€38.3 - €39.8	0% Up / 1% Dn	HOLD	0.0 MW	Batch 10 Dispatched
Q77	2026-09-20 19:00	€24.97	€22.11	-2.86 €/MWh	€23.8 - €25.3	0% Up / 1% Dn	SELL Spot	0.5 MW	Batch 10 Dispatched
Q78	2026-09-20 19:15	€30.00	€29.73	-0.27 €/MWh	€28.9 - €30.4	0% Up / 1% Dn	HOLD	0.0 MW	Batch 10 Dispatched
Q79	2026-09-20 19:30	€43.85	€43.99	+0.14 €/MWh	€42.7 - €44.2	0% Up / 1% Dn	HOLD	0.0 MW	Batch 10 Dispatched
Q80	2026-09-20 19:45	€57.86	€58.04	+0.18 €/MWh	€56.7 - €58.2	0% Up / 1% Dn	HOLD	0.0 MW	Batch 10 Dispatched
