Quarter	Delivery Time (CET)	Spot Price (€/MWh)	Pred Imbalance (€/MWh)	Pred Spread (€/MWh)	Quantiles (q10-q90)	P(Up) / P(Dn)	Recommended Action	Volume (MW)	Status
Q81	2026-09-13 20:00	€228.80	€228.45	-0.35 €/MWh	€228.0 - €229.1	0.3% Up / 0.5% Dn	HOLD	0.0 MW	Batch 11 Dispatched
Q82	2026-09-13 20:15	€235.00	€236.22	+1.22 €/MWh	€234.2 - €235.3	0.3% Up / 0.5% Dn	BUY Spot	1.0 MW	Batch 11 Dispatched
Q83	2026-09-13 20:30	€237.53	€238.97	+1.44 €/MWh	€236.7 - €237.8	0.3% Up / 0.5% Dn	BUY Spot	1.0 MW	Batch 11 Dispatched
Q84	2026-09-13 20:45	€233.99	€234.79	+0.80 €/MWh	€233.2 - €234.2	0.3% Up / 0.5% Dn	HOLD	0.0 MW	Batch 11 Dispatched
Q85	2026-09-13 21:00	€235.33	€237.45	+2.12 €/MWh	€234.5 - €235.6	0.3% Up / 0.5% Dn	BUY Spot	1.0 MW	Batch 11 Dispatched
Q86	2026-09-13 21:15	€235.00	€237.80	+2.80 €/MWh	€234.2 - €235.3	0.3% Up / 0.5% Dn	BUY Spot	1.0 MW	Batch 11 Dispatched
Q87	2026-09-13 21:30	€231.65	€233.18	+1.53 €/MWh	€230.9 - €231.9	0.3% Up / 0.5% Dn	BUY Spot	1.0 MW	Batch 11 Dispatched
Q88	2026-09-13 21:45	€227.50	€229.03	+1.53 €/MWh	€226.7 - €227.8	0.3% Up / 0.5% Dn	BUY Spot	1.0 MW	Batch 11 Dispatched
