Quarter	Delivery Time (CET)	Spot Price (€/MWh)	Pred Imbalance (€/MWh)	Pred Spread (€/MWh)	Quantiles (q10-q90)	P(Up) / P(Dn)	Recommended Action	Volume (MW)	Status
Q57	2026-09-14 14:00	€159.82	€166.48	+6.66 €/MWh	€158.7 - €160.2	0% Up / 1% Dn	BUY Spot	0.5 MW	Batch 8 Dispatched
Q58	2026-09-14 14:15	€161.77	€168.53	+6.76 €/MWh	€160.6 - €162.1	0% Up / 1% Dn	BUY Spot	0.5 MW	Batch 8 Dispatched
Q59	2026-09-14 14:30	€157.77	€163.72	+5.95 €/MWh	€156.6 - €158.1	0% Up / 1% Dn	BUY Spot	0.5 MW	Batch 8 Dispatched
Q60	2026-09-14 14:45	€166.00	€174.33	+8.33 €/MWh	€164.9 - €166.4	0% Up / 1% Dn	BUY Spot	0.5 MW	Batch 8 Dispatched
Q61	2026-09-14 15:00	€152.91	€157.44	+4.53 €/MWh	€151.8 - €153.3	0% Up / 1% Dn	BUY Spot	0.5 MW	Batch 8 Dispatched
Q62	2026-09-14 15:15	€155.59	€162.46	+6.87 €/MWh	€154.5 - €156.0	0% Up / 1% Dn	BUY Spot	0.5 MW	Batch 8 Dispatched
Q63	2026-09-14 15:30	€169.10	€177.91	+8.81 €/MWh	€168.0 - €169.5	0% Up / 1% Dn	BUY Spot	0.5 MW	Batch 8 Dispatched
Q64	2026-09-14 15:45	€182.00	€190.48	+8.48 €/MWh	€180.9 - €182.4	0% Up / 1% Dn	BUY Spot	0.5 MW	Batch 8 Dispatched
