Quarter	Delivery Time (CET)	Spot Price (€/MWh)	Pred Imbalance (€/MWh)	Pred Spread (€/MWh)	Quantiles (q10-q90)	P(Up) / P(Dn)	Recommended Action	Volume (MW)	Status
Q33	2026-09-22 08:00	€282.29	€286.94	+4.65 €/MWh	€281.2 - €307.4	99% Up / 0% Dn	BUY Spot	12.8 MW	Batch 5 Dispatched
Q34	2026-09-22 08:15	€268.06	€270.11	+2.05 €/MWh	€266.9 - €293.1	99% Up / 0% Dn	BUY Spot	3.6 MW	Batch 5 Dispatched
Q35	2026-09-22 08:30	€240.76	€241.71	+0.95 €/MWh	€239.6 - €265.9	99% Up / 0% Dn	HOLD	0.0 MW	Batch 5 Dispatched
Q36	2026-09-22 08:45	€204.98	€205.55	+0.57 €/MWh	€203.9 - €229.6	99% Up / 0% Dn	HOLD	0.0 MW	Batch 5 Dispatched
Q37	2026-09-22 09:00	€247.25	€256.76	+9.51 €/MWh	€245.9 - €272.6	99% Up / 0% Dn	BUY Spot	24.9 MW	Batch 5 Dispatched
Q38	2026-09-22 09:15	€217.56	€218.90	+1.34 €/MWh	€216.4 - €242.1	99% Up / 0% Dn	BUY Spot	1.0 MW	Batch 5 Dispatched
Q39	2026-09-22 09:30	€191.43	€191.76	+0.33 €/MWh	€190.3 - €191.8	0% Up / 1% Dn	HOLD	0.0 MW	Batch 5 Dispatched
Q40	2026-09-22 09:45	€166.18	€166.58	+0.40 €/MWh	€165.1 - €166.6	0% Up / 1% Dn	HOLD	0.0 MW	Batch 5 Dispatched
