Quarter	Delivery Time (CET)	Spot Price (€/MWh)	Pred Imbalance (€/MWh)	Pred Spread (€/MWh)	Quantiles (q10-q90)	P(Up) / P(Dn)	Recommended Action	Volume (MW)	Status
Q1	2026-09-15 00:00	€219.58	€229.99	+10.41 €/MWh	€218.4 - €243.3	99% Up / 0% Dn	BUY Spot	24.9 MW	Batch 1 Dispatched
Q2	2026-09-15 00:15	€217.66	€228.02	+10.36 €/MWh	€216.5 - €241.4	99% Up / 0% Dn	BUY Spot	24.9 MW	Batch 1 Dispatched
Q3	2026-09-15 00:30	€205.81	€215.08	+9.27 €/MWh	€204.7 - €229.8	99% Up / 0% Dn	BUY Spot	24.9 MW	Batch 1 Dispatched
Q4	2026-09-15 00:45	€192.14	€201.60	+9.46 €/MWh	€191.0 - €216.2	99% Up / 0% Dn	BUY Spot	24.9 MW	Batch 1 Dispatched
Q5	2026-09-15 01:00	€211.24	€225.11	+13.87 €/MWh	€209.6 - €235.3	99% Up / 0% Dn	BUY Spot	24.9 MW	Batch 1 Dispatched
Q6	2026-09-15 01:15	€198.43	€207.55	+9.12 €/MWh	€197.3 - €222.5	99% Up / 0% Dn	BUY Spot	24.9 MW	Batch 1 Dispatched
Q7	2026-09-15 01:30	€194.29	€205.41	+11.12 €/MWh	€193.2 - €218.3	99% Up / 0% Dn	BUY Spot	24.9 MW	Batch 1 Dispatched
Q8	2026-09-15 01:45	€188.10	€188.66	+0.56 €/MWh	€187.0 - €188.5	0% Up / 1% Dn	HOLD	0.0 MW	Batch 1 Dispatched
