Quarter	Delivery Time (CET)	Spot Price (€/MWh)	Pred Imbalance (€/MWh)	Pred Spread (€/MWh)	Quantiles (q10-q90)	P(Up) / P(Dn)	Recommended Action	Volume (MW)	Status
Q65	2026-09-13 16:00	€138.85	€139.54	+0.69 €/MWh	€138.1 - €139.1	0.3% Up / 0.5% Dn	HOLD	0.0 MW	Batch 9 Dispatched
Q66	2026-09-13 16:15	€142.91	€143.00	+0.09 €/MWh	€142.1 - €143.2	0.3% Up / 0.5% Dn	HOLD	0.0 MW	Batch 9 Dispatched
Q67	2026-09-13 16:30	€157.39	€157.14	-0.25 €/MWh	€156.6 - €157.7	0.3% Up / 0.5% Dn	HOLD	0.0 MW	Batch 9 Dispatched
Q68	2026-09-13 16:45	€172.27	€169.23	-3.04 €/MWh	€171.5 - €172.5	0.3% Up / 0.5% Dn	SELL Spot	1.0 MW	Batch 9 Dispatched
Q69	2026-09-13 17:00	€169.86	€166.87	-2.99 €/MWh	€169.1 - €170.1	0.3% Up / 0.5% Dn	SELL Spot	1.0 MW	Batch 9 Dispatched
Q70	2026-09-13 17:15	€182.18	€179.07	-3.11 €/MWh	€181.4 - €182.4	0.3% Up / 0.5% Dn	SELL Spot	1.0 MW	Batch 9 Dispatched
Q71	2026-09-13 17:30	€197.31	€194.07	-3.24 €/MWh	€196.5 - €197.6	0.3% Up / 0.5% Dn	SELL Spot	1.0 MW	Batch 9 Dispatched
Q72	2026-09-13 17:45	€208.01	€206.25	-1.76 €/MWh	€207.2 - €208.3	0.3% Up / 0.5% Dn	SELL Spot	1.0 MW	Batch 9 Dispatched
