Quarter	Delivery Time (CET)	Spot Price (€/MWh)	Pred Imbalance (€/MWh)	Pred Spread (€/MWh)	Quantiles (q10-q90)	P(Up) / P(Dn)	Recommended Action	Volume (MW)	Status
Q57	2026-09-15 14:00	€31.53	€31.45	-0.08 €/MWh	€30.8 - €31.9	0% Up / 0% Dn	HOLD	0.0 MW	Batch 8 Dispatched
Q58	2026-09-15 14:15	€42.53	€42.43	-0.10 €/MWh	€41.8 - €42.9	0% Up / 0% Dn	HOLD	0.0 MW	Batch 8 Dispatched
Q59	2026-09-15 14:30	€50.70	€50.58	-0.12 €/MWh	€50.0 - €51.1	0% Up / 0% Dn	HOLD	0.0 MW	Batch 8 Dispatched
Q60	2026-09-15 14:45	€61.51	€61.42	-0.09 €/MWh	€60.8 - €62.0	0% Up / 0% Dn	HOLD	0.0 MW	Batch 8 Dispatched
Q61	2026-09-15 15:00	€62.01	€61.90	-0.11 €/MWh	€61.3 - €62.5	0% Up / 0% Dn	HOLD	0.0 MW	Batch 8 Dispatched
Q62	2026-09-15 15:15	€89.83	€90.88	+1.05 €/MWh	€89.1 - €90.2	0% Up / 0% Dn	HOLD	0.0 MW	Batch 8 Dispatched
Q63	2026-09-15 15:30	€120.98	€123.23	+2.25 €/MWh	€120.3 - €121.4	0% Up / 0% Dn	BUY Spot	0.5 MW	Batch 8 Dispatched
Q64	2026-09-15 15:45	€142.95	€144.32	+1.37 €/MWh	€142.3 - €143.3	0% Up / 0% Dn	BUY Spot	0.5 MW	Batch 8 Dispatched
