Quarter	Delivery Time (CET)	Spot Price (€/MWh)	Pred Imbalance (€/MWh)	Pred Spread (€/MWh)	Quantiles (q10-q90)	P(Up) / P(Dn)	Recommended Action	Volume (MW)	Status
Q17	2026-09-14 04:00	€180.24	€184.22	+3.98 €/MWh	€179.1 - €180.6	0% Up / 1% Dn	BUY Spot	0.5 MW	Batch 3 Dispatched
Q18	2026-09-14 04:15	€181.20	€185.75	+4.55 €/MWh	€180.1 - €181.6	0% Up / 1% Dn	BUY Spot	0.5 MW	Batch 3 Dispatched
Q19	2026-09-14 04:30	€183.46	€188.18	+4.72 €/MWh	€182.3 - €183.8	0% Up / 1% Dn	BUY Spot	0.5 MW	Batch 3 Dispatched
Q20	2026-09-14 04:45	€190.12	€195.41	+5.29 €/MWh	€189.0 - €190.5	0% Up / 1% Dn	BUY Spot	0.5 MW	Batch 3 Dispatched
Q21	2026-09-14 05:00	€184.46	€188.20	+3.74 €/MWh	€183.3 - €184.8	0% Up / 1% Dn	BUY Spot	0.5 MW	Batch 3 Dispatched
Q22	2026-09-14 05:15	€194.47	€200.58	+6.11 €/MWh	€193.3 - €212.2	99% Up / 0% Dn	BUY Spot	18.1 MW	Batch 3 Dispatched
Q23	2026-09-14 05:30	€208.57	€215.53	+6.96 €/MWh	€207.4 - €233.1	99% Up / 0% Dn	BUY Spot	21.1 MW	Batch 3 Dispatched
Q24	2026-09-14 05:45	€220.91	€227.74	+6.83 €/MWh	€219.8 - €245.5	99% Up / 0% Dn	BUY Spot	20.6 MW	Batch 3 Dispatched
