Quarter	Delivery Time (CET)	Spot Price (€/MWh)	Pred Imbalance (€/MWh)	Pred Spread (€/MWh)	Quantiles (q10-q90)	P(Up) / P(Dn)	Recommended Action	Volume (MW)	Status
Q33	2026-09-22 08:00	€282.18	€283.60	+1.42 €/MWh	€281.5 - €311.2	99% Up / 0% Dn	BUY Spot	1.3 MW	Batch 5 Dispatched
Q34	2026-09-22 08:15	€268.03	€267.90	-0.13 €/MWh	€267.3 - €297.1	99% Up / 0% Dn	HOLD	0.0 MW	Batch 5 Dispatched
Q35	2026-09-22 08:30	€240.74	€240.51	-0.23 €/MWh	€240.1 - €270.9	99% Up / 0% Dn	HOLD	0.0 MW	Batch 5 Dispatched
Q36	2026-09-22 08:45	€204.98	€205.17	+0.19 €/MWh	€204.3 - €205.4	0% Up / 0% Dn	HOLD	0.0 MW	Batch 5 Dispatched
Q37	2026-09-22 09:00	€247.81	€252.59	+4.78 €/MWh	€247.1 - €276.7	99% Up / 0% Dn	BUY Spot	13.3 MW	Batch 5 Dispatched
Q38	2026-09-22 09:15	€217.85	€217.82	-0.03 €/MWh	€217.2 - €247.7	99% Up / 0% Dn	HOLD	0.0 MW	Batch 5 Dispatched
Q39	2026-09-22 09:30	€191.48	€191.49	+0.01 €/MWh	€190.8 - €191.9	0% Up / 0% Dn	HOLD	0.0 MW	Batch 5 Dispatched
Q40	2026-09-22 09:45	€166.18	€166.21	+0.03 €/MWh	€165.5 - €166.6	0% Up / 0% Dn	HOLD	0.0 MW	Batch 5 Dispatched
