Quarter	Delivery Time (CET)	Spot Price (€/MWh)	Pred Imbalance (€/MWh)	Pred Spread (€/MWh)	Quantiles (q10-q90)	P(Up) / P(Dn)	Recommended Action	Volume (MW)	Status
Q49	2026-09-17 12:00	€19.90	€21.40	+1.50 €/MWh	€18.8 - €20.3	0% Up / 1% Dn	BUY Spot	0.5 MW	Batch 7 Dispatched
Q50	2026-09-17 12:15	€12.69	€13.61	+0.92 €/MWh	€11.6 - €13.1	0% Up / 1% Dn	HOLD	0.0 MW	Batch 7 Dispatched
Q51	2026-09-17 12:30	€10.04	€11.58	+1.54 €/MWh	€8.9 - €10.4	0% Up / 1% Dn	BUY Spot	0.5 MW	Batch 7 Dispatched
Q52	2026-09-17 12:45	€9.60	€11.53	+1.93 €/MWh	€8.5 - €10.0	0% Up / 1% Dn	BUY Spot	0.5 MW	Batch 7 Dispatched
Q53	2026-09-17 13:00	€9.10	€10.91	+1.81 €/MWh	€8.0 - €9.5	0% Up / 1% Dn	BUY Spot	0.5 MW	Batch 7 Dispatched
Q54	2026-09-17 13:15	€12.59	€14.86	+2.27 €/MWh	€11.5 - €13.0	0% Up / 1% Dn	BUY Spot	0.5 MW	Batch 7 Dispatched
Q55	2026-09-17 13:30	€11.31	€13.16	+1.85 €/MWh	€10.2 - €11.7	0% Up / 1% Dn	BUY Spot	0.5 MW	Batch 7 Dispatched
Q56	2026-09-17 13:45	€8.13	€9.77	+1.64 €/MWh	€7.0 - €8.5	0% Up / 1% Dn	BUY Spot	0.5 MW	Batch 7 Dispatched
