quarter,time_dk,spot_price_eur,pred_imbalance_eur,pred_spread_eur,q10_price_eur,q90_price_eur,quantile_range,p_ratio,bid_action,bid_limit_price_eur,bid_volume_mw,status
Q58,2026-09-15 14:15,42.53,29.49,-13.04,-28.01,75.26,€-28.0 - €75.3,16.7% Up / 53.0% Dn,SELL Spot (Short),37.53,9.7,Fixed Pre-Auction Bid
Q59,2026-09-15 14:30,50.7,37.28,-13.42,-15.01,88.07,€-15.0 - €88.1,19.2% Up / 52.2% Dn,SELL Spot (Short),45.7,9.6,Fixed Pre-Auction Bid
Q60,2026-09-15 14:45,61.51,48.3,-13.21,-37.87,107.25,€-37.9 - €107.2,19.1% Up / 47.1% Dn,SELL Spot (Short),56.51,8.6,Fixed Pre-Auction Bid
Q61,2026-09-15 15:00,62.01,51.96,-10.05,-38.69,132.4,€-38.7 - €132.4,22.4% Up / 44.6% Dn,SELL Spot (Short),57.01,7.9,Fixed Pre-Auction Bid
Q62,2026-09-15 15:15,89.83,75.17,-14.66,-13.87,146.58,€-13.9 - €146.6,23.0% Up / 45.6% Dn,SELL Spot (Short),84.83,8.2,Fixed Pre-Auction Bid
Q63,2026-09-15 15:30,120.98,109.67,-11.31,3.59,247.24,€3.6 - €247.2,18.2% Up / 52.0% Dn,SELL Spot (Short),115.98,9.6,Fixed Pre-Auction Bid
Q64,2026-09-15 15:45,142.95,125.24,-17.71,13.17,298.9,€13.2 - €298.9,19.4% Up / 57.3% Dn,SELL Spot (Short),137.95,10.2,Fixed Pre-Auction Bid
Q65,2026-09-15 16:00,104.73,98.35,-6.38,-0.73,302.92,€-0.7 - €302.9,21.1% Up / 50.9% Dn,SELL Spot (Short),101.54,7.5,Fixed Pre-Auction Bid
Q66,2026-09-15 16:15,140.54,132.62,-7.92,18.33,390.6,€18.3 - €390.6,26.8% Up / 47.9% Dn,SELL Spot (Short),136.58,8.7,Fixed Pre-Auction Bid
Q67,2026-09-15 16:30,171.08,162.11,-8.97,32.81,355.18,€32.8 - €355.2,26.1% Up / 47.4% Dn,SELL Spot (Short),166.59,8.7,Fixed Pre-Auction Bid
Q68,2026-09-15 16:45,206.37,194.34,-12.03,40.6,316.27,€40.6 - €316.3,21.7% Up / 45.3% Dn,SELL Spot (Short),201.37,8.1,Fixed Pre-Auction Bid
Q69,2026-09-15 17:00,167.62,173.59,5.97,21.5,321.91,€21.5 - €321.9,21.1% Up / 37.7% Dn,BUY Spot (Long),170.61,1.2,Fixed Pre-Auction Bid
Q70,2026-09-15 17:15,209.5,196.75,-12.75,34.78,281.15,€34.8 - €281.1,24.0% Up / 35.1% Dn,SELL Spot (Short),204.5,5.2,Fixed Pre-Auction Bid
Q71,2026-09-15 17:30,228.7,216.1,-12.6,4.07,315.77,€4.1 - €315.8,27.0% Up / 35.1% Dn,SELL Spot (Short),223.7,5.2,Fixed Pre-Auction Bid
Q72,2026-09-15 17:45,244.92,233.75,-11.17,16.72,391.6,€16.7 - €391.6,23.4% Up / 33.5% Dn,SELL Spot (Short),239.92,4.8,Fixed Pre-Auction Bid
Q73,2026-09-15 18:00,215.81,211.45,-4.36,42.2,321.99,€42.2 - €322.0,23.0% Up / 32.3% Dn,SELL Spot (Short),213.63,2.6,Fixed Pre-Auction Bid
Q74,2026-09-15 18:15,231.2,219.5,-11.7,70.13,335.87,€70.1 - €335.9,24.4% Up / 33.3% Dn,SELL Spot (Short),226.2,4.7,Fixed Pre-Auction Bid
Q75,2026-09-15 18:30,251.43,235.37,-16.06,61.01,479.7,€61.0 - €479.7,24.6% Up / 33.1% Dn,SELL Spot (Short),246.43,4.7,Fixed Pre-Auction Bid
Q76,2026-09-15 18:45,280.2,272.05,-8.15,81.17,520.58,€81.2 - €520.6,23.5% Up / 32.4% Dn,SELL Spot (Short),276.12,4.5,Fixed Pre-Auction Bid
Q77,2026-09-15 19:00,280.81,282.36,1.55,92.69,516.56,€92.7 - €516.6,23.3% Up / 33.8% Dn,BUY Spot (Long),281.58,1.0,Fixed Pre-Auction Bid
Q78,2026-09-15 19:15,297.28,313.52,16.24,112.69,552.03,€112.7 - €552.0,24.3% Up / 29.6% Dn,BUY Spot (Long),302.28,2.2,Fixed Pre-Auction Bid
Q79,2026-09-15 19:30,296.45,369.63,73.18,113.75,554.66,€113.8 - €554.7,26.6% Up / 39.3% Dn,BUY Spot (Long),301.45,2.9,Fixed Pre-Auction Bid
Q80,2026-09-15 19:45,291.37,378.9,87.53,130.51,571.87,€130.5 - €571.9,24.4% Up / 38.3% Dn,BUY Spot (Long),296.37,2.2,Fixed Pre-Auction Bid
Q81,2026-09-15 20:00,273.15,339.55,66.4,142.95,549.78,€142.9 - €549.8,24.3% Up / 31.9% Dn,BUY Spot (Long),278.15,2.2,Fixed Pre-Auction Bid
Q82,2026-09-15 20:15,250.52,324.74,74.22,141.59,511.48,€141.6 - €511.5,24.5% Up / 30.7% Dn,BUY Spot (Long),255.52,2.2,Fixed Pre-Auction Bid
Q83,2026-09-15 20:30,245.69,363.25,117.56,151.36,514.2,€151.4 - €514.2,26.5% Up / 34.8% Dn,BUY Spot (Long),250.69,2.8,Fixed Pre-Auction Bid
Q84,2026-09-15 20:45,238.62,354.75,116.13,147.51,562.94,€147.5 - €562.9,26.3% Up / 35.0% Dn,BUY Spot (Long),243.62,2.8,Fixed Pre-Auction Bid
Q85,2026-09-15 21:00,230.93,314.46,83.53,133.66,453.44,€133.7 - €453.4,28.3% Up / 33.9% Dn,BUY Spot (Long),235.93,3.3,Fixed Pre-Auction Bid
Q86,2026-09-15 21:15,226.19,291.35,65.16,135.84,449.33,€135.8 - €449.3,36.8% Up / 30.7% Dn,BUY Spot (Long),231.19,5.7,Fixed Pre-Auction Bid
Q87,2026-09-15 21:30,223.25,286.11,62.86,132.48,445.76,€132.5 - €445.8,36.4% Up / 31.9% Dn,BUY Spot (Long),228.25,5.6,Fixed Pre-Auction Bid
Q88,2026-09-15 21:45,207.99,257.94,49.95,118.26,393.78,€118.3 - €393.8,25.4% Up / 35.6% Dn,BUY Spot (Long),212.99,2.5,Fixed Pre-Auction Bid
Q89,2026-09-15 22:00,212.64,274.12,61.48,131.82,393.67,€131.8 - €393.7,26.1% Up / 36.6% Dn,BUY Spot (Long),217.64,2.7,Fixed Pre-Auction Bid
Q90,2026-09-15 22:15,199.17,240.57,41.4,119.62,305.57,€119.6 - €305.6,23.0% Up / 35.9% Dn,BUY Spot (Long),204.17,1.8,Fixed Pre-Auction Bid
Q91,2026-09-15 22:30,196.35,208.7,12.35,119.91,319.79,€119.9 - €319.8,24.3% Up / 35.2% Dn,BUY Spot (Long),201.35,2.2,Fixed Pre-Auction Bid
Q92,2026-09-15 22:45,183.58,188.06,4.48,108.78,260.64,€108.8 - €260.6,14.4% Up / 30.9% Dn,BUY Spot (Long),185.82,1.0,Fixed Pre-Auction Bid
Q93,2026-09-15 23:00,192.0,200.67,8.67,114.89,265.5,€114.9 - €265.5,12.7% Up / 45.7% Dn,BUY Spot (Long),196.34,1.0,Fixed Pre-Auction Bid
Q94,2026-09-15 23:15,185.79,188.65,2.86,110.14,244.56,€110.1 - €244.6,11.0% Up / 47.1% Dn,BUY Spot (Long),187.22,1.0,Fixed Pre-Auction Bid
Q95,2026-09-15 23:30,178.8,181.83,3.03,107.61,245.22,€107.6 - €245.2,14.5% Up / 36.0% Dn,BUY Spot (Long),180.31,1.0,Fixed Pre-Auction Bid
Q96,2026-09-15 23:45,171.0,169.13,-1.87,97.57,233.56,€97.6 - €233.6,14.4% Up / 34.2% Dn,SELL Spot (Short),170.06,1.4,Fixed Pre-Auction Bid
