quarter,time_dk,time_utc,spot_price_eur,deep_bilstm_eur,transformer_tft_eur,transfer_lgb_eur,hierarchical_eur,pure15m_catboost_eur,meta_ensemble_eur,meta_ensemble_dkk,actual_settled_imbalance_eur,error_spread_eur,agent_action,status
Q1,2026-09-21 00:00,2026-09-20 22:00,14.9,14.92,11.95,-8.79,12.82,0.0,7.36,54.94,14.9,7.54,SELL Spot,Settled
Q2,2026-09-21 00:15,2026-09-20 22:15,14.55,14.59,11.59,-9.14,12.47,-0.35,7.02,52.36,14.55,7.53,SELL Spot,Settled
Q3,2026-09-21 00:30,2026-09-20 22:30,11.18,11.2,8.15,-12.51,9.1,-3.72,3.63,27.05,11.18,7.55,SELL Spot,Settled
Q4,2026-09-21 00:45,2026-09-20 22:45,10.0,10.0,6.8,-13.69,7.92,-3.68,2.6,19.43,10.0,7.4,SELL Spot,Settled
Q5,2026-09-21 01:00,2026-09-20 23:00,10.3,10.32,7.11,-13.39,8.22,-3.63,2.87,21.41,85.37,82.5,SELL Spot,Settled
Q6,2026-09-21 01:15,2026-09-20 23:15,9.99,10.01,6.79,-13.7,7.91,-3.94,2.56,19.1,9.99,7.43,SELL Spot,Settled
Q7,2026-09-21 01:30,2026-09-20 23:30,10.3,10.32,7.05,-13.39,8.22,-4.3,2.75,20.48,10.3,7.55,SELL Spot,Settled
Q8,2026-09-21 01:45,2026-09-20 23:45,9.99,9.98,6.73,-13.7,7.91,-4.91,2.38,17.72,9.99,7.61,SELL Spot,Settled
Q9,2026-09-21 02:00,2026-09-21 00:00,8.54,8.55,5.22,-15.15,6.46,-6.36,0.92,6.84,8.54,7.62,SELL Spot,Settled
Q10,2026-09-21 02:15,2026-09-21 00:15,7.73,7.74,7.52,-15.96,5.65,-11.27,0.15,1.1,7.73,7.58,SELL Spot,Settled
Q11,2026-09-21 02:30,2026-09-21 00:30,9.99,9.98,9.79,-13.7,7.91,-9.1,2.39,17.83,401.32,398.93,SELL Spot,Settled
Q12,2026-09-21 02:45,2026-09-21 00:45,10.0,9.97,9.83,-13.69,7.92,-9.09,2.4,17.92,334.48,332.08,SELL Spot,Settled
Q13,2026-09-21 03:00,2026-09-21 01:00,9.79,9.84,9.6,-13.9,7.71,-9.3,2.21,16.47,9.79,7.58,SELL Spot,Settled
Q14,2026-09-21 03:15,2026-09-21 01:15,10.0,9.97,9.81,-13.69,7.92,-9.09,2.4,17.89,10.0,7.6,SELL Spot,Settled
Q15,2026-09-21 03:30,2026-09-21 01:30,10.4,10.42,10.21,-13.29,8.32,-8.69,2.81,20.96,10.4,7.59,SELL Spot,Settled
Q16,2026-09-21 03:45,2026-09-21 01:45,10.82,10.83,10.61,-12.87,8.74,-8.27,3.22,24.05,10.82,7.6,SELL Spot,Settled
Q17,2026-09-21 04:00,2026-09-21 02:00,8.1,8.07,7.88,-15.59,6.02,-10.99,0.49,3.66,8.09,7.6,SELL Spot,Settled
Q18,2026-09-21 04:15,2026-09-21 02:15,10.0,10.06,9.66,-13.69,7.92,-9.0,2.4,17.9,10.0,7.6,SELL Spot,Settled
Q19,2026-09-21 04:30,2026-09-21 02:30,16.22,16.25,15.94,-7.47,14.14,-3.63,8.49,63.3,16.22,7.73,SELL Spot,Settled
Q20,2026-09-21 04:45,2026-09-21 02:45,21.53,21.58,21.27,-2.16,19.45,8.58,14.96,111.58,21.53,6.57,SELL Spot,Settled
Q21,2026-09-21 05:00,2026-09-21 03:00,15.5,15.46,15.15,-8.19,13.24,-1.19,8.23,61.36,15.5,7.27,SELL Spot,Settled
Q22,2026-09-21 05:15,2026-09-21 03:15,24.74,24.73,24.26,1.05,22.66,8.18,17.5,130.54,24.74,7.24,SELL Spot,Settled
Q23,2026-09-21 05:30,2026-09-21 03:30,33.45,33.36,33.02,9.76,31.19,10.21,25.05,186.88,33.45,8.4,SELL Spot,Settled
Q24,2026-09-21 05:45,2026-09-21 03:45,50.89,50.91,50.4,27.2,48.63,23.45,41.8,311.85,50.89,9.09,SELL Spot,Settled
Q25,2026-09-21 06:00,2026-09-21 04:00,63.34,63.28,62.59,39.65,61.25,39.25,54.76,408.53,63.34,8.58,SELL Spot,Settled
Q26,2026-09-21 06:15,2026-09-21 04:15,101.31,101.25,100.17,77.62,99.22,72.48,91.85,685.2,-8.16,100.01,SELL Spot,Settled
Q27,2026-09-21 06:30,2026-09-21 04:30,112.23,112.26,110.61,88.54,110.14,83.4,102.68,765.99,1.19,101.49,SELL Spot,Settled
Q28,2026-09-21 06:45,2026-09-21 04:45,131.02,130.97,129.2,107.33,128.93,102.19,121.4,905.68,131.02,9.62,SELL Spot,Settled
Q29,2026-09-21 07:00,2026-09-21 05:00,140.86,140.87,138.95,117.17,138.77,112.03,131.24,979.02,140.86,9.62,SELL Spot,Settled
Q30,2026-09-21 07:15,2026-09-21 05:15,154.7,154.69,152.82,131.01,152.61,125.87,145.08,1082.28,154.7,9.62,SELL Spot,Settled
Q31,2026-09-21 07:30,2026-09-21 05:30,157.45,157.45,155.92,133.76,155.36,128.62,147.91,1103.43,334.5,186.59,SELL Spot,Settled
Q32,2026-09-21 07:45,2026-09-21 05:45,144.75,144.72,143.25,121.06,142.66,116.35,135.29,1009.23,144.75,9.46,SELL Spot,Settled
Q33,2026-09-21 08:00,2026-09-21 06:00,223.05,223.04,221.31,199.36,220.88,190.21,212.78,1587.32,383.37,170.59,SELL Spot,Settled
Q34,2026-09-21 08:15,2026-09-21 06:15,171.61,171.61,169.69,147.92,169.52,142.78,161.98,1208.39,377.14,215.16,SELL Spot,Settled
Q35,2026-09-21 08:30,2026-09-21 06:30,131.91,131.9,129.24,108.22,129.82,104.04,122.26,912.09,131.91,9.65,SELL Spot,Settled
Q36,2026-09-21 08:45,2026-09-21 06:45,79.69,79.69,76.83,56.0,44.87,54.71,64.26,479.35,79.69,15.43,SELL Spot,Settled
Q37,2026-09-21 09:00,2026-09-21 07:00,91.56,91.54,87.47,67.87,56.74,66.58,75.83,565.72,277.86,202.03,SELL Spot,Settled
Q38,2026-09-21 09:15,2026-09-21 07:15,75.25,75.23,69.37,51.56,40.43,49.77,59.02,440.29,75.25,16.23,SELL Spot,Settled
Q39,2026-09-21 09:30,2026-09-21 07:30,29.84,29.91,25.47,6.15,-4.98,4.86,14.07,104.95,119.52,105.45,SELL Spot,Settled
Q40,2026-09-21 09:45,2026-09-21 07:45,20.08,20.05,15.38,-3.61,-14.74,-4.78,4.23,31.54,277.21,272.98,SELL Spot,Settled
Q41,2026-09-21 10:00,2026-09-21 08:00,42.98,43.02,40.25,19.29,8.17,20.69,28.04,209.16,42.98,14.94,SELL Spot,Settled
Q42,2026-09-21 10:15,2026-09-21 08:15,27.21,27.23,24.7,3.52,-7.61,1.73,11.78,87.86,121.6,109.82,SELL Spot,Settled
Q43,2026-09-21 10:30,2026-09-21 08:30,12.93,12.9,10.41,-10.76,-21.97,-8.63,-1.88,-13.99,63.03,64.91,SELL Spot,Settled
Q44,2026-09-21 10:45,2026-09-21 08:45,8.49,8.5,6.93,-15.2,-26.32,-12.2,-5.92,-44.15,75.16,81.08,SELL Spot,Settled
Q45,2026-09-21 11:00,2026-09-21 09:00,9.35,9.39,8.07,-14.34,-25.46,-9.59,-4.7,-35.03,52.31,57.01,SELL Spot,Settled
Q46,2026-09-21 11:15,2026-09-21 09:15,4.94,4.99,3.26,-18.75,-29.87,-18.33,-9.92,-74.0,35.0,44.92,SELL Spot,Settled
Q47,2026-09-21 11:30,2026-09-21 09:30,3.91,3.89,2.41,-19.78,-30.9,-19.29,-10.91,-81.42,15.0,25.91,SELL Spot,Settled
Q48,2026-09-21 11:45,2026-09-21 09:45,2.13,2.18,0.8,-21.56,0.05,-21.04,-6.4,-47.74,21.11,27.51,SELL Spot,Settled
Q49,2026-09-21 12:00,2026-09-21 10:00,3.0,2.98,1.62,-20.69,0.92,-16.94,-5.02,-37.44,3.0,8.02,SELL Spot,Settled
Q50,2026-09-21 12:15,2026-09-21 10:15,2.87,2.87,1.53,-20.82,0.79,-19.17,-5.48,-40.92,2.87,8.35,SELL Spot,Settled
Q51,2026-09-21 12:30,2026-09-21 10:30,2.79,2.8,1.42,-20.9,0.71,-19.41,-5.6,-41.75,10.0,15.6,SELL Spot,Settled
Q52,2026-09-21 12:45,2026-09-21 10:45,2.77,2.76,1.36,-20.92,0.69,-19.43,-5.63,-42.01,2.77,8.4,SELL Spot,Settled
Q53,2026-09-21 13:00,2026-09-21 11:00,3.06,3.07,1.61,-20.63,0.98,-19.14,-5.35,-39.89,4.85,10.2,SELL Spot,Settled
Q54,2026-09-21 13:15,2026-09-21 11:15,2.98,2.95,1.51,-20.71,0.9,-19.22,-5.44,-40.57,2.98,8.42,SELL Spot,Settled
Q55,2026-09-21 13:30,2026-09-21 11:30,2.77,2.79,1.26,-20.92,0.69,-19.43,-5.65,-42.12,2.77,8.42,SELL Spot,Settled
Q56,2026-09-21 13:45,2026-09-21 11:45,2.77,2.73,1.22,-20.92,0.69,-19.43,-5.67,-42.3,2.77,8.44,SELL Spot,Settled
Q57,2026-09-21 14:00,2026-09-21 12:00,2.83,2.89,1.26,-20.86,0.75,-19.37,-5.59,-41.73,2.83,8.42,SELL Spot,Settled
Q58,2026-09-21 14:15,2026-09-21 12:15,2.89,2.95,1.29,-20.8,0.81,-19.31,-5.54,-41.33,2.89,8.43,SELL Spot,Settled
Q59,2026-09-21 14:30,2026-09-21 12:30,2.99,2.99,1.36,-20.7,0.91,-19.21,-5.46,-40.74,-22.68,17.22,SELL Spot,Settled
Q60,2026-09-21 14:45,2026-09-21 12:45,2.88,2.82,1.21,-20.81,0.8,-19.32,-5.59,-41.74,2.88,8.47,SELL Spot,Settled
Q61,2026-09-21 15:00,2026-09-21 13:00,3.7,3.78,1.99,-19.99,1.62,-18.5,-4.75,-35.44,3.7,8.45,SELL Spot,Settled
Q62,2026-09-21 15:15,2026-09-21 13:15,3.68,3.63,1.97,-20.01,1.6,-18.52,-4.8,-35.82,3.68,8.48,SELL Spot,Settled
Q63,2026-09-21 15:30,2026-09-21 13:30,4.1,4.1,2.34,-19.59,2.02,-18.1,-4.38,-32.68,4.1,8.48,SELL Spot,Settled
Q64,2026-09-21 15:45,2026-09-21 13:45,5.89,5.87,4.11,-17.8,3.81,-16.31,-2.6,-19.39,5.89,8.49,SELL Spot,Settled
Q65,2026-09-21 16:00,2026-09-21 14:00,3.96,3.91,2.2,-19.73,1.88,-18.24,-4.53,-33.81,-17.22,12.69,SELL Spot,Settled
Q66,2026-09-21 16:15,2026-09-21 14:15,4.98,4.95,3.07,-18.71,2.9,-17.12,-3.53,-26.3,-19.44,15.91,SELL Spot,Settled
Q67,2026-09-21 16:30,2026-09-21 14:30,26.0,26.0,24.15,2.31,23.92,3.72,17.48,130.43,128.3,110.82,SELL Spot,Settled
Q68,2026-09-21 16:45,2026-09-21 14:45,56.24,56.31,54.82,32.55,54.15,33.64,47.79,356.48,-29.54,77.33,SELL Spot,Settled
Q69,2026-09-21 17:00,2026-09-21 15:00,11.11,11.1,9.47,-12.58,9.02,-12.84,2.36,17.61,4.05,1.69,SELL Spot,Settled
Q70,2026-09-21 17:15,2026-09-21 15:15,57.06,57.06,53.66,33.37,54.98,37.79,48.69,363.2,57.06,8.37,SELL Spot,Settled
Q71,2026-09-21 17:30,2026-09-21 15:30,132.16,132.18,130.6,108.47,130.07,99.61,122.0,910.11,132.16,10.16,SELL Spot,Settled
Q72,2026-09-21 17:45,2026-09-21 15:45,202.62,202.62,200.26,178.93,156.85,167.53,183.53,1369.12,202.62,19.09,SELL Spot,Settled
Q73,2026-09-21 18:00,2026-09-21 16:00,162.73,162.77,159.37,139.04,116.96,127.58,143.4,1069.8,162.73,19.33,SELL Spot,Settled
Q74,2026-09-21 18:15,2026-09-21 16:15,190.49,190.46,185.89,166.8,150.93,157.76,172.44,1286.43,190.49,18.05,SELL Spot,Settled
Q75,2026-09-21 18:30,2026-09-21 16:30,221.03,221.03,217.76,197.34,181.47,185.62,202.85,1513.28,221.03,18.18,SELL Spot,Settled
Q76,2026-09-21 18:45,2026-09-21 16:45,261.64,261.63,259.41,237.95,222.08,226.23,243.7,1818.03,553.46,309.76,SELL Spot,Settled
Q77,2026-09-21 19:00,2026-09-21 17:00,219.91,219.92,217.96,196.22,180.35,184.5,202.04,1507.25,219.91,17.87,SELL Spot,Settled
Q78,2026-09-21 19:15,2026-09-21 17:15,222.77,222.78,219.95,199.08,183.21,190.04,205.15,1530.41,222.77,17.62,SELL Spot,Settled
Q79,2026-09-21 19:30,2026-09-21 17:30,249.61,249.6,247.51,225.92,210.05,214.57,231.77,1728.97,249.61,17.84,SELL Spot,Settled
Q80,2026-09-21 19:45,2026-09-21 17:45,274.16,274.12,272.07,250.47,234.6,238.75,256.25,1911.63,274.16,17.91,SELL Spot,Settled
Q81,2026-09-21 20:00,2026-09-21 18:00,251.32,251.33,248.84,227.63,211.76,215.91,233.33,1740.65,509.45,276.12,SELL Spot,Settled
Q82,2026-09-21 20:15,2026-09-21 18:15,250.3,250.27,247.42,226.61,210.74,217.57,232.66,1735.61,177.62,55.04,SELL Spot,Settled
Q83,2026-09-21 20:30,2026-09-21 18:30,243.49,243.52,240.98,219.8,203.93,209.16,225.68,1683.58,183.13,42.55,SELL Spot,Settled
Q84,2026-09-21 20:45,2026-09-21 18:45,219.05,219.06,216.08,195.36,179.49,187.31,201.56,1503.64,219.05,17.49,SELL Spot,Settled
