quarter,time_dk,spot_price_eur,pred_imbalance_eur,pred_spread_eur,q10_price_eur,q90_price_eur,quantile_range,p_ratio,bid_action,bid_limit_price_eur,bid_volume_mw,status
Q1,2026-09-14 00:00,218.18,219.23,1.05,128.68,319.76,€128.7 - €319.8,17.2% Up / 56.5% Dn,HOLD (No Bid),218.18,0.0,Fixed Pre-Auction Bid
Q2,2026-09-14 00:15,205.79,210.05,4.26,135.76,301.5,€135.8 - €301.5,28.1% Up / 47.6% Dn,BUY Spot (Long),207.92,2.0,Fixed Pre-Auction Bid
Q3,2026-09-14 00:30,196.0,202.93,6.93,122.94,296.39,€122.9 - €296.4,26.9% Up / 49.2% Dn,BUY Spot (Long),199.47,2.6,Fixed Pre-Auction Bid
Q4,2026-09-14 00:45,186.85,197.24,10.39,111.59,279.04,€111.6 - €279.0,25.0% Up / 45.2% Dn,BUY Spot (Long),191.85,2.4,Fixed Pre-Auction Bid
Q5,2026-09-14 01:00,192.1,194.89,2.79,121.25,277.55,€121.2 - €277.6,22.7% Up / 52.1% Dn,BUY Spot (Long),193.5,1.2,Fixed Pre-Auction Bid
Q6,2026-09-14 01:15,187.5,197.74,10.24,120.66,273.91,€120.7 - €273.9,23.4% Up / 52.2% Dn,BUY Spot (Long),192.5,2.0,Fixed Pre-Auction Bid
Q7,2026-09-14 01:30,189.38,198.1,8.72,126.39,282.88,€126.4 - €282.9,29.1% Up / 45.3% Dn,BUY Spot (Long),193.74,3.5,Fixed Pre-Auction Bid
Q8,2026-09-14 01:45,182.59,192.79,10.2,117.8,269.36,€117.8 - €269.4,25.8% Up / 47.4% Dn,BUY Spot (Long),187.59,2.6,Fixed Pre-Auction Bid
Q9,2026-09-14 02:00,185.42,190.65,5.23,119.5,282.3,€119.5 - €282.3,27.9% Up / 46.8% Dn,BUY Spot (Long),188.03,2.3,Fixed Pre-Auction Bid
Q10,2026-09-14 02:15,185.05,194.94,9.89,120.36,283.98,€120.4 - €284.0,33.3% Up / 43.0% Dn,BUY Spot (Long),190.0,4.7,Fixed Pre-Auction Bid
