quarter,time_dk,time_utc,spot_price_eur,deep_bilstm_eur,transformer_tft_eur,transfer_lgb_eur,hierarchical_eur,pure15m_catboost_eur,meta_ensemble_eur,meta_ensemble_dkk,actual_settled_imbalance_eur,error_spread_eur,agent_action,status
Q1,2026-09-19 00:00,2026-09-18 22:00,68.1,68.07,66.2,-6.74,37.3,8.33,51.28,382.56,-3.92,55.2,SELL Spot,Settled
Q2,2026-09-19 00:15,2026-09-18 22:15,48.01,47.97,46.59,-26.83,20.45,-6.38,32.23,240.47,0.0,32.23,SELL Spot,Settled
Q3,2026-09-19 00:30,2026-09-18 22:30,43.25,43.28,42.14,-31.59,12.45,-13.03,27.04,201.74,43.25,16.21,SELL Spot,Settled
Q4,2026-09-19 00:45,2026-09-18 22:45,39.56,39.58,38.74,-35.28,9.29,-14.54,23.71,176.9,6.69,17.02,SELL Spot,Settled
Q5,2026-09-19 01:00,2026-09-18 23:00,37.11,37.13,35.91,-37.73,9.55,-10.21,22.09,164.79,9.63,12.46,SELL Spot,Settled
Q6,2026-09-19 01:15,2026-09-18 23:15,30.13,30.12,29.51,-44.71,-0.67,-25.89,14.1,105.18,7.24,6.86,SELL Spot,Settled
Q7,2026-09-19 01:30,2026-09-18 23:30,28.51,28.5,27.86,-46.33,-2.29,-30.98,12.15,90.61,-0.81,12.96,SELL Spot,Settled
Q8,2026-09-19 01:45,2026-09-18 23:45,23.85,23.84,23.46,-50.99,-6.95,-41.22,7.05,52.59,-0.48,7.53,SELL Spot,Settled
Q9,2026-09-19 02:00,2026-09-19 00:00,25.44,25.44,25.32,-49.4,-5.36,-43.56,8.37,62.44,3.0,5.37,SELL Spot,Settled
Q10,2026-09-19 02:15,2026-09-19 00:15,16.47,16.48,16.3,-58.37,-14.33,-53.05,-0.66,-4.93,16.47,17.13,SELL Spot,Settled
Q11,2026-09-19 02:30,2026-09-19 00:30,16.53,16.53,16.29,-58.31,-14.27,-53.69,-0.69,-5.18,16.53,17.22,SELL Spot,Settled
Q12,2026-09-19 02:45,2026-09-19 00:45,12.52,12.48,12.26,-62.32,-18.28,-59.75,-4.92,-36.67,12.52,17.44,SELL Spot,Settled
Q13,2026-09-19 03:00,2026-09-19 01:00,6.69,6.7,6.37,-68.15,-24.11,-66.23,-10.81,-80.66,6.69,17.5,SELL Spot,Settled
Q14,2026-09-19 03:15,2026-09-19 01:15,6.99,7.0,6.61,-67.85,-23.81,-66.79,-10.61,-79.18,6.99,17.6,SELL Spot,Settled
Q15,2026-09-19 03:30,2026-09-19 01:30,7.17,7.18,6.72,-67.67,-23.63,-67.03,-10.49,-78.28,26.47,36.96,SELL Spot,Settled
Q16,2026-09-19 03:45,2026-09-19 01:45,5.79,5.79,5.29,-69.05,-25.01,-68.79,-11.93,-88.98,15.0,26.93,SELL Spot,Settled
Q17,2026-09-19 04:00,2026-09-19 02:00,5.74,5.77,5.17,-69.1,-25.06,-68.84,-11.99,-89.46,5.74,17.73,SELL Spot,Settled
Q18,2026-09-19 04:15,2026-09-19 02:15,5.58,5.6,4.96,-69.26,-25.22,-69.0,-12.17,-90.81,13.38,25.55,SELL Spot,Settled
Q19,2026-09-19 04:30,2026-09-19 02:30,5.5,5.51,4.82,-69.34,-25.3,-69.08,-12.28,-91.59,15.0,27.28,SELL Spot,Settled
Q20,2026-09-19 04:45,2026-09-19 02:45,5.07,5.05,4.32,-69.77,-25.73,-69.51,-12.74,-95.04,6.69,19.43,SELL Spot,Settled
Q21,2026-09-19 05:00,2026-09-19 03:00,5.34,5.35,4.5,-69.5,-25.46,-69.24,-12.49,-93.19,5.34,17.83,SELL Spot,Settled
Q22,2026-09-19 05:15,2026-09-19 03:15,4.9,4.93,4.01,-69.94,-25.9,-69.63,-12.94,-96.5,-6.02,6.92,SELL Spot,Settled
Q23,2026-09-19 05:30,2026-09-19 03:30,4.93,4.92,3.97,-69.91,-25.87,-69.75,-12.96,-96.67,-17.47,4.51,SELL Spot,Settled
