quarter,time_dk,spot_price_eur,pred_imbalance_eur,pred_spread_eur,q10_price_eur,q90_price_eur,quantile_range,p_ratio,bid_action,bid_limit_price_eur,bid_volume_mw,status
Q33,2026-09-17 08:00,215.93,193.15,-22.78,82.28,270.77,€82.3 - €270.8,17.0% Up / 53.1% Dn,SELL Spot (Short),210.93,9.8,Fixed Pre-Auction Bid
Q34,2026-09-17 08:15,203.38,187.81,-15.57,91.43,267.62,€91.4 - €267.6,16.4% Up / 53.1% Dn,SELL Spot (Short),198.38,9.7,Fixed Pre-Auction Bid
Q35,2026-09-17 08:30,195.11,178.67,-16.44,89.91,269.15,€89.9 - €269.1,16.7% Up / 54.6% Dn,SELL Spot (Short),190.11,9.9,Fixed Pre-Auction Bid
Q36,2026-09-17 08:45,178.63,177.09,-1.54,83.87,229.14,€83.9 - €229.1,17.8% Up / 46.8% Dn,SELL Spot (Short),177.86,1.4,Fixed Pre-Auction Bid
Q37,2026-09-17 09:00,200.01,191.25,-8.76,76.41,240.91,€76.4 - €240.9,16.4% Up / 49.4% Dn,SELL Spot (Short),195.63,9.2,Fixed Pre-Auction Bid
Q38,2026-09-17 09:15,178.39,181.47,3.08,82.55,244.57,€82.5 - €244.6,19.4% Up / 47.0% Dn,BUY Spot (Long),179.93,1.0,Fixed Pre-Auction Bid
Q39,2026-09-17 09:30,146.77,143.21,-3.56,63.52,200.37,€63.5 - €200.4,19.9% Up / 50.4% Dn,SELL Spot (Short),144.99,3.9,Fixed Pre-Auction Bid
Q40,2026-09-17 09:45,125.06,120.85,-4.21,42.52,196.6,€42.5 - €196.6,20.2% Up / 50.2% Dn,SELL Spot (Short),122.95,4.7,Fixed Pre-Auction Bid
Q41,2026-09-17 10:00,142.44,138.63,-3.81,50.77,206.47,€50.8 - €206.5,20.6% Up / 48.8% Dn,SELL Spot (Short),140.53,4.1,Fixed Pre-Auction Bid
Q42,2026-09-17 10:15,122.94,124.49,1.55,42.9,178.84,€42.9 - €178.8,22.2% Up / 48.7% Dn,BUY Spot (Long),123.72,1.0,Fixed Pre-Auction Bid
Q43,2026-09-17 10:30,97.88,92.03,-5.85,19.88,167.36,€19.9 - €167.4,18.3% Up / 43.3% Dn,SELL Spot (Short),94.95,5.5,Fixed Pre-Auction Bid
Q44,2026-09-17 10:45,74.76,72.32,-2.44,7.5,171.7,€7.5 - €171.7,21.2% Up / 41.4% Dn,SELL Spot (Short),73.54,2.1,Fixed Pre-Auction Bid
Q45,2026-09-17 11:00,69.83,84.37,14.54,9.76,151.12,€9.8 - €151.1,21.5% Up / 45.4% Dn,BUY Spot (Long),74.83,1.4,Fixed Pre-Auction Bid
Q46,2026-09-17 11:15,44.08,54.4,10.32,5.85,126.74,€5.8 - €126.7,18.3% Up / 40.0% Dn,BUY Spot (Long),49.08,1.0,Fixed Pre-Auction Bid
Q47,2026-09-17 11:30,22.25,34.87,12.62,-16.24,95.87,€-16.2 - €95.9,16.9% Up / 35.7% Dn,BUY Spot (Long),27.25,1.0,Fixed Pre-Auction Bid
Q48,2026-09-17 11:45,9.62,16.02,6.4,-25.16,66.9,€-25.2 - €66.9,19.9% Up / 49.2% Dn,BUY Spot (Long),12.82,1.0,Fixed Pre-Auction Bid
Q49,2026-09-17 12:00,21.51,20.63,-0.88,-18.98,105.27,€-19.0 - €105.3,21.9% Up / 53.2% Dn,HOLD (No Bid),21.51,0.0,Fixed Pre-Auction Bid
Q50,2026-09-17 12:15,12.93,13.56,0.63,-15.44,84.18,€-15.4 - €84.2,21.4% Up / 53.5% Dn,HOLD (No Bid),12.93,0.0,Fixed Pre-Auction Bid
Q51,2026-09-17 12:30,10.56,13.67,3.11,-17.7,67.59,€-17.7 - €67.6,18.3% Up / 45.3% Dn,BUY Spot (Long),12.12,1.0,Fixed Pre-Auction Bid
Q52,2026-09-17 12:45,9.79,6.9,-2.89,-24.48,64.83,€-24.5 - €64.8,18.7% Up / 47.9% Dn,SELL Spot (Short),8.34,2.9,Fixed Pre-Auction Bid
Q53,2026-09-17 13:00,9.28,6.17,-3.11,-21.27,32.09,€-21.3 - €32.1,20.0% Up / 53.0% Dn,SELL Spot (Short),7.72,3.5,Fixed Pre-Auction Bid
Q54,2026-09-17 13:15,12.83,11.82,-1.01,-17.05,63.86,€-17.1 - €63.9,21.7% Up / 51.9% Dn,HOLD (No Bid),12.83,0.0,Fixed Pre-Auction Bid
Q55,2026-09-17 13:30,11.53,7.71,-3.82,-27.29,45.23,€-27.3 - €45.2,20.4% Up / 52.2% Dn,SELL Spot (Short),9.62,4.3,Fixed Pre-Auction Bid
Q56,2026-09-17 13:45,12.27,12.31,0.04,-27.05,49.16,€-27.1 - €49.2,20.6% Up / 53.9% Dn,HOLD (No Bid),12.27,0.0,Fixed Pre-Auction Bid
Q57,2026-09-17 14:00,6.82,12.71,5.89,-27.85,31.97,€-27.9 - €32.0,19.9% Up / 53.7% Dn,BUY Spot (Long),9.77,1.0,Fixed Pre-Auction Bid
Q58,2026-09-17 14:15,7.96,13.11,5.15,-23.69,34.93,€-23.7 - €34.9,16.5% Up / 58.5% Dn,BUY Spot (Long),10.54,1.0,Fixed Pre-Auction Bid
Q59,2026-09-17 14:30,17.23,19.3,2.07,-28.03,66.95,€-28.0 - €67.0,15.6% Up / 60.6% Dn,BUY Spot (Long),18.27,1.0,Fixed Pre-Auction Bid
Q60,2026-09-17 14:45,26.2,25.53,-0.67,-23.71,144.09,€-23.7 - €144.1,21.8% Up / 57.5% Dn,HOLD (No Bid),26.2,0.0,Fixed Pre-Auction Bid
Q61,2026-09-17 15:00,10.6,25.43,14.83,-39.43,104.13,€-39.4 - €104.1,20.3% Up / 54.2% Dn,BUY Spot (Long),15.6,1.1,Fixed Pre-Auction Bid
Q62,2026-09-17 15:15,23.82,25.85,2.03,-28.27,155.11,€-28.3 - €155.1,22.4% Up / 52.7% Dn,BUY Spot (Long),24.84,1.1,Fixed Pre-Auction Bid
Q63,2026-09-17 15:30,42.99,39.23,-3.76,-22.99,154.95,€-23.0 - €154.9,23.7% Up / 48.9% Dn,SELL Spot (Short),41.11,4.0,Fixed Pre-Auction Bid
Q64,2026-09-17 15:45,49.01,43.99,-5.02,-8.95,119.49,€-8.9 - €119.5,23.3% Up / 48.5% Dn,SELL Spot (Short),46.5,5.5,Fixed Pre-Auction Bid
Q65,2026-09-17 16:00,26.56,34.42,7.86,-19.94,138.63,€-19.9 - €138.6,24.6% Up / 49.4% Dn,BUY Spot (Long),30.49,2.3,Fixed Pre-Auction Bid
Q66,2026-09-17 16:15,52.41,54.62,2.21,-15.18,159.25,€-15.2 - €159.2,31.6% Up / 39.5% Dn,BUY Spot (Long),53.51,1.5,Fixed Pre-Auction Bid
Q67,2026-09-17 16:30,101.5,98.07,-3.43,-0.86,243.57,€-0.9 - €243.6,29.6% Up / 43.1% Dn,SELL Spot (Short),99.78,3.1,Fixed Pre-Auction Bid
Q68,2026-09-17 16:45,118.29,117.81,-0.48,1.07,266.24,€1.1 - €266.2,31.1% Up / 41.8% Dn,HOLD (No Bid),118.29,0.0,Fixed Pre-Auction Bid
Q69,2026-09-17 17:00,101.42,123.36,21.94,-4.03,379.71,€-4.0 - €379.7,37.6% Up / 34.3% Dn,BUY Spot (Long),106.42,5.9,Fixed Pre-Auction Bid
Q70,2026-09-17 17:15,137.31,132.48,-4.83,7.66,232.3,€7.7 - €232.3,26.5% Up / 44.6% Dn,SELL Spot (Short),134.9,4.7,Fixed Pre-Auction Bid
Q71,2026-09-17 17:30,154.14,142.72,-11.42,17.93,248.24,€17.9 - €248.2,34.4% Up / 36.2% Dn,SELL Spot (Short),149.14,5.5,Fixed Pre-Auction Bid
Q72,2026-09-17 17:45,178.36,177.54,-0.82,32.54,312.51,€32.5 - €312.5,34.5% Up / 37.1% Dn,HOLD (No Bid),178.36,0.0,Fixed Pre-Auction Bid
Q73,2026-09-17 18:00,179.72,176.85,-2.87,28.6,300.36,€28.6 - €300.4,28.9% Up / 43.0% Dn,SELL Spot (Short),178.28,2.6,Fixed Pre-Auction Bid
Q74,2026-09-17 18:15,172.96,170.43,-2.53,18.15,293.12,€18.1 - €293.1,24.2% Up / 40.0% Dn,SELL Spot (Short),171.7,2.1,Fixed Pre-Auction Bid
Q75,2026-09-17 18:30,178.11,174.76,-3.35,29.94,257.62,€29.9 - €257.6,24.3% Up / 42.3% Dn,SELL Spot (Short),176.44,3.0,Fixed Pre-Auction Bid
Q76,2026-09-17 18:45,173.93,171.89,-2.04,29.52,260.7,€29.5 - €260.7,20.7% Up / 43.2% Dn,SELL Spot (Short),172.91,1.8,Fixed Pre-Auction Bid
Q77,2026-09-17 19:00,201.85,192.69,-9.16,46.62,301.69,€46.6 - €301.7,25.2% Up / 37.1% Dn,SELL Spot (Short),197.27,5.8,Fixed Pre-Auction Bid
Q78,2026-09-17 19:15,198.96,196.8,-2.16,60.76,293.8,€60.8 - €293.8,23.5% Up / 39.1% Dn,SELL Spot (Short),197.88,1.8,Fixed Pre-Auction Bid
Q79,2026-09-17 19:30,196.86,188.5,-8.36,79.07,293.14,€79.1 - €293.1,20.8% Up / 42.8% Dn,SELL Spot (Short),192.68,7.4,Fixed Pre-Auction Bid
Q80,2026-09-17 19:45,192.02,226.6,34.58,76.37,277.27,€76.4 - €277.3,17.1% Up / 42.8% Dn,BUY Spot (Long),197.02,1.0,Fixed Pre-Auction Bid
Q81,2026-09-17 20:00,209.63,280.53,70.9,95.99,279.39,€96.0 - €279.4,17.4% Up / 35.0% Dn,BUY Spot (Long),214.63,1.0,Fixed Pre-Auction Bid
Q82,2026-09-17 20:15,206.57,361.18,154.61,96.54,266.28,€96.5 - €266.3,16.1% Up / 40.4% Dn,BUY Spot (Long),211.57,1.0,Fixed Pre-Auction Bid
Q83,2026-09-17 20:30,199.64,292.17,92.53,88.23,247.57,€88.2 - €247.6,16.3% Up / 44.2% Dn,BUY Spot (Long),204.64,1.0,Fixed Pre-Auction Bid
Q84,2026-09-17 20:45,193.81,237.75,43.94,88.95,237.93,€89.0 - €237.9,15.9% Up / 45.7% Dn,BUY Spot (Long),198.81,1.0,Fixed Pre-Auction Bid
Q85,2026-09-17 21:00,193.07,188.03,-5.04,88.82,259.39,€88.8 - €259.4,17.6% Up / 44.4% Dn,SELL Spot (Short),190.55,4.9,Fixed Pre-Auction Bid
Q86,2026-09-17 21:15,185.91,187.23,1.32,86.64,278.45,€86.6 - €278.4,19.9% Up / 40.7% Dn,BUY Spot (Long),186.57,1.0,Fixed Pre-Auction Bid
Q87,2026-09-17 21:30,185.03,184.2,-0.83,86.59,283.7,€86.6 - €283.7,19.5% Up / 39.1% Dn,HOLD (No Bid),185.03,0.0,Fixed Pre-Auction Bid
Q88,2026-09-17 21:45,183.32,178.68,-4.64,87.47,237.92,€87.5 - €237.9,17.0% Up / 38.9% Dn,SELL Spot (Short),181.0,3.7,Fixed Pre-Auction Bid
Q89,2026-09-17 22:00,176.23,174.81,-1.42,104.53,252.76,€104.5 - €252.8,15.4% Up / 36.4% Dn,SELL Spot (Short),175.52,1.1,Fixed Pre-Auction Bid
Q90,2026-09-17 22:15,175.46,172.51,-2.95,103.43,238.38,€103.4 - €238.4,15.0% Up / 33.7% Dn,SELL Spot (Short),173.99,2.0,Fixed Pre-Auction Bid
Q91,2026-09-17 22:30,173.66,169.78,-3.88,93.45,237.99,€93.5 - €238.0,15.6% Up / 34.9% Dn,SELL Spot (Short),171.72,2.6,Fixed Pre-Auction Bid
Q92,2026-09-17 22:45,170.46,172.15,1.69,104.6,261.86,€104.6 - €261.9,19.1% Up / 35.7% Dn,BUY Spot (Long),171.31,1.0,Fixed Pre-Auction Bid
Q93,2026-09-17 23:00,162.98,158.56,-4.42,92.64,226.4,€92.6 - €226.4,16.8% Up / 50.1% Dn,SELL Spot (Short),160.77,5.0,Fixed Pre-Auction Bid
Q94,2026-09-17 23:15,162.7,159.39,-3.31,90.39,239.21,€90.4 - €239.2,17.2% Up / 51.5% Dn,SELL Spot (Short),161.04,3.7,Fixed Pre-Auction Bid
Q95,2026-09-17 23:30,161.94,159.96,-1.98,80.18,244.5,€80.2 - €244.5,26.2% Up / 42.1% Dn,SELL Spot (Short),160.95,1.7,Fixed Pre-Auction Bid
Q96,2026-09-17 23:45,160.6,174.88,14.28,82.54,348.74,€82.5 - €348.7,37.5% Up / 32.8% Dn,BUY Spot (Long),165.6,5.9,Fixed Pre-Auction Bid
