quarter,time_dk,time_utc,spot_price_eur,deep_bilstm_eur,transformer_tft_eur,transfer_lgb_eur,hierarchical_eur,pure15m_catboost_eur,meta_ensemble_eur,meta_ensemble_dkk,actual_settled_imbalance_eur,error_spread_eur,agent_action,status
Q21,2026-09-14 05:00,2026-09-14 03:00,184.48,184.46,172.89,165.5,128.94,155.68,161.41,1204.15,112.48,48.93,SELL Spot,Settled
Q22,2026-09-14 05:15,2026-09-14 03:15,194.49,194.48,182.19,175.51,138.95,166.67,171.48,1279.25,96.56,74.92,SELL Spot,Settled
Q23,2026-09-14 05:30,2026-09-14 03:30,208.58,208.55,195.67,189.6,173.79,188.57,191.2,1426.35,180.0,11.2,SELL Spot,Settled
Q24,2026-09-14 05:45,2026-09-14 03:45,221.01,221.04,208.11,202.03,186.22,201.49,203.74,1519.89,221.01,17.27,SELL Spot,Settled
Q25,2026-09-14 06:00,2026-09-14 04:00,217.56,217.57,204.17,198.58,162.02,189.74,194.34,1449.75,217.56,23.22,SELL Spot,Settled
Q26,2026-09-14 06:15,2026-09-14 04:15,252.81,252.84,239.63,233.83,189.16,234.56,229.9,1715.02,86.45,143.45,SELL Spot,Settled
Q27,2026-09-14 06:30,2026-09-14 04:30,276.02,276.03,264.48,257.04,212.37,259.42,253.76,1893.02,276.02,22.26,SELL Spot,Settled
Q28,2026-09-14 06:45,2026-09-14 04:45,281.68,281.63,270.9,262.7,218.03,265.39,259.62,1936.76,291.35,31.73,SELL Spot,Settled
Q29,2026-09-14 07:00,2026-09-14 05:00,293.98,293.95,283.15,275.0,238.44,272.78,272.58,2033.41,348.28,75.7,SELL Spot,Settled
Q30,2026-09-14 07:15,2026-09-14 05:15,320.53,320.54,309.72,301.55,256.88,303.48,298.32,2225.49,320.53,22.21,SELL Spot,Settled
Q31,2026-09-14 07:30,2026-09-14 05:30,322.38,322.33,312.5,303.4,258.73,305.33,300.35,2240.58,322.38,22.03,SELL Spot,Settled
Q32,2026-09-14 07:45,2026-09-14 05:45,320.32,320.31,311.55,301.34,256.67,303.1,298.48,2226.67,320.32,21.84,SELL Spot,Settled
Q33,2026-09-14 08:00,2026-09-14 06:00,349.74,349.73,340.42,330.76,294.2,329.49,328.83,2453.07,118.94,209.89,SELL Spot,Settled
Q34,2026-09-14 08:15,2026-09-14 06:15,305.97,305.99,296.76,286.99,242.32,289.08,284.12,2119.5,305.97,21.85,SELL Spot,Settled
Q35,2026-09-14 08:30,2026-09-14 06:30,287.12,287.17,278.61,268.14,223.47,267.76,264.92,1976.31,185.16,79.76,SELL Spot,Settled
Q36,2026-09-14 08:45,2026-09-14 06:45,272.98,272.97,265.14,254.0,227.64,257.35,255.35,1904.89,120.0,135.35,SELL Spot,Settled
Q37,2026-09-14 09:00,2026-09-14 07:00,285.81,285.82,277.66,266.83,230.27,263.65,264.76,1975.08,285.81,21.05,SELL Spot,Settled
Q38,2026-09-14 09:15,2026-09-14 07:15,267.56,267.59,259.39,248.58,203.91,245.7,244.93,1827.16,267.56,22.63,SELL Spot,Settled
Q39,2026-09-14 09:30,2026-09-14 07:30,240.66,240.73,232.52,221.68,199.25,216.16,222.02,1656.23,240.66,18.64,SELL Spot,Settled
Q40,2026-09-14 09:45,2026-09-14 07:45,217.7,217.73,209.53,198.72,191.1,197.25,202.84,1513.22,190.38,12.46,SELL Spot,Settled
Q41,2026-09-14 10:00,2026-09-14 08:00,246.93,246.91,238.99,227.95,191.39,222.8,225.52,1682.38,159.0,66.52,SELL Spot,Settled
Q42,2026-09-14 10:15,2026-09-14 08:15,224.38,224.34,216.46,205.4,179.04,207.7,206.52,1540.63,150.39,56.13,SELL Spot,Settled
Q43,2026-09-14 10:30,2026-09-14 08:30,205.52,205.5,198.03,186.54,188.27,190.84,193.83,1445.96,137.31,56.52,SELL Spot,Settled
Q44,2026-09-14 10:45,2026-09-14 08:45,187.18,187.18,179.84,168.2,169.93,171.56,175.34,1308.01,80.86,94.48,SELL Spot,Settled
Q45,2026-09-14 11:00,2026-09-14 09:00,212.74,212.71,205.51,193.76,196.62,193.52,200.43,1495.18,187.97,12.46,SELL Spot,Settled
Q46,2026-09-14 11:15,2026-09-14 09:15,194.64,194.64,187.32,175.66,192.09,178.46,185.66,1385.04,130.24,55.42,SELL Spot,Settled
Q47,2026-09-14 11:30,2026-09-14 09:30,197.25,197.27,190.07,178.27,194.7,182.17,188.52,1406.38,197.25,8.73,SELL Spot,Settled
Q48,2026-09-14 11:45,2026-09-14 09:45,185.52,185.52,178.56,166.54,168.27,169.61,173.69,1295.75,144.38,29.31,SELL Spot,Settled
Q49,2026-09-14 12:00,2026-09-14 10:00,195.95,195.94,189.12,176.97,194.53,180.87,187.52,1398.86,130.0,57.52,SELL Spot,Settled
Q50,2026-09-14 12:15,2026-09-14 10:15,182.2,182.23,175.11,163.22,180.42,165.92,173.41,1293.64,127.49,45.92,SELL Spot,Settled
Q51,2026-09-14 12:30,2026-09-14 10:30,178.13,178.1,171.06,159.15,176.35,161.71,169.3,1263.01,139.55,29.75,SELL Spot,Settled
Q52,2026-09-14 12:45,2026-09-14 10:45,170.61,170.62,163.28,151.63,141.68,148.31,155.08,1156.88,85.67,69.41,SELL Spot,Settled
Q53,2026-09-14 13:00,2026-09-14 11:00,175.39,175.39,168.27,156.41,138.36,158.79,159.39,1189.05,115.0,44.39,SELL Spot,Settled
Q54,2026-09-14 13:15,2026-09-14 11:15,168.9,168.9,161.98,149.92,167.12,153.93,160.4,1196.57,104.34,56.06,SELL Spot,Settled
Q55,2026-09-14 13:30,2026-09-14 11:30,165.74,165.74,158.33,146.76,136.81,138.79,149.27,1113.52,115.0,34.27,SELL Spot,Settled
Q56,2026-09-14 13:45,2026-09-14 11:45,157.63,157.64,149.64,138.65,128.7,135.22,141.94,1058.89,163.5,21.56,SELL Spot,Settled
Q57,2026-09-14 14:00,2026-09-14 12:00,159.85,159.86,152.32,140.87,122.82,140.42,143.21,1068.32,176.0,32.79,SELL Spot,Settled
Q58,2026-09-14 14:15,2026-09-14 12:15,161.82,161.81,154.39,142.84,116.14,141.25,143.22,1068.41,96.56,46.66,SELL Spot,Settled
Q59,2026-09-14 14:30,2026-09-14 12:30,158.36,158.34,150.09,139.38,112.68,136.31,139.3,1039.14,158.36,19.06,SELL Spot,Settled
Q60,2026-09-14 14:45,2026-09-14 12:45,166.08,166.05,156.93,147.1,120.4,143.61,146.75,1094.79,92.58,54.17,SELL Spot,Settled
Q61,2026-09-14 15:00,2026-09-14 13:00,152.91,152.93,144.02,133.93,130.53,134.2,139.11,1037.74,120.37,18.74,SELL Spot,Settled
Q62,2026-09-14 15:15,2026-09-14 13:15,155.63,155.63,146.52,136.65,109.95,132.86,136.26,1016.47,117.87,18.39,SELL Spot,Settled
Q63,2026-09-14 15:30,2026-09-14 13:30,169.16,169.19,158.45,150.18,123.48,146.92,149.58,1115.85,169.16,19.58,SELL Spot,Settled
Q64,2026-09-14 15:45,2026-09-14 13:45,182.07,182.09,169.7,163.09,136.39,159.78,162.15,1209.62,35.46,126.69,SELL Spot,Settled
Q65,2026-09-14 16:00,2026-09-14 14:00,152.02,152.01,139.65,133.04,129.64,134.95,137.84,1028.32,104.26,33.58,SELL Spot,Settled
Q66,2026-09-14 16:15,2026-09-14 14:15,170.14,170.13,157.31,151.16,124.46,146.68,149.89,1118.16,116.95,32.94,SELL Spot,Settled
Q67,2026-09-14 16:30,2026-09-14 14:30,190.04,190.04,175.29,171.06,144.36,166.64,169.42,1263.87,111.18,58.24,SELL Spot,Settled
Q68,2026-09-14 16:45,2026-09-14 14:45,210.77,210.77,189.97,191.79,165.09,187.37,188.94,1409.52,122.98,65.96,SELL Spot,Settled
Q69,2026-09-14 17:00,2026-09-14 15:00,179.35,179.37,152.94,160.37,133.67,155.95,156.41,1166.83,76.74,79.67,SELL Spot,Settled
Q70,2026-09-14 17:15,2026-09-14 15:15,214.21,214.19,185.15,195.23,168.53,190.81,190.73,1422.88,118.58,72.15,SELL Spot,Settled
Q71,2026-09-14 17:30,2026-09-14 15:30,253.74,253.74,223.48,234.76,246.56,239.23,239.59,1787.34,253.74,14.15,SELL Spot,Settled
Q72,2026-09-14 17:45,2026-09-14 15:45,290.44,290.42,260.42,271.46,244.76,267.04,266.77,1990.12,139.75,127.02,SELL Spot,Settled
Q73,2026-09-14 18:00,2026-09-14 16:00,259.76,259.73,229.29,240.78,237.38,243.53,242.14,1806.37,92.93,149.21,SELL Spot,Settled
Q74,2026-09-14 18:15,2026-09-14 16:15,307.84,307.86,282.1,288.86,285.46,295.47,291.94,2177.89,307.84,15.9,SELL Spot,Settled
Q75,2026-09-14 18:30,2026-09-14 16:30,456.42,456.45,437.58,437.44,434.04,444.5,441.99,3297.23,456.42,14.43,SELL Spot,Settled
Q76,2026-09-14 18:45,2026-09-14 16:45,595.53,595.56,576.68,576.55,573.15,583.61,581.1,4334.97,595.53,14.43,SELL Spot,Settled
Q77,2026-09-14 19:00,2026-09-14 17:00,666.26,666.26,649.27,647.28,620.58,650.43,646.7,4824.36,666.26,19.56,SELL Spot,Settled
Q78,2026-09-14 19:15,2026-09-14 17:15,717.52,717.53,702.84,698.54,695.14,705.6,703.91,5251.19,194.3,509.61,SELL Spot,Settled
Q79,2026-09-14 19:30,2026-09-14 17:30,718.58,718.55,707.6,699.6,696.2,706.66,705.7,5264.55,194.0,511.7,SELL Spot,Settled
Q80,2026-09-14 19:45,2026-09-14 17:45,759.89,759.9,750.04,740.91,737.51,747.97,747.25,5574.45,192.0,555.25,SELL Spot,Settled
Q81,2026-09-14 20:00,2026-09-14 18:00,721.1,721.14,710.7,702.12,675.42,705.27,702.86,5243.32,721.1,18.24,SELL Spot,Settled
Q82,2026-09-14 20:15,2026-09-14 18:15,597.03,597.03,586.39,578.05,574.65,584.7,584.14,4357.71,597.03,12.89,SELL Spot,Settled
Q83,2026-09-14 20:30,2026-09-14 18:30,450.49,450.47,439.77,431.51,434.97,438.94,439.13,3275.9,450.49,11.36,SELL Spot,Settled
Q84,2026-09-14 20:45,2026-09-14 18:45,365.96,365.97,355.65,346.98,343.58,353.68,353.15,2634.51,115.84,237.31,SELL Spot,Settled
Q85,2026-09-14 21:00,2026-09-14 19:00,380.75,380.72,370.65,361.77,335.07,364.26,362.42,2703.67,100.52,261.9,SELL Spot,Settled
Q86,2026-09-14 21:15,2026-09-14 19:15,311.87,311.87,301.88,292.89,296.35,300.32,300.66,2242.9,99.18,201.48,SELL Spot,Settled
Q87,2026-09-14 21:30,2026-09-14 19:30,270.74,270.75,260.96,251.76,250.92,259.78,258.82,1930.78,270.74,11.92,SELL Spot,Settled
Q88,2026-09-14 21:45,2026-09-14 19:45,249.19,249.16,239.61,230.21,220.01,232.83,234.33,1748.13,249.19,14.86,SELL Spot,Settled
Q89,2026-09-14 22:00,2026-09-14 20:00,267.06,267.02,257.25,248.08,193.78,225.81,238.28,1777.56,173.11,65.17,SELL Spot,Settled
Q90,2026-09-14 22:15,2026-09-14 20:15,252.74,252.79,242.61,233.76,205.31,217.57,230.35,1718.43,178.25,52.1,SELL Spot,Settled
Q91,2026-09-14 22:30,2026-09-14 20:30,243.26,243.23,233.48,224.28,186.48,202.62,217.95,1625.9,243.26,25.31,SELL Spot,Settled
Q92,2026-09-14 22:45,2026-09-14 20:45,225.95,225.94,216.67,206.97,180.61,188.75,203.74,1519.9,225.95,22.21,SELL Spot,Settled
Q93,2026-09-14 23:00,2026-09-14 21:00,234.51,234.51,225.14,215.53,178.97,188.27,208.42,1554.84,234.51,26.09,SELL Spot,Settled
Q94,2026-09-14 23:15,2026-09-14 21:15,222.99,222.99,213.52,204.01,159.34,187.36,197.35,1472.25,222.99,25.64,SELL Spot,Settled
Q95,2026-09-14 23:30,2026-09-14 21:30,217.41,217.42,208.22,198.43,189.38,184.7,199.62,1489.15,217.41,17.79,SELL Spot,Settled
Q96,2026-09-14 23:45,2026-09-14 21:45,205.95,205.95,196.9,186.97,182.85,186.88,191.9,1431.54,153.0,38.9,SELL Spot,Settled
