quarter,time_dk,spot_price_eur,pred_imbalance_eur,pred_spread_eur,q10_price_eur,q90_price_eur,quantile_range,p_ratio,bid_action,bid_limit_price_eur,bid_volume_mw,status
Q31,2026-09-23 07:30,352.6,306.43,-46.17,143.59,443.83,€143.6 - €443.8,25.5% Up / 44.8% Dn,SELL Spot (Short),347.6,7.9,Fixed Pre-Auction Bid
Q32,2026-09-23 07:45,281.37,221.75,-59.62,145.64,335.76,€145.6 - €335.8,15.4% Up / 54.2% Dn,SELL Spot (Short),276.37,9.9,Fixed Pre-Auction Bid
Q33,2026-09-23 08:00,274.44,210.91,-63.53,143.47,315.77,€143.5 - €315.8,10.1% Up / 69.7% Dn,SELL Spot (Short),269.44,11.6,Fixed Pre-Auction Bid
Q34,2026-09-23 08:15,240.5,178.67,-61.83,117.48,285.15,€117.5 - €285.1,10.0% Up / 72.3% Dn,SELL Spot (Short),235.5,11.9,Fixed Pre-Auction Bid
Q35,2026-09-23 08:30,224.31,189.76,-34.55,99.16,294.46,€99.2 - €294.5,10.0% Up / 71.8% Dn,SELL Spot (Short),219.31,11.8,Fixed Pre-Auction Bid
Q36,2026-09-23 08:45,189.12,143.29,-45.83,87.48,270.17,€87.5 - €270.2,11.0% Up / 69.0% Dn,SELL Spot (Short),184.12,11.5,Fixed Pre-Auction Bid
Q37,2026-09-23 09:00,217.63,195.07,-22.56,102.74,305.31,€102.7 - €305.3,18.1% Up / 61.6% Dn,SELL Spot (Short),212.63,10.7,Fixed Pre-Auction Bid
Q38,2026-09-23 09:15,193.88,185.53,-8.35,86.38,288.49,€86.4 - €288.5,18.9% Up / 63.7% Dn,SELL Spot (Short),189.7,10.9,Fixed Pre-Auction Bid
Q39,2026-09-23 09:30,170.82,159.34,-11.48,81.55,260.5,€81.5 - €260.5,18.0% Up / 60.6% Dn,SELL Spot (Short),165.82,10.6,Fixed Pre-Auction Bid
Q40,2026-09-23 09:45,146.46,138.72,-7.74,64.42,231.74,€64.4 - €231.7,17.7% Up / 60.6% Dn,SELL Spot (Short),142.59,10.2,Fixed Pre-Auction Bid
Q41,2026-09-23 10:00,166.24,143.24,-23.0,80.29,226.01,€80.3 - €226.0,20.8% Up / 55.4% Dn,SELL Spot (Short),161.24,10.0,Fixed Pre-Auction Bid
Q42,2026-09-23 10:15,148.1,135.31,-12.79,69.48,216.02,€69.5 - €216.0,21.8% Up / 56.9% Dn,SELL Spot (Short),143.1,10.2,Fixed Pre-Auction Bid
Q43,2026-09-23 10:30,134.95,132.18,-2.77,61.04,212.19,€61.0 - €212.2,20.6% Up / 59.7% Dn,SELL Spot (Short),133.56,3.2,Fixed Pre-Auction Bid
Q44,2026-09-23 10:45,124.56,119.56,-5.0,57.55,195.75,€57.5 - €195.8,23.0% Up / 57.1% Dn,SELL Spot (Short),122.06,6.1,Fixed Pre-Auction Bid
Q45,2026-09-23 11:00,132.36,128.63,-3.73,54.86,207.57,€54.9 - €207.6,22.3% Up / 53.8% Dn,SELL Spot (Short),130.5,4.3,Fixed Pre-Auction Bid
Q46,2026-09-23 11:15,124.84,127.3,2.46,58.37,205.19,€58.4 - €205.2,27.5% Up / 48.5% Dn,BUY Spot (Long),126.07,1.4,Fixed Pre-Auction Bid
Q47,2026-09-23 11:30,123.17,126.56,3.39,56.11,198.97,€56.1 - €199.0,27.2% Up / 47.3% Dn,BUY Spot (Long),124.86,1.6,Fixed Pre-Auction Bid
Q48,2026-09-23 11:45,122.63,126.15,3.52,52.28,155.19,€52.3 - €155.2,22.2% Up / 51.4% Dn,BUY Spot (Long),124.39,1.2,Fixed Pre-Auction Bid
Q49,2026-09-23 12:00,125.23,125.75,0.52,52.06,235.21,€52.1 - €235.2,27.5% Up / 46.3% Dn,HOLD (No Bid),125.23,0.0,Fixed Pre-Auction Bid
Q50,2026-09-23 12:15,124.75,126.12,1.37,54.56,221.51,€54.6 - €221.5,28.1% Up / 48.3% Dn,BUY Spot (Long),125.44,1.1,Fixed Pre-Auction Bid
Q51,2026-09-23 12:30,122.46,122.02,-0.44,53.58,209.08,€53.6 - €209.1,28.0% Up / 48.3% Dn,HOLD (No Bid),122.46,0.0,Fixed Pre-Auction Bid
Q52,2026-09-23 12:45,120.64,120.6,-0.04,52.38,201.54,€52.4 - €201.5,27.9% Up / 48.5% Dn,HOLD (No Bid),120.64,0.0,Fixed Pre-Auction Bid
Q53,2026-09-23 13:00,119.98,118.92,-1.06,55.02,190.52,€55.0 - €190.5,27.0% Up / 50.2% Dn,HOLD (No Bid),119.98,0.0,Fixed Pre-Auction Bid
Q54,2026-09-23 13:15,120.27,115.97,-4.3,57.55,200.5,€57.5 - €200.5,27.8% Up / 45.2% Dn,SELL Spot (Short),118.12,4.2,Fixed Pre-Auction Bid
Q55,2026-09-23 13:30,118.76,114.96,-3.8,54.93,192.46,€54.9 - €192.5,29.7% Up / 46.6% Dn,SELL Spot (Short),116.86,3.8,Fixed Pre-Auction Bid
Q56,2026-09-23 13:45,118.57,113.55,-5.02,57.84,197.69,€57.8 - €197.7,30.7% Up / 44.7% Dn,SELL Spot (Short),116.06,4.9,Fixed Pre-Auction Bid
Q57,2026-09-23 14:00,118.57,113.59,-4.98,52.45,220.9,€52.5 - €220.9,37.0% Up / 42.1% Dn,HOLD (No Bid),118.57,0.0,Fixed Pre-Auction Bid
Q58,2026-09-23 14:15,117.4,114.18,-3.22,56.11,195.19,€56.1 - €195.2,35.7% Up / 41.7% Dn,SELL Spot (Short),115.79,2.8,Fixed Pre-Auction Bid
Q59,2026-09-23 14:30,111.92,110.4,-1.52,46.97,166.45,€47.0 - €166.4,30.1% Up / 48.9% Dn,SELL Spot (Short),111.16,1.4,Fixed Pre-Auction Bid
Q60,2026-09-23 14:45,115.21,112.92,-2.29,49.02,167.43,€49.0 - €167.4,31.8% Up / 42.7% Dn,SELL Spot (Short),114.06,2.0,Fixed Pre-Auction Bid
Q61,2026-09-23 15:00,101.27,107.16,5.89,23.14,164.22,€23.1 - €164.2,29.5% Up / 52.5% Dn,BUY Spot (Long),104.21,2.8,Fixed Pre-Auction Bid
Q62,2026-09-23 15:15,101.98,95.82,-6.16,27.74,177.77,€27.7 - €177.8,28.5% Up / 48.8% Dn,SELL Spot (Short),98.9,6.9,Fixed Pre-Auction Bid
Q63,2026-09-23 15:30,124.53,115.45,-9.08,47.29,178.89,€47.3 - €178.9,25.9% Up / 50.8% Dn,SELL Spot (Short),119.99,9.5,Fixed Pre-Auction Bid
Q64,2026-09-23 15:45,139.9,133.4,-6.5,56.51,216.54,€56.5 - €216.5,26.2% Up / 53.7% Dn,SELL Spot (Short),136.65,7.9,Fixed Pre-Auction Bid
Q65,2026-09-23 16:00,122.91,126.8,3.89,46.13,187.47,€46.1 - €187.5,29.2% Up / 52.3% Dn,BUY Spot (Long),124.85,2.0,Fixed Pre-Auction Bid
Q66,2026-09-23 16:15,146.46,154.28,7.82,48.7,249.33,€48.7 - €249.3,23.5% Up / 50.1% Dn,BUY Spot (Long),150.37,2.0,Fixed Pre-Auction Bid
Q67,2026-09-23 16:30,163.7,185.43,21.73,64.17,266.06,€64.2 - €266.1,23.6% Up / 48.8% Dn,BUY Spot (Long),168.7,2.0,Fixed Pre-Auction Bid
Q68,2026-09-23 16:45,187.87,201.29,13.42,65.34,282.63,€65.3 - €282.6,22.4% Up / 44.8% Dn,BUY Spot (Long),192.87,1.7,Fixed Pre-Auction Bid
Q69,2026-09-23 17:00,154.47,176.21,21.74,60.41,277.83,€60.4 - €277.8,25.1% Up / 43.6% Dn,BUY Spot (Long),159.47,2.4,Fixed Pre-Auction Bid
Q70,2026-09-23 17:15,183.32,187.75,4.43,55.56,281.55,€55.6 - €281.6,23.4% Up / 41.0% Dn,BUY Spot (Long),185.53,1.5,Fixed Pre-Auction Bid
Q71,2026-09-23 17:30,208.01,207.41,-0.6,68.75,305.97,€68.8 - €306.0,25.5% Up / 35.7% Dn,HOLD (No Bid),208.01,0.0,Fixed Pre-Auction Bid
Q72,2026-09-23 17:45,234.16,206.96,-27.2,92.62,333.2,€92.6 - €333.2,24.6% Up / 31.2% Dn,SELL Spot (Short),229.16,4.1,Fixed Pre-Auction Bid
Q73,2026-09-23 18:00,202.13,215.72,13.59,81.28,336.23,€81.3 - €336.2,29.6% Up / 28.1% Dn,BUY Spot (Long),207.13,3.7,Fixed Pre-Auction Bid
Q74,2026-09-23 18:15,221.07,234.65,13.58,80.54,306.54,€80.5 - €306.5,26.7% Up / 31.9% Dn,BUY Spot (Long),226.07,2.9,Fixed Pre-Auction Bid
Q75,2026-09-23 18:30,251.4,224.26,-27.14,79.15,344.94,€79.2 - €344.9,24.8% Up / 30.9% Dn,SELL Spot (Short),246.4,4.1,Fixed Pre-Auction Bid
Q76,2026-09-23 18:45,234.04,228.02,-6.02,105.2,329.05,€105.2 - €329.1,29.5% Up / 28.3% Dn,SELL Spot (Short),231.03,2.6,Fixed Pre-Auction Bid
Q77,2026-09-23 19:00,267.88,240.95,-26.93,97.76,376.57,€97.8 - €376.6,27.0% Up / 30.2% Dn,SELL Spot (Short),262.88,3.8,Fixed Pre-Auction Bid
Q78,2026-09-23 19:15,254.05,240.88,-13.17,120.13,360.45,€120.1 - €360.4,30.4% Up / 29.9% Dn,SELL Spot (Short),249.05,3.8,Fixed Pre-Auction Bid
Q79,2026-09-23 19:30,258.29,229.33,-28.96,114.37,339.13,€114.4 - €339.1,30.0% Up / 31.2% Dn,SELL Spot (Short),253.29,4.1,Fixed Pre-Auction Bid
Q80,2026-09-23 19:45,252.58,233.84,-18.74,123.64,324.1,€123.6 - €324.1,27.0% Up / 30.9% Dn,SELL Spot (Short),247.58,4.1,Fixed Pre-Auction Bid
Q81,2026-09-23 20:00,262.38,233.41,-28.97,125.36,334.53,€125.4 - €334.5,27.5% Up / 40.3% Dn,SELL Spot (Short),257.38,6.7,Fixed Pre-Auction Bid
Q82,2026-09-23 20:15,250.59,230.86,-19.73,133.35,326.78,€133.3 - €326.8,30.3% Up / 40.3% Dn,SELL Spot (Short),245.59,6.7,Fixed Pre-Auction Bid
Q83,2026-09-23 20:30,221.8,217.43,-4.37,101.47,337.93,€101.5 - €337.9,28.8% Up / 42.6% Dn,SELL Spot (Short),219.62,3.9,Fixed Pre-Auction Bid
Q84,2026-09-23 20:45,211.35,217.05,5.7,103.62,274.64,€103.6 - €274.6,29.6% Up / 42.7% Dn,BUY Spot (Long),214.2,2.8,Fixed Pre-Auction Bid
Q85,2026-09-23 21:00,213.27,214.42,1.15,109.46,288.61,€109.5 - €288.6,29.4% Up / 42.2% Dn,HOLD (No Bid),213.27,0.0,Fixed Pre-Auction Bid
Q86,2026-09-23 21:15,205.52,209.96,4.44,106.18,269.58,€106.2 - €269.6,28.2% Up / 40.7% Dn,BUY Spot (Long),207.74,2.1,Fixed Pre-Auction Bid
Q87,2026-09-23 21:30,189.13,186.16,-2.97,96.84,266.79,€96.8 - €266.8,25.8% Up / 43.0% Dn,SELL Spot (Short),187.64,2.7,Fixed Pre-Auction Bid
Q88,2026-09-23 21:45,167.44,175.5,8.06,85.45,245.69,€85.5 - €245.7,32.1% Up / 36.3% Dn,BUY Spot (Long),171.47,4.4,Fixed Pre-Auction Bid
Q89,2026-09-23 22:00,181.02,178.35,-2.67,91.32,247.34,€91.3 - €247.3,22.4% Up / 39.5% Dn,SELL Spot (Short),179.69,2.2,Fixed Pre-Auction Bid
Q90,2026-09-23 22:15,167.99,172.36,4.37,90.23,248.14,€90.2 - €248.1,26.3% Up / 39.7% Dn,BUY Spot (Long),170.18,1.8,Fixed Pre-Auction Bid
Q91,2026-09-23 22:30,162.72,169.17,6.45,91.3,247.35,€91.3 - €247.3,27.6% Up / 34.4% Dn,BUY Spot (Long),165.94,2.6,Fixed Pre-Auction Bid
Q92,2026-09-23 22:45,158.92,165.89,6.97,91.12,243.19,€91.1 - €243.2,26.5% Up / 33.0% Dn,BUY Spot (Long),162.41,2.5,Fixed Pre-Auction Bid
Q93,2026-09-23 23:00,165.08,168.77,3.69,88.11,251.65,€88.1 - €251.7,23.0% Up / 44.8% Dn,BUY Spot (Long),166.93,1.3,Fixed Pre-Auction Bid
Q94,2026-09-23 23:15,151.96,156.4,4.44,81.88,240.62,€81.9 - €240.6,18.4% Up / 58.0% Dn,BUY Spot (Long),154.18,1.0,Fixed Pre-Auction Bid
Q95,2026-09-23 23:30,147.16,156.42,9.26,83.31,238.59,€83.3 - €238.6,30.5% Up / 37.1% Dn,BUY Spot (Long),151.79,3.9,Fixed Pre-Auction Bid
Q96,2026-09-23 23:45,140.62,149.22,8.6,79.2,230.78,€79.2 - €230.8,32.1% Up / 37.0% Dn,BUY Spot (Long),144.92,4.4,Fixed Pre-Auction Bid
