quarter,time_dk,time_utc,spot_price_eur,deep_bilstm_eur,transformer_tft_eur,transfer_lgb_eur,hierarchical_eur,pure15m_catboost_eur,meta_ensemble_eur,meta_ensemble_dkk,actual_settled_imbalance_eur,error_spread_eur,agent_action,status
Q78,2026-09-15 19:15,2026-09-15 17:15,297.28,297.28,294.29,276.28,217.52,275.6,271.39,2024.58,74.11,197.28,SELL Spot,Settled
Q79,2026-09-15 19:30,2026-09-15 17:30,296.45,296.43,293.53,275.45,216.69,275.19,270.66,2019.09,126.92,143.74,SELL Spot,Settled
Q80,2026-09-15 19:45,2026-09-15 17:45,291.37,291.36,288.89,270.37,211.61,267.2,265.09,1977.54,148.3,116.79,SELL Spot,Settled
Q81,2026-09-15 20:00,2026-09-15 18:00,273.15,273.13,270.31,252.15,193.39,252.44,247.48,1846.2,273.15,25.67,SELL Spot,Settled
Q82,2026-09-15 20:15,2026-09-15 18:15,250.52,250.55,248.19,229.52,179.82,225.46,226.01,1686.04,250.52,24.51,SELL Spot,Settled
Q83,2026-09-15 20:30,2026-09-15 18:30,245.69,245.72,243.34,224.69,212.47,227.4,230.43,1719.0,245.69,15.26,SELL Spot,Settled
Q84,2026-09-15 20:45,2026-09-15 18:45,238.62,238.62,236.6,217.62,205.8,220.13,223.46,1667.03,119.24,104.22,SELL Spot,Settled
Q85,2026-09-15 21:00,2026-09-15 19:00,230.93,230.97,228.38,209.93,198.11,214.6,216.1,1612.14,123.61,92.49,SELL Spot,Settled
Q86,2026-09-15 21:15,2026-09-15 19:15,226.19,226.17,224.11,205.19,196.95,209.08,212.04,1581.85,128.86,83.18,SELL Spot,Settled
Q87,2026-09-15 21:30,2026-09-15 19:30,223.25,223.32,221.34,202.25,190.49,205.44,208.27,1553.73,123.52,84.75,SELL Spot,Settled
Q88,2026-09-15 21:45,2026-09-15 19:45,207.99,208.09,206.22,186.99,206.11,190.31,199.59,1488.95,207.99,8.4,SELL Spot,Settled
Q89,2026-09-15 22:00,2026-09-15 20:00,212.64,212.61,210.31,191.64,208.18,197.76,204.11,1522.69,212.64,8.53,SELL Spot,Settled
Q90,2026-09-15 22:15,2026-09-15 20:15,199.17,199.18,197.16,178.17,194.71,184.55,190.77,1423.13,142.31,48.46,SELL Spot,Settled
Q91,2026-09-15 22:30,2026-09-15 20:30,196.35,196.39,194.44,175.35,187.39,179.06,186.49,1391.25,196.35,9.86,SELL Spot,Settled
Q92,2026-09-15 22:45,2026-09-15 20:45,183.58,183.59,181.7,162.58,174.31,165.0,173.4,1293.59,183.58,10.18,SELL Spot,Settled
Q93,2026-09-15 23:00,2026-09-15 21:00,192.0,192.04,190.13,171.0,182.73,171.71,181.49,1353.93,192.0,10.51,SELL Spot,Settled
Q94,2026-09-15 23:15,2026-09-15 21:15,185.79,185.86,184.03,164.79,140.47,159.6,166.53,1242.34,78.07,88.46,SELL Spot,Settled
Q95,2026-09-15 23:30,2026-09-15 21:30,178.8,178.77,176.99,157.8,133.48,153.85,159.76,1191.79,226.74,66.98,SELL Spot,Settled
Q96,2026-09-15 23:45,2026-09-15 21:45,171.0,170.99,169.19,150.0,156.5,148.84,159.02,1186.31,254.17,95.15,SELL Spot,Settled
