quarter,time_dk,spot_price_eur,pred_imbalance_eur,pred_spread_eur,q10_price_eur,q90_price_eur,quantile_range,p_ratio,bid_action,bid_limit_price_eur,bid_volume_mw,status
Q1,2026-09-19 00:00,69.34,57.92,-11.42,26.25,111.5,€26.2 - €111.5,21.0% Up / 41.4% Dn,SELL Spot (Short),64.34,7.0,Fixed Pre-Auction Bid
Q2,2026-09-19 00:15,48.87,49.05,0.18,-12.83,91.65,€-12.8 - €91.7,20.2% Up / 42.4% Dn,HOLD (No Bid),48.87,0.0,Fixed Pre-Auction Bid
Q3,2026-09-19 00:30,44.03,41.29,-2.74,-23.35,103.35,€-23.4 - €103.3,21.8% Up / 40.9% Dn,SELL Spot (Short),42.66,2.3,Fixed Pre-Auction Bid
Q4,2026-09-19 00:45,40.27,40.49,0.22,-16.46,101.72,€-16.5 - €101.7,22.4% Up / 39.1% Dn,HOLD (No Bid),40.27,0.0,Fixed Pre-Auction Bid
Q5,2026-09-19 01:00,37.78,41.77,3.99,-19.42,100.14,€-19.4 - €100.1,22.6% Up / 40.9% Dn,BUY Spot (Long),39.77,1.3,Fixed Pre-Auction Bid
Q6,2026-09-19 01:15,30.67,40.58,9.91,-23.1,99.01,€-23.1 - €99.0,23.9% Up / 41.0% Dn,BUY Spot (Long),35.62,2.1,Fixed Pre-Auction Bid
Q7,2026-09-19 01:30,29.02,37.1,8.08,-24.05,105.48,€-24.1 - €105.5,26.1% Up / 39.1% Dn,BUY Spot (Long),33.06,2.7,Fixed Pre-Auction Bid
Q8,2026-09-19 01:45,24.29,35.25,10.96,-28.25,110.14,€-28.2 - €110.1,34.7% Up / 33.7% Dn,BUY Spot (Long),29.29,5.1,Fixed Pre-Auction Bid
Q9,2026-09-19 02:00,25.9,38.33,12.43,-26.92,101.81,€-26.9 - €101.8,35.8% Up / 32.2% Dn,BUY Spot (Long),30.9,5.4,Fixed Pre-Auction Bid
Q10,2026-09-19 02:15,16.76,26.58,9.82,-32.53,134.94,€-32.5 - €134.9,39.1% Up / 33.7% Dn,BUY Spot (Long),21.67,6.3,Fixed Pre-Auction Bid
Q11,2026-09-19 02:30,16.83,31.54,14.71,-32.68,144.31,€-32.7 - €144.3,30.7% Up / 37.5% Dn,BUY Spot (Long),21.83,4.0,Fixed Pre-Auction Bid
Q12,2026-09-19 02:45,12.75,25.33,12.58,-35.12,133.95,€-35.1 - €133.9,30.5% Up / 39.2% Dn,BUY Spot (Long),17.75,3.9,Fixed Pre-Auction Bid
Q13,2026-09-19 03:00,6.8,17.43,10.63,-48.22,66.94,€-48.2 - €66.9,24.0% Up / 46.6% Dn,BUY Spot (Long),11.8,2.1,Fixed Pre-Auction Bid
