quarter,time_dk,spot_price_eur,pred_imbalance_eur,pred_spread_eur,q10_price_eur,q90_price_eur,quantile_range,p_ratio,bid_action,bid_limit_price_eur,bid_volume_mw,status
Q1,2026-09-14 00:00,222.2,408.59,186.39,152.95,495.52,€152.9 - €495.5,33.0% Up / 24.6% Dn,BUY Spot (Long),227.2,4.6,Fixed Pre-Auction Bid
Q2,2026-09-14 00:15,205.81,329.78,123.97,125.06,423.26,€125.1 - €423.3,22.4% Up / 28.3% Dn,BUY Spot (Long),210.81,1.7,Fixed Pre-Auction Bid
Q3,2026-09-14 00:30,196.02,289.61,93.59,119.25,399.68,€119.2 - €399.7,25.7% Up / 27.0% Dn,BUY Spot (Long),201.02,2.6,Fixed Pre-Auction Bid
Q4,2026-09-14 00:45,186.87,275.43,88.56,109.21,435.48,€109.2 - €435.5,25.0% Up / 25.5% Dn,BUY Spot (Long),191.87,2.4,Fixed Pre-Auction Bid
Q5,2026-09-14 01:00,192.12,300.45,108.33,115.76,441.55,€115.8 - €441.6,24.0% Up / 29.1% Dn,BUY Spot (Long),197.12,2.1,Fixed Pre-Auction Bid
Q6,2026-09-14 01:15,187.52,259.19,71.67,112.16,423.27,€112.2 - €423.3,29.5% Up / 30.1% Dn,BUY Spot (Long),192.52,3.7,Fixed Pre-Auction Bid
Q7,2026-09-14 01:30,189.4,298.35,108.95,116.65,390.75,€116.7 - €390.8,26.5% Up / 30.5% Dn,BUY Spot (Long),194.4,2.8,Fixed Pre-Auction Bid
Q8,2026-09-14 01:45,182.61,280.0,97.39,112.09,387.21,€112.1 - €387.2,30.9% Up / 25.9% Dn,BUY Spot (Long),187.61,4.1,Fixed Pre-Auction Bid
Q9,2026-09-14 02:00,185.44,285.86,100.42,114.56,394.82,€114.6 - €394.8,24.2% Up / 28.9% Dn,BUY Spot (Long),190.44,2.2,Fixed Pre-Auction Bid
Q10,2026-09-14 02:15,185.06,286.87,101.81,111.88,373.97,€111.9 - €374.0,23.1% Up / 28.9% Dn,BUY Spot (Long),190.06,1.9,Fixed Pre-Auction Bid
Q11,2026-09-14 02:30,183.48,276.56,93.08,107.6,372.61,€107.6 - €372.6,24.6% Up / 25.9% Dn,BUY Spot (Long),188.48,2.3,Fixed Pre-Auction Bid
Q12,2026-09-14 02:45,182.76,274.55,91.79,108.59,370.86,€108.6 - €370.9,24.2% Up / 26.4% Dn,BUY Spot (Long),187.76,2.2,Fixed Pre-Auction Bid
Q13,2026-09-14 03:00,183.47,282.53,99.06,108.04,323.02,€108.0 - €323.0,23.9% Up / 29.0% Dn,BUY Spot (Long),188.47,2.1,Fixed Pre-Auction Bid
Q14,2026-09-14 03:15,184.17,279.43,95.26,111.41,376.51,€111.4 - €376.5,29.9% Up / 25.2% Dn,BUY Spot (Long),189.17,3.8,Fixed Pre-Auction Bid
Q15,2026-09-14 03:30,183.81,279.82,96.01,109.9,374.76,€109.9 - €374.8,28.5% Up / 27.4% Dn,BUY Spot (Long),188.81,3.4,Fixed Pre-Auction Bid
Q16,2026-09-14 03:45,184.05,274.81,90.76,119.22,336.3,€119.2 - €336.3,27.4% Up / 26.5% Dn,BUY Spot (Long),189.05,3.1,Fixed Pre-Auction Bid
Q17,2026-09-14 04:00,180.26,265.26,85.0,105.92,315.04,€105.9 - €315.0,22.9% Up / 34.2% Dn,BUY Spot (Long),185.26,1.8,Fixed Pre-Auction Bid
Q18,2026-09-14 04:15,181.22,270.87,89.65,103.97,328.89,€104.0 - €328.9,18.6% Up / 34.8% Dn,BUY Spot (Long),186.22,1.0,Fixed Pre-Auction Bid
Q19,2026-09-14 04:30,183.48,260.68,77.2,105.55,308.82,€105.5 - €308.8,16.4% Up / 37.9% Dn,BUY Spot (Long),188.48,1.0,Fixed Pre-Auction Bid
Q20,2026-09-14 04:45,190.13,261.75,71.62,110.38,329.36,€110.4 - €329.4,16.6% Up / 46.1% Dn,BUY Spot (Long),195.13,1.0,Fixed Pre-Auction Bid
Q21,2026-09-14 05:00,184.48,256.27,71.79,100.6,315.92,€100.6 - €315.9,18.6% Up / 45.9% Dn,BUY Spot (Long),189.48,1.0,Fixed Pre-Auction Bid
Q22,2026-09-14 05:15,194.49,260.11,65.62,107.74,331.53,€107.7 - €331.5,23.3% Up / 46.5% Dn,BUY Spot (Long),199.49,1.9,Fixed Pre-Auction Bid
