quarter,time_dk,time_utc,spot_price_eur,deep_bilstm_eur,transformer_tft_eur,transfer_lgb_eur,hierarchical_eur,pure15m_catboost_eur,meta_ensemble_eur,meta_ensemble_dkk,actual_settled_imbalance_eur,error_spread_eur,agent_action,status
Q1,2026-09-17 00:00,2026-09-16 22:00,178.43,178.44,179.0,172.09,224.6,177.39,183.69,1370.31,178.43,5.26,BUY Spot,Settled
Q2,2026-09-17 00:15,2026-09-16 22:15,165.18,165.17,165.76,158.84,211.35,162.54,170.12,1269.07,165.18,4.94,BUY Spot,Settled
Q3,2026-09-17 00:30,2026-09-16 22:30,163.93,163.93,164.54,157.59,210.1,157.63,168.14,1254.34,314.37,146.23,BUY Spot,Settled
Q4,2026-09-17 00:45,2026-09-16 22:45,162.57,162.55,163.22,156.23,208.74,152.02,165.94,1237.89,162.57,3.37,BUY Spot,Settled
Q5,2026-09-17 01:00,2026-09-16 23:00,161.78,161.81,162.43,155.44,294.3,200.86,187.68,1400.06,123.63,64.05,BUY Spot,Settled
Q6,2026-09-17 01:15,2026-09-16 23:15,163.02,163.02,163.77,156.68,295.54,190.42,186.6,1392.03,92.23,94.37,BUY Spot,Settled
Q7,2026-09-17 01:30,2026-09-16 23:30,165.64,165.65,166.4,159.3,298.16,180.75,186.77,1393.3,167.13,19.64,BUY Spot,Settled
Q8,2026-09-17 01:45,2026-09-16 23:45,160.37,160.36,161.16,154.03,206.54,165.3,166.86,1244.79,320.93,154.07,BUY Spot,Settled
Q9,2026-09-17 02:00,2026-09-17 00:00,165.06,165.06,165.82,158.72,211.23,169.44,171.44,1278.93,165.06,6.38,BUY Spot,Settled
Q10,2026-09-17 02:15,2026-09-17 00:15,164.38,164.36,165.19,158.04,210.55,167.15,170.44,1271.51,143.0,27.44,BUY Spot,Settled
Q11,2026-09-17 02:30,2026-09-17 00:30,163.94,163.94,164.8,157.6,296.46,165.0,182.28,1359.82,227.6,45.32,BUY Spot,Settled
Q12,2026-09-17 02:45,2026-09-17 00:45,163.92,163.92,164.72,157.58,296.44,168.62,182.98,1365.0,167.53,15.45,BUY Spot,Settled
Q13,2026-09-17 03:00,2026-09-17 01:00,158.11,158.14,158.86,151.77,290.63,191.9,182.97,1364.96,158.11,24.86,BUY Spot,Settled
Q14,2026-09-17 03:15,2026-09-17 01:15,158.24,158.24,159.14,151.9,290.76,175.11,179.75,1340.94,158.24,21.51,BUY Spot,Settled
Q15,2026-09-17 03:30,2026-09-17 01:30,158.18,158.15,159.19,151.84,290.7,160.32,176.76,1318.65,158.48,18.28,BUY Spot,Settled
Q16,2026-09-17 03:45,2026-09-17 01:45,158.21,158.22,159.11,151.87,290.73,177.37,180.18,1344.13,158.21,21.97,BUY Spot,Settled
Q17,2026-09-17 04:00,2026-09-17 02:00,158.39,158.36,159.33,152.05,290.91,156.46,176.14,1314.04,129.4,46.74,BUY Spot,Settled
Q18,2026-09-17 04:15,2026-09-17 02:15,160.43,160.42,161.47,154.09,292.95,160.51,178.61,1332.45,160.43,18.18,BUY Spot,Settled
Q19,2026-09-17 04:30,2026-09-17 02:30,164.7,164.71,165.8,158.36,297.22,166.91,183.32,1367.59,164.7,18.62,BUY Spot,Settled
Q20,2026-09-17 04:45,2026-09-17 02:45,164.54,164.53,165.57,158.2,297.06,164.94,182.78,1363.56,80.02,102.76,BUY Spot,Settled
Q21,2026-09-17 05:00,2026-09-17 03:00,157.61,157.64,158.74,151.27,290.13,154.09,175.1,1306.24,102.79,72.31,BUY Spot,Settled
Q22,2026-09-17 05:15,2026-09-17 03:15,158.88,158.89,159.93,152.54,291.4,158.9,177.06,1320.83,113.11,63.95,BUY Spot,Settled
Q23,2026-09-17 05:30,2026-09-17 03:30,165.55,165.56,166.69,159.21,298.07,164.78,183.59,1369.55,165.55,18.04,BUY Spot,Settled
Q24,2026-09-17 05:45,2026-09-17 03:45,161.3,161.31,162.53,154.96,293.82,146.86,176.63,1317.63,669.0,492.37,BUY Spot,Settled
Q25,2026-09-17 06:00,2026-09-17 04:00,161.36,161.35,163.03,155.02,206.86,155.42,165.77,1236.64,161.36,4.41,BUY Spot,Settled
Q26,2026-09-17 06:15,2026-09-17 04:15,167.42,167.43,168.41,161.08,212.92,166.35,172.66,1288.05,167.42,5.24,BUY Spot,Settled
Q27,2026-09-17 06:30,2026-09-17 04:30,174.74,174.73,175.85,168.4,220.24,173.26,179.92,1342.23,174.74,5.18,BUY Spot,Settled
Q28,2026-09-17 06:45,2026-09-17 04:45,176.54,176.51,177.74,170.2,222.04,180.86,182.9,1364.41,176.54,6.36,BUY Spot,Settled
Q29,2026-09-17 07:00,2026-09-17 05:00,184.56,184.56,186.49,178.22,230.06,183.27,189.96,1417.08,184.56,5.4,BUY Spot,Settled
Q30,2026-09-17 07:15,2026-09-17 05:15,183.7,183.68,185.15,177.36,229.2,188.2,190.15,1418.49,183.7,6.45,BUY Spot,Settled
Q31,2026-09-17 07:30,2026-09-17 05:30,183.8,183.79,185.56,177.46,229.3,196.34,191.92,1431.74,98.89,93.03,BUY Spot,Settled
Q32,2026-09-17 07:45,2026-09-17 05:45,189.07,189.08,190.89,182.73,234.57,206.04,198.09,1477.78,189.07,9.02,BUY Spot,Settled
Q33,2026-09-17 08:00,2026-09-17 06:00,215.93,215.95,218.19,209.59,261.43,239.45,226.36,1688.64,215.93,10.43,BUY Spot,Settled
Q34,2026-09-17 08:15,2026-09-17 06:15,203.38,203.38,205.25,197.04,248.88,223.89,213.12,1589.88,203.38,9.74,BUY Spot,Settled
Q35,2026-09-17 08:30,2026-09-17 06:30,195.11,195.09,196.98,188.77,240.61,216.64,205.05,1529.67,82.59,122.46,BUY Spot,Settled
Q36,2026-09-17 08:45,2026-09-17 06:45,178.63,178.64,180.54,172.29,224.13,200.16,188.59,1406.85,50.0,138.59,BUY Spot,Settled
Q37,2026-09-17 09:00,2026-09-17 07:00,200.01,200.01,202.16,193.67,245.51,223.74,210.45,1569.97,86.49,123.96,BUY Spot,Settled
Q38,2026-09-17 09:15,2026-09-17 07:15,178.39,178.37,181.48,172.05,223.89,199.92,188.59,1406.9,74.87,113.72,BUY Spot,Settled
Q39,2026-09-17 09:30,2026-09-17 07:30,146.77,146.79,149.82,140.43,192.27,168.3,156.97,1171.0,69.53,87.44,BUY Spot,Settled
Q40,2026-09-17 09:45,2026-09-17 07:45,125.06,125.03,127.74,118.72,170.56,148.79,135.61,1011.66,20.64,114.97,BUY Spot,Settled
Q41,2026-09-17 10:00,2026-09-17 08:00,142.44,142.42,144.31,136.1,187.94,171.13,153.81,1147.42,16.15,137.66,BUY Spot,Settled
Q42,2026-09-17 10:15,2026-09-17 08:15,122.94,122.99,124.72,116.6,255.46,148.87,146.46,1092.56,-1.0,147.46,BUY Spot,Settled
Q43,2026-09-17 10:30,2026-09-17 08:30,97.88,97.91,99.49,91.54,230.4,123.87,121.37,905.42,-1.23,122.6,BUY Spot,Settled
Q44,2026-09-17 10:45,2026-09-17 08:45,74.76,74.76,76.37,68.42,207.28,103.38,98.77,736.8,-4.35,103.12,BUY Spot,Settled
Q45,2026-09-17 11:00,2026-09-17 09:00,69.83,69.83,71.52,63.49,116.0,72.8,76.13,567.91,-2.0,78.13,BUY Spot,Settled
Q46,2026-09-17 11:15,2026-09-17 09:15,44.08,44.06,45.74,37.74,90.25,41.45,49.25,367.38,-3.56,52.81,BUY Spot,Settled
Q47,2026-09-17 11:30,2026-09-17 09:30,22.25,22.25,23.95,15.91,68.42,30.79,29.66,221.28,-5.0,34.66,BUY Spot,Settled
Q48,2026-09-17 11:45,2026-09-17 09:45,9.62,9.61,11.33,3.28,55.79,9.24,15.25,113.76,9.62,5.63,BUY Spot,Settled
Q49,2026-09-17 12:00,2026-09-17 10:00,21.51,21.51,23.34,15.17,154.03,59.02,47.34,353.17,735.78,688.44,BUY Spot,Settled
Q50,2026-09-17 12:15,2026-09-17 10:15,12.93,12.92,14.81,6.59,145.45,16.45,31.98,238.54,509.86,477.88,BUY Spot,Settled
Q51,2026-09-17 12:30,2026-09-17 10:30,10.56,10.55,12.26,4.22,96.26,20.18,23.96,178.71,162.06,138.1,BUY Spot,Settled
Q52,2026-09-17 12:45,2026-09-17 10:45,9.79,9.75,11.46,3.45,8.46,20.1,10.61,79.12,159.09,148.48,HOLD,Settled
Q53,2026-09-17 13:00,2026-09-17 11:00,9.28,9.29,11.18,2.94,7.95,28.89,12.01,89.63,9.28,2.73,BUY Spot,Settled
Q54,2026-09-17 13:15,2026-09-17 11:15,12.83,12.83,14.58,6.49,98.53,20.24,25.79,192.42,-19.27,45.06,BUY Spot,Settled
Q55,2026-09-17 13:30,2026-09-17 11:30,11.53,11.55,13.36,5.19,38.32,20.67,16.26,121.33,-11.53,27.79,BUY Spot,Settled
Q56,2026-09-17 13:45,2026-09-17 11:45,12.27,12.29,13.99,5.93,12.01,19.98,12.75,95.08,-2.07,14.82,HOLD,Settled
Q57,2026-09-17 14:00,2026-09-17 12:00,6.82,6.83,8.43,0.48,6.48,25.18,9.39,70.02,0.0,9.39,BUY Spot,Settled
Q58,2026-09-17 14:15,2026-09-17 12:15,7.96,7.93,9.9,1.62,7.62,15.11,8.35,62.28,-8.73,17.08,HOLD,Settled
Q59,2026-09-17 14:30,2026-09-17 12:30,17.23,17.23,19.7,10.89,16.89,24.35,17.73,132.27,-27.81,45.54,HOLD,Settled
Q60,2026-09-17 14:45,2026-09-17 12:45,26.2,26.23,28.52,19.86,25.86,33.32,26.68,199.0,-5.32,32.0,HOLD,Settled
Q61,2026-09-17 15:00,2026-09-17 13:00,10.6,10.58,11.66,4.26,10.26,25.93,12.44,92.79,-31.57,44.01,BUY Spot,Settled
Q62,2026-09-17 15:15,2026-09-17 13:15,23.82,23.83,26.46,17.48,23.48,31.34,24.44,182.32,-20.73,45.17,HOLD,Settled
Q63,2026-09-17 15:30,2026-09-17 13:30,42.99,42.99,45.51,36.65,42.65,50.53,43.59,325.15,23.24,20.35,HOLD,Settled
Q64,2026-09-17 15:45,2026-09-17 13:45,49.01,49.0,51.66,42.67,48.67,40.21,46.37,345.9,24.32,22.05,SELL Spot,Settled
Q65,2026-09-17 16:00,2026-09-17 14:00,26.56,26.53,28.84,20.22,26.22,17.61,23.8,177.58,13.75,10.05,SELL Spot,Settled
Q66,2026-09-17 16:15,2026-09-17 14:15,52.41,52.41,54.68,46.07,52.07,54.14,51.79,386.37,11.34,40.45,HOLD,Settled
Q67,2026-09-17 16:30,2026-09-17 14:30,101.5,101.5,103.98,95.16,60.25,79.34,90.18,672.78,-13.4,103.58,SELL Spot,Settled
Q68,2026-09-17 16:45,2026-09-17 14:45,118.29,118.31,120.74,111.95,117.95,114.42,116.6,869.82,118.29,1.69,SELL Spot,Settled
Q69,2026-09-17 17:00,2026-09-17 15:00,101.42,101.42,104.28,95.08,101.08,90.84,98.47,734.58,101.42,2.95,SELL Spot,Settled
Q70,2026-09-17 17:15,2026-09-17 15:15,137.31,137.33,139.77,130.97,136.97,130.37,135.01,1007.15,38.32,96.69,SELL Spot,Settled
Q71,2026-09-17 17:30,2026-09-17 15:30,154.14,154.15,156.63,147.8,153.8,146.82,151.77,1132.18,19.71,132.06,SELL Spot,Settled
Q72,2026-09-17 17:45,2026-09-17 15:45,178.36,178.34,180.84,172.02,178.02,173.57,176.48,1316.55,2.07,174.41,SELL Spot,Settled
Q73,2026-09-17 18:00,2026-09-17 16:00,179.72,179.7,182.59,173.38,179.38,167.74,176.49,1316.6,15.58,160.91,SELL Spot,Settled
Q74,2026-09-17 18:15,2026-09-17 16:15,172.96,172.97,175.59,166.62,172.62,162.92,170.07,1268.72,11.96,158.11,SELL Spot,Settled
Q75,2026-09-17 18:30,2026-09-17 16:30,178.11,178.13,180.74,171.77,177.77,168.82,175.37,1308.28,178.11,2.74,SELL Spot,Settled
Q76,2026-09-17 18:45,2026-09-17 16:45,173.93,173.96,176.58,167.59,173.59,165.33,171.34,1278.19,173.93,2.59,SELL Spot,Settled
Q77,2026-09-17 19:00,2026-09-17 17:00,201.85,201.88,204.69,195.51,201.51,191.1,198.87,1483.56,24.56,174.31,SELL Spot,Settled
Q78,2026-09-17 19:15,2026-09-17 17:15,198.96,198.95,201.7,192.62,198.47,191.75,196.64,1466.91,198.96,2.32,SELL Spot,Settled
Q79,2026-09-17 19:30,2026-09-17 17:30,196.86,196.88,199.66,190.52,196.52,184.59,193.56,1443.97,196.86,3.3,SELL Spot,Settled
Q80,2026-09-17 19:45,2026-09-17 17:45,192.02,192.04,194.8,185.68,191.68,177.27,188.22,1404.15,28.61,159.61,SELL Spot,Settled
Q81,2026-09-17 20:00,2026-09-17 18:00,209.63,209.62,212.35,203.29,209.14,200.06,206.83,1542.93,48.9,157.93,SELL Spot,Settled
Q82,2026-09-17 20:15,2026-09-17 18:15,206.57,206.57,209.32,200.23,206.23,200.83,204.57,1526.06,71.92,132.65,SELL Spot,Settled
Q83,2026-09-17 20:30,2026-09-17 18:30,199.64,199.65,202.39,193.3,199.3,197.07,198.27,1479.08,46.02,152.25,SELL Spot,Settled
Q84,2026-09-17 20:45,2026-09-17 18:45,193.81,193.78,196.55,187.47,142.5,188.3,184.4,1375.65,193.81,9.41,SELL Spot,Settled
