quarter,time_dk,time_utc,spot_price_eur,deep_bilstm_eur,transformer_tft_eur,transfer_lgb_eur,hierarchical_eur,pure15m_catboost_eur,meta_ensemble_eur,meta_ensemble_dkk,actual_settled_imbalance_eur,error_spread_eur,agent_action,status
Q14,2026-09-17 03:15,2026-09-17 01:15,155.4,155.39,151.57,145.47,183.38,156.28,156.71,1169.07,201.89,45.18,BUY Spot,Settled
Q15,2026-09-17 03:30,2026-09-17 01:30,155.34,155.39,151.49,145.41,183.32,151.87,155.82,1162.42,206.43,50.61,HOLD,Settled
Q16,2026-09-17 03:45,2026-09-17 01:45,155.37,155.39,151.33,145.44,183.35,147.62,154.97,1156.1,155.37,0.4,HOLD,Settled
Q17,2026-09-17 04:00,2026-09-17 02:00,155.55,155.48,151.4,145.62,183.53,149.45,155.43,1159.49,155.55,0.12,HOLD,Settled
Q18,2026-09-17 04:15,2026-09-17 02:15,157.55,157.51,153.4,147.62,185.53,146.1,156.4,1166.76,193.15,36.75,HOLD,Settled
Q19,2026-09-17 04:30,2026-09-17 02:30,161.75,161.74,157.44,151.82,189.73,153.2,161.14,1202.07,180.0,18.86,HOLD,Settled
Q20,2026-09-17 04:45,2026-09-17 02:45,161.68,161.68,157.13,151.75,189.66,149.31,160.27,1195.64,190.0,29.73,SELL Spot,Settled
Q21,2026-09-17 05:00,2026-09-17 03:00,156.64,156.64,152.01,146.71,184.62,142.37,154.85,1155.18,214.79,59.94,SELL Spot,Settled
Q22,2026-09-17 05:15,2026-09-17 03:15,157.56,157.57,152.95,147.63,187.64,147.24,156.85,1170.09,157.56,0.71,HOLD,Settled
Q23,2026-09-17 05:30,2026-09-17 03:30,163.27,163.29,158.77,153.34,193.35,149.47,161.91,1207.87,163.27,1.36,SELL Spot,Settled
Q24,2026-09-17 05:45,2026-09-17 03:45,164.25,164.26,159.75,154.32,194.33,150.45,162.89,1215.18,164.25,1.36,SELL Spot,Settled
Q25,2026-09-17 06:00,2026-09-17 04:00,164.31,164.31,159.91,154.38,194.39,142.0,161.32,1203.48,2.26,159.06,SELL Spot,Settled
Q26,2026-09-17 06:15,2026-09-17 04:15,170.48,170.43,164.73,160.55,200.56,151.24,167.78,1251.63,92.77,75.01,SELL Spot,Settled
Q27,2026-09-17 06:30,2026-09-17 04:30,177.93,177.93,172.78,168.0,208.01,157.03,175.05,1305.89,149.44,25.61,SELL Spot,Settled
Q28,2026-09-17 06:45,2026-09-17 04:45,179.76,179.72,174.98,169.83,209.84,170.44,179.19,1336.78,179.76,0.57,HOLD,Settled
Q29,2026-09-17 07:00,2026-09-17 05:00,181.22,181.18,177.04,171.29,211.3,168.1,180.05,1343.19,284.27,104.22,HOLD,Settled
Q30,2026-09-17 07:15,2026-09-17 05:15,180.43,180.42,175.62,170.5,213.31,172.05,180.46,1346.19,180.71,0.25,HOLD,Settled
Q31,2026-09-17 07:30,2026-09-17 05:30,180.58,180.58,176.11,170.65,213.46,185.77,183.31,1367.47,10.43,172.88,BUY Spot,Settled
Q32,2026-09-17 07:45,2026-09-17 05:45,181.78,181.82,177.86,171.85,214.66,188.98,185.03,1380.29,35.05,149.98,BUY Spot,Settled
Q33,2026-09-17 08:00,2026-09-17 06:00,215.92,215.88,212.9,205.99,248.8,222.59,219.24,1635.56,20.41,198.83,BUY Spot,Settled
Q34,2026-09-17 08:15,2026-09-17 06:15,199.72,199.73,195.96,189.79,232.6,203.91,202.41,1509.99,70.61,131.8,BUY Spot,Settled
Q35,2026-09-17 08:30,2026-09-17 06:30,193.19,193.16,189.75,183.26,226.07,197.11,195.89,1461.34,115.91,79.98,BUY Spot,Settled
Q36,2026-09-17 08:45,2026-09-17 06:45,177.16,177.18,174.37,167.23,210.04,181.08,180.02,1342.92,177.16,2.86,BUY Spot,Settled
Q37,2026-09-17 09:00,2026-09-17 07:00,200.0,200.04,197.38,190.07,232.88,203.92,202.9,1513.63,200.0,2.9,BUY Spot,Settled
Q38,2026-09-17 09:15,2026-09-17 07:15,178.74,178.76,175.83,168.81,211.62,182.66,181.57,1354.52,96.25,85.32,BUY Spot,Settled
Q39,2026-09-17 09:30,2026-09-17 07:30,149.45,149.46,146.76,139.52,182.33,153.37,152.33,1136.36,57.91,94.42,BUY Spot,Settled
Q40,2026-09-17 09:45,2026-09-17 07:45,124.32,124.32,122.43,114.39,157.2,128.24,127.37,950.19,124.32,3.05,BUY Spot,Settled
Q41,2026-09-17 10:00,2026-09-17 08:00,144.86,144.91,143.66,134.93,177.74,153.46,148.98,1111.37,5.7,143.28,BUY Spot,Settled
Q42,2026-09-17 10:15,2026-09-17 08:15,124.65,124.62,123.36,114.72,157.53,128.65,127.84,953.71,-1.0,128.84,BUY Spot,Settled
Q43,2026-09-17 10:30,2026-09-17 08:30,98.5,98.54,97.54,88.57,128.58,101.7,101.21,755.06,-6.45,107.66,BUY Spot,Settled
Q44,2026-09-17 10:45,2026-09-17 08:45,73.95,73.97,73.06,64.02,104.03,74.14,76.09,567.66,-36.09,112.18,BUY Spot,Settled
Q45,2026-09-17 11:00,2026-09-17 09:00,68.57,68.57,67.62,58.64,98.65,78.52,72.58,541.47,-6.74,79.32,BUY Spot,Settled
Q46,2026-09-17 11:15,2026-09-17 09:15,43.11,43.1,42.22,33.18,73.19,45.82,45.73,341.18,-3.56,49.29,BUY Spot,Settled
Q47,2026-09-17 11:30,2026-09-17 09:30,20.58,20.59,19.62,10.65,50.66,23.34,23.2,173.09,-5.0,28.2,BUY Spot,Settled
Q48,2026-09-17 11:45,2026-09-17 09:45,9.21,9.26,8.27,-0.72,39.29,15.37,12.5,93.28,-6.0,18.5,BUY Spot,Settled
Q49,2026-09-17 12:00,2026-09-17 10:00,19.9,19.95,18.99,9.97,49.98,23.3,22.67,169.09,-3.91,26.58,BUY Spot,Settled
Q50,2026-09-17 12:15,2026-09-17 10:15,12.69,12.74,11.76,2.76,40.67,21.77,16.24,121.15,12.69,3.55,BUY Spot,Settled
Q51,2026-09-17 12:30,2026-09-17 10:30,10.04,10.05,9.11,0.11,8.21,4.67,6.4,47.77,-2.08,8.48,SELL Spot,Settled
Q52,2026-09-17 12:45,2026-09-17 10:45,9.6,9.63,8.53,-0.33,7.77,8.03,6.67,49.78,9.6,2.93,SELL Spot,Settled
Q53,2026-09-17 13:00,2026-09-17 11:00,9.1,9.08,8.03,-0.83,111.93,6.64,21.38,159.49,9.1,12.28,BUY Spot,Settled
Q54,2026-09-17 13:15,2026-09-17 11:15,12.59,12.55,11.64,2.66,10.76,8.98,9.28,69.23,-11.79,21.07,SELL Spot,Settled
Q55,2026-09-17 13:30,2026-09-17 11:30,11.31,11.28,10.05,1.38,28.55,5.82,10.38,77.4,-9.77,20.15,HOLD,Settled
Q56,2026-09-17 13:45,2026-09-17 11:45,8.13,8.1,6.61,-1.8,23.91,1.28,6.66,49.67,-3.57,10.23,SELL Spot,Settled
Q57,2026-09-17 14:00,2026-09-17 12:00,6.68,6.65,5.33,-3.25,22.46,-3.74,4.56,34.0,6.68,2.12,SELL Spot,Settled
Q58,2026-09-17 14:15,2026-09-17 12:15,7.26,7.26,5.9,-2.67,23.04,-3.14,5.15,38.38,10.47,5.32,SELL Spot,Settled
Q59,2026-09-17 14:30,2026-09-17 12:30,13.8,13.78,10.83,3.87,29.58,0.96,10.85,80.96,13.8,2.95,SELL Spot,Settled
Q60,2026-09-17 14:45,2026-09-17 12:45,25.22,25.2,22.05,15.29,-49.19,8.36,8.19,61.12,40.0,31.81,SELL Spot,Settled
Q61,2026-09-17 15:00,2026-09-17 13:00,6.04,6.07,2.52,-3.89,-62.68,-14.71,-10.97,-81.82,29.9,40.87,SELL Spot,Settled
Q62,2026-09-17 15:15,2026-09-17 13:15,19.03,19.02,15.86,9.1,-120.99,0.56,-7.95,-59.32,91.18,99.13,SELL Spot,Settled
Q63,2026-09-17 15:30,2026-09-17 13:30,39.76,39.7,36.4,29.83,-51.2,21.67,20.01,149.29,101.9,81.89,SELL Spot,Settled
Q64,2026-09-17 15:45,2026-09-17 13:45,45.91,45.93,42.59,35.98,25.18,35.84,38.07,283.97,143.6,105.53,SELL Spot,Settled
Q65,2026-09-17 16:00,2026-09-17 14:00,23.24,23.2,19.56,13.31,-108.95,-3.77,-4.36,-32.55,23.24,27.6,SELL Spot,Settled
Q66,2026-09-17 16:15,2026-09-17 14:15,48.01,48.04,43.23,38.08,8.27,29.01,35.32,263.5,-5.65,40.97,SELL Spot,Settled
Q67,2026-09-17 16:30,2026-09-17 14:30,101.77,101.8,97.19,91.84,-30.42,74.76,73.99,551.93,-4.94,78.93,SELL Spot,Settled
Q68,2026-09-17 16:45,2026-09-17 14:45,117.35,117.31,112.65,107.42,77.61,98.35,104.66,780.79,-95.22,199.88,SELL Spot,Settled
Q69,2026-09-17 17:00,2026-09-17 15:00,99.6,99.59,96.07,89.67,-32.59,71.7,71.86,536.11,20.0,51.86,SELL Spot,Settled
Q70,2026-09-17 17:15,2026-09-17 15:15,117.51,117.5,112.08,107.58,77.77,90.1,103.05,768.72,386.37,283.32,SELL Spot,Settled
Q71,2026-09-17 17:30,2026-09-17 15:30,115.0,115.0,109.77,105.07,-17.19,85.56,86.6,646.01,144.38,57.78,SELL Spot,Settled
Q72,2026-09-17 17:45,2026-09-17 15:45,104.17,104.12,98.69,94.24,64.43,70.14,88.41,659.5,200.0,111.59,SELL Spot,Settled
Q73,2026-09-17 18:00,2026-09-17 16:00,167.61,167.65,162.87,157.68,35.42,125.36,136.85,1020.87,167.61,30.76,SELL Spot,Settled
Q74,2026-09-17 18:15,2026-09-17 16:15,160.3,160.29,155.02,150.37,120.56,130.43,145.39,1084.64,15.91,129.48,SELL Spot,Settled
Q75,2026-09-17 18:30,2026-09-17 16:30,167.78,167.74,162.51,157.85,128.04,132.0,151.73,1131.88,8.96,142.77,SELL Spot,Settled
Q76,2026-09-17 18:45,2026-09-17 16:45,142.66,142.63,137.55,132.73,102.92,99.88,125.29,934.66,5.01,120.28,SELL Spot,Settled
Q77,2026-09-17 19:00,2026-09-17 17:00,198.2,198.22,193.26,188.27,143.15,164.81,180.44,1346.11,198.2,17.76,SELL Spot,Settled
Q78,2026-09-17 19:15,2026-09-17 17:15,195.37,195.37,190.35,185.44,189.23,169.7,186.28,1389.61,108.5,77.78,SELL Spot,Settled
Q79,2026-09-17 19:30,2026-09-17 17:30,193.3,193.32,188.35,183.37,146.96,158.47,176.54,1317.01,329.61,153.07,SELL Spot,Settled
Q80,2026-09-17 19:45,2026-09-17 17:45,188.55,188.48,183.61,178.62,80.28,141.48,160.3,1195.87,234.15,73.85,SELL Spot,Settled
Q81,2026-09-17 20:00,2026-09-17 18:00,205.84,205.85,200.86,195.91,182.23,172.16,192.64,1437.09,205.84,13.2,SELL Spot,Settled
Q82,2026-09-17 20:15,2026-09-17 18:15,202.82,202.82,198.06,192.89,150.66,182.88,188.12,1403.37,202.82,14.7,SELL Spot,Settled
Q83,2026-09-17 20:30,2026-09-17 18:30,196.02,196.05,191.25,186.09,137.08,164.82,178.15,1329.03,196.02,17.87,SELL Spot,Settled
Q84,2026-09-17 20:45,2026-09-17 18:45,190.28,190.28,185.52,180.35,162.18,159.8,177.08,1321.03,107.81,69.27,SELL Spot,Settled
Q85,2026-09-17 21:00,2026-09-17 19:00,191.88,191.91,187.13,181.95,172.47,193.48,186.17,1388.83,191.88,5.71,SELL Spot,Settled
Q86,2026-09-17 21:15,2026-09-17 19:15,189.31,189.32,184.81,179.38,169.74,203.39,186.04,1387.85,189.31,3.27,SELL Spot,Settled
Q87,2026-09-17 21:30,2026-09-17 19:30,188.42,188.36,183.91,178.49,213.92,215.8,194.33,1449.7,188.42,5.91,BUY Spot,Settled
Q88,2026-09-17 21:45,2026-09-17 19:45,186.67,186.71,182.17,176.74,201.19,204.52,189.15,1411.03,186.67,2.48,BUY Spot,Settled
Q89,2026-09-17 22:00,2026-09-17 20:00,179.46,179.42,175.08,169.53,195.53,197.35,182.18,1359.07,179.46,2.72,BUY Spot,Settled
Q90,2026-09-17 22:15,2026-09-17 20:15,178.67,178.67,174.88,168.74,194.74,207.01,183.55,1369.28,178.67,4.88,BUY Spot,Settled
Q91,2026-09-17 22:30,2026-09-17 20:30,176.84,176.84,172.99,166.91,197.17,203.8,182.06,1358.2,280.8,98.74,BUY Spot,Settled
Q92,2026-09-17 22:45,2026-09-17 20:45,173.59,173.59,169.87,163.66,178.64,199.07,176.31,1315.31,173.59,2.72,BUY Spot,Settled
Q93,2026-09-17 23:00,2026-09-17 21:00,165.97,165.95,162.04,156.04,167.26,194.94,168.76,1258.96,200.67,31.91,BUY Spot,Settled
Q94,2026-09-17 23:15,2026-09-17 21:15,165.68,165.67,161.73,155.75,174.92,193.6,169.44,1264.01,165.68,3.76,BUY Spot,Settled
Q95,2026-09-17 23:30,2026-09-17 21:30,164.91,164.89,161.04,154.98,164.43,191.35,166.97,1245.59,164.91,2.06,BUY Spot,Settled
Q96,2026-09-17 23:45,2026-09-17 21:45,163.55,163.51,159.74,153.62,193.63,211.23,174.21,1299.64,163.55,10.66,BUY Spot,Settled
