quarter,time_dk,spot_price_eur,pred_imbalance_eur,pred_spread_eur,q10_price_eur,q90_price_eur,quantile_range,p_ratio,bid_action,bid_limit_price_eur,bid_volume_mw,status
Q1,2026-09-18 00:00,139.91,140.89,0.98,110.98,209.7,€111.0 - €209.7,20.6% Up / 16.1% Dn,HOLD (No Bid),139.91,0.0,Fixed Pre-Auction Bid
Q2,2026-09-18 00:15,135.15,134.43,-0.72,71.0,199.37,€71.0 - €199.4,16.1% Up / 43.8% Dn,HOLD (No Bid),135.15,0.0,Fixed Pre-Auction Bid
Q3,2026-09-18 00:30,129.71,126.97,-2.74,60.16,179.12,€60.2 - €179.1,16.7% Up / 43.7% Dn,SELL Spot (Short),128.34,2.5,Fixed Pre-Auction Bid
Q4,2026-09-18 00:45,127.13,127.33,0.2,53.71,197.36,€53.7 - €197.4,21.5% Up / 42.0% Dn,HOLD (No Bid),127.13,0.0,Fixed Pre-Auction Bid
Q5,2026-09-18 01:00,131.52,131.47,-0.05,60.07,196.51,€60.1 - €196.5,17.2% Up / 46.6% Dn,HOLD (No Bid),131.52,0.0,Fixed Pre-Auction Bid
Q6,2026-09-18 01:15,125.9,126.46,0.56,56.95,193.99,€57.0 - €194.0,17.3% Up / 47.4% Dn,HOLD (No Bid),125.9,0.0,Fixed Pre-Auction Bid
Q7,2026-09-18 01:30,121.85,121.3,-0.55,49.5,195.09,€49.5 - €195.1,19.2% Up / 39.7% Dn,HOLD (No Bid),121.85,0.0,Fixed Pre-Auction Bid
Q8,2026-09-18 01:45,122.51,124.35,1.84,50.96,193.78,€51.0 - €193.8,22.5% Up / 37.6% Dn,BUY Spot (Long),123.43,1.1,Fixed Pre-Auction Bid
Q9,2026-09-18 02:00,121.42,129.99,8.57,54.07,168.94,€54.1 - €168.9,19.6% Up / 38.1% Dn,BUY Spot (Long),125.7,1.0,Fixed Pre-Auction Bid
Q10,2026-09-18 02:15,119.71,128.49,8.78,52.6,185.84,€52.6 - €185.8,20.0% Up / 35.9% Dn,BUY Spot (Long),124.1,1.0,Fixed Pre-Auction Bid
Q11,2026-09-18 02:30,126.5,125.29,-1.21,56.29,171.59,€56.3 - €171.6,16.3% Up / 41.2% Dn,SELL Spot (Short),125.89,1.0,Fixed Pre-Auction Bid
Q12,2026-09-18 02:45,126.9,122.1,-4.8,55.06,161.78,€55.1 - €161.8,15.4% Up / 44.4% Dn,SELL Spot (Short),124.5,4.6,Fixed Pre-Auction Bid
Q13,2026-09-18 03:00,125.03,124.94,-0.09,55.71,185.8,€55.7 - €185.8,16.6% Up / 45.6% Dn,HOLD (No Bid),125.03,0.0,Fixed Pre-Auction Bid
Q14,2026-09-18 03:15,124.97,131.25,6.28,58.91,197.8,€58.9 - €197.8,16.9% Up / 44.9% Dn,BUY Spot (Long),128.11,1.0,Fixed Pre-Auction Bid
Q15,2026-09-18 03:30,125.04,131.66,6.62,58.96,206.21,€59.0 - €206.2,16.2% Up / 48.8% Dn,BUY Spot (Long),128.35,1.0,Fixed Pre-Auction Bid
Q16,2026-09-18 03:45,126.97,130.05,3.08,62.06,199.76,€62.1 - €199.8,14.7% Up / 50.2% Dn,BUY Spot (Long),128.51,1.0,Fixed Pre-Auction Bid
Q17,2026-09-18 04:00,123.34,124.63,1.29,57.36,187.94,€57.4 - €187.9,14.6% Up / 49.6% Dn,BUY Spot (Long),123.98,1.0,Fixed Pre-Auction Bid
Q18,2026-09-18 04:15,126.82,123.14,-3.68,60.1,179.59,€60.1 - €179.6,12.6% Up / 55.2% Dn,SELL Spot (Short),124.98,4.3,Fixed Pre-Auction Bid
Q19,2026-09-18 04:30,126.21,123.2,-3.01,60.18,177.07,€60.2 - €177.1,12.1% Up / 54.9% Dn,SELL Spot (Short),124.7,3.4,Fixed Pre-Auction Bid
Q20,2026-09-18 04:45,130.29,124.93,-5.36,62.05,182.15,€62.0 - €182.2,12.6% Up / 56.2% Dn,SELL Spot (Short),127.61,6.6,Fixed Pre-Auction Bid
Q21,2026-09-18 05:00,134.05,126.77,-7.28,59.87,191.46,€59.9 - €191.5,13.1% Up / 56.6% Dn,SELL Spot (Short),130.41,9.2,Fixed Pre-Auction Bid
Q22,2026-09-18 05:15,134.2,124.2,-10.0,59.13,194.33,€59.1 - €194.3,13.1% Up / 54.9% Dn,SELL Spot (Short),129.2,9.9,Fixed Pre-Auction Bid
Q23,2026-09-18 05:30,140.24,127.39,-12.85,63.35,201.49,€63.4 - €201.5,13.6% Up / 55.8% Dn,SELL Spot (Short),135.24,10.1,Fixed Pre-Auction Bid
Q24,2026-09-18 05:45,140.27,133.49,-6.78,66.12,201.52,€66.1 - €201.5,13.9% Up / 54.5% Dn,SELL Spot (Short),136.88,8.3,Fixed Pre-Auction Bid
Q25,2026-09-18 06:00,163.37,148.35,-15.02,69.63,251.93,€69.6 - €251.9,17.0% Up / 50.2% Dn,SELL Spot (Short),158.37,9.4,Fixed Pre-Auction Bid
