quarter,time_dk,time_utc,spot_price_eur,deep_bilstm_eur,transformer_tft_eur,transfer_lgb_eur,hierarchical_eur,pure15m_catboost_eur,meta_ensemble_eur,meta_ensemble_dkk,actual_settled_imbalance_eur,error_spread_eur,agent_action,status
Q14,2026-09-13 03:15,2026-09-13 01:15,162.26,162.26,163.21,230.21,165.89,207.27,179.3,1337.57,137.49,41.81,BUY Spot,Settled
Q15,2026-09-13 03:30,2026-09-13 01:30,161.37,161.38,162.32,229.32,165.0,207.36,178.55,1331.98,137.67,40.88,BUY Spot,Settled
Q16,2026-09-13 03:45,2026-09-13 01:45,159.7,159.71,160.65,227.65,163.33,205.98,176.92,1319.83,134.0,42.92,BUY Spot,Settled
Q17,2026-09-13 04:00,2026-09-13 02:00,164.44,164.45,165.33,232.39,168.07,215.39,182.31,1360.06,140.64,41.67,BUY Spot,Settled
Q18,2026-09-13 04:15,2026-09-13 02:15,163.8,163.79,164.79,231.75,167.43,210.46,181.08,1350.87,91.93,89.15,BUY Spot,Settled
Q19,2026-09-13 04:30,2026-09-13 02:30,163.6,163.62,164.57,231.55,167.23,212.28,181.17,1351.55,136.96,44.21,BUY Spot,Settled
Q20,2026-09-13 04:45,2026-09-13 02:45,164.38,164.36,165.36,232.33,168.01,217.06,182.52,1361.57,137.81,44.71,BUY Spot,Settled
Q21,2026-09-13 05:00,2026-09-13 03:00,165.12,165.11,166.03,233.07,168.75,210.08,182.14,1358.74,141.61,40.53,BUY Spot,Settled
Q22,2026-09-13 05:15,2026-09-13 03:15,166.31,166.33,167.3,234.26,142.99,214.08,180.46,1346.21,142.88,37.58,BUY Spot,Settled
Q23,2026-09-13 05:30,2026-09-13 03:30,168.69,168.67,169.73,236.64,145.37,215.8,182.75,1363.29,142.0,40.75,BUY Spot,Settled
Q24,2026-09-13 05:45,2026-09-13 03:45,172.0,171.98,173.02,239.95,309.3,242.71,209.09,1559.81,148.48,60.61,BUY Spot,Settled
Q25,2026-09-13 06:00,2026-09-13 04:00,167.28,167.29,168.53,235.23,143.96,253.06,186.92,1394.39,167.28,19.64,BUY Spot,Settled
Q26,2026-09-13 06:15,2026-09-13 04:15,173.29,173.26,174.27,241.24,203.46,288.99,203.65,1519.25,173.29,30.36,BUY Spot,Settled
Q27,2026-09-13 06:30,2026-09-13 04:30,177.56,177.55,178.67,245.51,207.73,267.99,204.37,1524.57,334.5,130.13,BUY Spot,Settled
Q28,2026-09-13 06:45,2026-09-13 04:45,178.59,178.61,179.67,246.54,208.76,256.02,203.54,1518.41,374.62,171.08,BUY Spot,Settled
Q29,2026-09-13 07:00,2026-09-13 05:00,179.61,179.61,181.39,247.56,209.78,252.62,204.13,1522.82,179.61,24.52,BUY Spot,Settled
Q30,2026-09-13 07:15,2026-09-13 05:15,180.33,180.34,181.51,248.28,148.46,229.3,193.66,1444.67,124.87,68.79,BUY Spot,Settled
Q31,2026-09-13 07:30,2026-09-13 05:30,181.4,181.38,182.47,249.35,149.53,212.59,192.15,1433.43,160.09,32.06,BUY Spot,Settled
Q32,2026-09-13 07:45,2026-09-13 05:45,170.89,170.9,171.75,238.84,139.02,199.92,181.28,1352.35,116.05,65.23,BUY Spot,Settled
Q33,2026-09-13 08:00,2026-09-13 06:00,190.1,190.07,191.06,258.05,158.23,225.23,201.38,1502.26,103.73,97.65,BUY Spot,Settled
Q34,2026-09-13 08:15,2026-09-13 06:15,173.56,173.55,174.42,241.51,141.69,223.85,186.97,1394.81,109.29,77.68,BUY Spot,Settled
Q35,2026-09-13 08:30,2026-09-13 06:30,159.78,159.8,160.73,227.73,127.91,234.27,176.68,1318.01,97.52,79.16,BUY Spot,Settled
Q36,2026-09-13 08:45,2026-09-13 06:45,148.87,148.89,149.81,216.82,117.0,199.81,162.41,1211.55,108.9,53.51,BUY Spot,Settled
Q37,2026-09-13 09:00,2026-09-13 07:00,156.27,156.26,157.17,224.22,124.4,205.57,169.56,1264.88,156.27,13.29,BUY Spot,Settled
Q38,2026-09-13 09:15,2026-09-13 07:15,146.19,146.19,147.05,214.14,114.32,182.5,157.61,1175.81,157.3,0.31,BUY Spot,Settled
Q39,2026-09-13 09:30,2026-09-13 07:30,145.32,145.32,146.14,213.27,113.45,177.04,156.08,1164.35,145.32,10.76,BUY Spot,Settled
Q40,2026-09-13 09:45,2026-09-13 07:45,144.89,144.89,145.59,212.84,113.02,176.13,155.54,1160.36,200.6,45.06,BUY Spot,Settled
Q41,2026-09-13 10:00,2026-09-13 08:00,136.58,136.6,137.26,204.53,104.71,173.03,147.98,1103.91,164.0,16.02,BUY Spot,Settled
Q42,2026-09-13 10:15,2026-09-13 08:15,130.26,130.26,130.99,198.21,96.03,165.4,141.19,1053.27,159.0,17.81,BUY Spot,Settled
Q43,2026-09-13 10:30,2026-09-13 08:30,127.96,127.96,128.7,195.91,93.73,163.89,139.0,1036.97,108.9,30.1,BUY Spot,Settled
Q44,2026-09-13 10:45,2026-09-13 08:45,119.56,119.55,120.34,187.51,85.33,156.72,130.79,975.68,119.56,11.23,BUY Spot,Settled
Q45,2026-09-13 11:00,2026-09-13 09:00,115.42,115.43,116.18,183.37,119.05,155.12,131.65,982.12,70.99,60.66,BUY Spot,Settled
Q46,2026-09-13 11:15,2026-09-13 09:15,114.8,114.81,115.61,182.75,118.43,159.64,131.78,983.05,87.08,44.7,BUY Spot,Settled
Q47,2026-09-13 11:30,2026-09-13 09:30,114.17,114.19,114.99,182.12,117.8,160.24,131.33,979.72,78.92,52.41,BUY Spot,Settled
Q48,2026-09-13 11:45,2026-09-13 09:45,114.8,114.8,115.64,182.75,118.43,162.94,132.25,986.6,90.0,42.25,BUY Spot,Settled
Q49,2026-09-13 12:00,2026-09-13 10:00,109.09,109.07,109.95,177.04,112.72,156.17,126.39,942.89,80.48,45.91,BUY Spot,Settled
Q50,2026-09-13 12:15,2026-09-13 10:15,113.4,113.4,114.27,181.35,117.03,158.33,130.4,972.81,85.1,45.3,BUY Spot,Settled
Q51,2026-09-13 12:30,2026-09-13 10:30,110.25,110.23,111.1,178.2,113.88,154.01,127.08,948.0,90.0,37.08,BUY Spot,Settled
Q52,2026-09-13 12:45,2026-09-13 10:45,109.18,109.17,110.05,177.13,112.81,151.52,125.81,938.55,125.21,0.6,BUY Spot,Settled
Q53,2026-09-13 13:00,2026-09-13 11:00,109.23,109.22,110.12,177.18,142.78,152.52,129.67,967.31,61.4,68.27,BUY Spot,Settled
Q54,2026-09-13 13:15,2026-09-13 11:15,107.74,107.71,108.63,175.69,141.29,149.08,127.89,954.1,107.74,20.15,BUY Spot,Settled
Q55,2026-09-13 13:30,2026-09-13 11:30,105.53,105.54,106.23,173.48,258.93,217.12,150.33,1121.48,31.36,118.97,BUY Spot,Settled
Q56,2026-09-13 13:45,2026-09-13 11:45,103.19,103.21,103.92,171.14,256.59,233.36,150.65,1123.87,54.06,96.59,BUY Spot,Settled
Q57,2026-09-13 14:00,2026-09-13 12:00,101.38,101.42,102.18,169.33,254.78,237.67,149.74,1117.07,61.4,88.34,BUY Spot,Settled
Q58,2026-09-13 14:15,2026-09-13 12:15,105.18,105.2,105.99,173.13,108.98,171.09,125.18,933.86,86.74,38.44,BUY Spot,Settled
Q59,2026-09-13 14:30,2026-09-13 12:30,108.97,108.93,109.79,176.92,262.37,246.83,157.54,1175.23,96.25,61.29,BUY Spot,Settled
Q60,2026-09-13 14:45,2026-09-13 12:45,108.64,108.62,109.49,176.59,262.04,270.72,160.67,1198.62,90.0,70.67,BUY Spot,Settled
Q61,2026-09-13 15:00,2026-09-13 13:00,105.69,105.67,106.73,173.64,259.09,292.53,161.31,1203.34,58.0,103.31,BUY Spot,Settled
Q62,2026-09-13 15:15,2026-09-13 13:15,109.06,109.07,109.99,177.01,622.13,272.93,205.44,1532.59,33.45,171.99,BUY Spot,Settled
Q63,2026-09-13 15:30,2026-09-13 13:30,127.28,127.31,128.34,195.23,640.35,271.1,220.85,1647.52,91.62,129.23,BUY Spot,Settled
Q64,2026-09-13 15:45,2026-09-13 13:45,136.09,136.09,137.23,204.04,649.16,283.09,230.13,1716.75,119.81,110.32,BUY Spot,Settled
Q65,2026-09-13 16:00,2026-09-13 14:00,138.85,138.83,140.04,206.8,651.92,291.86,233.75,1743.79,138.85,94.9,BUY Spot,Settled
Q66,2026-09-13 16:15,2026-09-13 14:15,142.91,142.86,144.13,210.86,146.71,179.44,158.83,1184.84,142.91,15.92,BUY Spot,Settled
Q67,2026-09-13 16:30,2026-09-13 14:30,157.39,157.39,158.71,225.34,161.19,193.35,173.27,1292.58,151.72,21.55,BUY Spot,Settled
Q68,2026-09-13 16:45,2026-09-13 14:45,172.27,172.26,173.69,240.22,685.34,320.97,266.63,1989.05,155.0,111.63,BUY Spot,Settled
Q69,2026-09-13 17:00,2026-09-13 15:00,169.86,169.85,171.16,237.81,682.93,325.8,265.21,1978.48,159.94,105.27,BUY Spot,Settled
Q70,2026-09-13 17:15,2026-09-13 15:15,182.18,182.18,183.55,250.13,695.25,329.91,276.39,2061.85,270.75,5.64,BUY Spot,Settled
Q71,2026-09-13 17:30,2026-09-13 15:30,197.31,197.29,198.72,265.26,212.1,239.5,215.44,1607.2,204.24,11.2,BUY Spot,Settled
Q72,2026-09-13 17:45,2026-09-13 15:45,208.01,208.02,209.54,275.96,721.08,350.25,301.49,2249.1,273.8,27.69,BUY Spot,Settled
Q73,2026-09-13 18:00,2026-09-13 16:00,197.6,197.6,198.99,265.55,334.9,242.16,231.08,1723.84,154.71,76.37,BUY Spot,Settled
Q74,2026-09-13 18:15,2026-09-13 16:15,203.06,203.06,204.62,271.01,206.86,230.69,217.82,1624.94,180.0,37.82,BUY Spot,Settled
Q75,2026-09-13 18:30,2026-09-13 16:30,210.52,210.52,212.11,278.47,214.32,238.17,225.29,1680.67,210.52,14.77,BUY Spot,Settled
Q76,2026-09-13 18:45,2026-09-13 16:45,228.64,228.62,230.22,296.59,232.44,267.18,244.96,1827.37,274.21,29.25,BUY Spot,Settled
Q77,2026-09-13 19:00,2026-09-13 17:00,217.28,217.3,218.85,285.23,221.08,245.23,232.1,1731.45,259.08,26.98,BUY Spot,Settled
Q78,2026-09-13 19:15,2026-09-13 17:15,228.31,228.29,229.9,296.26,232.11,256.28,243.12,1813.7,228.31,14.81,BUY Spot,Settled
Q79,2026-09-13 19:30,2026-09-13 17:30,234.49,234.5,236.09,302.44,241.09,253.81,248.42,1853.24,234.49,13.93,BUY Spot,Settled
Q80,2026-09-13 19:45,2026-09-13 17:45,239.96,239.94,241.58,307.91,246.56,258.76,253.82,1893.47,239.96,13.86,BUY Spot,Settled
Q81,2026-09-13 20:00,2026-09-13 18:00,228.8,228.81,230.47,296.75,235.4,240.48,241.67,1802.85,307.13,65.46,BUY Spot,Settled
Q82,2026-09-13 20:15,2026-09-13 18:15,235.0,235.0,236.66,302.95,241.6,261.34,249.95,1864.63,334.48,84.53,BUY Spot,Settled
Q83,2026-09-13 20:30,2026-09-13 18:30,237.53,237.53,239.23,305.48,244.13,260.19,251.97,1879.68,237.53,14.44,BUY Spot,Settled
Q84,2026-09-13 20:45,2026-09-13 18:45,233.99,234.02,235.69,301.94,304.26,284.47,260.2,1941.1,233.99,26.21,BUY Spot,Settled
Q85,2026-09-13 21:00,2026-09-13 19:00,235.33,235.29,237.09,303.28,305.6,274.29,259.9,1938.83,172.74,87.16,BUY Spot,Settled
Q86,2026-09-13 21:15,2026-09-13 19:15,235.0,235.02,236.71,302.95,372.3,368.43,281.24,2098.07,157.59,123.65,BUY Spot,Settled
Q87,2026-09-13 21:30,2026-09-13 19:30,231.65,231.66,233.56,299.6,291.02,333.07,263.84,1968.23,267.6,3.76,BUY Spot,Settled
Q88,2026-09-13 21:45,2026-09-13 19:45,227.5,227.49,229.37,295.45,286.87,299.21,255.44,1905.56,324.42,68.98,BUY Spot,Settled
Q89,2026-09-13 22:00,2026-09-13 20:00,232.43,232.47,234.23,300.38,236.23,276.28,249.59,1861.92,334.48,84.89,BUY Spot,Settled
Q90,2026-09-13 22:15,2026-09-13 20:15,227.5,227.5,229.29,295.45,364.8,309.51,266.43,1987.57,400.83,134.4,BUY Spot,Settled
Q91,2026-09-13 22:30,2026-09-13 20:30,227.5,227.48,229.32,295.45,380.9,320.42,269.96,2013.92,320.97,51.01,BUY Spot,Settled
Q92,2026-09-13 22:45,2026-09-13 20:45,222.41,222.41,224.29,290.36,252.58,289.24,246.08,1835.76,277.29,31.21,BUY Spot,Settled
Q93,2026-09-13 23:00,2026-09-13 21:00,220.53,220.51,222.71,288.48,279.9,277.49,246.45,1838.52,147.05,99.4,BUY Spot,Settled
Q94,2026-09-13 23:15,2026-09-13 21:15,208.58,208.53,210.51,276.53,176.71,241.48,219.82,1639.84,149.86,69.96,BUY Spot,Settled
Q95,2026-09-13 23:30,2026-09-13 21:30,207.24,207.23,209.15,275.19,175.37,241.37,218.65,1631.16,143.6,75.05,BUY Spot,Settled
Q96,2026-09-13 23:45,2026-09-13 21:45,206.0,206.0,207.89,273.95,174.13,253.4,219.3,1636.01,206.0,13.3,BUY Spot,Settled
