quarter,time_dk,time_utc,spot_price_eur,deep_bilstm_eur,transformer_tft_eur,transfer_lgb_eur,hierarchical_eur,pure15m_catboost_eur,meta_ensemble_eur,meta_ensemble_dkk,actual_settled_imbalance_eur,error_spread_eur,agent_action,status
Q60,2026-09-13 14:45,2026-09-13 12:45,106.69,106.68,110.17,546.56,501.59,697.45,176.1,1313.68,168.27,7.83,BUY Spot,Settled
Q61,2026-09-13 15:00,2026-09-13 13:00,101.95,101.93,105.55,541.82,740.03,717.27,189.58,1414.3,101.95,87.63,BUY Spot,Settled
Q62,2026-09-13 15:15,2026-09-13 13:15,107.1,107.12,110.85,546.97,715.49,839.5,196.92,1469.03,107.1,89.82,BUY Spot,Settled
Q63,2026-09-13 15:30,2026-09-13 13:30,122.77,122.78,126.66,562.64,3554.53,823.04,412.37,3076.27,122.77,289.6,BUY Spot,Settled
Q64,2026-09-13 15:45,2026-09-13 13:45,133.47,133.49,137.32,573.34,721.96,832.74,220.72,1646.59,561.03,340.31,BUY Spot,Settled
Q65,2026-09-13 16:00,2026-09-13 14:00,136.53,136.54,140.28,576.4,725.02,635.59,216.53,1615.3,136.53,80.0,BUY Spot,Settled
Q66,2026-09-13 16:15,2026-09-13 14:15,141.99,141.99,145.6,581.86,730.48,688.78,223.64,1668.37,229.09,5.45,BUY Spot,Settled
Q67,2026-09-13 16:30,2026-09-13 14:30,154.7,154.69,158.24,594.57,743.19,692.86,236.01,1760.63,217.53,18.48,BUY Spot,Settled
Q68,2026-09-13 16:45,2026-09-13 14:45,169.66,169.68,173.49,609.53,758.15,773.32,253.46,1890.82,169.66,83.8,BUY Spot,Settled
Q69,2026-09-13 17:00,2026-09-13 15:00,172.99,172.98,176.84,612.86,761.48,683.05,253.42,1890.5,643.99,390.57,BUY Spot,Settled
Q70,2026-09-13 17:15,2026-09-13 15:15,182.44,182.44,186.45,622.31,770.93,855.15,268.79,2005.21,263.08,5.71,BUY Spot,Settled
Q71,2026-09-13 17:30,2026-09-13 15:30,197.5,197.52,201.6,637.37,785.99,874.35,284.05,2118.99,298.06,14.01,BUY Spot,Settled
Q72,2026-09-13 17:45,2026-09-13 15:45,208.03,208.03,211.87,647.9,796.52,882.98,294.39,2196.17,334.31,39.92,BUY Spot,Settled
Q73,2026-09-13 18:00,2026-09-13 16:00,197.72,197.74,201.48,637.59,786.21,723.64,278.69,2079.06,216.89,61.8,BUY Spot,Settled
Q74,2026-09-13 18:15,2026-09-13 16:15,203.01,202.99,206.72,642.88,791.5,791.33,286.19,2135.0,253.66,32.53,BUY Spot,Settled
Q75,2026-09-13 18:30,2026-09-13 16:30,210.55,210.53,214.2,650.42,799.04,795.38,293.58,2190.13,258.1,35.48,BUY Spot,Settled
Q76,2026-09-13 18:45,2026-09-13 16:45,228.64,228.63,232.07,668.51,817.13,836.99,312.43,2330.72,274.21,38.22,BUY Spot,Settled
Q77,2026-09-13 19:00,2026-09-13 17:00,217.3,217.33,221.07,657.17,805.79,770.43,299.26,2232.48,193.99,105.27,BUY Spot,Settled
Q78,2026-09-13 19:15,2026-09-13 17:15,228.31,228.29,231.92,668.18,816.8,851.67,312.71,2332.82,228.31,84.4,BUY Spot,Settled
Q79,2026-09-13 19:30,2026-09-13 17:30,234.51,234.52,238.0,674.38,823.0,930.53,321.49,2398.31,234.51,86.98,BUY Spot,Settled
Q80,2026-09-13 19:45,2026-09-13 17:45,239.95,239.94,243.42,679.82,828.44,892.53,325.35,2427.08,239.95,85.4,BUY Spot,Settled
Q81,2026-09-13 20:00,2026-09-13 18:00,228.8,228.82,232.43,668.67,817.29,814.27,311.86,2326.5,228.8,83.06,BUY Spot,Settled
Q82,2026-09-13 20:15,2026-09-13 18:15,235.01,235.01,238.5,674.88,823.5,1062.15,326.71,2437.24,235.01,91.7,BUY Spot,Settled
Q83,2026-09-13 20:30,2026-09-13 18:30,237.54,237.53,241.15,677.41,3669.3,1461.27,545.85,4072.06,237.54,308.31,BUY Spot,Settled
Q84,2026-09-13 20:45,2026-09-13 18:45,234.01,233.98,237.55,673.88,842.4,1108.75,328.84,2453.16,166.38,162.46,BUY Spot,Settled
Q85,2026-09-13 21:00,2026-09-13 19:00,235.32,235.26,238.72,675.19,873.4,999.51,328.21,2448.47,235.32,92.89,BUY Spot,Settled
Q86,2026-09-13 21:15,2026-09-13 19:15,234.98,234.95,237.94,674.85,629.88,749.37,301.41,2248.53,181.33,120.08,BUY Spot,Settled
Q87,2026-09-13 21:30,2026-09-13 19:30,231.67,231.65,234.73,671.54,250.44,748.3,271.46,2025.1,164.81,106.65,BUY Spot,Settled
Q88,2026-09-13 21:45,2026-09-13 19:45,227.52,227.5,230.67,667.39,246.29,685.69,265.25,1978.74,227.52,37.73,BUY Spot,Settled
Q89,2026-09-13 22:00,2026-09-13 20:00,232.45,232.45,236.32,672.32,251.22,713.65,271.31,2024.01,232.45,38.86,BUY Spot,Settled
Q90,2026-09-13 22:15,2026-09-13 20:15,227.52,227.51,230.9,667.39,246.29,640.8,263.73,1967.44,227.52,36.21,BUY Spot,Settled
Q91,2026-09-13 22:30,2026-09-13 20:30,227.52,227.53,230.62,667.39,246.29,637.97,263.52,1965.88,227.52,36.0,BUY Spot,Settled
Q92,2026-09-13 22:45,2026-09-13 20:45,222.43,222.45,225.23,662.3,241.2,607.05,257.38,1920.04,222.43,34.95,BUY Spot,Settled
Q93,2026-09-13 23:00,2026-09-13 21:00,220.55,220.52,223.32,660.42,239.32,617.58,255.92,1909.14,220.55,35.37,BUY Spot,Settled
Q94,2026-09-13 23:15,2026-09-13 21:15,208.6,208.62,211.5,648.47,227.37,538.49,241.62,1802.5,208.6,33.02,BUY Spot,Settled
Q95,2026-09-13 23:30,2026-09-13 21:30,207.26,207.25,210.52,647.13,226.03,565.49,241.44,1801.15,207.26,34.18,BUY Spot,Settled
Q96,2026-09-13 23:45,2026-09-13 21:45,206.02,206.04,209.14,645.89,224.79,510.66,238.23,1777.16,206.02,32.21,BUY Spot,Settled
