quarter,time_dk,spot_price_eur,pred_imbalance_eur,pred_spread_eur,q10_price_eur,q90_price_eur,quantile_range,p_ratio,bid_action,bid_limit_price_eur,bid_volume_mw,status
Q39,2026-09-13 09:30,145.32,180.27,34.95,78.45,242.42,€78.5 - €242.4,29.8% Up / 48.7% Dn,BUY Spot (Long),150.32,6.6,Fixed Pre-Auction Bid
Q40,2026-09-13 09:45,144.89,178.1,33.21,77.75,247.4,€77.8 - €247.4,24.4% Up / 53.7% Dn,BUY Spot (Long),149.89,5.5,Fixed Pre-Auction Bid
Q41,2026-09-13 10:00,136.58,168.19,31.61,68.54,227.29,€68.5 - €227.3,25.3% Up / 53.5% Dn,BUY Spot (Long),141.58,5.7,Fixed Pre-Auction Bid
Q42,2026-09-13 10:15,130.26,157.31,27.05,63.48,206.28,€63.5 - €206.3,23.1% Up / 48.7% Dn,BUY Spot (Long),135.26,5.3,Fixed Pre-Auction Bid
Q43,2026-09-13 10:30,127.96,148.15,20.19,58.86,208.26,€58.9 - €208.3,24.2% Up / 51.6% Dn,BUY Spot (Long),132.96,5.5,Fixed Pre-Auction Bid
Q44,2026-09-13 10:45,119.56,140.13,20.57,50.32,194.98,€50.3 - €195.0,25.7% Up / 55.1% Dn,BUY Spot (Long),124.56,5.8,Fixed Pre-Auction Bid
Q45,2026-09-13 11:00,115.42,123.33,7.91,45.69,197.9,€45.7 - €197.9,25.3% Up / 54.5% Dn,BUY Spot (Long),119.38,5.7,Fixed Pre-Auction Bid
Q46,2026-09-13 11:15,114.8,121.62,6.82,45.39,205.54,€45.4 - €205.5,24.6% Up / 54.3% Dn,BUY Spot (Long),118.21,4.8,Fixed Pre-Auction Bid
Q47,2026-09-13 11:30,114.17,121.08,6.91,48.08,209.01,€48.1 - €209.0,24.8% Up / 54.6% Dn,BUY Spot (Long),117.62,4.9,Fixed Pre-Auction Bid
Q48,2026-09-13 11:45,114.8,120.06,5.26,48.13,231.97,€48.1 - €232.0,20.8% Up / 54.9% Dn,BUY Spot (Long),117.43,3.3,Fixed Pre-Auction Bid
Q49,2026-09-13 12:00,109.09,114.76,5.67,43.1,207.8,€43.1 - €207.8,24.8% Up / 54.6% Dn,BUY Spot (Long),111.92,4.0,Fixed Pre-Auction Bid
Q50,2026-09-13 12:15,113.4,117.31,3.91,51.34,206.5,€51.3 - €206.5,25.3% Up / 53.2% Dn,BUY Spot (Long),115.36,2.9,Fixed Pre-Auction Bid
Q51,2026-09-13 12:30,110.25,114.39,4.14,49.51,201.45,€49.5 - €201.4,25.3% Up / 54.4% Dn,BUY Spot (Long),112.32,3.0,Fixed Pre-Auction Bid
Q52,2026-09-13 12:45,109.18,111.54,2.36,48.47,184.67,€48.5 - €184.7,25.3% Up / 54.3% Dn,BUY Spot (Long),110.36,1.8,Fixed Pre-Auction Bid
Q53,2026-09-13 13:00,109.23,109.57,0.34,55.93,185.2,€55.9 - €185.2,26.2% Up / 54.4% Dn,HOLD (No Bid),109.23,0.0,Fixed Pre-Auction Bid
Q54,2026-09-13 13:15,107.74,105.52,-2.22,53.63,168.02,€53.6 - €168.0,21.5% Up / 56.2% Dn,SELL Spot (Short),106.63,2.6,Fixed Pre-Auction Bid
Q55,2026-09-13 13:30,105.53,104.55,-0.98,53.75,163.57,€53.8 - €163.6,22.3% Up / 54.8% Dn,HOLD (No Bid),105.53,0.0,Fixed Pre-Auction Bid
Q56,2026-09-13 13:45,103.19,102.98,-0.21,50.32,163.02,€50.3 - €163.0,22.4% Up / 53.9% Dn,HOLD (No Bid),103.19,0.0,Fixed Pre-Auction Bid
Q57,2026-09-13 14:00,101.38,101.73,0.35,49.64,150.13,€49.6 - €150.1,20.9% Up / 53.5% Dn,HOLD (No Bid),101.38,0.0,Fixed Pre-Auction Bid
Q58,2026-09-13 14:15,105.18,101.91,-3.27,53.18,145.78,€53.2 - €145.8,21.5% Up / 51.7% Dn,SELL Spot (Short),103.55,3.9,Fixed Pre-Auction Bid
Q59,2026-09-13 14:30,108.97,106.68,-2.29,54.38,156.27,€54.4 - €156.3,21.4% Up / 52.3% Dn,SELL Spot (Short),107.83,2.6,Fixed Pre-Auction Bid
Q60,2026-09-13 14:45,108.64,105.21,-3.43,52.14,157.65,€52.1 - €157.7,28.6% Up / 49.6% Dn,SELL Spot (Short),106.92,4.0,Fixed Pre-Auction Bid
Q61,2026-09-13 15:00,105.69,101.5,-4.19,48.0,152.63,€48.0 - €152.6,27.6% Up / 49.2% Dn,SELL Spot (Short),103.59,5.0,Fixed Pre-Auction Bid
Q62,2026-09-13 15:15,109.06,103.77,-5.29,49.27,185.07,€49.3 - €185.1,28.8% Up / 47.7% Dn,SELL Spot (Short),106.42,6.4,Fixed Pre-Auction Bid
Q63,2026-09-13 15:30,127.28,126.2,-1.08,49.46,199.78,€49.5 - €199.8,24.6% Up / 56.7% Dn,HOLD (No Bid),127.28,0.0,Fixed Pre-Auction Bid
Q64,2026-09-13 15:45,136.09,162.88,26.79,57.21,217.21,€57.2 - €217.2,25.0% Up / 56.4% Dn,BUY Spot (Long),141.09,5.7,Fixed Pre-Auction Bid
Q65,2026-09-13 16:00,138.85,159.54,20.69,60.12,236.63,€60.1 - €236.6,25.9% Up / 53.9% Dn,BUY Spot (Long),143.85,5.8,Fixed Pre-Auction Bid
Q66,2026-09-13 16:15,142.91,187.28,44.37,62.4,256.98,€62.4 - €257.0,27.7% Up / 50.4% Dn,BUY Spot (Long),147.91,6.2,Fixed Pre-Auction Bid
Q67,2026-09-13 16:30,157.39,186.96,29.57,75.22,262.26,€75.2 - €262.3,28.0% Up / 52.5% Dn,BUY Spot (Long),162.39,6.2,Fixed Pre-Auction Bid
Q68,2026-09-13 16:45,172.27,223.52,51.25,83.92,282.34,€83.9 - €282.3,28.2% Up / 48.9% Dn,BUY Spot (Long),177.27,6.3,Fixed Pre-Auction Bid
Q69,2026-09-13 17:00,169.86,196.67,26.81,85.38,272.34,€85.4 - €272.3,27.4% Up / 46.9% Dn,BUY Spot (Long),174.86,6.1,Fixed Pre-Auction Bid
Q70,2026-09-13 17:15,182.18,195.21,13.03,88.44,291.6,€88.4 - €291.6,25.1% Up / 41.3% Dn,BUY Spot (Long),187.18,5.7,Fixed Pre-Auction Bid
Q71,2026-09-13 17:30,197.31,203.84,6.53,95.81,313.32,€95.8 - €313.3,23.7% Up / 41.9% Dn,BUY Spot (Long),200.57,4.5,Fixed Pre-Auction Bid
Q72,2026-09-13 17:45,208.01,238.85,30.84,107.91,329.72,€107.9 - €329.7,26.4% Up / 50.9% Dn,BUY Spot (Long),213.01,5.9,Fixed Pre-Auction Bid
Q73,2026-09-13 18:00,197.6,213.54,15.94,106.02,305.16,€106.0 - €305.2,25.2% Up / 52.1% Dn,BUY Spot (Long),202.6,5.7,Fixed Pre-Auction Bid
Q74,2026-09-13 18:15,203.06,208.46,5.4,104.15,309.64,€104.2 - €309.6,26.3% Up / 56.7% Dn,BUY Spot (Long),205.76,4.0,Fixed Pre-Auction Bid
Q75,2026-09-13 18:30,210.52,215.2,4.68,111.34,318.32,€111.3 - €318.3,24.7% Up / 57.3% Dn,BUY Spot (Long),212.86,3.4,Fixed Pre-Auction Bid
Q76,2026-09-13 18:45,228.64,224.83,-3.81,120.88,338.23,€120.9 - €338.2,23.6% Up / 57.1% Dn,SELL Spot (Short),226.73,5.1,Fixed Pre-Auction Bid
Q77,2026-09-13 19:00,217.28,227.02,9.74,114.98,335.11,€115.0 - €335.1,23.9% Up / 58.2% Dn,BUY Spot (Long),222.15,5.5,Fixed Pre-Auction Bid
Q78,2026-09-13 19:15,228.31,225.09,-3.22,123.04,358.9,€123.0 - €358.9,25.0% Up / 54.7% Dn,SELL Spot (Short),226.7,4.0,Fixed Pre-Auction Bid
Q79,2026-09-13 19:30,234.49,229.77,-4.72,128.46,353.13,€128.5 - €353.1,24.7% Up / 54.0% Dn,SELL Spot (Short),232.13,6.2,Fixed Pre-Auction Bid
Q80,2026-09-13 19:45,239.96,229.87,-10.09,136.92,357.37,€136.9 - €357.4,28.3% Up / 44.8% Dn,SELL Spot (Short),234.96,9.4,Fixed Pre-Auction Bid
Q81,2026-09-13 20:00,228.8,224.49,-4.31,117.79,350.21,€117.8 - €350.2,26.9% Up / 49.1% Dn,SELL Spot (Short),226.65,5.2,Fixed Pre-Auction Bid
Q82,2026-09-13 20:15,235.0,228.02,-6.98,139.8,347.73,€139.8 - €347.7,29.2% Up / 44.9% Dn,SELL Spot (Short),231.51,8.1,Fixed Pre-Auction Bid
Q83,2026-09-13 20:30,237.53,228.65,-8.88,141.34,347.66,€141.3 - €347.7,24.0% Up / 56.7% Dn,SELL Spot (Short),233.09,11.6,Fixed Pre-Auction Bid
Q84,2026-09-13 20:45,233.99,223.45,-10.54,139.18,341.31,€139.2 - €341.3,27.1% Up / 53.5% Dn,SELL Spot (Short),228.99,11.0,Fixed Pre-Auction Bid
Q85,2026-09-13 21:00,235.33,223.3,-12.03,152.11,355.24,€152.1 - €355.2,25.3% Up / 49.6% Dn,SELL Spot (Short),230.33,10.3,Fixed Pre-Auction Bid
Q86,2026-09-13 21:15,235.0,226.16,-8.84,153.35,347.6,€153.3 - €347.6,24.9% Up / 50.5% Dn,SELL Spot (Short),230.58,10.4,Fixed Pre-Auction Bid
Q87,2026-09-13 21:30,231.65,221.56,-10.09,157.35,348.34,€157.3 - €348.3,17.6% Up / 53.7% Dn,SELL Spot (Short),226.65,11.0,Fixed Pre-Auction Bid
Q88,2026-09-13 21:45,227.5,219.22,-8.28,161.89,351.42,€161.9 - €351.4,16.7% Up / 59.4% Dn,SELL Spot (Short),223.36,12.1,Fixed Pre-Auction Bid
Q89,2026-09-13 22:00,232.43,220.07,-12.36,164.1,327.34,€164.1 - €327.3,16.8% Up / 61.7% Dn,SELL Spot (Short),227.43,12.5,Fixed Pre-Auction Bid
Q90,2026-09-13 22:15,227.5,218.53,-8.97,160.06,330.89,€160.1 - €330.9,17.7% Up / 62.1% Dn,SELL Spot (Short),223.01,12.6,Fixed Pre-Auction Bid
Q91,2026-09-13 22:30,227.5,216.64,-10.86,152.57,321.47,€152.6 - €321.5,21.5% Up / 54.6% Dn,SELL Spot (Short),222.5,11.2,Fixed Pre-Auction Bid
Q92,2026-09-13 22:45,222.41,214.04,-8.37,154.61,317.65,€154.6 - €317.6,16.8% Up / 60.0% Dn,SELL Spot (Short),218.22,12.2,Fixed Pre-Auction Bid
Q93,2026-09-13 23:00,220.53,212.35,-8.18,155.47,318.34,€155.5 - €318.3,14.0% Up / 65.4% Dn,SELL Spot (Short),216.44,13.2,Fixed Pre-Auction Bid
Q94,2026-09-13 23:15,208.58,211.07,2.49,137.73,308.23,€137.7 - €308.2,14.9% Up / 65.0% Dn,BUY Spot (Long),209.83,1.5,Fixed Pre-Auction Bid
Q95,2026-09-13 23:30,207.24,206.36,-0.88,138.16,296.8,€138.2 - €296.8,16.7% Up / 63.8% Dn,HOLD (No Bid),207.24,0.0,Fixed Pre-Auction Bid
Q96,2026-09-13 23:45,206.0,205.59,-0.41,136.75,295.33,€136.8 - €295.3,16.2% Up / 63.1% Dn,HOLD (No Bid),206.0,0.0,Fixed Pre-Auction Bid
