quarter,time_dk,time_utc,spot_price_eur,deep_bilstm_eur,transformer_tft_eur,transfer_lgb_eur,hierarchical_eur,pure15m_catboost_eur,meta_ensemble_eur,meta_ensemble_dkk,actual_settled_imbalance_eur,error_spread_eur,agent_action,status
Q12,2026-09-15 02:45,2026-09-15 00:45,187.72,187.69,184.06,222.89,365.54,247.25,221.1,1649.4,187.72,33.38,BUY Spot,Settled
Q13,2026-09-15 03:00,2026-09-15 01:00,185.3,185.29,181.57,220.47,363.12,241.85,218.12,1627.21,224.41,6.29,BUY Spot,Settled
Q14,2026-09-15 03:15,2026-09-15 01:15,185.99,185.94,182.21,221.16,363.81,242.82,218.84,1632.57,228.06,9.22,BUY Spot,Settled
Q15,2026-09-15 03:30,2026-09-15 01:30,187.33,187.34,183.29,222.5,365.15,228.39,217.27,1620.81,187.33,29.94,BUY Spot,Settled
Q16,2026-09-15 03:45,2026-09-15 01:45,184.0,183.99,179.61,219.17,361.82,218.7,212.69,1586.64,184.0,28.69,BUY Spot,Settled
Q17,2026-09-15 04:00,2026-09-15 02:00,184.06,184.04,179.81,219.23,361.88,216.88,212.44,1584.79,184.06,28.38,BUY Spot,Settled
Q18,2026-09-15 04:15,2026-09-15 02:15,184.3,184.28,180.14,219.47,362.12,214.35,212.2,1583.02,124.97,87.23,BUY Spot,Settled
Q19,2026-09-15 04:30,2026-09-15 02:30,184.53,184.54,180.34,219.7,362.35,214.07,212.33,1584.02,245.59,33.26,BUY Spot,Settled
Q20,2026-09-15 04:45,2026-09-15 02:45,181.31,181.28,176.27,216.48,359.13,205.79,207.97,1551.43,256.82,48.85,BUY Spot,Settled
Q21,2026-09-15 05:00,2026-09-15 03:00,184.37,184.38,179.99,219.54,362.19,208.91,211.22,1575.7,250.67,39.45,BUY Spot,Settled
Q22,2026-09-15 05:15,2026-09-15 03:15,186.99,186.99,182.46,222.16,364.81,211.0,213.7,1594.21,186.99,26.71,BUY Spot,Settled
Q23,2026-09-15 05:30,2026-09-15 03:30,199.01,199.0,194.31,234.18,376.83,225.47,226.12,1686.85,126.19,99.93,BUY Spot,Settled
Q24,2026-09-15 05:45,2026-09-15 03:45,212.32,212.31,207.77,247.49,390.14,236.78,239.1,1783.72,212.32,26.78,BUY Spot,Settled
Q25,2026-09-15 06:00,2026-09-15 04:00,210.23,210.21,204.53,245.4,388.05,234.88,236.75,1766.12,210.23,26.52,BUY Spot,Settled
Q26,2026-09-15 06:15,2026-09-15 04:15,207.33,207.33,202.67,242.5,385.15,234.48,234.58,1749.96,207.33,27.25,BUY Spot,Settled
Q27,2026-09-15 06:30,2026-09-15 04:30,209.76,209.76,205.35,244.93,387.58,236.95,237.08,1768.6,321.56,84.48,BUY Spot,Settled
Q28,2026-09-15 06:45,2026-09-15 04:45,241.47,241.45,237.52,276.64,419.29,268.07,268.8,2005.24,312.02,43.22,BUY Spot,Settled
Q29,2026-09-15 07:00,2026-09-15 05:00,222.41,222.4,218.15,257.58,400.23,248.81,249.62,1862.18,248.26,1.36,BUY Spot,Settled
Q30,2026-09-15 07:15,2026-09-15 05:15,227.91,227.94,223.65,263.08,405.73,251.96,254.71,1900.11,227.91,26.8,BUY Spot,Settled
Q31,2026-09-15 07:30,2026-09-15 05:30,236.65,236.68,232.9,271.82,414.47,262.96,263.99,1969.36,120.54,143.45,BUY Spot,Settled
Q32,2026-09-15 07:45,2026-09-15 05:45,231.87,231.83,228.74,267.04,409.69,257.3,259.19,1933.59,45.63,213.56,BUY Spot,Settled
Q33,2026-09-15 08:00,2026-09-15 06:00,268.06,268.08,264.69,303.23,445.88,296.12,295.81,2206.77,268.06,27.75,BUY Spot,Settled
Q34,2026-09-15 08:15,2026-09-15 06:15,241.51,241.49,238.36,276.68,419.33,266.89,268.83,2005.44,241.51,27.32,BUY Spot,Settled
Q35,2026-09-15 08:30,2026-09-15 06:30,225.01,225.01,222.72,260.18,402.83,255.16,253.42,1890.5,225.01,28.41,BUY Spot,Settled
Q36,2026-09-15 08:45,2026-09-15 06:45,197.87,197.84,195.77,233.04,375.69,227.94,226.31,1688.24,197.87,28.44,BUY Spot,Settled
Q37,2026-09-15 09:00,2026-09-15 07:00,227.5,227.48,225.05,262.67,405.32,261.1,256.49,1913.41,227.5,28.99,BUY Spot,Settled
Q38,2026-09-15 09:15,2026-09-15 07:15,212.6,212.61,211.43,247.77,390.42,242.75,241.31,1800.14,212.6,28.71,BUY Spot,Settled
Q39,2026-09-15 09:30,2026-09-15 07:30,188.93,188.96,187.85,224.1,366.75,219.08,217.66,1623.77,188.93,28.73,BUY Spot,Settled
Q40,2026-09-15 09:45,2026-09-15 07:45,155.95,155.98,155.48,191.12,333.77,186.1,184.84,1378.93,155.95,28.89,BUY Spot,Settled
Q41,2026-09-15 10:00,2026-09-15 08:00,181.16,181.18,178.99,216.33,358.98,214.06,210.11,1567.4,181.16,28.95,BUY Spot,Settled
Q42,2026-09-15 10:15,2026-09-15 08:15,162.59,162.6,161.93,197.76,340.41,190.8,191.07,1425.42,200.48,9.41,BUY Spot,Settled
Q43,2026-09-15 10:30,2026-09-15 08:30,128.03,128.03,127.5,163.2,305.85,163.85,157.93,1178.14,144.39,13.54,BUY Spot,Settled
Q44,2026-09-15 10:45,2026-09-15 08:45,112.06,112.04,111.69,147.23,289.88,152.62,142.86,1065.71,112.06,30.8,BUY Spot,Settled
Q45,2026-09-15 11:00,2026-09-15 09:00,121.52,121.51,120.7,156.69,299.34,159.3,151.7,1131.67,264.35,112.65,BUY Spot,Settled
Q46,2026-09-15 11:15,2026-09-15 09:15,86.34,86.33,85.96,121.51,264.16,127.08,117.17,874.08,106.38,10.79,BUY Spot,Settled
Q47,2026-09-15 11:30,2026-09-15 09:30,66.62,66.64,66.37,101.79,244.44,110.69,98.1,731.8,66.62,31.48,BUY Spot,Settled
Q48,2026-09-15 11:45,2026-09-15 09:45,36.45,36.48,36.34,71.62,214.27,80.87,68.03,507.48,36.45,31.58,BUY Spot,Settled
Q49,2026-09-15 12:00,2026-09-15 10:00,57.12,57.12,56.77,92.29,234.94,104.67,89.2,665.4,155.09,65.89,BUY Spot,Settled
Q50,2026-09-15 12:15,2026-09-15 10:15,44.26,44.24,43.67,79.43,222.08,90.57,76.04,567.27,72.97,3.07,BUY Spot,Settled
Q51,2026-09-15 12:30,2026-09-15 10:30,35.81,35.8,35.16,70.98,182.39,84.76,65.12,485.77,108.55,43.43,BUY Spot,Settled
Q52,2026-09-15 12:45,2026-09-15 10:45,36.74,36.76,35.87,71.91,39.54,83.18,52.0,387.91,81.58,29.58,BUY Spot,Settled
Q53,2026-09-15 13:00,2026-09-15 11:00,36.61,36.6,35.94,71.78,-4.41,83.04,47.78,356.46,178.34,130.56,BUY Spot,Settled
Q54,2026-09-15 13:15,2026-09-15 11:15,35.1,35.1,33.16,70.27,-5.92,73.78,44.54,332.27,35.1,9.44,BUY Spot,Settled
Q55,2026-09-15 13:30,2026-09-15 11:30,34.58,34.59,32.15,69.75,-6.44,74.96,44.2,329.75,34.58,9.62,BUY Spot,Settled
Q56,2026-09-15 13:45,2026-09-15 11:45,31.58,31.59,29.0,66.75,36.43,73.69,45.8,341.66,31.85,13.95,BUY Spot,Settled
Q57,2026-09-15 14:00,2026-09-15 12:00,32.36,32.36,31.54,67.53,99.85,68.34,51.82,386.57,130.03,78.21,BUY Spot,Settled
Q58,2026-09-15 14:15,2026-09-15 12:15,39.17,39.19,36.28,74.34,64.08,81.72,55.28,412.37,39.17,16.11,BUY Spot,Settled
Q59,2026-09-15 14:30,2026-09-15 12:30,47.25,47.25,44.31,82.42,72.16,89.8,63.34,472.51,47.25,16.09,BUY Spot,Settled
Q60,2026-09-15 14:45,2026-09-15 12:45,57.36,57.32,53.66,92.53,82.41,98.0,72.91,543.9,57.36,15.55,BUY Spot,Settled
Q61,2026-09-15 15:00,2026-09-15 13:00,59.41,59.39,56.97,94.58,82.21,98.51,74.8,558.0,138.54,63.74,BUY Spot,Settled
Q62,2026-09-15 15:15,2026-09-15 13:15,87.95,87.94,84.09,123.12,113.0,130.66,103.84,774.62,87.95,15.89,BUY Spot,Settled
Q63,2026-09-15 15:30,2026-09-15 13:30,120.03,120.04,116.36,155.2,142.84,163.36,135.88,1013.64,120.03,15.85,BUY Spot,Settled
Q64,2026-09-15 15:45,2026-09-15 13:45,141.14,141.14,137.31,176.31,163.95,184.38,156.93,1170.67,141.14,15.79,BUY Spot,Settled
Q65,2026-09-15 16:00,2026-09-15 14:00,102.56,102.57,99.01,137.73,136.0,137.98,118.0,880.32,135.91,17.91,BUY Spot,Settled
Q66,2026-09-15 16:15,2026-09-15 14:15,139.15,139.15,135.44,174.32,162.19,175.09,153.66,1146.33,146.51,7.15,BUY Spot,Settled
Q67,2026-09-15 16:30,2026-09-15 14:30,168.26,168.27,164.48,203.43,191.3,202.39,182.43,1360.91,168.26,14.17,BUY Spot,Settled
Q68,2026-09-15 16:45,2026-09-15 14:45,202.91,202.92,199.08,238.08,225.95,236.99,217.06,1619.25,240.84,23.78,BUY Spot,Settled
Q69,2026-09-15 17:00,2026-09-15 15:00,164.65,164.64,160.8,199.82,187.69,203.07,179.58,1339.64,197.55,17.97,BUY Spot,Settled
Q70,2026-09-15 17:15,2026-09-15 15:15,205.69,205.66,201.66,240.86,228.73,242.28,220.23,1642.9,230.19,9.96,BUY Spot,Settled
Q71,2026-09-15 17:30,2026-09-15 15:30,219.14,219.14,214.98,254.31,242.18,255.52,233.62,1742.77,219.14,14.48,BUY Spot,Settled
Q72,2026-09-15 17:45,2026-09-15 15:45,227.14,227.19,222.86,262.31,250.18,262.01,241.32,1800.27,227.14,14.18,BUY Spot,Settled
Q73,2026-09-15 18:00,2026-09-15 16:00,211.96,211.93,207.56,247.13,246.97,246.06,227.08,1693.99,211.96,15.12,BUY Spot,Settled
Q74,2026-09-15 18:15,2026-09-15 16:15,213.49,213.49,209.11,248.66,248.5,245.28,228.2,1702.39,278.75,50.55,BUY Spot,Settled
Q75,2026-09-15 18:30,2026-09-15 16:30,214.78,214.77,210.43,249.95,237.82,245.21,228.12,1701.8,214.78,13.34,BUY Spot,Settled
Q76,2026-09-15 18:45,2026-09-15 16:45,216.11,216.16,211.77,251.28,251.12,249.52,231.14,1724.31,216.11,15.03,BUY Spot,Settled
Q77,2026-09-15 19:00,2026-09-15 17:00,233.78,233.76,229.59,268.95,268.79,267.99,248.98,1857.38,233.78,15.2,BUY Spot,Settled
Q78,2026-09-15 19:15,2026-09-15 17:15,240.86,240.85,236.8,276.03,275.87,274.93,256.07,1910.26,240.86,15.21,BUY Spot,Settled
Q79,2026-09-15 19:30,2026-09-15 17:30,248.3,248.34,244.31,283.47,272.55,280.7,262.22,1956.18,248.3,13.92,BUY Spot,Settled
Q80,2026-09-15 19:45,2026-09-15 17:45,256.67,256.71,252.9,291.84,290.01,289.68,271.62,2026.26,174.7,96.92,BUY Spot,Settled
Q81,2026-09-15 20:00,2026-09-15 18:00,250.47,250.45,246.79,285.64,273.51,282.66,264.31,1971.72,175.5,88.81,BUY Spot,Settled
Q82,2026-09-15 20:15,2026-09-15 18:15,246.29,246.28,242.72,281.46,289.3,279.6,262.24,1956.29,256.65,5.59,BUY Spot,Settled
Q83,2026-09-15 20:30,2026-09-15 18:30,245.93,245.92,242.48,281.1,278.18,280.05,261.04,1947.39,267.6,6.56,BUY Spot,Settled
Q84,2026-09-15 20:45,2026-09-15 18:45,238.7,238.68,235.5,273.87,283.67,271.09,254.76,1900.52,50.72,204.04,BUY Spot,Settled
Q85,2026-09-15 21:00,2026-09-15 19:00,231.3,231.29,228.06,266.47,264.3,266.18,246.68,1840.22,231.3,15.38,BUY Spot,Settled
Q86,2026-09-15 21:15,2026-09-15 19:15,226.54,226.54,223.39,261.71,271.51,258.61,242.56,1809.51,4.61,237.95,BUY Spot,Settled
Q87,2026-09-15 21:30,2026-09-15 19:30,223.45,223.45,220.44,258.62,265.8,258.76,239.85,1789.27,4.37,235.48,BUY Spot,Settled
Q88,2026-09-15 21:45,2026-09-15 19:45,208.0,208.01,205.2,243.17,250.35,241.72,224.17,1672.29,4.6,219.57,BUY Spot,Settled
Q89,2026-09-15 22:00,2026-09-15 20:00,212.98,212.97,210.06,248.15,280.29,255.98,233.15,1739.29,20.15,213.0,BUY Spot,Settled
Q90,2026-09-15 22:15,2026-09-15 20:15,200.52,200.49,197.62,235.69,197.36,241.47,213.68,1594.05,24.16,189.52,BUY Spot,Settled
Q91,2026-09-15 22:30,2026-09-15 20:30,197.33,197.33,194.54,232.5,149.79,246.82,207.9,1550.9,80.25,127.65,BUY Spot,Settled
Q92,2026-09-15 22:45,2026-09-15 20:45,184.68,184.71,182.03,219.85,137.14,233.84,195.23,1456.41,56.13,139.1,BUY Spot,Settled
Q93,2026-09-15 23:00,2026-09-15 21:00,193.01,193.0,190.29,228.18,151.99,236.93,203.19,1515.83,100.91,102.28,BUY Spot,Settled
Q94,2026-09-15 23:15,2026-09-15 21:15,186.37,186.36,183.69,221.54,189.17,243.81,203.15,1515.48,66.46,136.69,BUY Spot,Settled
Q95,2026-09-15 23:30,2026-09-15 21:30,179.37,179.36,176.76,214.54,325.95,312.47,223.45,1666.9,179.37,44.08,BUY Spot,Settled
Q96,2026-09-15 23:45,2026-09-15 21:45,171.04,171.03,168.49,206.21,348.86,306.45,218.49,1629.95,171.04,47.45,BUY Spot,Settled
