quarter,time_dk,time_utc,spot_price_eur,deep_bilstm_eur,transformer_tft_eur,transfer_lgb_eur,hierarchical_eur,pure15m_catboost_eur,meta_ensemble_eur,meta_ensemble_dkk,actual_settled_imbalance_eur,error_spread_eur,agent_action,status
Q1,2026-09-12 00:00,2026-09-11 22:00,211.95,211.89,212.34,285.42,395.61,330.54,269.3,2009.01,211.95,57.35,BUY Spot,Settled
Q2,2026-09-12 00:15,2026-09-11 22:15,206.42,206.39,206.8,279.89,390.08,325.01,263.78,1967.79,370.82,107.04,BUY Spot,Settled
Q3,2026-09-12 00:30,2026-09-11 22:30,203.58,203.62,203.98,277.05,354.07,314.64,255.38,1905.17,641.53,386.15,BUY Spot,Settled
Q4,2026-09-12 00:45,2026-09-11 22:45,198.85,198.87,199.21,272.32,382.51,316.38,256.03,1909.99,367.13,111.1,BUY Spot,Settled
Q5,2026-09-12 01:00,2026-09-11 23:00,205.88,205.94,206.24,279.35,367.1,321.12,259.79,1938.01,370.68,110.89,BUY Spot,Settled
Q6,2026-09-12 01:15,2026-09-11 23:15,199.05,199.06,199.35,272.52,393.43,319.49,258.1,1925.41,327.78,69.68,BUY Spot,Settled
Q7,2026-09-12 01:30,2026-09-11 23:30,197.21,197.19,197.52,270.68,391.59,311.22,255.13,1903.25,413.55,158.42,BUY Spot,Settled
Q8,2026-09-12 01:45,2026-09-11 23:45,194.0,194.01,194.28,267.47,388.38,297.54,250.09,1865.65,337.74,87.65,BUY Spot,Settled
Q9,2026-09-12 02:00,2026-09-12 00:00,197.97,197.96,198.29,271.44,359.19,297.28,249.06,1857.99,334.5,85.44,BUY Spot,Settled
Q10,2026-09-12 02:15,2026-09-12 00:15,198.57,198.51,198.85,272.04,370.58,306.88,252.59,1884.35,334.48,81.89,BUY Spot,Settled
Q11,2026-09-12 02:30,2026-09-12 00:30,195.0,194.93,195.24,268.47,389.38,291.65,249.84,1863.84,374.61,124.77,BUY Spot,Settled
Q12,2026-09-12 02:45,2026-09-12 00:45,194.0,193.98,194.25,267.47,388.38,286.28,248.1,1850.82,253.53,5.43,BUY Spot,Settled
Q13,2026-09-12 03:00,2026-09-12 01:00,190.18,190.16,190.45,263.65,373.84,269.65,240.66,1795.34,190.18,50.48,BUY Spot,Settled
Q14,2026-09-12 03:15,2026-09-12 01:15,189.82,189.77,190.11,263.29,373.85,278.71,242.0,1805.29,78.67,163.33,BUY Spot,Settled
Q15,2026-09-12 03:30,2026-09-12 01:30,188.6,188.58,188.87,262.07,372.63,273.85,240.14,1791.45,91.23,148.91,BUY Spot,Settled
Q16,2026-09-12 03:45,2026-09-12 01:45,188.6,188.59,188.9,262.07,372.63,271.15,239.68,1788.01,188.6,51.08,BUY Spot,Settled
Q17,2026-09-12 04:00,2026-09-12 02:00,184.5,184.48,184.81,257.97,368.53,267.05,235.58,1757.41,184.5,51.08,BUY Spot,Settled
Q18,2026-09-12 04:15,2026-09-12 02:15,182.43,182.44,182.75,255.9,366.46,264.98,233.52,1742.05,244.86,11.34,BUY Spot,Settled
Q19,2026-09-12 04:30,2026-09-12 02:30,185.0,184.98,185.34,258.47,369.03,266.3,235.87,1759.59,306.89,71.02,BUY Spot,Settled
Q20,2026-09-12 04:45,2026-09-12 02:45,185.0,185.04,185.3,258.47,335.86,268.92,232.07,1731.25,326.37,94.3,BUY Spot,Settled
Q21,2026-09-12 05:00,2026-09-12 03:00,184.5,184.52,184.83,257.97,368.53,263.85,235.03,1753.35,184.5,50.53,BUY Spot,Settled
Q22,2026-09-12 05:15,2026-09-12 03:15,185.2,185.12,185.51,258.67,336.06,271.51,232.66,1735.65,80.27,152.39,BUY Spot,Settled
Q23,2026-09-12 05:30,2026-09-12 03:30,186.37,186.45,186.64,259.84,333.96,262.03,231.58,1727.55,186.37,45.21,BUY Spot,Settled
Q24,2026-09-12 05:45,2026-09-12 03:45,190.68,190.67,190.92,264.15,351.99,270.85,238.41,1778.53,190.68,47.73,BUY Spot,Settled
Q25,2026-09-12 06:00,2026-09-12 04:00,190.15,190.17,190.36,263.62,374.8,273.2,241.38,1800.69,190.15,51.23,BUY Spot,Settled
Q26,2026-09-12 06:15,2026-09-12 04:15,192.72,192.7,193.01,266.19,340.31,266.14,237.51,1771.86,192.72,44.79,BUY Spot,Settled
Q27,2026-09-12 06:30,2026-09-12 04:30,196.76,196.72,197.12,270.23,321.97,268.08,238.32,1777.9,196.76,41.56,BUY Spot,Settled
Q28,2026-09-12 06:45,2026-09-12 04:45,193.05,193.0,193.24,266.52,318.26,263.27,234.38,1748.44,286.64,52.26,BUY Spot,Settled
Q29,2026-09-12 07:00,2026-09-12 05:00,199.82,199.74,199.72,273.29,395.19,280.32,251.87,1878.98,326.37,74.5,BUY Spot,Settled
Q30,2026-09-12 07:15,2026-09-12 05:15,196.7,196.68,197.16,270.17,321.91,266.92,238.1,1776.25,373.3,135.2,BUY Spot,Settled
Q31,2026-09-12 07:30,2026-09-12 05:30,191.12,191.05,191.3,264.59,316.33,261.34,232.44,1733.98,290.35,57.91,BUY Spot,Settled
Q32,2026-09-12 07:45,2026-09-12 05:45,186.8,186.87,186.97,260.27,312.01,257.02,228.15,1702.02,93.3,134.85,BUY Spot,Settled
Q33,2026-09-12 08:00,2026-09-12 06:00,200.75,200.78,200.19,274.22,373.74,278.14,249.3,1859.76,95.0,154.3,BUY Spot,Settled
Q34,2026-09-12 08:15,2026-09-12 06:15,188.62,188.65,188.59,262.09,313.83,258.84,229.91,1715.13,97.45,132.46,BUY Spot,Settled
Q35,2026-09-12 08:30,2026-09-12 06:30,161.01,161.0,160.91,234.48,286.22,231.23,202.27,1508.94,83.01,119.26,BUY Spot,Settled
Q36,2026-09-12 08:45,2026-09-12 06:45,146.02,145.96,146.04,219.49,271.23,216.24,187.3,1397.25,49.55,137.75,BUY Spot,Settled
Q37,2026-09-12 09:00,2026-09-12 07:00,182.81,182.81,181.92,256.28,355.8,260.2,231.26,1725.21,83.88,147.38,BUY Spot,Settled
Q38,2026-09-12 09:15,2026-09-12 07:15,150.39,150.44,149.93,223.86,275.6,220.61,191.57,1429.13,93.22,98.35,BUY Spot,Settled
