quarter,time_dk,spot_price_eur,pred_imbalance_eur,pred_spread_eur,q10_price_eur,q90_price_eur,quantile_range,p_ratio,bid_action,bid_limit_price_eur,bid_volume_mw,status
Q15,2026-09-20 03:30,5.53,1.8,-3.73,-47.07,48.49,€-47.1 - €48.5,26.8% Up / 41.2% Dn,SELL Spot (Short),3.67,3.2,Fixed Pre-Auction Bid
Q16,2026-09-20 03:45,5.27,2.5,-2.77,-46.32,53.62,€-46.3 - €53.6,26.1% Up / 41.2% Dn,SELL Spot (Short),3.88,2.4,Fixed Pre-Auction Bid
Q17,2026-09-20 04:00,5.17,2.32,-2.85,-48.76,47.97,€-48.8 - €48.0,27.9% Up / 44.9% Dn,SELL Spot (Short),3.75,2.7,Fixed Pre-Auction Bid
Q18,2026-09-20 04:15,4.97,2.14,-2.83,-44.49,50.09,€-44.5 - €50.1,32.4% Up / 42.1% Dn,SELL Spot (Short),3.55,2.5,Fixed Pre-Auction Bid
Q19,2026-09-20 04:30,5.11,2.42,-2.69,-48.55,55.05,€-48.5 - €55.0,25.8% Up / 47.0% Dn,SELL Spot (Short),3.77,2.7,Fixed Pre-Auction Bid
Q20,2026-09-20 04:45,5.17,2.14,-3.03,-28.2,57.83,€-28.2 - €57.8,24.9% Up / 46.4% Dn,SELL Spot (Short),3.66,3.0,Fixed Pre-Auction Bid
Q21,2026-09-20 05:00,4.32,2.03,-2.29,-21.98,48.64,€-22.0 - €48.6,31.3% Up / 41.0% Dn,SELL Spot (Short),3.18,1.9,Fixed Pre-Auction Bid
Q22,2026-09-20 05:15,4.84,3.05,-1.79,-21.15,53.12,€-21.1 - €53.1,32.0% Up / 39.3% Dn,SELL Spot (Short),3.94,1.5,Fixed Pre-Auction Bid
Q23,2026-09-20 05:30,4.63,3.53,-1.1,-22.34,55.61,€-22.3 - €55.6,32.2% Up / 39.3% Dn,HOLD (No Bid),4.63,0.0,Fixed Pre-Auction Bid
Q24,2026-09-20 05:45,5.0,2.1,-2.9,-21.89,60.3,€-21.9 - €60.3,31.0% Up / 42.2% Dn,SELL Spot (Short),3.55,2.6,Fixed Pre-Auction Bid
Q25,2026-09-20 06:00,3.0,0.2,-2.8,-23.82,31.3,€-23.8 - €31.3,23.0% Up / 46.8% Dn,SELL Spot (Short),1.6,2.8,Fixed Pre-Auction Bid
Q26,2026-09-20 06:15,2.79,-1.27,-4.06,-29.48,28.16,€-29.5 - €28.2,23.7% Up / 45.6% Dn,SELL Spot (Short),0.76,4.0,Fixed Pre-Auction Bid
Q27,2026-09-20 06:30,3.89,0.93,-2.96,-20.81,24.34,€-20.8 - €24.3,22.9% Up / 48.9% Dn,SELL Spot (Short),2.41,3.1,Fixed Pre-Auction Bid
Q28,2026-09-20 06:45,4.62,0.4,-4.22,-20.05,28.62,€-20.1 - €28.6,23.2% Up / 48.8% Dn,SELL Spot (Short),2.51,4.6,Fixed Pre-Auction Bid
Q29,2026-09-20 07:00,6.44,1.19,-5.25,-24.54,31.26,€-24.5 - €31.3,23.6% Up / 46.0% Dn,SELL Spot (Short),3.82,5.3,Fixed Pre-Auction Bid
Q30,2026-09-20 07:15,6.67,1.82,-4.85,-24.63,31.9,€-24.6 - €31.9,21.3% Up / 53.4% Dn,SELL Spot (Short),4.25,5.7,Fixed Pre-Auction Bid
Q31,2026-09-20 07:30,6.16,3.4,-2.76,-24.09,49.38,€-24.1 - €49.4,21.2% Up / 55.0% Dn,SELL Spot (Short),4.78,3.1,Fixed Pre-Auction Bid
Q32,2026-09-20 07:45,6.49,3.61,-2.88,-24.81,64.11,€-24.8 - €64.1,26.5% Up / 49.2% Dn,SELL Spot (Short),5.05,3.0,Fixed Pre-Auction Bid
Q33,2026-09-20 08:00,7.6,7.71,0.11,-32.51,69.46,€-32.5 - €69.5,21.5% Up / 55.9% Dn,HOLD (No Bid),7.6,0.0,Fixed Pre-Auction Bid
Q34,2026-09-20 08:15,9.82,5.67,-4.15,-55.92,71.73,€-55.9 - €71.7,21.5% Up / 56.2% Dn,SELL Spot (Short),7.75,4.9,Fixed Pre-Auction Bid
Q35,2026-09-20 08:30,7.53,4.78,-2.75,-33.3,73.05,€-33.3 - €73.0,21.8% Up / 54.5% Dn,SELL Spot (Short),6.16,3.0,Fixed Pre-Auction Bid
Q36,2026-09-20 08:45,5.12,3.32,-1.8,-33.18,56.93,€-33.2 - €56.9,19.3% Up / 58.4% Dn,SELL Spot (Short),4.22,1.8,Fixed Pre-Auction Bid
Q37,2026-09-20 09:00,7.84,11.26,3.42,-31.03,65.89,€-31.0 - €65.9,19.4% Up / 60.2% Dn,BUY Spot (Long),9.55,1.0,Fixed Pre-Auction Bid
Q38,2026-09-20 09:15,5.02,8.94,3.92,-42.11,56.85,€-42.1 - €56.9,18.9% Up / 58.5% Dn,BUY Spot (Long),6.98,1.0,Fixed Pre-Auction Bid
Q39,2026-09-20 09:30,1.4,4.99,3.59,-42.49,61.18,€-42.5 - €61.2,19.6% Up / 57.0% Dn,BUY Spot (Long),3.19,1.0,Fixed Pre-Auction Bid
Q40,2026-09-20 09:45,0.03,1.5,1.47,-40.47,48.55,€-40.5 - €48.5,21.8% Up / 55.7% Dn,BUY Spot (Long),0.77,1.0,Fixed Pre-Auction Bid
Q41,2026-09-20 10:00,0.02,0.47,0.45,-45.22,43.04,€-45.2 - €43.0,22.4% Up / 56.2% Dn,HOLD (No Bid),0.02,0.0,Fixed Pre-Auction Bid
Q42,2026-09-20 10:15,0.01,-0.33,-0.34,-43.1,52.07,€-43.1 - €52.1,22.2% Up / 54.5% Dn,HOLD (No Bid),0.01,0.0,Fixed Pre-Auction Bid
Q43,2026-09-20 10:30,0.0,-1.82,-1.82,-40.37,59.98,€-40.4 - €60.0,24.4% Up / 51.7% Dn,SELL Spot (Short),-0.91,1.8,Fixed Pre-Auction Bid
Q44,2026-09-20 10:45,-0.03,-2.32,-2.29,-38.98,57.57,€-39.0 - €57.6,22.6% Up / 48.6% Dn,SELL Spot (Short),-1.18,2.3,Fixed Pre-Auction Bid
Q45,2026-09-20 11:00,-0.01,-2.56,-2.55,-35.55,47.13,€-35.5 - €47.1,26.4% Up / 46.8% Dn,SELL Spot (Short),-1.28,2.5,Fixed Pre-Auction Bid
Q46,2026-09-20 11:15,-0.06,-2.64,-2.58,-35.69,49.05,€-35.7 - €49.0,24.9% Up / 43.0% Dn,SELL Spot (Short),-1.35,2.3,Fixed Pre-Auction Bid
Q47,2026-09-20 11:30,-0.08,-3.89,-3.81,-35.99,48.04,€-36.0 - €48.0,24.9% Up / 43.0% Dn,SELL Spot (Short),-1.99,3.5,Fixed Pre-Auction Bid
Q48,2026-09-20 11:45,-0.13,-4.96,-4.83,-35.42,25.31,€-35.4 - €25.3,22.5% Up / 44.1% Dn,SELL Spot (Short),-2.54,4.6,Fixed Pre-Auction Bid
Q49,2026-09-20 12:00,-0.99,-8.26,-7.27,-29.48,28.99,€-29.5 - €29.0,23.5% Up / 47.8% Dn,SELL Spot (Short),-4.62,7.9,Fixed Pre-Auction Bid
Q50,2026-09-20 12:15,-1.0,-6.58,-5.58,-32.66,21.18,€-32.7 - €21.2,16.1% Up / 65.9% Dn,SELL Spot (Short),-3.79,7.5,Fixed Pre-Auction Bid
Q51,2026-09-20 12:30,-1.04,2.17,3.21,-32.12,32.25,€-32.1 - €32.2,17.6% Up / 64.9% Dn,BUY Spot (Long),0.56,1.0,Fixed Pre-Auction Bid
Q52,2026-09-20 12:45,-1.55,1.81,3.36,-32.23,27.09,€-32.2 - €27.1,18.1% Up / 64.0% Dn,BUY Spot (Long),0.13,1.0,Fixed Pre-Auction Bid
Q53,2026-09-20 13:00,-1.31,3.39,4.7,-35.04,24.41,€-35.0 - €24.4,17.8% Up / 65.8% Dn,BUY Spot (Long),1.04,1.0,Fixed Pre-Auction Bid
Q54,2026-09-20 13:15,-1.33,3.18,4.51,-36.66,36.2,€-36.7 - €36.2,17.9% Up / 63.7% Dn,BUY Spot (Long),0.92,1.0,Fixed Pre-Auction Bid
Q55,2026-09-20 13:30,-1.33,3.35,4.68,-40.03,53.01,€-40.0 - €53.0,19.3% Up / 63.9% Dn,BUY Spot (Long),1.01,1.0,Fixed Pre-Auction Bid
Q56,2026-09-20 13:45,-1.15,3.71,4.86,-38.8,25.08,€-38.8 - €25.1,18.1% Up / 66.3% Dn,BUY Spot (Long),1.28,1.0,Fixed Pre-Auction Bid
Q57,2026-09-20 14:00,-1.03,3.57,4.6,-39.81,19.62,€-39.8 - €19.6,19.4% Up / 67.0% Dn,BUY Spot (Long),1.27,1.0,Fixed Pre-Auction Bid
Q58,2026-09-20 14:15,-0.91,6.76,7.67,-42.53,26.23,€-42.5 - €26.2,19.4% Up / 67.0% Dn,BUY Spot (Long),2.92,1.0,Fixed Pre-Auction Bid
Q59,2026-09-20 14:30,-0.9,10.19,11.09,-43.81,46.12,€-43.8 - €46.1,22.3% Up / 63.2% Dn,BUY Spot (Long),4.1,1.7,Fixed Pre-Auction Bid
Q60,2026-09-20 14:45,-0.87,21.3,22.17,-39.45,42.5,€-39.5 - €42.5,22.0% Up / 62.9% Dn,BUY Spot (Long),4.13,1.6,Fixed Pre-Auction Bid
Q61,2026-09-20 15:00,-1.25,28.32,29.57,-45.14,47.42,€-45.1 - €47.4,19.2% Up / 63.1% Dn,BUY Spot (Long),3.75,1.0,Fixed Pre-Auction Bid
Q62,2026-09-20 15:15,-0.81,28.59,29.4,-42.81,68.93,€-42.8 - €68.9,21.0% Up / 62.1% Dn,BUY Spot (Long),4.19,1.3,Fixed Pre-Auction Bid
Q63,2026-09-20 15:30,-0.16,38.22,38.38,-41.59,88.68,€-41.6 - €88.7,20.4% Up / 58.1% Dn,BUY Spot (Long),4.84,1.1,Fixed Pre-Auction Bid
Q64,2026-09-20 15:45,-0.06,77.99,78.05,-33.48,180.51,€-33.5 - €180.5,22.2% Up / 57.5% Dn,BUY Spot (Long),4.94,1.6,Fixed Pre-Auction Bid
Q65,2026-09-20 16:00,-0.01,83.31,83.32,-30.82,220.71,€-30.8 - €220.7,26.8% Up / 51.5% Dn,BUY Spot (Long),4.99,2.9,Fixed Pre-Auction Bid
Q66,2026-09-20 16:15,0.0,83.19,83.19,-31.26,250.29,€-31.3 - €250.3,32.1% Up / 47.2% Dn,BUY Spot (Long),5.0,4.4,Fixed Pre-Auction Bid
Q67,2026-09-20 16:30,1.54,96.58,95.04,-30.45,208.87,€-30.4 - €208.9,25.3% Up / 50.1% Dn,BUY Spot (Long),6.54,2.5,Fixed Pre-Auction Bid
Q68,2026-09-20 16:45,2.44,92.07,89.63,-34.85,207.66,€-34.9 - €207.7,28.7% Up / 43.0% Dn,BUY Spot (Long),7.44,3.4,Fixed Pre-Auction Bid
Q69,2026-09-20 17:00,2.41,71.14,68.73,-33.08,203.21,€-33.1 - €203.2,29.2% Up / 41.5% Dn,BUY Spot (Long),7.41,3.6,Fixed Pre-Auction Bid
Q70,2026-09-20 17:15,4.32,70.34,66.02,-37.78,152.28,€-37.8 - €152.3,27.4% Up / 46.5% Dn,BUY Spot (Long),9.32,3.1,Fixed Pre-Auction Bid
Q71,2026-09-20 17:30,5.32,61.13,55.81,-37.12,154.76,€-37.1 - €154.8,23.5% Up / 45.2% Dn,BUY Spot (Long),10.32,2.0,Fixed Pre-Auction Bid
Q72,2026-09-20 17:45,11.26,76.63,65.37,-36.0,186.23,€-36.0 - €186.2,30.3% Up / 47.6% Dn,BUY Spot (Long),16.26,3.9,Fixed Pre-Auction Bid
Q73,2026-09-20 18:00,9.07,32.18,23.11,-36.64,156.32,€-36.6 - €156.3,29.7% Up / 43.5% Dn,BUY Spot (Long),14.07,3.7,Fixed Pre-Auction Bid
Q74,2026-09-20 18:15,18.66,36.82,18.16,-44.75,163.58,€-44.8 - €163.6,36.1% Up / 46.8% Dn,BUY Spot (Long),23.66,5.5,Fixed Pre-Auction Bid
Q75,2026-09-20 18:30,32.79,54.92,22.13,-41.29,152.5,€-41.3 - €152.5,37.7% Up / 46.8% Dn,BUY Spot (Long),37.79,6.0,Fixed Pre-Auction Bid
Q76,2026-09-20 18:45,39.46,65.61,26.15,-41.8,139.05,€-41.8 - €139.1,32.3% Up / 49.8% Dn,BUY Spot (Long),44.46,4.4,Fixed Pre-Auction Bid
Q77,2026-09-20 19:00,24.97,49.92,24.95,-42.65,135.49,€-42.6 - €135.5,38.4% Up / 45.2% Dn,BUY Spot (Long),29.97,6.2,Fixed Pre-Auction Bid
Q78,2026-09-20 19:15,30.0,54.01,24.01,-40.96,121.25,€-41.0 - €121.2,38.7% Up / 45.0% Dn,BUY Spot (Long),35.0,6.2,Fixed Pre-Auction Bid
Q79,2026-09-20 19:30,43.85,62.13,18.28,-37.08,145.54,€-37.1 - €145.5,31.6% Up / 49.7% Dn,BUY Spot (Long),48.85,4.2,Fixed Pre-Auction Bid
Q80,2026-09-20 19:45,57.86,65.84,7.98,-31.8,129.54,€-31.8 - €129.5,27.7% Up / 54.7% Dn,BUY Spot (Long),61.85,3.1,Fixed Pre-Auction Bid
Q81,2026-09-20 20:00,44.67,55.46,10.79,-35.84,133.2,€-35.8 - €133.2,26.7% Up / 55.0% Dn,BUY Spot (Long),49.67,2.9,Fixed Pre-Auction Bid
Q82,2026-09-20 20:15,46.49,52.39,5.9,-35.77,114.54,€-35.8 - €114.5,26.4% Up / 56.5% Dn,BUY Spot (Long),49.44,2.2,Fixed Pre-Auction Bid
Q83,2026-09-20 20:30,34.49,36.77,2.28,-42.33,103.88,€-42.3 - €103.9,26.2% Up / 54.3% Dn,BUY Spot (Long),35.63,1.3,Fixed Pre-Auction Bid
Q84,2026-09-20 20:45,45.81,44.09,-1.72,-32.95,106.32,€-33.0 - €106.3,24.9% Up / 55.7% Dn,SELL Spot (Short),44.95,1.7,Fixed Pre-Auction Bid
Q85,2026-09-20 21:00,43.57,38.49,-5.08,-33.62,95.16,€-33.6 - €95.2,24.6% Up / 59.3% Dn,SELL Spot (Short),41.03,6.4,Fixed Pre-Auction Bid
Q86,2026-09-20 21:15,36.55,31.14,-5.41,-32.6,87.5,€-32.6 - €87.5,25.2% Up / 56.7% Dn,SELL Spot (Short),33.84,6.7,Fixed Pre-Auction Bid
Q87,2026-09-20 21:30,26.0,25.69,-0.31,-37.32,88.77,€-37.3 - €88.8,25.8% Up / 58.1% Dn,HOLD (No Bid),26.0,0.0,Fixed Pre-Auction Bid
Q88,2026-09-20 21:45,23.74,21.78,-1.96,-38.22,81.21,€-38.2 - €81.2,25.7% Up / 56.3% Dn,SELL Spot (Short),22.76,2.0,Fixed Pre-Auction Bid
Q89,2026-09-20 22:00,34.06,32.81,-1.25,-35.51,87.5,€-35.5 - €87.5,23.5% Up / 59.2% Dn,SELL Spot (Short),33.44,1.1,Fixed Pre-Auction Bid
Q90,2026-09-20 22:15,41.78,47.53,5.75,-35.05,94.52,€-35.0 - €94.5,24.9% Up / 59.9% Dn,BUY Spot (Long),44.66,1.9,Fixed Pre-Auction Bid
Q91,2026-09-20 22:30,24.24,23.78,-0.46,-37.86,93.45,€-37.9 - €93.5,26.7% Up / 56.3% Dn,HOLD (No Bid),24.24,0.0,Fixed Pre-Auction Bid
Q92,2026-09-20 22:45,19.89,18.71,-1.18,-40.68,81.94,€-40.7 - €81.9,26.2% Up / 54.9% Dn,HOLD (No Bid),19.89,0.0,Fixed Pre-Auction Bid
Q93,2026-09-20 23:00,25.05,22.63,-2.42,-40.99,78.72,€-41.0 - €78.7,18.6% Up / 68.6% Dn,SELL Spot (Short),23.84,2.9,Fixed Pre-Auction Bid
Q94,2026-09-20 23:15,20.64,17.06,-3.58,-38.38,77.54,€-38.4 - €77.5,17.1% Up / 68.9% Dn,SELL Spot (Short),18.85,4.7,Fixed Pre-Auction Bid
Q95,2026-09-20 23:30,18.26,18.8,0.54,-38.2,88.14,€-38.2 - €88.1,22.0% Up / 62.5% Dn,HOLD (No Bid),18.26,0.0,Fixed Pre-Auction Bid
Q96,2026-09-20 23:45,13.64,15.54,1.9,-33.74,73.61,€-33.7 - €73.6,27.6% Up / 50.9% Dn,BUY Spot (Long),14.59,1.2,Fixed Pre-Auction Bid
