quarter,time_dk,time_utc,spot_price_eur,deep_bilstm_eur,transformer_tft_eur,transfer_lgb_eur,hierarchical_eur,pure15m_catboost_eur,meta_ensemble_eur,meta_ensemble_dkk,actual_settled_imbalance_eur,error_spread_eur,agent_action,status
Q1,2026-09-22 00:00,2026-09-21 22:00,193.29,193.21,192.08,219.41,198.48,241.84,206.22,1538.4,193.29,12.93,BUY Spot,Settled
Q2,2026-09-22 00:15,2026-09-21 22:15,182.63,182.6,181.61,208.75,187.82,253.74,199.29,1486.74,53.39,145.9,BUY Spot,Settled
Q3,2026-09-22 00:30,2026-09-21 22:30,176.2,176.24,175.29,202.32,181.39,222.04,188.79,1408.37,-5.04,193.83,BUY Spot,Settled
Q4,2026-09-22 00:45,2026-09-21 22:45,175.4,175.4,174.5,201.52,180.59,222.83,188.24,1404.3,15.5,172.74,BUY Spot,Settled
Q5,2026-09-22 01:00,2026-09-21 23:00,176.89,176.91,175.58,203.01,182.08,231.24,190.76,1423.1,71.34,119.42,BUY Spot,Settled
Q6,2026-09-22 01:15,2026-09-21 23:15,174.69,174.67,173.65,200.81,179.88,222.61,187.57,1399.29,81.06,106.51,BUY Spot,Settled
Q7,2026-09-22 01:30,2026-09-21 23:30,176.14,176.13,175.28,202.26,181.33,228.03,189.72,1415.3,33.44,156.28,BUY Spot,Settled
Q8,2026-09-22 01:45,2026-09-21 23:45,175.14,175.17,174.32,201.26,180.33,223.06,188.09,1403.13,-10.26,198.35,BUY Spot,Settled
Q9,2026-09-22 02:00,2026-09-22 00:00,175.45,175.46,174.59,201.57,180.64,215.61,187.12,1395.89,175.45,11.67,BUY Spot,Settled
Q10,2026-09-22 02:15,2026-09-22 00:15,173.92,173.88,173.07,200.04,179.11,214.08,185.58,1384.41,58.49,127.09,BUY Spot,Settled
Q11,2026-09-22 02:30,2026-09-22 00:30,171.88,171.89,171.0,198.0,177.07,212.04,183.54,1369.24,56.83,126.71,BUY Spot,Settled
Q12,2026-09-22 02:45,2026-09-22 00:45,170.99,170.98,170.09,197.11,176.18,211.15,182.64,1362.51,170.99,11.65,BUY Spot,Settled
Q13,2026-09-22 03:00,2026-09-22 01:00,173.1,173.14,172.16,199.22,178.29,218.92,185.68,1385.16,173.1,12.58,BUY Spot,Settled
Q14,2026-09-22 03:15,2026-09-22 01:15,170.49,170.53,169.58,196.61,175.68,210.65,182.15,1358.87,170.49,11.66,BUY Spot,Settled
Q15,2026-09-22 03:30,2026-09-22 01:30,170.05,170.01,169.12,196.17,175.24,210.21,181.69,1355.4,170.05,11.64,BUY Spot,Settled
Q16,2026-09-22 03:45,2026-09-22 01:45,171.05,170.98,170.1,197.17,176.24,215.19,183.33,1367.61,171.05,12.28,BUY Spot,Settled
Q17,2026-09-22 04:00,2026-09-22 02:00,170.73,170.73,169.76,196.85,175.92,210.73,182.34,1360.28,170.73,11.61,BUY Spot,Settled
Q18,2026-09-22 04:15,2026-09-22 02:15,170.43,170.47,169.46,196.55,175.62,209.34,181.88,1356.8,170.43,11.45,BUY Spot,Settled
Q19,2026-09-22 04:30,2026-09-22 02:30,172.44,172.43,171.45,198.56,177.63,221.99,185.6,1384.59,172.44,13.16,BUY Spot,Settled
