quarter,time_dk,time_utc,spot_price_eur,deep_bilstm_eur,transformer_tft_eur,transfer_lgb_eur,hierarchical_eur,pure15m_catboost_eur,meta_ensemble_eur,meta_ensemble_dkk,actual_settled_imbalance_eur,error_spread_eur,agent_action,status
Q1,2026-09-16 00:00,2026-09-15 22:00,180.98,181.01,187.49,151.44,170.86,132.38,165.38,1233.71,180.98,15.6,SELL Spot,Settled
Q2,2026-09-16 00:15,2026-09-15 22:15,178.81,178.81,185.28,149.27,168.69,130.21,163.19,1217.42,88.81,74.38,SELL Spot,Settled
Q3,2026-09-16 00:30,2026-09-15 22:30,174.38,174.35,181.04,144.84,164.26,126.68,158.97,1185.9,91.4,67.57,SELL Spot,Settled
Q4,2026-09-16 00:45,2026-09-15 22:45,170.63,170.61,177.17,141.09,160.51,121.71,154.96,1155.98,133.96,21.0,SELL Spot,Settled
Q5,2026-09-16 01:00,2026-09-15 23:00,172.92,172.94,179.5,143.38,162.8,124.98,157.46,1174.64,125.29,32.17,SELL Spot,Settled
Q6,2026-09-16 01:15,2026-09-15 23:15,170.66,170.64,177.2,141.12,160.54,122.89,155.21,1157.9,116.47,38.74,SELL Spot,Settled
Q7,2026-09-16 01:30,2026-09-15 23:30,170.87,170.84,177.22,141.33,156.68,122.64,154.52,1152.7,102.88,51.64,SELL Spot,Settled
Q8,2026-09-16 01:45,2026-09-15 23:45,169.94,169.94,176.47,140.4,155.75,125.25,154.32,1151.26,110.28,44.04,SELL Spot,Settled
Q9,2026-09-16 02:00,2026-09-16 00:00,167.42,167.4,174.03,137.88,157.3,125.39,153.11,1142.22,110.92,42.19,SELL Spot,Settled
Q10,2026-09-16 02:15,2026-09-16 00:15,167.01,167.03,173.33,137.47,152.82,124.8,151.84,1132.72,167.01,15.17,SELL Spot,Settled
Q11,2026-09-16 02:30,2026-09-16 00:30,169.76,169.77,176.37,140.22,159.64,128.92,155.69,1161.45,677.5,521.81,SELL Spot,Settled
Q12,2026-09-16 02:45,2026-09-16 00:45,169.15,169.17,175.89,139.61,158.38,131.85,155.68,1161.37,169.15,13.47,SELL Spot,Settled
Q13,2026-09-16 03:00,2026-09-16 01:00,169.17,169.2,175.48,139.63,154.98,131.68,154.92,1155.74,169.17,14.25,SELL Spot,Settled
Q14,2026-09-16 03:15,2026-09-16 01:15,168.75,168.74,176.14,139.21,157.98,133.69,155.84,1162.59,168.75,12.91,SELL Spot,Settled
Q15,2026-09-16 03:30,2026-09-16 01:30,167.16,167.14,175.07,137.62,165.81,144.25,158.53,1182.63,167.16,8.63,SELL Spot,Settled
Q16,2026-09-16 03:45,2026-09-16 01:45,168.73,168.74,179.49,139.19,180.98,143.07,162.74,1214.03,91.36,71.38,SELL Spot,Settled
Q17,2026-09-16 04:00,2026-09-16 02:00,170.18,170.2,177.42,140.64,182.43,136.68,161.94,1208.08,90.24,71.7,SELL Spot,Settled
Q18,2026-09-16 04:15,2026-09-16 02:15,167.26,167.27,176.99,137.72,179.51,144.03,161.54,1205.06,121.05,40.49,SELL Spot,Settled
