quarter,time_dk,spot_price_eur,pred_imbalance_eur,pred_spread_eur,q10_price_eur,q90_price_eur,quantile_range,p_ratio,bid_action,bid_limit_price_eur,bid_volume_mw,status
Q23,2026-09-16 05:30,187.58,189.44,1.86,95.65,230.48,€95.7 - €230.5,11.5% Up / 46.1% Dn,BUY Spot (Long),188.51,1.0,Fixed Pre-Auction Bid
Q24,2026-09-16 05:45,225.56,238.56,13.0,98.48,291.84,€98.5 - €291.8,25.1% Up / 36.3% Dn,BUY Spot (Long),230.56,2.4,Fixed Pre-Auction Bid
Q25,2026-09-16 06:00,194.05,210.0,15.95,91.99,312.1,€92.0 - €312.1,19.6% Up / 48.2% Dn,BUY Spot (Long),199.05,1.0,Fixed Pre-Auction Bid
Q26,2026-09-16 06:15,214.94,565.25,350.31,92.81,301.36,€92.8 - €301.4,20.2% Up / 43.5% Dn,BUY Spot (Long),219.94,1.1,Fixed Pre-Auction Bid
Q27,2026-09-16 06:30,230.28,530.78,300.5,113.08,363.78,€113.1 - €363.8,22.2% Up / 44.8% Dn,BUY Spot (Long),235.28,1.6,Fixed Pre-Auction Bid
Q28,2026-09-16 06:45,240.99,457.99,217.0,123.11,579.17,€123.1 - €579.2,22.8% Up / 48.9% Dn,BUY Spot (Long),245.99,1.8,Fixed Pre-Auction Bid
Q29,2026-09-16 07:00,241.83,433.41,191.58,106.65,622.83,€106.7 - €622.8,19.9% Up / 49.7% Dn,BUY Spot (Long),246.83,1.0,Fixed Pre-Auction Bid
Q30,2026-09-16 07:15,238.14,455.99,217.85,106.64,607.1,€106.6 - €607.1,19.4% Up / 49.5% Dn,BUY Spot (Long),243.14,1.0,Fixed Pre-Auction Bid
Q31,2026-09-16 07:30,233.13,467.62,234.49,117.1,412.96,€117.1 - €413.0,17.8% Up / 52.2% Dn,BUY Spot (Long),238.13,1.0,Fixed Pre-Auction Bid
Q32,2026-09-16 07:45,227.74,471.96,244.22,111.25,397.69,€111.2 - €397.7,18.0% Up / 52.6% Dn,BUY Spot (Long),232.74,1.0,Fixed Pre-Auction Bid
Q33,2026-09-16 08:00,246.63,383.67,137.04,113.95,554.41,€114.0 - €554.4,17.2% Up / 49.4% Dn,BUY Spot (Long),251.63,1.0,Fixed Pre-Auction Bid
Q34,2026-09-16 08:15,237.47,479.23,241.76,103.54,540.27,€103.5 - €540.3,23.4% Up / 47.3% Dn,BUY Spot (Long),242.47,2.0,Fixed Pre-Auction Bid
Q35,2026-09-16 08:30,222.85,458.09,235.24,92.02,342.22,€92.0 - €342.2,31.6% Up / 39.5% Dn,BUY Spot (Long),227.85,4.2,Fixed Pre-Auction Bid
Q36,2026-09-16 08:45,191.93,310.47,118.54,86.32,285.39,€86.3 - €285.4,21.1% Up / 48.8% Dn,BUY Spot (Long),196.93,1.3,Fixed Pre-Auction Bid
Q37,2026-09-16 09:00,219.43,345.56,126.13,76.86,305.87,€76.9 - €305.9,37.6% Up / 36.8% Dn,BUY Spot (Long),224.43,5.9,Fixed Pre-Auction Bid
Q38,2026-09-16 09:15,195.59,202.59,7.0,92.77,261.25,€92.8 - €261.2,20.7% Up / 47.1% Dn,BUY Spot (Long),199.09,1.2,Fixed Pre-Auction Bid
Q39,2026-09-16 09:30,164.27,135.06,-29.21,70.88,228.51,€70.9 - €228.5,16.0% Up / 59.6% Dn,SELL Spot (Short),159.27,10.5,Fixed Pre-Auction Bid
Q40,2026-09-16 09:45,156.17,127.08,-29.09,64.09,256.99,€64.1 - €257.0,16.0% Up / 51.8% Dn,SELL Spot (Short),151.17,9.6,Fixed Pre-Auction Bid
Q41,2026-09-16 10:00,172.7,147.53,-25.17,71.19,274.67,€71.2 - €274.7,16.9% Up / 55.6% Dn,SELL Spot (Short),167.7,10.0,Fixed Pre-Auction Bid
Q42,2026-09-16 10:15,159.15,147.77,-11.38,69.6,243.3,€69.6 - €243.3,19.9% Up / 58.0% Dn,SELL Spot (Short),154.15,10.3,Fixed Pre-Auction Bid
Q43,2026-09-16 10:30,156.39,155.49,-0.9,70.86,251.16,€70.9 - €251.2,20.1% Up / 57.8% Dn,HOLD (No Bid),156.39,0.0,Fixed Pre-Auction Bid
Q44,2026-09-16 10:45,151.46,142.08,-9.38,67.98,214.32,€68.0 - €214.3,18.3% Up / 57.1% Dn,SELL Spot (Short),146.77,10.2,Fixed Pre-Auction Bid
Q45,2026-09-16 11:00,143.42,168.7,25.28,55.97,207.25,€56.0 - €207.2,19.1% Up / 55.9% Dn,BUY Spot (Long),148.42,1.0,Fixed Pre-Auction Bid
Q46,2026-09-16 11:15,141.94,175.75,33.81,56.02,186.64,€56.0 - €186.6,18.7% Up / 50.7% Dn,BUY Spot (Long),146.94,1.0,Fixed Pre-Auction Bid
Q47,2026-09-16 11:30,129.8,126.8,-3.0,49.82,180.51,€49.8 - €180.5,18.9% Up / 51.9% Dn,SELL Spot (Short),128.3,3.3,Fixed Pre-Auction Bid
Q48,2026-09-16 11:45,121.56,118.77,-2.79,42.92,224.85,€42.9 - €224.8,22.3% Up / 52.9% Dn,SELL Spot (Short),120.17,3.0,Fixed Pre-Auction Bid
Q49,2026-09-16 12:00,123.09,124.89,1.8,48.12,215.4,€48.1 - €215.4,19.1% Up / 48.5% Dn,BUY Spot (Long),123.99,1.0,Fixed Pre-Auction Bid
Q50,2026-09-16 12:15,108.63,108.83,0.2,31.93,187.79,€31.9 - €187.8,19.0% Up / 50.7% Dn,HOLD (No Bid),108.63,0.0,Fixed Pre-Auction Bid
Q51,2026-09-16 12:30,105.73,110.82,5.09,29.63,181.95,€29.6 - €181.9,19.0% Up / 47.4% Dn,BUY Spot (Long),108.28,1.0,Fixed Pre-Auction Bid
Q52,2026-09-16 12:45,97.83,98.35,0.52,20.09,196.79,€20.1 - €196.8,17.5% Up / 44.6% Dn,HOLD (No Bid),97.83,0.0,Fixed Pre-Auction Bid
Q53,2026-09-16 13:00,101.7,145.58,43.88,23.2,192.26,€23.2 - €192.3,18.8% Up / 51.0% Dn,BUY Spot (Long),106.7,1.0,Fixed Pre-Auction Bid
Q54,2026-09-16 13:15,97.91,141.99,44.08,20.91,193.24,€20.9 - €193.2,21.6% Up / 45.5% Dn,BUY Spot (Long),102.91,1.4,Fixed Pre-Auction Bid
Q55,2026-09-16 13:30,95.14,142.21,47.07,18.63,194.67,€18.6 - €194.7,22.8% Up / 44.1% Dn,BUY Spot (Long),100.14,1.8,Fixed Pre-Auction Bid
Q56,2026-09-16 13:45,89.76,138.75,48.99,15.81,185.56,€15.8 - €185.6,22.8% Up / 43.9% Dn,BUY Spot (Long),94.76,1.8,Fixed Pre-Auction Bid
Q57,2026-09-16 14:00,97.87,167.23,69.36,21.09,197.85,€21.1 - €197.8,23.3% Up / 43.6% Dn,BUY Spot (Long),102.87,1.9,Fixed Pre-Auction Bid
Q58,2026-09-16 14:15,99.28,164.83,65.55,20.77,198.39,€20.8 - €198.4,22.7% Up / 44.8% Dn,BUY Spot (Long),104.28,1.7,Fixed Pre-Auction Bid
Q59,2026-09-16 14:30,103.52,144.37,40.85,26.41,199.69,€26.4 - €199.7,21.6% Up / 47.6% Dn,BUY Spot (Long),108.52,1.4,Fixed Pre-Auction Bid
Q60,2026-09-16 14:45,105.53,150.75,45.22,25.71,190.01,€25.7 - €190.0,18.8% Up / 50.6% Dn,BUY Spot (Long),110.53,1.0,Fixed Pre-Auction Bid
Q61,2026-09-16 15:00,107.24,144.78,37.54,28.85,195.87,€28.9 - €195.9,17.0% Up / 51.6% Dn,BUY Spot (Long),112.24,1.0,Fixed Pre-Auction Bid
Q62,2026-09-16 15:15,117.18,152.42,35.24,34.55,198.81,€34.5 - €198.8,16.3% Up / 53.2% Dn,BUY Spot (Long),122.18,1.0,Fixed Pre-Auction Bid
Q63,2026-09-16 15:30,130.45,122.52,-7.93,40.61,339.28,€40.6 - €339.3,18.8% Up / 50.8% Dn,SELL Spot (Short),126.48,9.4,Fixed Pre-Auction Bid
Q64,2026-09-16 15:45,132.01,122.86,-9.15,40.15,345.11,€40.1 - €345.1,18.1% Up / 50.9% Dn,SELL Spot (Short),127.43,9.5,Fixed Pre-Auction Bid
Q65,2026-09-16 16:00,131.56,163.73,32.17,39.66,255.65,€39.7 - €255.7,18.4% Up / 49.3% Dn,BUY Spot (Long),136.56,1.0,Fixed Pre-Auction Bid
Q66,2026-09-16 16:15,142.91,174.96,32.05,49.26,279.87,€49.3 - €279.9,21.0% Up / 45.6% Dn,BUY Spot (Long),147.91,1.3,Fixed Pre-Auction Bid
Q67,2026-09-16 16:30,165.25,147.32,-17.93,55.08,299.12,€55.1 - €299.1,21.7% Up / 46.3% Dn,SELL Spot (Short),160.25,8.4,Fixed Pre-Auction Bid
Q68,2026-09-16 16:45,191.03,157.78,-33.25,46.5,266.56,€46.5 - €266.6,19.5% Up / 41.2% Dn,SELL Spot (Short),186.03,6.9,Fixed Pre-Auction Bid
Q69,2026-09-16 17:00,182.68,171.98,-10.7,47.95,271.28,€48.0 - €271.3,24.2% Up / 47.2% Dn,SELL Spot (Short),177.68,8.6,Fixed Pre-Auction Bid
Q70,2026-09-16 17:15,202.46,171.93,-30.53,59.77,284.13,€59.8 - €284.1,25.8% Up / 37.6% Dn,SELL Spot (Short),197.46,5.9,Fixed Pre-Auction Bid
Q71,2026-09-16 17:30,206.72,178.76,-27.96,53.49,289.39,€53.5 - €289.4,26.0% Up / 40.7% Dn,SELL Spot (Short),201.72,6.8,Fixed Pre-Auction Bid
Q72,2026-09-16 17:45,216.64,183.43,-33.21,45.68,321.85,€45.7 - €321.9,24.8% Up / 35.5% Dn,SELL Spot (Short),211.64,5.3,Fixed Pre-Auction Bid
Q73,2026-09-16 18:00,207.74,272.59,64.85,60.92,294.44,€60.9 - €294.4,23.3% Up / 37.3% Dn,BUY Spot (Long),212.74,1.9,Fixed Pre-Auction Bid
Q74,2026-09-16 18:15,220.11,282.89,62.78,77.74,322.07,€77.7 - €322.1,27.7% Up / 34.4% Dn,BUY Spot (Long),225.11,3.2,Fixed Pre-Auction Bid
Q75,2026-09-16 18:30,233.97,296.04,62.07,93.4,496.04,€93.4 - €496.0,27.0% Up / 33.9% Dn,BUY Spot (Long),238.97,3.0,Fixed Pre-Auction Bid
Q76,2026-09-16 18:45,262.7,232.19,-30.51,102.82,414.57,€102.8 - €414.6,24.3% Up / 31.0% Dn,SELL Spot (Short),257.7,4.1,Fixed Pre-Auction Bid
Q77,2026-09-16 19:00,237.0,232.66,-4.34,124.65,512.39,€124.7 - €512.4,24.7% Up / 34.6% Dn,SELL Spot (Short),234.83,2.9,Fixed Pre-Auction Bid
Q78,2026-09-16 19:15,246.92,304.57,57.65,132.5,529.34,€132.5 - €529.3,22.7% Up / 32.3% Dn,BUY Spot (Long),251.92,1.7,Fixed Pre-Auction Bid
Q79,2026-09-16 19:30,261.63,351.19,89.56,144.68,458.73,€144.7 - €458.7,20.0% Up / 32.8% Dn,BUY Spot (Long),266.63,1.0,Fixed Pre-Auction Bid
Q80,2026-09-16 19:45,268.42,284.35,15.93,154.06,530.54,€154.1 - €530.5,17.2% Up / 34.0% Dn,BUY Spot (Long),273.42,1.0,Fixed Pre-Auction Bid
Q81,2026-09-16 20:00,264.27,383.88,119.61,132.7,487.73,€132.7 - €487.7,16.3% Up / 36.0% Dn,BUY Spot (Long),269.27,1.0,Fixed Pre-Auction Bid
Q82,2026-09-16 20:15,248.45,304.84,56.39,128.98,504.53,€129.0 - €504.5,14.8% Up / 40.3% Dn,BUY Spot (Long),253.45,1.0,Fixed Pre-Auction Bid
Q83,2026-09-16 20:30,238.31,252.47,14.16,107.74,460.52,€107.7 - €460.5,16.9% Up / 36.5% Dn,BUY Spot (Long),243.31,1.0,Fixed Pre-Auction Bid
Q84,2026-09-16 20:45,233.05,302.72,69.67,108.46,429.49,€108.5 - €429.5,17.8% Up / 40.7% Dn,BUY Spot (Long),238.05,1.0,Fixed Pre-Auction Bid
Q85,2026-09-16 21:00,235.89,310.85,74.96,108.31,613.7,€108.3 - €613.7,20.1% Up / 39.0% Dn,BUY Spot (Long),240.89,1.0,Fixed Pre-Auction Bid
Q86,2026-09-16 21:15,229.12,296.48,67.36,113.82,441.02,€113.8 - €441.0,26.4% Up / 38.0% Dn,BUY Spot (Long),234.12,2.8,Fixed Pre-Auction Bid
Q87,2026-09-16 21:30,215.27,331.71,116.44,109.31,367.85,€109.3 - €367.9,19.3% Up / 34.4% Dn,BUY Spot (Long),220.27,1.0,Fixed Pre-Auction Bid
Q88,2026-09-16 21:45,202.77,308.27,105.5,113.98,300.29,€114.0 - €300.3,17.2% Up / 36.4% Dn,BUY Spot (Long),207.77,1.0,Fixed Pre-Auction Bid
Q89,2026-09-16 22:00,196.09,251.81,55.72,119.77,285.39,€119.8 - €285.4,15.8% Up / 40.4% Dn,BUY Spot (Long),201.09,1.0,Fixed Pre-Auction Bid
Q90,2026-09-16 22:15,193.51,189.8,-3.71,117.77,271.4,€117.8 - €271.4,15.9% Up / 39.8% Dn,SELL Spot (Short),191.66,3.1,Fixed Pre-Auction Bid
Q91,2026-09-16 22:30,189.67,180.71,-8.96,113.63,276.37,€113.6 - €276.4,16.0% Up / 42.9% Dn,SELL Spot (Short),185.19,7.4,Fixed Pre-Auction Bid
Q92,2026-09-16 22:45,187.98,168.56,-19.42,112.95,264.56,€113.0 - €264.6,13.4% Up / 41.0% Dn,SELL Spot (Short),182.98,6.9,Fixed Pre-Auction Bid
Q93,2026-09-16 23:00,187.49,171.92,-15.57,113.66,269.0,€113.7 - €269.0,10.3% Up / 48.5% Dn,SELL Spot (Short),182.49,9.0,Fixed Pre-Auction Bid
Q94,2026-09-16 23:15,186.86,184.47,-2.39,112.13,326.98,€112.1 - €327.0,13.7% Up / 45.3% Dn,SELL Spot (Short),185.67,2.2,Fixed Pre-Auction Bid
Q95,2026-09-16 23:30,183.39,175.83,-7.56,109.28,266.38,€109.3 - €266.4,19.7% Up / 33.4% Dn,SELL Spot (Short),179.61,4.5,Fixed Pre-Auction Bid
Q96,2026-09-16 23:45,167.81,153.15,-14.66,92.88,218.41,€92.9 - €218.4,12.0% Up / 31.2% Dn,SELL Spot (Short),162.81,4.1,Fixed Pre-Auction Bid
