quarter,time_dk,spot_price_eur,pred_imbalance_eur,pred_spread_eur,q10_price_eur,q90_price_eur,quantile_range,p_ratio,bid_action,bid_limit_price_eur,bid_volume_mw,status
Q13,2026-09-18 03:00,126.7,122.85,-3.85,61.86,222.44,€61.9 - €222.4,25.7% Up / 47.6% Dn,SELL Spot (Short),124.78,4.0,Fixed Pre-Auction Bid
Q14,2026-09-18 03:15,122.61,122.13,-0.48,56.9,213.46,€56.9 - €213.5,27.6% Up / 48.7% Dn,HOLD (No Bid),122.61,0.0,Fixed Pre-Auction Bid
Q15,2026-09-18 03:30,117.67,118.79,1.12,50.13,218.27,€50.1 - €218.3,30.9% Up / 48.5% Dn,HOLD (No Bid),117.67,0.0,Fixed Pre-Auction Bid
Q16,2026-09-18 03:45,111.1,113.8,2.7,37.81,200.09,€37.8 - €200.1,28.8% Up / 49.0% Dn,BUY Spot (Long),112.45,1.5,Fixed Pre-Auction Bid
Q17,2026-09-18 04:00,123.48,119.92,-3.56,41.02,195.95,€41.0 - €195.9,28.7% Up / 47.1% Dn,SELL Spot (Short),121.7,3.6,Fixed Pre-Auction Bid
Q18,2026-09-18 04:15,117.59,118.82,1.23,40.1,195.51,€40.1 - €195.5,28.5% Up / 48.6% Dn,BUY Spot (Long),118.2,1.0,Fixed Pre-Auction Bid
Q19,2026-09-18 04:30,113.11,115.35,2.24,34.63,188.77,€34.6 - €188.8,28.5% Up / 49.5% Dn,BUY Spot (Long),114.23,1.4,Fixed Pre-Auction Bid
Q20,2026-09-18 04:45,113.51,113.66,0.15,37.16,197.1,€37.2 - €197.1,27.9% Up / 46.3% Dn,HOLD (No Bid),113.51,0.0,Fixed Pre-Auction Bid
Q21,2026-09-18 05:00,112.97,113.0,0.03,29.65,204.44,€29.6 - €204.4,29.0% Up / 49.6% Dn,HOLD (No Bid),112.97,0.0,Fixed Pre-Auction Bid
Q22,2026-09-18 05:15,110.7,112.02,1.32,28.21,208.82,€28.2 - €208.8,28.9% Up / 48.1% Dn,BUY Spot (Long),111.36,1.0,Fixed Pre-Auction Bid
Q23,2026-09-18 05:30,115.78,109.17,-6.61,27.43,193.7,€27.4 - €193.7,26.5% Up / 48.9% Dn,SELL Spot (Short),112.47,7.4,Fixed Pre-Auction Bid
Q24,2026-09-18 05:45,120.53,110.58,-9.95,34.9,185.12,€34.9 - €185.1,26.0% Up / 51.0% Dn,SELL Spot (Short),115.56,9.5,Fixed Pre-Auction Bid
Q25,2026-09-18 06:00,132.0,124.42,-7.58,36.86,202.4,€36.9 - €202.4,25.3% Up / 52.6% Dn,SELL Spot (Short),128.21,9.2,Fixed Pre-Auction Bid
Q26,2026-09-18 06:15,132.02,128.1,-3.92,39.38,215.72,€39.4 - €215.7,29.4% Up / 53.5% Dn,SELL Spot (Short),130.06,4.5,Fixed Pre-Auction Bid
Q27,2026-09-18 06:30,132.02,130.57,-1.45,27.12,240.6,€27.1 - €240.6,26.6% Up / 57.6% Dn,SELL Spot (Short),131.3,1.3,Fixed Pre-Auction Bid
Q28,2026-09-18 06:45,124.32,123.29,-1.03,44.08,193.79,€44.1 - €193.8,26.3% Up / 51.5% Dn,HOLD (No Bid),124.32,0.0,Fixed Pre-Auction Bid
Q29,2026-09-18 07:00,158.46,138.5,-19.96,39.45,243.92,€39.5 - €243.9,25.7% Up / 54.7% Dn,SELL Spot (Short),153.46,9.9,Fixed Pre-Auction Bid
Q30,2026-09-18 07:15,160.21,161.13,0.92,64.27,251.58,€64.3 - €251.6,25.3% Up / 53.7% Dn,HOLD (No Bid),160.21,0.0,Fixed Pre-Auction Bid
Q31,2026-09-18 07:30,159.61,159.56,-0.05,68.03,250.43,€68.0 - €250.4,28.8% Up / 47.5% Dn,HOLD (No Bid),159.61,0.0,Fixed Pre-Auction Bid
Q32,2026-09-18 07:45,158.69,176.95,18.26,71.2,277.3,€71.2 - €277.3,25.6% Up / 49.1% Dn,BUY Spot (Long),163.69,2.6,Fixed Pre-Auction Bid
Q33,2026-09-18 08:00,170.23,163.0,-7.23,69.97,259.42,€70.0 - €259.4,24.0% Up / 55.5% Dn,SELL Spot (Short),166.61,9.0,Fixed Pre-Auction Bid
Q34,2026-09-18 08:15,168.04,167.14,-0.9,68.84,261.48,€68.8 - €261.5,25.2% Up / 53.7% Dn,HOLD (No Bid),168.04,0.0,Fixed Pre-Auction Bid
Q35,2026-09-18 08:30,166.48,164.6,-1.88,71.27,261.54,€71.3 - €261.5,23.9% Up / 54.4% Dn,SELL Spot (Short),165.54,1.9,Fixed Pre-Auction Bid
Q36,2026-09-18 08:45,163.35,166.8,3.45,77.26,261.49,€77.3 - €261.5,23.8% Up / 53.4% Dn,BUY Spot (Long),165.07,1.4,Fixed Pre-Auction Bid
Q37,2026-09-18 09:00,160.33,171.95,11.62,87.43,259.88,€87.4 - €259.9,24.2% Up / 50.7% Dn,BUY Spot (Long),165.33,2.2,Fixed Pre-Auction Bid
Q38,2026-09-18 09:15,172.84,173.69,0.85,88.76,264.97,€88.8 - €265.0,24.0% Up / 53.7% Dn,HOLD (No Bid),172.84,0.0,Fixed Pre-Auction Bid
Q39,2026-09-18 09:30,150.0,173.43,23.43,74.37,288.51,€74.4 - €288.5,26.3% Up / 50.7% Dn,BUY Spot (Long),155.0,2.8,Fixed Pre-Auction Bid
Q40,2026-09-18 09:45,114.83,151.87,37.04,28.71,283.36,€28.7 - €283.4,29.2% Up / 53.1% Dn,BUY Spot (Long),119.83,3.6,Fixed Pre-Auction Bid
Q41,2026-09-18 10:00,132.04,143.41,11.37,50.99,218.38,€51.0 - €218.4,27.8% Up / 51.1% Dn,BUY Spot (Long),137.04,3.2,Fixed Pre-Auction Bid
Q42,2026-09-18 10:15,110.0,133.39,23.39,22.22,198.89,€22.2 - €198.9,41.6% Up / 42.4% Dn,BUY Spot (Long),115.0,7.0,Fixed Pre-Auction Bid
Q43,2026-09-18 10:30,83.5,100.14,16.64,5.26,182.13,€5.3 - €182.1,17.6% Up / 65.7% Dn,BUY Spot (Long),88.5,1.0,Fixed Pre-Auction Bid
Q44,2026-09-18 10:45,55.06,62.24,7.18,-5.16,170.57,€-5.2 - €170.6,19.6% Up / 64.9% Dn,BUY Spot (Long),58.65,1.0,Fixed Pre-Auction Bid
Q45,2026-09-18 11:00,70.83,62.97,-7.86,-5.53,133.28,€-5.5 - €133.3,17.9% Up / 67.3% Dn,SELL Spot (Short),66.9,11.1,Fixed Pre-Auction Bid
Q46,2026-09-18 11:15,47.11,59.51,12.4,-14.85,117.62,€-14.8 - €117.6,18.4% Up / 66.0% Dn,BUY Spot (Long),52.11,1.0,Fixed Pre-Auction Bid
Q47,2026-09-18 11:30,36.32,42.16,5.84,-11.81,110.05,€-11.8 - €110.0,26.9% Up / 59.1% Dn,BUY Spot (Long),39.24,2.3,Fixed Pre-Auction Bid
Q48,2026-09-18 11:45,13.2,30.21,17.01,-7.48,45.41,€-7.5 - €45.4,17.5% Up / 65.4% Dn,BUY Spot (Long),18.2,1.0,Fixed Pre-Auction Bid
Q49,2026-09-18 12:00,14.55,21.36,6.81,-5.57,92.48,€-5.6 - €92.5,28.5% Up / 51.7% Dn,BUY Spot (Long),17.96,3.0,Fixed Pre-Auction Bid
Q50,2026-09-18 12:15,5.61,81.56,75.95,-20.2,51.89,€-20.2 - €51.9,24.3% Up / 57.2% Dn,BUY Spot (Long),10.61,2.2,Fixed Pre-Auction Bid
Q51,2026-09-18 12:30,3.4,7.78,4.38,-25.13,44.64,€-25.1 - €44.6,27.0% Up / 52.2% Dn,BUY Spot (Long),5.59,1.9,Fixed Pre-Auction Bid
Q52,2026-09-18 12:45,1.08,10.6,9.52,-27.78,37.95,€-27.8 - €38.0,27.4% Up / 52.6% Dn,BUY Spot (Long),5.84,3.1,Fixed Pre-Auction Bid
Q53,2026-09-18 13:00,0.51,24.17,23.66,-31.64,42.6,€-31.6 - €42.6,27.4% Up / 52.8% Dn,BUY Spot (Long),5.51,3.1,Fixed Pre-Auction Bid
Q54,2026-09-18 13:15,0.18,11.35,11.17,-35.84,33.07,€-35.8 - €33.1,27.3% Up / 53.3% Dn,BUY Spot (Long),5.18,3.1,Fixed Pre-Auction Bid
Q55,2026-09-18 13:30,0.14,11.32,11.18,-37.96,38.63,€-38.0 - €38.6,27.3% Up / 53.1% Dn,BUY Spot (Long),5.14,3.1,Fixed Pre-Auction Bid
Q56,2026-09-18 13:45,0.14,9.18,9.04,-39.43,45.55,€-39.4 - €45.5,27.4% Up / 56.5% Dn,BUY Spot (Long),4.66,3.1,Fixed Pre-Auction Bid
Q57,2026-09-18 14:00,0.44,7.71,7.27,-38.89,37.94,€-38.9 - €37.9,25.4% Up / 55.4% Dn,BUY Spot (Long),4.08,2.3,Fixed Pre-Auction Bid
Q58,2026-09-18 14:15,0.14,9.2,9.06,-38.78,40.93,€-38.8 - €40.9,24.6% Up / 52.1% Dn,BUY Spot (Long),4.67,2.3,Fixed Pre-Auction Bid
Q59,2026-09-18 14:30,0.14,11.51,11.37,-38.42,54.18,€-38.4 - €54.2,28.4% Up / 53.2% Dn,BUY Spot (Long),5.14,3.3,Fixed Pre-Auction Bid
Q60,2026-09-18 14:45,0.15,23.33,23.18,-37.05,59.9,€-37.0 - €59.9,27.3% Up / 52.5% Dn,BUY Spot (Long),5.15,3.1,Fixed Pre-Auction Bid
Q61,2026-09-18 15:00,0.22,27.9,27.68,-32.01,53.7,€-32.0 - €53.7,24.9% Up / 52.9% Dn,BUY Spot (Long),5.22,2.4,Fixed Pre-Auction Bid
Q62,2026-09-18 15:15,2.03,45.21,43.18,-59.07,40.79,€-59.1 - €40.8,20.5% Up / 59.5% Dn,BUY Spot (Long),7.03,1.1,Fixed Pre-Auction Bid
Q63,2026-09-18 15:30,3.98,49.87,45.89,-69.88,41.84,€-69.9 - €41.8,23.8% Up / 53.6% Dn,BUY Spot (Long),8.98,2.1,Fixed Pre-Auction Bid
Q64,2026-09-18 15:45,5.6,85.54,79.94,-57.4,112.16,€-57.4 - €112.2,24.7% Up / 54.2% Dn,BUY Spot (Long),10.6,2.3,Fixed Pre-Auction Bid
Q65,2026-09-18 16:00,3.56,68.33,64.77,-35.49,172.0,€-35.5 - €172.0,25.7% Up / 49.9% Dn,BUY Spot (Long),8.56,2.6,Fixed Pre-Auction Bid
Q66,2026-09-18 16:15,9.1,93.04,83.94,-31.34,189.48,€-31.3 - €189.5,28.1% Up / 53.0% Dn,BUY Spot (Long),14.1,3.3,Fixed Pre-Auction Bid
Q67,2026-09-18 16:30,46.63,73.94,27.31,-34.41,166.17,€-34.4 - €166.2,28.9% Up / 56.3% Dn,BUY Spot (Long),51.63,3.5,Fixed Pre-Auction Bid
Q68,2026-09-18 16:45,59.09,84.97,25.88,-22.37,174.25,€-22.4 - €174.2,29.8% Up / 54.6% Dn,BUY Spot (Long),64.09,3.7,Fixed Pre-Auction Bid
Q69,2026-09-18 17:00,30.15,77.49,47.34,-17.6,131.54,€-17.6 - €131.5,28.0% Up / 56.0% Dn,BUY Spot (Long),35.15,3.2,Fixed Pre-Auction Bid
Q70,2026-09-18 17:15,65.69,113.71,48.02,-27.43,179.7,€-27.4 - €179.7,30.4% Up / 53.8% Dn,BUY Spot (Long),70.69,3.9,Fixed Pre-Auction Bid
Q71,2026-09-18 17:30,120.27,161.63,41.36,-40.23,219.64,€-40.2 - €219.6,29.5% Up / 55.1% Dn,BUY Spot (Long),125.27,3.6,Fixed Pre-Auction Bid
Q72,2026-09-18 17:45,131.8,165.3,33.5,-5.79,216.91,€-5.8 - €216.9,30.1% Up / 51.6% Dn,BUY Spot (Long),136.8,3.8,Fixed Pre-Auction Bid
Q73,2026-09-18 18:00,132.03,153.61,21.58,9.34,288.98,€9.3 - €289.0,31.6% Up / 50.6% Dn,BUY Spot (Long),137.03,4.2,Fixed Pre-Auction Bid
Q74,2026-09-18 18:15,141.78,151.83,10.05,18.31,253.02,€18.3 - €253.0,31.2% Up / 48.7% Dn,BUY Spot (Long),146.78,4.1,Fixed Pre-Auction Bid
Q75,2026-09-18 18:30,140.94,140.11,-0.83,20.31,253.1,€20.3 - €253.1,30.2% Up / 47.2% Dn,HOLD (No Bid),140.94,0.0,Fixed Pre-Auction Bid
Q76,2026-09-18 18:45,138.05,134.38,-3.67,17.55,243.43,€17.6 - €243.4,29.7% Up / 46.6% Dn,SELL Spot (Short),136.22,3.7,Fixed Pre-Auction Bid
Q77,2026-09-18 19:00,149.27,146.18,-3.09,26.98,265.22,€27.0 - €265.2,29.6% Up / 47.0% Dn,SELL Spot (Short),147.73,3.1,Fixed Pre-Auction Bid
Q78,2026-09-18 19:15,147.32,145.63,-1.69,34.83,254.98,€34.8 - €255.0,31.9% Up / 38.5% Dn,SELL Spot (Short),146.47,1.4,Fixed Pre-Auction Bid
Q79,2026-09-18 19:30,147.57,143.74,-3.83,31.34,258.13,€31.3 - €258.1,31.7% Up / 38.3% Dn,SELL Spot (Short),145.66,3.0,Fixed Pre-Auction Bid
Q80,2026-09-18 19:45,147.81,144.84,-2.97,35.44,292.77,€35.4 - €292.8,34.5% Up / 37.5% Dn,SELL Spot (Short),146.32,2.3,Fixed Pre-Auction Bid
Q81,2026-09-18 20:00,154.09,141.37,-12.72,43.78,257.82,€43.8 - €257.8,28.5% Up / 46.8% Dn,SELL Spot (Short),149.09,8.5,Fixed Pre-Auction Bid
Q82,2026-09-18 20:15,153.87,141.04,-12.83,61.83,239.96,€61.8 - €240.0,27.4% Up / 47.2% Dn,SELL Spot (Short),148.87,8.6,Fixed Pre-Auction Bid
Q83,2026-09-18 20:30,148.42,140.81,-7.61,64.12,229.86,€64.1 - €229.9,28.1% Up / 46.6% Dn,SELL Spot (Short),144.61,8.0,Fixed Pre-Auction Bid
Q84,2026-09-18 20:45,147.62,141.73,-5.89,67.37,239.99,€67.4 - €240.0,28.6% Up / 45.5% Dn,SELL Spot (Short),144.68,5.9,Fixed Pre-Auction Bid
Q85,2026-09-18 21:00,142.28,130.94,-11.34,66.18,244.84,€66.2 - €244.8,25.2% Up / 50.4% Dn,SELL Spot (Short),137.28,9.4,Fixed Pre-Auction Bid
Q86,2026-09-18 21:15,141.92,130.74,-11.18,64.63,242.92,€64.6 - €242.9,26.5% Up / 49.0% Dn,SELL Spot (Short),136.92,9.1,Fixed Pre-Auction Bid
Q87,2026-09-18 21:30,140.81,133.58,-7.23,66.6,241.26,€66.6 - €241.3,26.6% Up / 49.2% Dn,SELL Spot (Short),137.19,8.3,Fixed Pre-Auction Bid
Q88,2026-09-18 21:45,142.77,131.06,-11.71,69.68,241.11,€69.7 - €241.1,25.9% Up / 47.3% Dn,SELL Spot (Short),137.77,8.6,Fixed Pre-Auction Bid
Q89,2026-09-18 22:00,135.01,129.54,-5.47,65.23,235.22,€65.2 - €235.2,24.9% Up / 52.7% Dn,SELL Spot (Short),132.27,6.5,Fixed Pre-Auction Bid
Q90,2026-09-18 22:15,132.76,127.46,-5.3,63.96,214.79,€64.0 - €214.8,24.1% Up / 53.4% Dn,SELL Spot (Short),130.11,6.3,Fixed Pre-Auction Bid
Q91,2026-09-18 22:30,132.06,127.96,-4.1,62.32,223.52,€62.3 - €223.5,27.2% Up / 49.0% Dn,SELL Spot (Short),130.01,4.5,Fixed Pre-Auction Bid
Q92,2026-09-18 22:45,129.58,126.78,-2.8,58.45,213.65,€58.5 - €213.7,28.4% Up / 48.0% Dn,SELL Spot (Short),128.18,2.8,Fixed Pre-Auction Bid
Q93,2026-09-18 23:00,122.54,120.31,-2.23,49.09,190.06,€49.1 - €190.1,19.9% Up / 61.1% Dn,SELL Spot (Short),121.43,2.5,Fixed Pre-Auction Bid
Q94,2026-09-18 23:15,118.23,117.68,-0.55,42.7,185.79,€42.7 - €185.8,21.4% Up / 57.1% Dn,HOLD (No Bid),118.23,0.0,Fixed Pre-Auction Bid
Q95,2026-09-18 23:30,114.24,116.69,2.45,36.36,181.62,€36.4 - €181.6,26.1% Up / 52.9% Dn,BUY Spot (Long),115.46,1.3,Fixed Pre-Auction Bid
Q96,2026-09-18 23:45,100.95,104.89,3.94,10.13,184.5,€10.1 - €184.5,37.7% Up / 39.5% Dn,BUY Spot (Long),102.92,3.0,Fixed Pre-Auction Bid
