quarter,time_dk,spot_price_eur,pred_imbalance_eur,pred_spread_eur,q10_price_eur,q90_price_eur,quantile_range,p_ratio,bid_action,bid_limit_price_eur,bid_volume_mw,status
Q39,2026-09-23 09:30,170.82,149.7,-21.12,82.56,263.95,€82.6 - €263.9,19.6% Up / 30.1% Dn,SELL Spot (Short),165.82,3.8,Fixed Pre-Auction Bid
Q40,2026-09-23 09:45,150.08,114.46,-35.62,54.88,262.32,€54.9 - €262.3,15.7% Up / 47.9% Dn,SELL Spot (Short),145.08,8.8,Fixed Pre-Auction Bid
Q41,2026-09-23 10:00,166.24,131.56,-34.68,66.59,239.81,€66.6 - €239.8,15.0% Up / 53.1% Dn,SELL Spot (Short),161.24,9.8,Fixed Pre-Auction Bid
Q42,2026-09-23 10:15,148.11,119.03,-29.08,61.0,224.65,€61.0 - €224.7,15.1% Up / 50.9% Dn,SELL Spot (Short),143.11,9.5,Fixed Pre-Auction Bid
Q43,2026-09-23 10:30,137.42,123.46,-13.96,58.05,226.94,€58.0 - €226.9,19.5% Up / 48.9% Dn,SELL Spot (Short),132.42,9.1,Fixed Pre-Auction Bid
Q44,2026-09-23 10:45,128.63,107.03,-21.6,48.35,174.04,€48.4 - €174.0,18.5% Up / 49.9% Dn,SELL Spot (Short),123.63,9.4,Fixed Pre-Auction Bid
Q45,2026-09-23 11:00,135.63,167.05,31.42,56.22,193.58,€56.2 - €193.6,20.4% Up / 55.4% Dn,BUY Spot (Long),140.63,1.1,Fixed Pre-Auction Bid
Q46,2026-09-23 11:15,129.15,160.17,31.02,49.04,176.18,€49.0 - €176.2,19.7% Up / 56.3% Dn,BUY Spot (Long),134.15,1.0,Fixed Pre-Auction Bid
Q47,2026-09-23 11:30,126.8,167.06,40.26,47.14,208.7,€47.1 - €208.7,20.5% Up / 50.4% Dn,BUY Spot (Long),131.8,1.1,Fixed Pre-Auction Bid
Q48,2026-09-23 11:45,126.24,168.18,41.94,51.06,206.32,€51.1 - €206.3,20.9% Up / 51.2% Dn,BUY Spot (Long),131.24,1.3,Fixed Pre-Auction Bid
Q49,2026-09-23 12:00,128.92,166.98,38.06,54.9,321.98,€54.9 - €322.0,18.6% Up / 49.3% Dn,BUY Spot (Long),133.92,1.0,Fixed Pre-Auction Bid
Q50,2026-09-23 12:15,128.43,174.2,45.77,47.63,278.33,€47.6 - €278.3,19.9% Up / 48.4% Dn,BUY Spot (Long),133.43,1.0,Fixed Pre-Auction Bid
Q51,2026-09-23 12:30,125.07,172.77,47.7,43.24,234.92,€43.2 - €234.9,20.2% Up / 49.1% Dn,BUY Spot (Long),130.07,1.1,Fixed Pre-Auction Bid
Q52,2026-09-23 12:45,122.85,170.54,47.69,39.0,219.25,€39.0 - €219.2,20.3% Up / 52.9% Dn,BUY Spot (Long),127.85,1.1,Fixed Pre-Auction Bid
Q53,2026-09-23 13:00,122.53,172.2,49.67,42.16,217.4,€42.2 - €217.4,20.2% Up / 49.5% Dn,BUY Spot (Long),127.53,1.0,Fixed Pre-Auction Bid
Q54,2026-09-23 13:15,123.81,172.13,48.32,48.02,238.93,€48.0 - €238.9,15.4% Up / 49.5% Dn,BUY Spot (Long),128.81,1.0,Fixed Pre-Auction Bid
Q55,2026-09-23 13:30,122.25,173.88,51.63,44.39,266.9,€44.4 - €266.9,16.1% Up / 47.3% Dn,BUY Spot (Long),127.25,1.0,Fixed Pre-Auction Bid
Q56,2026-09-23 13:45,122.06,170.02,47.96,44.92,261.62,€44.9 - €261.6,19.7% Up / 46.2% Dn,BUY Spot (Long),127.06,1.0,Fixed Pre-Auction Bid
Q57,2026-09-23 14:00,122.06,167.22,45.16,45.21,272.77,€45.2 - €272.8,20.1% Up / 40.8% Dn,BUY Spot (Long),127.06,1.0,Fixed Pre-Auction Bid
Q58,2026-09-23 14:15,121.95,167.9,45.95,62.7,297.49,€62.7 - €297.5,21.7% Up / 39.8% Dn,BUY Spot (Long),126.95,1.5,Fixed Pre-Auction Bid
Q59,2026-09-23 14:30,122.78,160.67,37.89,61.72,242.27,€61.7 - €242.3,19.9% Up / 36.3% Dn,BUY Spot (Long),127.78,1.0,Fixed Pre-Auction Bid
Q60,2026-09-23 14:45,122.97,160.73,37.76,44.06,227.94,€44.1 - €227.9,14.6% Up / 37.9% Dn,BUY Spot (Long),127.97,1.0,Fixed Pre-Auction Bid
Q61,2026-09-23 15:00,123.69,160.01,36.32,41.91,231.01,€41.9 - €231.0,13.3% Up / 45.6% Dn,BUY Spot (Long),128.69,1.0,Fixed Pre-Auction Bid
Q62,2026-09-23 15:15,125.42,160.66,35.24,41.56,225.25,€41.6 - €225.2,13.5% Up / 46.2% Dn,BUY Spot (Long),130.42,1.0,Fixed Pre-Auction Bid
Q63,2026-09-23 15:30,130.04,161.31,31.27,49.63,235.16,€49.6 - €235.2,14.4% Up / 51.7% Dn,BUY Spot (Long),135.04,1.0,Fixed Pre-Auction Bid
Q64,2026-09-23 15:45,141.5,166.19,24.69,50.7,327.95,€50.7 - €327.9,13.2% Up / 54.2% Dn,BUY Spot (Long),146.5,1.0,Fixed Pre-Auction Bid
Q65,2026-09-23 16:00,133.07,160.99,27.92,50.94,224.76,€50.9 - €224.8,14.1% Up / 50.2% Dn,BUY Spot (Long),138.07,1.0,Fixed Pre-Auction Bid
Q66,2026-09-23 16:15,149.13,140.58,-8.55,55.92,397.6,€55.9 - €397.6,22.4% Up / 44.7% Dn,SELL Spot (Short),144.85,7.9,Fixed Pre-Auction Bid
Q67,2026-09-23 16:30,166.7,151.24,-15.46,58.56,419.24,€58.6 - €419.2,22.0% Up / 46.3% Dn,SELL Spot (Short),161.7,8.4,Fixed Pre-Auction Bid
Q68,2026-09-23 16:45,191.31,173.17,-18.14,68.34,306.65,€68.3 - €306.6,19.5% Up / 43.8% Dn,SELL Spot (Short),186.31,7.7,Fixed Pre-Auction Bid
Q69,2026-09-23 17:00,161.35,155.88,-5.47,55.28,411.54,€55.3 - €411.5,20.5% Up / 43.7% Dn,SELL Spot (Short),158.61,5.2,Fixed Pre-Auction Bid
Q70,2026-09-23 17:15,186.68,174.47,-12.21,67.24,321.1,€67.2 - €321.1,23.1% Up / 38.6% Dn,SELL Spot (Short),181.68,6.2,Fixed Pre-Auction Bid
Q71,2026-09-23 17:30,211.84,185.78,-26.06,74.13,296.55,€74.1 - €296.6,28.1% Up / 32.2% Dn,SELL Spot (Short),206.84,4.4,Fixed Pre-Auction Bid
Q72,2026-09-23 17:45,240.29,205.93,-34.36,70.87,345.2,€70.9 - €345.2,25.1% Up / 32.4% Dn,SELL Spot (Short),235.29,4.5,Fixed Pre-Auction Bid
Q73,2026-09-23 18:00,204.02,190.02,-14.0,53.09,304.85,€53.1 - €304.9,23.4% Up / 35.6% Dn,SELL Spot (Short),199.02,5.4,Fixed Pre-Auction Bid
Q74,2026-09-23 18:15,225.13,205.92,-19.21,77.14,322.19,€77.1 - €322.2,26.4% Up / 34.1% Dn,SELL Spot (Short),220.13,5.0,Fixed Pre-Auction Bid
Q75,2026-09-23 18:30,265.9,219.87,-46.03,67.12,410.99,€67.1 - €411.0,23.2% Up / 34.2% Dn,SELL Spot (Short),260.9,5.0,Fixed Pre-Auction Bid
Q76,2026-09-23 18:45,277.4,234.54,-42.86,91.7,429.3,€91.7 - €429.3,19.2% Up / 30.4% Dn,SELL Spot (Short),272.4,3.9,Fixed Pre-Auction Bid
Q77,2026-09-23 19:00,272.85,232.79,-40.06,80.47,420.32,€80.5 - €420.3,21.1% Up / 36.1% Dn,SELL Spot (Short),267.85,5.5,Fixed Pre-Auction Bid
Q78,2026-09-23 19:15,258.76,303.79,45.03,93.06,415.16,€93.1 - €415.2,23.6% Up / 37.1% Dn,BUY Spot (Long),263.76,2.0,Fixed Pre-Auction Bid
Q79,2026-09-23 19:30,275.87,352.33,76.46,113.06,437.8,€113.1 - €437.8,22.3% Up / 39.1% Dn,BUY Spot (Long),280.87,1.7,Fixed Pre-Auction Bid
Q80,2026-09-23 19:45,281.87,361.81,79.94,120.1,462.71,€120.1 - €462.7,18.6% Up / 41.1% Dn,BUY Spot (Long),286.87,1.0,Fixed Pre-Auction Bid
Q81,2026-09-23 20:00,267.25,335.21,67.96,152.87,493.65,€152.9 - €493.6,18.3% Up / 34.7% Dn,BUY Spot (Long),272.25,1.0,Fixed Pre-Auction Bid
Q82,2026-09-23 20:15,250.34,222.08,-28.26,136.42,485.02,€136.4 - €485.0,18.3% Up / 36.3% Dn,SELL Spot (Short),245.34,5.6,Fixed Pre-Auction Bid
Q83,2026-09-23 20:30,225.34,252.74,27.4,124.88,347.72,€124.9 - €347.7,17.3% Up / 36.0% Dn,BUY Spot (Long),230.34,1.0,Fixed Pre-Auction Bid
Q84,2026-09-23 20:45,214.87,247.07,32.2,131.33,383.67,€131.3 - €383.7,18.0% Up / 36.6% Dn,BUY Spot (Long),219.87,1.0,Fixed Pre-Auction Bid
Q85,2026-09-23 21:00,216.77,273.26,56.49,118.37,389.39,€118.4 - €389.4,19.6% Up / 38.9% Dn,BUY Spot (Long),221.77,1.0,Fixed Pre-Auction Bid
Q86,2026-09-23 21:15,209.01,233.57,24.56,116.55,379.08,€116.5 - €379.1,17.7% Up / 41.1% Dn,BUY Spot (Long),214.01,1.0,Fixed Pre-Auction Bid
Q87,2026-09-23 21:30,192.67,192.97,0.3,105.35,367.39,€105.3 - €367.4,15.6% Up / 41.5% Dn,HOLD (No Bid),192.67,0.0,Fixed Pre-Auction Bid
Q88,2026-09-23 21:45,170.91,155.58,-15.33,81.6,254.29,€81.6 - €254.3,13.7% Up / 30.6% Dn,SELL Spot (Short),165.91,4.0,Fixed Pre-Auction Bid
Q89,2026-09-23 22:00,182.73,162.57,-20.16,101.31,258.61,€101.3 - €258.6,15.8% Up / 42.6% Dn,SELL Spot (Short),177.73,7.3,Fixed Pre-Auction Bid
Q90,2026-09-23 22:15,171.08,161.45,-9.63,96.05,250.21,€96.0 - €250.2,14.4% Up / 43.4% Dn,SELL Spot (Short),166.27,7.6,Fixed Pre-Auction Bid
Q91,2026-09-23 22:30,165.71,152.18,-13.53,89.89,250.9,€89.9 - €250.9,14.8% Up / 49.2% Dn,SELL Spot (Short),160.71,9.2,Fixed Pre-Auction Bid
Q92,2026-09-23 22:45,161.51,144.59,-16.92,87.33,215.2,€87.3 - €215.2,16.1% Up / 53.4% Dn,SELL Spot (Short),156.51,9.8,Fixed Pre-Auction Bid
Q93,2026-09-23 23:00,163.57,151.22,-12.35,85.19,227.28,€85.2 - €227.3,15.1% Up / 53.4% Dn,SELL Spot (Short),158.57,9.8,Fixed Pre-Auction Bid
Q94,2026-09-23 23:15,154.75,176.51,21.76,79.69,199.04,€79.7 - €199.0,13.8% Up / 50.1% Dn,BUY Spot (Long),159.75,1.0,Fixed Pre-Auction Bid
Q95,2026-09-23 23:30,145.08,131.26,-13.82,68.13,188.1,€68.1 - €188.1,16.6% Up / 40.7% Dn,SELL Spot (Short),140.08,6.8,Fixed Pre-Auction Bid
Q96,2026-09-23 23:45,138.8,125.51,-13.29,61.94,185.66,€61.9 - €185.7,18.4% Up / 42.2% Dn,SELL Spot (Short),133.8,7.2,Fixed Pre-Auction Bid
