quarter,time_dk,spot_price_eur,pred_imbalance_eur,pred_spread_eur,q10_price_eur,q90_price_eur,quantile_range,p_ratio,bid_action,bid_limit_price_eur,bid_volume_mw,status
Q11,2026-09-13 02:30,157.71,165.73,8.02,79.03,305.88,€79.0 - €305.9,31.4% Up / 30.4% Dn,BUY Spot (Long),161.72,6.9,Fixed Pre-Auction Bid
Q12,2026-09-13 02:45,156.32,161.5,5.18,76.85,296.39,€76.8 - €296.4,30.9% Up / 33.4% Dn,BUY Spot (Long),158.91,4.4,Fixed Pre-Auction Bid
Q13,2026-09-13 03:00,160.63,169.12,8.49,79.34,266.64,€79.3 - €266.6,19.8% Up / 41.2% Dn,BUY Spot (Long),164.88,4.7,Fixed Pre-Auction Bid
Q14,2026-09-13 03:15,159.33,166.45,7.12,83.31,260.19,€83.3 - €260.2,19.5% Up / 40.1% Dn,BUY Spot (Long),162.89,4.2,Fixed Pre-Auction Bid
Q15,2026-09-13 03:30,158.46,166.07,7.61,84.81,245.31,€84.8 - €245.3,23.0% Up / 37.9% Dn,BUY Spot (Long),162.27,5.0,Fixed Pre-Auction Bid
Q16,2026-09-13 03:45,156.82,166.04,9.22,83.93,273.3,€83.9 - €273.3,22.7% Up / 37.9% Dn,BUY Spot (Long),161.43,5.2,Fixed Pre-Auction Bid
Q17,2026-09-13 04:00,161.47,158.49,-2.98,88.63,291.55,€88.6 - €291.6,20.5% Up / 42.9% Dn,SELL Spot (Short),159.98,3.1,Fixed Pre-Auction Bid
Q18,2026-09-13 04:15,160.84,162.91,2.07,88.99,292.01,€89.0 - €292.0,20.9% Up / 43.6% Dn,BUY Spot (Long),161.88,1.5,Fixed Pre-Auction Bid
Q19,2026-09-13 04:30,160.65,161.25,0.6,88.8,290.64,€88.8 - €290.6,20.3% Up / 42.9% Dn,HOLD (No Bid),160.65,0.0,Fixed Pre-Auction Bid
Q20,2026-09-13 04:45,161.41,165.33,3.92,87.86,304.5,€87.9 - €304.5,20.3% Up / 34.9% Dn,BUY Spot (Long),163.37,2.5,Fixed Pre-Auction Bid
Q21,2026-09-13 05:00,162.14,163.56,1.42,82.1,303.36,€82.1 - €303.4,21.2% Up / 40.6% Dn,BUY Spot (Long),162.85,1.1,Fixed Pre-Auction Bid
Q22,2026-09-13 05:15,163.31,163.95,0.64,81.05,303.13,€81.0 - €303.1,20.9% Up / 44.2% Dn,HOLD (No Bid),163.31,0.0,Fixed Pre-Auction Bid
Q23,2026-09-13 05:30,165.65,163.04,-2.61,82.62,295.43,€82.6 - €295.4,21.7% Up / 45.7% Dn,SELL Spot (Short),164.34,2.8,Fixed Pre-Auction Bid
Q24,2026-09-13 05:45,168.89,162.32,-6.57,87.61,256.64,€87.6 - €256.6,21.4% Up / 47.3% Dn,SELL Spot (Short),165.6,8.0,Fixed Pre-Auction Bid
Q25,2026-09-13 06:00,165.74,156.71,-9.03,76.87,254.38,€76.9 - €254.4,21.5% Up / 48.0% Dn,SELL Spot (Short),161.23,10.0,Fixed Pre-Auction Bid
Q26,2026-09-13 06:15,172.12,165.1,-7.02,83.91,259.34,€83.9 - €259.3,16.3% Up / 50.5% Dn,SELL Spot (Short),168.61,9.1,Fixed Pre-Auction Bid
Q27,2026-09-13 06:30,175.91,160.77,-15.14,84.9,236.73,€84.9 - €236.7,15.2% Up / 51.7% Dn,SELL Spot (Short),170.91,10.6,Fixed Pre-Auction Bid
Q28,2026-09-13 06:45,177.78,164.52,-13.26,86.69,202.57,€86.7 - €202.6,13.0% Up / 51.5% Dn,SELL Spot (Short),172.78,10.6,Fixed Pre-Auction Bid
Q29,2026-09-13 07:00,177.05,173.94,-3.11,87.62,204.35,€87.6 - €204.3,12.9% Up / 51.8% Dn,SELL Spot (Short),175.5,3.7,Fixed Pre-Auction Bid
Q30,2026-09-13 07:15,178.75,179.06,0.31,90.75,209.9,€90.8 - €209.9,11.2% Up / 44.8% Dn,HOLD (No Bid),178.75,0.0,Fixed Pre-Auction Bid
Q31,2026-09-13 07:30,181.39,178.67,-2.72,80.37,212.01,€80.4 - €212.0,11.7% Up / 46.5% Dn,SELL Spot (Short),180.03,2.9,Fixed Pre-Auction Bid
Q32,2026-09-13 07:45,170.89,158.68,-12.21,77.69,198.08,€77.7 - €198.1,12.6% Up / 48.5% Dn,SELL Spot (Short),165.89,10.0,Fixed Pre-Auction Bid
Q33,2026-09-13 08:00,190.1,172.94,-17.16,79.51,218.67,€79.5 - €218.7,11.0% Up / 49.1% Dn,SELL Spot (Short),185.1,10.2,Fixed Pre-Auction Bid
Q34,2026-09-13 08:15,173.56,164.77,-8.79,79.49,212.25,€79.5 - €212.2,13.0% Up / 44.3% Dn,SELL Spot (Short),169.16,9.3,Fixed Pre-Auction Bid
Q35,2026-09-13 08:30,159.79,161.32,1.53,68.85,209.17,€68.8 - €209.2,19.0% Up / 41.8% Dn,BUY Spot (Long),160.55,1.2,Fixed Pre-Auction Bid
Q36,2026-09-13 08:45,148.29,148.29,-0.0,63.18,268.31,€63.2 - €268.3,19.0% Up / 52.6% Dn,HOLD (No Bid),148.29,0.0,Fixed Pre-Auction Bid
Q37,2026-09-13 09:00,154.25,159.52,5.27,70.04,252.52,€70.0 - €252.5,19.4% Up / 51.4% Dn,BUY Spot (Long),156.88,3.2,Fixed Pre-Auction Bid
Q38,2026-09-13 09:15,143.57,148.26,4.69,61.49,216.12,€61.5 - €216.1,17.7% Up / 50.1% Dn,BUY Spot (Long),145.91,2.7,Fixed Pre-Auction Bid
Q39,2026-09-13 09:30,142.71,152.01,9.3,63.08,220.86,€63.1 - €220.9,17.5% Up / 50.9% Dn,BUY Spot (Long),147.36,4.3,Fixed Pre-Auction Bid
Q40,2026-09-13 09:45,142.29,151.11,8.82,63.11,224.41,€63.1 - €224.4,17.1% Up / 51.3% Dn,BUY Spot (Long),146.7,4.2,Fixed Pre-Auction Bid
Q41,2026-09-13 10:00,131.67,217.92,86.25,51.47,254.26,€51.5 - €254.3,19.3% Up / 47.2% Dn,BUY Spot (Long),136.67,4.6,Fixed Pre-Auction Bid
Q42,2026-09-13 10:15,124.46,127.89,3.43,45.03,202.3,€45.0 - €202.3,20.5% Up / 50.0% Dn,BUY Spot (Long),126.17,2.3,Fixed Pre-Auction Bid
Q43,2026-09-13 10:30,121.99,128.87,6.88,43.19,215.24,€43.2 - €215.2,21.7% Up / 50.9% Dn,BUY Spot (Long),125.43,4.4,Fixed Pre-Auction Bid
Q44,2026-09-13 10:45,116.19,189.33,73.14,35.49,192.13,€35.5 - €192.1,18.7% Up / 53.6% Dn,BUY Spot (Long),121.19,4.5,Fixed Pre-Auction Bid
Q45,2026-09-13 11:00,109.19,184.51,75.32,32.96,192.9,€33.0 - €192.9,21.3% Up / 50.1% Dn,BUY Spot (Long),114.19,5.0,Fixed Pre-Auction Bid
Q46,2026-09-13 11:15,112.26,191.45,79.19,37.17,191.25,€37.2 - €191.2,21.9% Up / 52.0% Dn,BUY Spot (Long),117.26,5.1,Fixed Pre-Auction Bid
Q47,2026-09-13 11:30,108.01,185.02,77.01,31.14,185.24,€31.1 - €185.2,20.6% Up / 51.2% Dn,BUY Spot (Long),113.01,4.8,Fixed Pre-Auction Bid
Q48,2026-09-13 11:45,112.73,192.95,80.22,34.53,222.51,€34.5 - €222.5,18.5% Up / 41.6% Dn,BUY Spot (Long),117.73,4.4,Fixed Pre-Auction Bid
Q49,2026-09-13 12:00,107.13,183.3,76.17,28.44,268.68,€28.4 - €268.7,21.2% Up / 51.6% Dn,BUY Spot (Long),112.13,5.0,Fixed Pre-Auction Bid
Q50,2026-09-13 12:15,111.37,191.5,80.13,33.33,224.67,€33.3 - €224.7,21.4% Up / 49.1% Dn,BUY Spot (Long),116.37,5.0,Fixed Pre-Auction Bid
Q51,2026-09-13 12:30,108.27,187.78,79.51,33.23,230.94,€33.2 - €230.9,20.4% Up / 50.0% Dn,BUY Spot (Long),113.27,4.8,Fixed Pre-Auction Bid
Q52,2026-09-13 12:45,107.22,184.48,77.26,31.36,200.14,€31.4 - €200.1,18.5% Up / 52.0% Dn,BUY Spot (Long),112.22,4.5,Fixed Pre-Auction Bid
Q53,2026-09-13 13:00,107.27,182.16,74.89,33.33,193.96,€33.3 - €194.0,16.9% Up / 54.4% Dn,BUY Spot (Long),112.27,4.2,Fixed Pre-Auction Bid
Q54,2026-09-13 13:15,105.81,184.65,78.84,33.24,241.52,€33.2 - €241.5,19.1% Up / 51.7% Dn,BUY Spot (Long),110.81,4.6,Fixed Pre-Auction Bid
Q55,2026-09-13 13:30,103.63,180.07,76.44,30.33,195.03,€30.3 - €195.0,17.3% Up / 54.0% Dn,BUY Spot (Long),108.63,4.2,Fixed Pre-Auction Bid
Q56,2026-09-13 13:45,101.34,178.71,77.37,28.88,191.85,€28.9 - €191.8,18.0% Up / 54.0% Dn,BUY Spot (Long),106.34,4.4,Fixed Pre-Auction Bid
Q57,2026-09-13 14:00,99.56,177.55,77.99,28.62,197.5,€28.6 - €197.5,18.7% Up / 53.1% Dn,BUY Spot (Long),104.56,4.5,Fixed Pre-Auction Bid
Q58,2026-09-13 14:15,103.29,179.91,76.62,31.7,207.9,€31.7 - €207.9,18.1% Up / 53.8% Dn,BUY Spot (Long),108.29,4.4,Fixed Pre-Auction Bid
Q59,2026-09-13 14:30,107.02,173.88,66.86,32.44,200.42,€32.4 - €200.4,15.1% Up / 56.5% Dn,BUY Spot (Long),112.02,3.8,Fixed Pre-Auction Bid
Q60,2026-09-13 14:45,106.69,173.14,66.45,29.69,199.89,€29.7 - €199.9,14.4% Up / 57.0% Dn,BUY Spot (Long),111.69,3.7,Fixed Pre-Auction Bid
Q61,2026-09-13 15:00,101.95,175.48,73.53,28.97,192.46,€29.0 - €192.5,13.5% Up / 59.3% Dn,BUY Spot (Long),106.95,3.5,Fixed Pre-Auction Bid
Q62,2026-09-13 15:15,107.1,172.99,65.89,27.6,209.83,€27.6 - €209.8,13.7% Up / 58.2% Dn,BUY Spot (Long),112.1,3.6,Fixed Pre-Auction Bid
Q63,2026-09-13 15:30,122.77,123.89,1.12,40.36,305.09,€40.4 - €305.1,14.5% Up / 59.3% Dn,HOLD (No Bid),122.77,0.0,Fixed Pre-Auction Bid
Q64,2026-09-13 15:45,133.47,137.9,4.43,51.78,332.76,€51.8 - €332.8,17.7% Up / 53.6% Dn,BUY Spot (Long),135.69,2.6,Fixed Pre-Auction Bid
Q65,2026-09-13 16:00,136.53,138.6,2.07,51.75,397.24,€51.8 - €397.2,17.7% Up / 53.0% Dn,BUY Spot (Long),137.56,1.4,Fixed Pre-Auction Bid
Q66,2026-09-13 16:15,141.99,143.45,1.46,56.6,411.91,€56.6 - €411.9,20.9% Up / 48.7% Dn,BUY Spot (Long),142.72,1.2,Fixed Pre-Auction Bid
Q67,2026-09-13 16:30,154.7,156.0,1.3,67.19,307.92,€67.2 - €307.9,21.4% Up / 48.6% Dn,BUY Spot (Long),155.35,1.1,Fixed Pre-Auction Bid
Q68,2026-09-13 16:45,169.66,212.43,42.77,77.6,286.82,€77.6 - €286.8,22.4% Up / 49.0% Dn,BUY Spot (Long),174.66,5.2,Fixed Pre-Auction Bid
Q69,2026-09-13 17:00,172.99,189.89,16.9,82.04,292.82,€82.0 - €292.8,21.6% Up / 45.2% Dn,BUY Spot (Long),177.99,5.0,Fixed Pre-Auction Bid
Q70,2026-09-13 17:15,182.44,219.21,36.77,89.37,301.78,€89.4 - €301.8,24.8% Up / 46.0% Dn,BUY Spot (Long),187.44,5.6,Fixed Pre-Auction Bid
Q71,2026-09-13 17:30,197.5,202.43,4.93,103.36,314.44,€103.4 - €314.4,23.9% Up / 46.0% Dn,BUY Spot (Long),199.97,3.5,Fixed Pre-Auction Bid
Q72,2026-09-13 17:45,208.03,210.79,2.76,103.79,325.0,€103.8 - €325.0,23.0% Up / 41.5% Dn,BUY Spot (Long),209.41,2.0,Fixed Pre-Auction Bid
Q73,2026-09-13 18:00,197.72,197.74,0.02,104.65,313.49,€104.7 - €313.5,19.8% Up / 43.8% Dn,HOLD (No Bid),197.72,0.0,Fixed Pre-Auction Bid
Q74,2026-09-13 18:15,203.01,192.3,-10.71,107.19,301.56,€107.2 - €301.6,22.6% Up / 40.8% Dn,SELL Spot (Short),198.01,8.6,Fixed Pre-Auction Bid
Q75,2026-09-13 18:30,210.55,202.41,-8.14,114.52,307.87,€114.5 - €307.9,22.1% Up / 41.0% Dn,SELL Spot (Short),206.48,8.6,Fixed Pre-Auction Bid
Q76,2026-09-13 18:45,228.64,262.37,33.73,133.32,333.62,€133.3 - €333.6,21.4% Up / 38.8% Dn,BUY Spot (Long),233.64,5.0,Fixed Pre-Auction Bid
Q77,2026-09-13 19:00,217.3,280.34,63.04,117.29,347.16,€117.3 - €347.2,21.1% Up / 37.9% Dn,BUY Spot (Long),222.3,4.9,Fixed Pre-Auction Bid
Q78,2026-09-13 19:15,228.31,247.07,18.76,127.08,362.75,€127.1 - €362.8,20.3% Up / 39.3% Dn,BUY Spot (Long),233.31,4.8,Fixed Pre-Auction Bid
Q79,2026-09-13 19:30,234.51,258.19,23.68,129.33,493.37,€129.3 - €493.4,18.7% Up / 41.0% Dn,BUY Spot (Long),239.51,4.5,Fixed Pre-Auction Bid
Q80,2026-09-13 19:45,239.95,276.96,37.01,117.79,550.57,€117.8 - €550.6,17.3% Up / 38.9% Dn,BUY Spot (Long),244.95,4.2,Fixed Pre-Auction Bid
Q81,2026-09-13 20:00,228.8,263.4,34.6,103.33,382.04,€103.3 - €382.0,17.9% Up / 38.4% Dn,BUY Spot (Long),233.8,4.3,Fixed Pre-Auction Bid
Q82,2026-09-13 20:15,235.01,262.27,27.26,108.99,541.46,€109.0 - €541.5,17.4% Up / 41.9% Dn,BUY Spot (Long),240.01,4.2,Fixed Pre-Auction Bid
Q83,2026-09-13 20:30,237.54,266.97,29.43,110.53,543.75,€110.5 - €543.8,17.4% Up / 42.0% Dn,BUY Spot (Long),242.54,4.3,Fixed Pre-Auction Bid
Q84,2026-09-13 20:45,234.01,281.34,47.33,106.01,549.64,€106.0 - €549.6,17.8% Up / 44.5% Dn,BUY Spot (Long),239.01,4.3,Fixed Pre-Auction Bid
Q85,2026-09-13 21:00,235.32,262.88,27.56,112.45,563.84,€112.5 - €563.8,17.8% Up / 46.6% Dn,BUY Spot (Long),240.32,4.3,Fixed Pre-Auction Bid
Q86,2026-09-13 21:15,234.98,272.28,37.3,112.03,555.33,€112.0 - €555.3,14.4% Up / 44.6% Dn,BUY Spot (Long),239.98,3.7,Fixed Pre-Auction Bid
Q87,2026-09-13 21:30,231.67,317.88,86.21,106.91,376.62,€106.9 - €376.6,14.0% Up / 42.5% Dn,BUY Spot (Long),236.67,3.6,Fixed Pre-Auction Bid
Q88,2026-09-13 21:45,227.52,263.63,36.11,104.99,340.49,€105.0 - €340.5,21.5% Up / 42.7% Dn,BUY Spot (Long),232.52,5.0,Fixed Pre-Auction Bid
Q89,2026-09-13 22:00,232.45,270.38,37.93,119.09,376.05,€119.1 - €376.1,17.7% Up / 49.2% Dn,BUY Spot (Long),237.45,4.3,Fixed Pre-Auction Bid
Q90,2026-09-13 22:15,227.52,286.08,58.56,114.26,352.15,€114.3 - €352.1,21.1% Up / 47.1% Dn,BUY Spot (Long),232.52,4.9,Fixed Pre-Auction Bid
Q91,2026-09-13 22:30,227.52,313.77,86.25,116.37,346.73,€116.4 - €346.7,25.0% Up / 43.0% Dn,BUY Spot (Long),232.52,5.7,Fixed Pre-Auction Bid
Q92,2026-09-13 22:45,222.43,323.67,101.24,111.22,337.11,€111.2 - €337.1,22.0% Up / 41.1% Dn,BUY Spot (Long),227.43,5.1,Fixed Pre-Auction Bid
Q93,2026-09-13 23:00,220.55,299.94,79.39,106.37,346.67,€106.4 - €346.7,21.9% Up / 49.0% Dn,BUY Spot (Long),225.55,5.1,Fixed Pre-Auction Bid
Q94,2026-09-13 23:15,208.6,281.03,72.43,125.43,278.56,€125.4 - €278.6,18.2% Up / 42.7% Dn,BUY Spot (Long),213.6,4.4,Fixed Pre-Auction Bid
Q95,2026-09-13 23:30,207.26,297.76,90.5,123.98,307.94,€124.0 - €307.9,28.9% Up / 35.4% Dn,BUY Spot (Long),212.26,6.4,Fixed Pre-Auction Bid
Q96,2026-09-13 23:45,206.02,283.06,77.04,125.71,301.01,€125.7 - €301.0,26.2% Up / 38.2% Dn,BUY Spot (Long),211.02,5.9,Fixed Pre-Auction Bid
