quarter,time_dk,time_utc,spot_price_eur,deep_bilstm_eur,transformer_tft_eur,transfer_lgb_eur,hierarchical_eur,pure15m_catboost_eur,meta_ensemble_eur,meta_ensemble_dkk,actual_settled_imbalance_eur,error_spread_eur,agent_action,status
Q1,2026-09-18 00:00,2026-09-17 22:00,139.91,139.9,142.38,129.91,361.36,167.29,159.89,1192.79,54.42,105.47,BUY Spot,Settled
Q2,2026-09-18 00:15,2026-09-17 22:15,135.15,135.15,137.64,125.15,356.6,161.16,154.85,1155.16,135.15,19.7,BUY Spot,Settled
Q3,2026-09-18 00:30,2026-09-17 22:30,129.71,129.67,132.13,119.71,351.16,181.55,154.85,1155.17,129.71,25.14,BUY Spot,Settled
Q4,2026-09-18 00:45,2026-09-17 22:45,127.13,127.15,129.71,117.13,348.58,174.35,151.34,1129.01,127.13,24.21,BUY Spot,Settled
Q5,2026-09-18 01:00,2026-09-17 23:00,131.52,131.51,134.07,121.52,352.97,160.19,151.79,1132.37,131.52,20.27,BUY Spot,Settled
Q6,2026-09-18 01:15,2026-09-17 23:15,125.9,125.92,128.39,115.9,347.35,150.27,145.26,1083.6,125.9,19.36,BUY Spot,Settled
Q7,2026-09-18 01:30,2026-09-17 23:30,121.85,121.87,124.44,111.85,343.3,144.6,140.89,1051.01,121.85,19.04,BUY Spot,Settled
Q8,2026-09-18 01:45,2026-09-17 23:45,122.51,122.51,125.08,112.51,343.96,139.9,140.4,1047.41,401.33,260.93,BUY Spot,Settled
Q9,2026-09-18 02:00,2026-09-18 00:00,121.42,121.43,124.09,111.42,342.87,125.13,136.44,1017.87,121.42,15.02,BUY Spot,Settled
Q10,2026-09-18 02:15,2026-09-18 00:15,119.71,119.77,122.22,109.71,341.16,142.29,138.7,1034.72,119.71,18.99,BUY Spot,Settled
Q11,2026-09-18 02:30,2026-09-18 00:30,126.5,126.49,129.11,116.5,347.95,141.57,143.91,1073.56,126.5,17.41,BUY Spot,Settled
Q12,2026-09-18 02:45,2026-09-18 00:45,126.9,126.94,129.46,116.9,348.35,142.33,144.38,1077.11,83.6,60.78,BUY Spot,Settled
Q13,2026-09-18 03:00,2026-09-18 01:00,125.03,125.03,127.61,115.03,346.48,130.1,140.32,1046.78,66.79,73.53,BUY Spot,Settled
Q14,2026-09-18 03:15,2026-09-18 01:15,124.97,124.98,127.66,114.97,346.42,125.74,139.37,1039.73,66.35,73.02,BUY Spot,Settled
Q15,2026-09-18 03:30,2026-09-18 01:30,125.04,125.01,127.77,115.04,346.49,127.13,139.72,1042.34,51.48,88.24,BUY Spot,Settled
Q16,2026-09-18 03:45,2026-09-18 01:45,126.97,126.93,129.76,116.97,348.42,123.49,140.49,1048.04,62.05,78.44,BUY Spot,Settled
Q17,2026-09-18 04:00,2026-09-18 02:00,123.34,123.37,126.81,113.34,344.79,126.18,138.37,1032.22,74.3,64.07,BUY Spot,Settled
Q18,2026-09-18 04:15,2026-09-18 02:15,126.82,126.82,130.51,116.82,348.27,128.89,141.73,1057.28,126.82,14.91,BUY Spot,Settled
Q19,2026-09-18 04:30,2026-09-18 02:30,126.21,126.19,129.92,116.21,347.66,130.69,141.63,1056.54,68.68,72.95,BUY Spot,Settled
Q20,2026-09-18 04:45,2026-09-18 02:45,130.29,130.31,134.46,120.29,351.74,128.1,144.41,1077.3,52.08,92.33,BUY Spot,Settled
Q21,2026-09-18 05:00,2026-09-18 03:00,134.05,134.08,137.87,124.05,355.5,127.0,147.07,1097.11,54.57,92.5,BUY Spot,Settled
Q22,2026-09-18 05:15,2026-09-18 03:15,134.2,134.21,138.23,124.2,355.65,127.15,147.26,1098.54,98.48,48.78,BUY Spot,Settled
Q23,2026-09-18 05:30,2026-09-18 03:30,140.24,140.23,144.19,130.24,361.69,120.59,150.61,1123.54,115.09,35.52,BUY Spot,Settled
Q24,2026-09-18 05:45,2026-09-18 03:45,140.27,140.27,144.33,130.27,361.72,119.77,150.48,1122.61,140.27,10.21,BUY Spot,Settled
Q25,2026-09-18 06:00,2026-09-18 04:00,163.37,163.35,167.47,153.37,384.82,150.15,175.13,1306.48,55.58,119.55,BUY Spot,Settled
Q26,2026-09-18 06:15,2026-09-18 04:15,169.81,169.84,174.28,159.81,391.26,147.93,179.83,1341.57,68.74,111.09,BUY Spot,Settled
