quarter,time_dk,time_utc,spot_price_eur,deep_bilstm_eur,transformer_tft_eur,transfer_lgb_eur,hierarchical_eur,pure15m_catboost_eur,meta_ensemble_eur,meta_ensemble_dkk,actual_settled_imbalance_eur,error_spread_eur,agent_action,status
Q1,2026-09-12 00:00,2026-09-11 22:00,211.79,211.74,208.3,190.1,145.73,183.12,189.78,1415.79,211.79,22.01,SELL Spot,Settled
Q2,2026-09-12 00:15,2026-09-11 22:15,206.22,206.23,202.71,184.53,140.16,177.84,184.28,1374.71,206.22,21.94,SELL Spot,Settled
Q3,2026-09-12 00:30,2026-09-11 22:30,203.4,203.45,200.03,181.71,137.34,180.07,182.48,1361.27,203.4,20.92,SELL Spot,Settled
Q4,2026-09-12 00:45,2026-09-11 22:45,198.8,198.77,195.39,177.11,132.74,174.11,177.59,1324.82,198.8,21.21,SELL Spot,Settled
Q5,2026-09-12 01:00,2026-09-11 23:00,205.87,205.85,202.75,184.18,198.5,170.52,192.78,1438.11,205.87,13.09,SELL Spot,Settled
Q6,2026-09-12 01:15,2026-09-11 23:15,199.04,199.04,195.87,177.35,191.67,166.58,186.5,1391.28,97.07,89.43,SELL Spot,Settled
Q7,2026-09-12 01:30,2026-09-11 23:30,197.2,197.19,194.03,175.51,131.14,163.76,174.35,1300.64,93.3,81.05,SELL Spot,Settled
Q8,2026-09-12 01:45,2026-09-11 23:45,193.99,193.98,190.77,172.3,127.93,170.99,173.15,1291.71,193.99,20.84,SELL Spot,Settled
Q9,2026-09-12 02:00,2026-09-12 00:00,197.97,197.95,194.91,176.28,131.91,171.27,176.45,1316.3,197.97,21.52,SELL Spot,Settled
Q10,2026-09-12 02:15,2026-09-12 00:15,198.56,198.56,195.53,176.87,191.19,169.26,186.66,1392.5,198.56,11.9,SELL Spot,Settled
Q11,2026-09-12 02:30,2026-09-12 00:30,194.99,194.98,191.75,173.3,128.93,170.53,173.86,1297.03,194.99,21.13,SELL Spot,Settled
Q12,2026-09-12 02:45,2026-09-12 00:45,193.99,194.05,190.81,172.3,127.93,168.93,172.77,1288.89,193.99,21.22,SELL Spot,Settled
Q13,2026-09-12 03:00,2026-09-12 01:00,190.17,190.24,186.94,168.48,124.11,165.76,169.07,1261.29,95.38,73.69,SELL Spot,Settled
Q14,2026-09-12 03:15,2026-09-12 01:15,189.81,189.82,186.49,168.12,123.75,166.26,168.85,1259.61,78.67,90.18,SELL Spot,Settled
Q15,2026-09-12 03:30,2026-09-12 01:30,188.59,188.48,185.27,166.9,122.53,160.75,166.77,1244.1,91.23,75.54,SELL Spot,Settled
Q16,2026-09-12 03:45,2026-09-12 01:45,188.59,188.61,185.04,166.9,122.53,158.62,166.34,1240.86,188.59,22.25,SELL Spot,Settled
Q17,2026-09-12 04:00,2026-09-12 02:00,184.49,184.47,181.06,162.8,118.43,154.54,162.26,1210.42,184.49,22.23,SELL Spot,Settled
Q18,2026-09-12 04:15,2026-09-12 02:15,182.43,182.39,178.85,160.74,116.37,153.48,160.35,1196.24,175.47,15.12,SELL Spot,Settled
Q19,2026-09-12 04:30,2026-09-12 02:30,184.99,184.96,181.26,163.3,118.93,155.96,162.87,1214.98,184.99,22.12,SELL Spot,Settled
Q20,2026-09-12 04:45,2026-09-12 02:45,184.99,184.96,181.64,163.3,118.93,157.59,163.27,1217.97,184.99,21.72,SELL Spot,Settled
Q21,2026-09-12 05:00,2026-09-12 03:00,184.49,184.5,180.67,162.8,118.43,155.4,162.34,1211.09,184.49,22.15,SELL Spot,Settled
Q22,2026-09-12 05:15,2026-09-12 03:15,185.19,185.24,181.74,163.5,119.13,157.73,163.45,1219.34,185.19,21.74,SELL Spot,Settled
Q23,2026-09-12 05:30,2026-09-12 03:30,186.36,186.38,183.21,164.67,120.3,163.51,165.57,1235.17,186.36,20.79,SELL Spot,Settled
Q24,2026-09-12 05:45,2026-09-12 03:45,190.73,190.66,187.65,169.04,187.92,167.6,180.79,1348.69,190.73,9.94,SELL Spot,Settled
Q25,2026-09-12 06:00,2026-09-12 04:00,190.14,190.19,186.34,168.45,187.33,171.24,180.89,1349.44,190.14,9.25,SELL Spot,Settled
Q26,2026-09-12 06:15,2026-09-12 04:15,192.74,192.75,189.76,171.05,189.93,171.41,183.19,1366.58,192.74,9.55,SELL Spot,Settled
Q27,2026-09-12 06:30,2026-09-12 04:30,196.79,196.82,195.07,175.1,193.98,180.29,188.45,1405.83,196.79,8.34,SELL Spot,Settled
Q28,2026-09-12 06:45,2026-09-12 04:45,193.06,193.09,191.75,171.37,190.25,177.67,185.02,1380.27,193.06,8.04,SELL Spot,Settled
Q29,2026-09-12 07:00,2026-09-12 05:00,199.87,199.91,196.39,178.18,197.06,178.53,190.21,1419.0,199.87,9.66,SELL Spot,Settled
Q30,2026-09-12 07:15,2026-09-12 05:15,196.69,196.7,195.75,175.0,193.88,181.3,188.73,1407.93,196.69,7.96,SELL Spot,Settled
Q31,2026-09-12 07:30,2026-09-12 05:30,191.11,191.1,189.75,169.42,188.3,175.72,183.05,1365.58,135.92,47.13,SELL Spot,Settled
Q32,2026-09-12 07:45,2026-09-12 05:45,186.79,186.88,186.47,165.1,183.98,171.4,178.98,1335.21,186.79,7.81,SELL Spot,Settled
Q33,2026-09-12 08:00,2026-09-12 06:00,200.75,200.74,199.62,179.06,197.94,182.36,192.17,1433.56,200.75,8.58,SELL Spot,Settled
Q34,2026-09-12 08:15,2026-09-12 06:15,188.61,188.64,188.5,166.92,185.8,173.22,180.84,1349.03,188.61,7.77,SELL Spot,Settled
Q35,2026-09-12 08:30,2026-09-12 06:30,161.0,160.94,161.15,139.31,158.19,145.61,153.26,1143.33,97.07,56.19,SELL Spot,Settled
Q36,2026-09-12 08:45,2026-09-12 06:45,146.35,146.38,145.89,124.66,143.54,130.96,138.5,1033.21,92.92,45.58,SELL Spot,Settled
Q37,2026-09-12 09:00,2026-09-12 07:00,181.46,181.43,180.39,159.77,178.65,163.07,172.88,1289.7,181.46,8.58,SELL Spot,Settled
Q38,2026-09-12 09:15,2026-09-12 07:15,147.68,147.65,147.22,125.99,144.87,132.29,139.82,1043.02,147.68,7.86,SELL Spot,Settled
Q39,2026-09-12 09:30,2026-09-12 07:30,133.38,133.38,132.82,111.69,130.57,117.99,125.5,936.22,133.38,7.88,SELL Spot,Settled
Q40,2026-09-12 09:45,2026-09-12 07:45,110.37,110.39,109.74,88.68,107.56,92.18,101.94,760.45,110.37,8.43,SELL Spot,Settled
Q41,2026-09-12 10:00,2026-09-12 08:00,122.62,122.64,122.13,100.93,119.81,104.2,114.17,851.74,122.62,8.45,SELL Spot,Settled
Q42,2026-09-12 10:15,2026-09-12 08:15,105.6,105.63,104.85,83.91,98.23,76.71,94.28,703.34,105.6,11.32,SELL Spot,Settled
Q43,2026-09-12 10:30,2026-09-12 08:30,84.79,84.8,83.39,63.1,18.73,58.99,63.81,476.0,84.79,20.98,SELL Spot,Settled
Q44,2026-09-12 10:45,2026-09-12 08:45,46.95,46.92,45.67,25.26,44.14,30.13,38.63,288.2,46.95,8.32,SELL Spot,Settled
Q45,2026-09-12 11:00,2026-09-12 09:00,65.86,65.86,64.63,44.17,63.05,46.54,57.07,425.76,21.15,35.92,SELL Spot,Settled
Q46,2026-09-12 11:15,2026-09-12 09:15,44.61,44.66,43.28,22.92,41.8,27.71,36.28,270.66,25.0,11.28,SELL Spot,Settled
Q47,2026-09-12 11:30,2026-09-12 09:30,25.52,25.48,24.23,3.83,22.71,6.63,16.8,125.3,25.52,8.72,SELL Spot,Settled
Q48,2026-09-12 11:45,2026-09-12 09:45,26.42,26.43,24.88,4.73,23.61,11.1,18.35,136.86,26.42,8.07,SELL Spot,Settled
Q49,2026-09-12 12:00,2026-09-12 10:00,32.04,32.05,30.88,10.35,24.67,3.87,20.77,154.94,32.04,11.27,SELL Spot,Settled
Q50,2026-09-12 12:15,2026-09-12 10:15,29.99,30.03,28.2,8.3,-36.07,10.81,10.22,76.21,29.99,19.77,SELL Spot,Settled
Q51,2026-09-12 12:30,2026-09-12 10:30,26.72,26.73,24.84,5.03,-69.17,7.99,1.86,13.87,-6.08,7.94,SELL Spot,Settled
Q52,2026-09-12 12:45,2026-09-12 10:45,17.42,17.39,15.34,-4.27,-78.47,-10.82,-9.34,-69.65,-2.01,7.33,SELL Spot,Settled
Q53,2026-09-12 13:00,2026-09-12 11:00,31.0,31.0,29.11,9.31,27.75,-1.24,19.49,145.4,-6.08,25.57,SELL Spot,Settled
Q54,2026-09-12 13:15,2026-09-12 11:15,20.08,20.05,18.07,-1.61,-41.85,-6.11,-0.41,-3.04,0.07,0.48,SELL Spot,Settled
Q55,2026-09-12 13:30,2026-09-12 11:30,17.36,17.36,15.19,-4.33,16.4,-4.6,8.18,61.0,17.36,9.18,SELL Spot,Settled
Q56,2026-09-12 13:45,2026-09-12 11:45,11.87,11.86,9.6,-9.82,-52.34,-8.9,-8.01,-59.77,48.27,56.28,SELL Spot,Settled
Q57,2026-09-12 14:00,2026-09-12 12:00,21.94,21.93,19.93,0.25,20.98,2.88,13.35,99.6,6.69,6.66,SELL Spot,Settled
Q58,2026-09-12 14:15,2026-09-12 12:15,21.61,21.61,19.54,-0.08,-42.6,0.03,1.61,12.04,101.0,99.39,SELL Spot,Settled
Q59,2026-09-12 14:30,2026-09-12 12:30,20.08,20.05,18.07,-1.61,19.12,0.9,11.46,85.51,20.08,8.62,SELL Spot,Settled
Q60,2026-09-12 14:45,2026-09-12 12:45,20.07,19.99,16.3,-1.62,19.11,1.02,11.09,82.72,20.07,8.98,SELL Spot,Settled
Q61,2026-09-12 15:00,2026-09-12 13:00,27.21,27.22,24.07,5.52,26.25,10.6,18.85,140.65,62.0,43.15,SELL Spot,Settled
Q62,2026-09-12 15:15,2026-09-12 13:15,25.07,25.05,20.4,3.38,24.11,4.76,15.66,116.83,25.07,9.41,SELL Spot,Settled
Q63,2026-09-12 15:30,2026-09-12 13:30,32.94,32.98,28.6,11.25,31.98,11.83,23.46,175.01,32.94,9.48,SELL Spot,Settled
Q64,2026-09-12 15:45,2026-09-12 13:45,35.46,35.4,30.71,13.77,34.5,14.35,25.87,192.97,35.46,9.59,SELL Spot,Settled
Q65,2026-09-12 16:00,2026-09-12 14:00,24.82,24.84,20.87,3.13,-30.21,3.69,6.09,45.46,24.82,18.73,SELL Spot,Settled
Q66,2026-09-12 16:15,2026-09-12 14:15,28.33,28.28,22.69,6.64,-26.7,4.98,8.79,65.58,-2.56,11.35,SELL Spot,Settled
Q67,2026-09-12 16:30,2026-09-12 14:30,46.18,46.11,41.04,24.49,-8.85,22.48,26.68,199.03,46.18,19.5,SELL Spot,Settled
Q68,2026-09-12 16:45,2026-09-12 14:45,90.02,90.07,85.48,68.33,34.99,66.52,70.71,527.52,25.82,44.89,SELL Spot,Settled
Q69,2026-09-12 17:00,2026-09-12 15:00,82.88,82.9,78.33,61.19,27.85,57.96,63.29,472.15,29.72,33.57,SELL Spot,Settled
Q70,2026-09-12 17:15,2026-09-12 15:15,115.28,115.29,110.89,93.59,60.25,89.18,95.49,712.39,30.96,64.53,SELL Spot,Settled
Q71,2026-09-12 17:30,2026-09-12 15:30,128.92,128.93,125.0,107.23,73.89,103.35,109.34,815.67,61.05,48.29,SELL Spot,Settled
Q72,2026-09-12 17:45,2026-09-12 15:45,153.15,153.14,148.95,131.46,98.12,124.66,132.94,991.71,24.89,108.05,SELL Spot,Settled
Q73,2026-09-12 18:00,2026-09-12 16:00,147.36,147.32,143.23,125.67,29.08,103.73,113.31,845.32,89.56,23.75,SELL Spot,Settled
Q74,2026-09-12 18:15,2026-09-12 16:15,181.59,181.64,177.8,159.9,63.31,136.85,147.42,1099.78,181.59,34.17,SELL Spot,Settled
Q75,2026-09-12 18:30,2026-09-12 16:30,192.89,192.88,189.14,171.2,74.61,146.95,158.49,1182.31,110.21,48.28,SELL Spot,Settled
Q76,2026-09-12 18:45,2026-09-12 16:45,195.28,195.29,191.89,173.59,77.0,154.29,161.92,1207.9,195.28,33.36,SELL Spot,Settled
Q77,2026-09-12 19:00,2026-09-12 17:00,194.37,194.34,190.76,172.68,76.09,146.98,159.71,1191.44,194.37,34.66,SELL Spot,Settled
Q78,2026-09-12 19:15,2026-09-12 17:15,204.69,204.64,201.49,183.0,86.41,169.64,172.51,1286.9,204.69,32.18,SELL Spot,Settled
Q79,2026-09-12 19:30,2026-09-12 17:30,205.58,205.62,202.61,183.89,145.99,183.51,186.1,1388.32,205.58,19.48,SELL Spot,Settled
Q80,2026-09-12 19:45,2026-09-12 17:45,211.35,211.37,209.01,189.66,156.32,193.09,193.53,1443.72,211.35,17.82,SELL Spot,Settled
Q81,2026-09-12 20:00,2026-09-12 18:00,210.98,211.04,207.96,189.29,155.95,185.5,191.62,1429.5,401.37,209.75,SELL Spot,Settled
Q82,2026-09-12 20:15,2026-09-12 18:15,211.16,211.14,208.75,189.47,210.2,196.74,203.38,1517.22,544.87,341.49,SELL Spot,Settled
Q83,2026-09-12 20:30,2026-09-12 18:30,210.91,210.88,208.43,189.22,209.95,195.9,203.0,1514.37,217.79,14.79,SELL Spot,Settled
Q84,2026-09-12 20:45,2026-09-12 18:45,207.68,207.63,205.23,185.99,206.72,197.89,200.78,1497.85,207.68,6.9,SELL Spot,Settled
Q85,2026-09-12 21:00,2026-09-12 19:00,210.74,210.71,207.84,189.05,205.21,191.84,201.2,1500.95,210.74,9.54,SELL Spot,Settled
