quarter,time_dk,time_utc,spot_price_eur,deep_bilstm_eur,transformer_tft_eur,transfer_lgb_eur,hierarchical_eur,pure15m_catboost_eur,meta_ensemble_eur,meta_ensemble_dkk,actual_settled_imbalance_eur,error_spread_eur,agent_action,status
Q1,2026-09-20 00:00,2026-09-19 22:00,9.78,9.74,10.0,129.68,380.8,255.09,49.31,367.85,0.8,48.51,BUY Spot,Settled
Q2,2026-09-20 00:15,2026-09-19 22:15,8.52,8.5,8.76,128.42,379.54,253.17,48.02,358.24,8.52,39.5,BUY Spot,Settled
Q3,2026-09-20 00:30,2026-09-19 22:30,7.51,7.48,7.77,127.41,378.53,246.11,46.58,347.47,24.94,21.64,BUY Spot,Settled
Q4,2026-09-20 00:45,2026-09-19 22:45,6.82,6.85,7.1,126.72,377.84,230.72,44.86,334.63,27.82,17.04,BUY Spot,Settled
Q5,2026-09-20 01:00,2026-09-19 23:00,6.4,6.41,6.7,126.3,377.42,225.69,44.1,329.01,628.02,583.92,BUY Spot,Settled
Q6,2026-09-20 01:15,2026-09-19 23:15,6.78,6.77,7.08,126.68,377.8,175.28,40.8,304.35,734.59,693.79,BUY Spot,Settled
Q7,2026-09-20 01:30,2026-09-19 23:30,6.52,6.5,6.85,126.42,377.54,170.83,40.24,300.2,401.4,361.16,BUY Spot,Settled
Q8,2026-09-20 01:45,2026-09-19 23:45,5.7,5.68,6.06,125.6,376.72,162.64,38.9,290.18,735.84,696.94,BUY Spot,Settled
Q9,2026-09-20 02:00,2026-09-20 00:00,5.6,5.63,5.99,125.5,376.62,150.67,37.97,283.29,401.37,363.4,BUY Spot,Settled
Q10,2026-09-20 02:15,2026-09-20 00:15,5.87,5.89,6.31,125.77,376.89,151.0,38.26,285.41,10.63,27.63,BUY Spot,Settled
Q11,2026-09-20 02:30,2026-09-20 00:30,5.85,5.83,6.33,125.75,376.87,140.6,37.49,279.66,16.66,20.83,BUY Spot,Settled
Q12,2026-09-20 02:45,2026-09-20 00:45,5.58,5.58,6.13,125.48,376.6,136.47,36.97,275.82,5.58,31.39,BUY Spot,Settled
Q13,2026-09-20 03:00,2026-09-20 01:00,5.62,5.65,6.21,125.52,376.64,140.07,37.3,278.26,5.62,31.68,BUY Spot,Settled
Q14,2026-09-20 03:15,2026-09-20 01:15,5.46,5.47,6.1,125.36,376.48,140.21,37.17,277.31,220.62,183.45,BUY Spot,Settled
Q15,2026-09-20 03:30,2026-09-20 01:30,5.63,5.61,6.31,125.53,376.65,140.38,37.35,278.62,31.34,6.01,BUY Spot,Settled
Q16,2026-09-20 03:45,2026-09-20 01:45,5.37,5.38,6.1,125.27,376.39,137.33,36.92,275.41,5.37,31.55,BUY Spot,Settled
Q17,2026-09-20 04:00,2026-09-20 02:00,5.26,5.28,6.05,125.16,376.28,137.57,36.86,274.98,2.92,33.94,BUY Spot,Settled
Q18,2026-09-20 04:15,2026-09-20 02:15,5.06,5.07,5.9,124.96,376.08,137.37,36.68,273.61,3.0,33.68,BUY Spot,Settled
Q19,2026-09-20 04:30,2026-09-20 02:30,5.2,5.22,6.09,125.1,376.22,137.51,36.84,274.81,5.2,31.64,BUY Spot,Settled
Q20,2026-09-20 04:45,2026-09-20 02:45,5.27,5.3,6.21,125.17,376.29,137.58,36.93,275.52,13.38,23.55,BUY Spot,Settled
Q21,2026-09-20 05:00,2026-09-20 03:00,4.99,5.0,6.04,124.89,376.01,186.56,40.26,300.31,-21.43,61.69,BUY Spot,Settled
Q22,2026-09-20 05:15,2026-09-20 03:15,4.99,4.96,6.11,124.89,376.01,185.76,40.21,299.96,-0.7,40.91,BUY Spot,Settled
Q23,2026-09-20 05:30,2026-09-20 03:30,4.99,4.99,6.16,124.89,376.01,189.19,40.49,302.04,0.0,40.49,BUY Spot,Settled
Q24,2026-09-20 05:45,2026-09-20 03:45,5.09,5.07,6.31,124.99,376.11,141.8,37.16,277.23,-0.7,37.86,BUY Spot,Settled
Q25,2026-09-20 06:00,2026-09-20 04:00,4.97,5.01,6.21,124.87,375.99,130.61,36.27,270.57,-20.8,57.07,BUY Spot,Settled
Q26,2026-09-20 06:15,2026-09-20 04:15,4.98,4.96,6.35,124.88,376.0,114.43,35.14,262.12,4.98,30.16,BUY Spot,Settled
