id,time_utc,time_dk,price_area,total_load,total_wind,wind_offshore,wind_onshore,solar,exchange_continent,exchange_great_belt,exchange_nordic,exchange_gb,net_exchange,created_at
169951731760219,2025-09-14 06:15:00,2025-09-14 08:15:00,DK1,2160.53,460.63998,186.27,274.37,302.63,66.6,-10.61,405.54,-149.09,312.44,2026-08-30 08:43:55.856423
305527927594973,2025-09-14 02:30:00,2025-09-14 04:30:00,DK1,1816.31,872.85,318.41,554.44,2.67,-230.86,-81.14,505.58,17.34,210.91998,2026-08-30 08:43:55.856423
791141285556097,2025-09-14 01:00:00,2025-09-14 03:00:00,DK1,1949.02,1405.7899,723.82,681.97,2.85,-237.91,-57.12,438.05,-33.66,109.359985,2026-08-30 08:43:55.856423
949878990113958,2025-09-13 23:00:00,2025-09-14 01:00:00,DK1,2090.37,1621.54,685.26,936.28,1.14,-165.79,-70.11,420.49,-108.78,75.81,2026-08-30 08:43:55.856423
127500939835866,2025-09-13 20:30:00,2025-09-13 22:30:00,DK1,2137.26,1589.24,745.1,844.14,0.95,-122.36,-24.16,511.23,-256.21,108.500015,2026-08-30 08:43:55.856423
917055066891926,2025-09-13 20:00:00,2025-09-13 22:00:00,DK1,2200.08,1627.58,757.29,870.29,2.79,-94.28,-21.96,476.89,-255.69,104.960014,2026-08-30 08:43:55.856423
89927873697459,2025-09-13 18:00:00,2025-09-13 20:00:00,DK1,2279.05,1473.42,662.41,811.01,2.56,-163.74,-19.24,458.55,-98.3,177.26997,2026-08-30 08:43:55.856423
224827071921494,2025-09-12 22:45:00,2025-09-13 00:45:00,DK1,2350.53,2751.7798,1278.07,1473.71,2.36,20.5,-119.76,290.12,-266.95,-76.09002,2026-08-30 08:43:55.856423
924815149977343,2025-09-12 17:45:00,2025-09-12 19:45:00,DK1,2514.5,1851.14,998.27,852.87,4.9,-113.35,-128.94,385.38,-21.08,122.01,2026-08-30 08:43:55.856423
375116103678918,2025-09-12 15:00:00,2025-09-12 17:00:00,DK1,2824.61,2330.41,1027.44,1302.97,672.24,128.76,-139.43,123.77,-166.65,-53.549995,2026-08-30 08:43:55.856423
160511584949711,2025-09-12 14:45:00,2025-09-12 16:45:00,DK1,2724.42,1584.81,713.84,870.97,641.68,103.19,-106.25,108.59,-131.75,-26.220001,2026-08-30 08:43:55.856423
415997157948918,2025-09-12 14:15:00,2025-09-12 16:15:00,DK1,2738.0,1580.5901,737.88,842.71,711.47,83.18,-107.8,83.23,145.05,203.66,2026-08-30 08:43:55.856423
722013220554251,2025-09-12 12:45:00,2025-09-12 14:45:00,DK1,3071.64,988.12,22.0,966.12,604.23,255.38,4.37,15.19,215.31,490.25,2026-08-30 08:43:55.856423
32734916400792,2025-09-12 09:15:00,2025-09-12 11:15:00,DK1,3328.03,1755.74,281.66,1474.08,841.25,206.65,-17.27,-97.95,183.61,275.04,2026-08-30 08:43:55.856423
851699080045497,2025-09-12 05:45:00,2025-09-12 07:45:00,DK1,2975.95,2325.7,1184.99,1140.71,186.27,-5.06,-154.66,-10.48,231.29,61.08999,2026-08-30 08:43:55.856423
112056934240073,2025-09-11 23:45:00,2025-09-12 01:45:00,DK1,2495.43,2122.18,1004.6,1117.58,3.39,7.66,-154.14,-11.45,275.36,117.429985,2026-08-30 08:43:55.856423
640616267160576,2025-09-11 17:15:00,2025-09-11 19:15:00,DK1,2810.56,1466.5299,583.04,883.49,71.4,87.58,-66.01,419.3,-138.94,301.93,2026-08-30 08:43:55.856423
96661980009412,2025-09-11 08:30:00,2025-09-11 10:30:00,DK1,3088.94,1580.01,891.7,688.31,1790.83,35.22,-57.61,-101.34,32.18,-91.549995,2026-08-30 08:43:55.856423
452847589077188,2025-09-11 07:45:00,2025-09-11 09:45:00,DK1,3018.59,1477.09,928.55,548.54,1438.89,-92.12,-63.26,61.17,53.03,-41.180004,2026-08-30 08:43:55.856423
416906764043764,2025-09-11 05:00:00,2025-09-11 07:00:00,DK1,2756.55,1537.21,949.54,587.67,17.38,-165.45,-138.64,394.91,183.76,274.58002,2026-08-30 08:43:55.856423
725472116594112,2025-09-11 01:00:00,2025-09-11 03:00:00,DK1,2330.34,889.35,555.98,333.37,2.03,-139.16,-136.88,380.61,275.6,380.16998,2026-08-30 08:43:55.856423
872185614701093,2025-09-10 21:30:00,2025-09-10 23:30:00,DK1,2284.26,817.72,551.5,266.22,0.0,-338.9,-95.57,483.58,283.7,332.81,2026-08-30 08:43:55.856423
599266001949807,2025-09-10 10:15:00,2025-09-10 12:15:00,DK1,3113.87,1325.0399,444.36,880.68,646.19,-497.75,-68.47,484.93,288.42,207.13,2026-08-30 08:43:55.856423
111105025739888,2025-09-10 07:30:00,2025-09-10 09:30:00,DK1,3152.06,1256.5499,503.44,753.11,341.79,-377.64,-53.08,480.43,256.87,306.57996,2026-08-30 08:43:55.856423
307523143421619,2025-09-10 04:30:00,2025-09-10 06:30:00,DK1,2643.31,1572.12,830.54,741.58,6.83,-469.64,-111.64,489.54,288.44,196.7,2026-08-30 08:43:55.856423
512869015602396,2025-09-10 02:30:00,2025-09-10 04:30:00,DK1,2310.7,1504.45,690.82,813.63,1.01,-567.84,-116.81,507.34,288.44,111.129974,2026-08-30 08:43:55.856423
49159937105515,2025-09-09 22:00:00,2025-09-10 00:00:00,DK1,2590.08,2147.1902,1079.3,1067.89,1.92,-639.82,-83.58,442.96,288.44,7.999984,2026-08-30 08:43:55.856423
739783279500012,2025-09-09 20:30:00,2025-09-09 22:30:00,DK1,2498.04,1472.2201,677.02,795.2,2.55,-598.35,-45.95,493.25,288.44,137.39003,2026-08-30 08:43:55.856423
674417189940284,2025-09-09 15:45:00,2025-09-09 17:45:00,DK1,3008.79,450.79,102.15,348.64,401.6,-272.7,-22.86,417.62,288.44,410.49997,2026-08-30 08:43:55.856423
345604095778665,2025-09-09 13:30:00,2025-09-09 15:30:00,DK1,2897.43,307.78,33.84,273.94,1211.52,-414.03,126.42,354.72,177.59,244.7,2026-08-30 08:43:55.856423
800614952060653,2025-09-09 12:45:00,2025-09-09 14:45:00,DK1,2983.96,332.6,43.26,289.34,1573.76,-431.23,120.95,324.13,170.59,184.43999,2026-08-30 08:43:55.856423
504789214436028,2025-09-09 12:00:00,2025-09-09 14:00:00,DK1,2959.9,365.1,72.67,292.43,1653.79,-357.48,99.57,326.95,111.01,180.05,2026-08-30 08:43:55.856423
228608091927221,2025-09-09 03:45:00,2025-09-09 05:45:00,DK1,2285.24,252.21,62.14,190.07,0.99,-331.66,128.73,358.36,288.26,443.68997,2026-08-30 08:43:55.856423
345173355380071,2025-09-09 01:30:00,2025-09-09 03:30:00,DK1,2139.85,290.27,93.39,196.88,0.09,-368.56,-16.62,460.7,288.26,363.78003,2026-08-30 08:43:55.856423
41743081610121,2025-09-09 00:45:00,2025-09-09 02:45:00,DK1,2175.7,330.5,114.41,216.09,0.45,-349.91,-29.86,459.13,288.26,367.62,2026-08-30 08:43:55.856423
3659397684863,2025-09-08 19:00:00,2025-09-08 21:00:00,DK1,2614.8,971.69,221.97,749.72,2.7,-443.42,29.23,431.66,288.26,305.73,2026-08-30 08:43:55.856423
624110565898056,2025-09-08 12:45:00,2025-09-08 14:45:00,DK1,2988.68,2022.72,761.38,1261.34,2077.47,-251.6,-153.67,137.68,-101.17,-368.76,2026-08-30 08:43:55.856423
99778037332288,2025-09-08 11:45:00,2025-09-08 13:45:00,DK1,3134.7,2296.59,888.79,1407.8,2175.08,-117.62,-150.33,75.26,-183.53,-376.22,2026-08-30 08:43:55.856423
111870507201274,2025-09-08 08:00:00,2025-09-08 10:00:00,DK1,3070.97,2011.86,1012.56,999.3,1560.54,-194.77,-142.54,272.49,-183.53,-248.35,2026-08-30 08:43:55.856423
870464018032613,2025-09-08 04:30:00,2025-09-08 06:30:00,DK1,2530.65,2265.6099,1190.99,1074.62,10.03,-219.11,-130.93,341.99,20.99,12.939996,2026-08-30 08:43:55.856423
335589170278809,2025-09-08 00:15:00,2025-09-08 02:15:00,DK1,2190.75,2417.1301,1216.49,1200.64,4.36,-174.89,-154.8,402.97,-200.78,-127.5,2026-08-30 08:43:55.856423
245445956441225,2025-09-07 21:30:00,2025-09-07 23:30:00,DK1,2210.87,2495.52,1170.06,1325.46,4.74,-131.53,-91.61,318.83,-245.42,-149.73001,2026-08-30 08:43:55.856423
158309112100228,2025-09-07 11:15:00,2025-09-07 13:15:00,DK1,2822.24,246.3,7.08,239.22,1023.46,626.86,16.09,40.51,-124.5,558.95996,2026-08-30 08:43:55.856423
871214857777746,2025-09-07 06:15:00,2025-09-07 08:15:00,DK1,2215.07,664.00995,345.21,318.8,442.03,-24.0,-92.87,133.93,288.52,305.58,2026-08-30 08:43:55.856423
158877973500537,2025-09-07 03:45:00,2025-09-07 05:45:00,DK1,1852.66,831.42004,387.78,443.64,1.77,-456.93,-59.99,463.16,288.52,234.76,2026-08-30 08:43:55.856423
779443446317663,2025-09-07 02:15:00,2025-09-07 04:15:00,DK1,1911.96,733.4,359.57,373.83,2.2,-371.94,-153.22,500.44,288.52,263.8,2026-08-30 08:43:55.856423
648999900829498,2025-09-06 17:00:00,2025-09-06 19:00:00,DK1,2347.85,104.46,13.15,91.31,169.14,-202.94,64.36,356.46,288.52,506.4,2026-08-30 08:43:55.856423
710353432950569,2025-09-06 13:15:00,2025-09-06 15:15:00,DK1,2537.79,279.45,10.5,268.95,1017.35,673.64,-97.94,-16.23,-217.44,342.03,2026-08-30 08:43:55.856423
137184119635520,2025-09-06 11:00:00,2025-09-06 13:00:00,DK1,2768.0,453.94998,18.4,435.55,1449.8,697.43,-105.06,-85.27,-193.43,313.67,2026-08-30 08:43:55.856423
674138743797743,2025-09-06 02:00:00,2025-09-06 04:00:00,DK1,2036.47,751.41,176.06,575.35,1.36,-328.5,-137.79,515.17,160.26,209.13998,2026-08-30 08:43:55.856423
438386932348858,2025-09-05 20:45:00,2025-09-05 22:45:00,DK1,2186.38,1046.18,485.23,560.95,2.51,-461.52,-23.82,460.55,210.08,185.29001,2026-08-30 08:43:55.856423
462684932338661,2025-09-05 18:15:00,2025-09-05 20:15:00,DK1,2425.56,1118.9601,591.19,527.77,5.45,-519.77,43.35,415.8,274.63,214.00996,2026-08-30 08:43:55.856423
102637397134660,2025-09-05 15:45:00,2025-09-05 17:45:00,DK1,2880.03,1342.3,336.75,1005.55,831.02,-451.32,-94.14,428.38,198.18,81.09999,2026-08-30 08:43:55.856423
617733381369549,2025-09-05 14:45:00,2025-09-05 16:45:00,DK1,2817.06,1478.76,412.18,1066.58,1320.04,-561.7,-30.61,348.89,191.38,-52.039993,2026-08-30 08:43:55.856423
221200203737441,2025-09-05 13:45:00,2025-09-05 15:45:00,DK1,2757.33,1338.47,343.87,994.6,1473.72,-600.05,11.26,395.92,54.36,-138.50998,2026-08-30 08:43:55.856423
45937349644688,2025-09-05 06:30:00,2025-09-05 08:30:00,DK1,3055.28,853.33997,452.35,400.99,100.77,104.15,-105.59,312.12,203.53,514.21,2026-08-30 08:43:55.856423
336327712119630,2025-09-05 06:15:00,2025-09-05 08:15:00,DK1,3024.39,906.37,497.66,408.71,79.0,65.55,-133.28,306.16,276.1,514.53,2026-08-30 08:43:55.856423
662111643553762,2025-09-05 06:00:00,2025-09-05 08:00:00,DK1,2972.85,868.15,451.59,416.56,57.43,-6.78,-87.71,314.66,276.1,496.27002,2026-08-30 08:43:55.856423
21765603184695,2025-09-04 22:00:00,2025-09-05 00:00:00,DK1,2358.48,990.83997,487.36,503.48,2.19,-350.77,-91.38,494.33,263.76,315.94,2026-08-30 08:43:55.856423
257767863818528,2025-09-04 18:15:00,2025-09-04 20:15:00,DK1,2715.12,732.89996,452.71,280.19,5.16,-81.75,-102.33,290.8,288.39,395.11002,2026-08-30 08:43:55.856423
864732201093150,2025-09-04 15:45:00,2025-09-04 17:45:00,DK1,3080.95,1492.36,744.08,748.28,513.52,-295.76,-154.73,346.47,288.39,184.37001,2026-08-30 08:43:55.856423
436541280356309,2025-09-04 14:00:00,2025-09-04 16:00:00,DK1,2925.23,1689.59,768.29,921.3,1070.14,-491.16,-135.68,500.93,95.21,-30.700005,2026-08-30 08:43:55.856423
159254205238354,2025-09-04 08:45:00,2025-09-04 10:45:00,DK1,3191.81,2192.6401,721.84,1470.8,1175.9,218.58,-87.48,158.67,-273.91,15.859993,2026-08-30 08:43:55.856423
145629843772057,2025-09-04 08:30:00,2025-09-04 10:30:00,DK1,3188.4,2232.57,721.78,1510.79,1042.31,243.46,-32.86,82.6,-370.79,-77.590004,2026-08-30 08:43:55.856423
917448709471201,2025-09-04 05:30:00,2025-09-04 07:30:00,DK1,2996.55,2594.3901,1229.42,1364.97,175.07,-231.27,-40.9,502.01,-202.09,27.750008,2026-08-30 08:43:55.856423
449369202526296,2025-09-04 05:15:00,2025-09-04 07:15:00,DK1,2985.63,2756.11,1313.18,1442.93,105.78,-248.55,-22.49,478.63,-192.08,15.51,2026-08-30 08:43:55.856423
572039122384119,2025-09-04 02:00:00,2025-09-04 04:00:00,DK1,2479.6,3644.87,1254.35,2390.52,9.47,-182.17,-19.03,271.78,-381.78,-311.2,2026-08-30 08:43:55.856423
292515061696278,2025-09-04 01:00:00,2025-09-04 03:00:00,DK1,2737.06,3844.54,1286.36,2558.18,9.51,-149.1,11.15,234.96,-381.78,-284.77,2026-08-30 08:43:55.856423
735868051500060,2025-09-04 00:15:00,2025-09-04 02:15:00,DK1,2871.3,3977.45,1219.99,2757.46,9.0,-119.08,-18.96,261.46,-381.78,-258.36002,2026-08-30 08:43:55.856423
525470312263222,2025-09-03 17:30:00,2025-09-03 19:30:00,DK1,3118.63,4163.3403,1500.02,2663.32,41.74,-120.9,-79.65,275.86,-381.78,-306.47003,2026-08-30 08:43:55.856423
402961221888835,2025-09-03 08:45:00,2025-09-03 10:45:00,DK1,2286.16,2200.23,1194.38,1005.85,919.53,265.96,-19.46,-110.69,-267.48,-131.67001,2026-08-30 08:43:55.856423
935223164515727,2025-09-03 08:15:00,2025-09-03 10:15:00,DK1,2334.86,2087.18,1213.89,873.29,1090.56,221.83,-40.02,-82.99,-313.44,-214.62,2026-08-30 08:43:55.856423
660952478890473,2025-09-03 07:00:00,2025-09-03 09:00:00,DK1,2429.53,1862.76,1141.66,721.1,572.96,152.4,-16.04,165.65,-381.73,-79.720024,2026-08-30 08:43:55.856423
608687443236523,2025-09-03 06:30:00,2025-09-03 08:30:00,DK1,2497.89,1774.29,1071.79,702.5,381.4,25.0,-15.96,247.0,-259.04,-3.000009,2026-08-30 08:43:55.856423
705815422940605,2025-09-03 00:45:00,2025-09-03 02:45:00,DK1,2216.51,1345.91,649.06,696.85,2.89,-22.81,-118.53,465.03,-208.08,115.61,2026-08-30 08:43:55.856423
709875460974000,2025-09-02 23:15:00,2025-09-03 01:15:00,DK1,2236.49,839.11,328.53,510.58,1.67,106.21,-98.31,439.02,-195.19,251.72998,2026-08-30 08:43:55.856423
380759621212718,2025-09-02 23:00:00,2025-09-03 01:00:00,DK1,2259.7,802.53,297.58,504.95,1.79,102.37,-98.5,455.71,-195.19,264.38998,2026-08-30 08:43:55.856423
114895867862514,2025-09-02 18:00:00,2025-09-02 20:00:00,DK1,2683.01,527.85,286.37,241.48,19.17,-196.46,-69.64,387.59,288.36,409.84998,2026-08-30 08:43:55.856423
170012497419757,2025-09-02 06:15:00,2025-09-02 08:15:00,DK1,2918.59,723.42004,341.88,381.54,320.03,-167.13,-114.29,429.42,288.26,436.26,2026-08-30 08:43:55.856423
735055767398922,2025-09-02 04:45:00,2025-09-02 06:45:00,DK1,2579.91,819.68,368.26,451.42,30.45,-249.78,-131.62,464.4,288.26,371.26,2026-08-30 08:43:55.856423
959032904687664,2025-09-02 00:15:00,2025-09-02 02:15:00,DK1,2272.54,854.33,496.7,357.63,3.15,-340.01,-111.2,448.39,282.09,279.27,2026-08-30 08:43:55.856423
810138457946586,2025-09-01 04:15:00,2025-09-01 06:15:00,DK1,2435.87,1660.56,811.78,848.78,2.06,-343.0,-43.65,288.29,288.52,190.15999,2026-08-30 08:43:55.856423
920348781338528,2025-09-01 02:00:00,2025-09-01 04:00:00,DK1,2061.66,1804.28,1134.75,669.53,1.74,-326.36,-98.33,180.48,288.52,44.309998,2026-08-30 08:43:55.856423
393527189758494,2025-09-01 01:45:00,2025-09-01 03:45:00,DK1,2041.47,1799.0,1150.08,648.92,3.73,-362.73,-94.02,196.68,288.52,28.449974,2026-08-30 08:43:55.856423
888301666581739,2025-08-31 17:45:00,2025-08-31 19:45:00,DK1,2427.2,925.87994,570.54,355.34,12.54,-188.27,-90.76,319.05,288.52,328.53998,2026-08-30 08:43:55.856423
985816928587658,2025-08-31 14:00:00,2025-08-31 16:00:00,DK1,2620.56,1355.76,536.59,819.17,531.64,134.07,-154.4,-29.3,288.5,238.87001,2026-08-30 08:43:55.856423
335512892306643,2025-08-31 12:00:00,2025-08-31 14:00:00,DK1,2817.67,1161.89,188.26,973.63,669.96,381.74,-141.82,-4.05,172.53,408.4,2026-08-30 08:43:55.856423
272773372826838,2025-08-31 10:00:00,2025-08-31 12:00:00,DK1,2737.35,1146.78,346.26,800.52,630.36,376.93,-128.27,-111.77,221.76,358.65,2026-08-30 08:43:55.856423
508929284422963,2025-08-31 09:15:00,2025-08-31 11:15:00,DK1,2678.17,1123.86,450.29,673.57,597.61,384.3,-105.5,-168.82,209.93,319.90997,2026-08-30 08:43:55.856423
734822264361129,2025-08-31 07:00:00,2025-08-31 09:00:00,DK1,2340.3,1691.05,984.65,706.4,456.23,196.42,-152.47,-241.59,247.76,50.119995,2026-08-30 08:43:55.856423
142145599412953,2025-08-31 06:15:00,2025-08-31 08:15:00,DK1,2164.94,1841.74,1062.91,778.83,282.8,-105.55,6.54,-172.0,288.29,17.280006,2026-08-30 08:43:55.856423
954419825446206,2025-08-31 05:30:00,2025-08-31 07:30:00,DK1,2009.01,1920.22,1073.46,846.76,148.43,-200.81,-105.52,-14.84,288.29,-32.879986,2026-08-30 08:43:55.856423
163443041327299,2025-08-31 04:00:00,2025-08-31 06:00:00,DK1,1913.04,1810.9,1013.35,797.55,2.13,-253.78,-54.85,33.56,288.29,13.220013,2026-08-30 08:43:55.856423
599855881907421,2025-08-31 02:30:00,2025-08-31 04:30:00,DK1,1930.07,1711.94,952.54,759.4,2.53,-242.81,-131.95,113.71,288.29,27.240013,2026-08-30 08:43:55.856423
603657820009090,2025-08-30 22:00:00,2025-08-31 00:00:00,DK1,2010.75,964.81,431.18,533.63,2.9,-276.87,-142.45,344.69,288.29,213.66002,2026-08-30 08:43:55.856423
596789144005058,2025-08-30 12:15:00,2025-08-30 14:15:00,DK1,2663.46,1006.76996,361.9,644.87,1092.87,595.93,-145.74,-123.49,-132.81,193.89,2026-08-30 08:43:55.856423
517604692294011,2025-08-30 07:00:00,2025-08-30 09:00:00,DK1,2265.97,1090.75,589.73,501.02,489.21,265.1,-86.65,210.3,-262.17,126.579994,2026-08-30 08:43:55.856423
487364467317558,2025-08-29 20:45:00,2025-08-29 22:45:00,DK1,2207.71,1227.1499,700.41,526.74,0.54,57.48,-30.56,349.2,-117.33,258.79,2026-08-30 08:43:55.856423
247124577141264,2025-08-29 19:30:00,2025-08-29 21:30:00,DK1,2303.75,569.44,217.9,351.54,0.0,-21.91,12.28,406.39,-52.41,344.35,2026-08-30 08:43:55.856423
767137882830498,2025-08-29 14:00:00,2025-08-29 16:00:00,DK1,2978.22,373.66,172.0,201.66,1656.63,3.59,-57.58,139.7,114.1,199.81,2026-08-30 08:43:55.856423
427009709669792,2025-08-29 13:45:00,2025-08-29 15:45:00,DK1,2892.32,383.2,164.88,218.32,1546.74,43.95,-84.01,158.27,81.25,199.46,2026-08-30 08:43:55.856423
535293209021827,2025-08-29 12:30:00,2025-08-29 14:30:00,DK1,2889.3,533.70996,199.0,334.71,1565.9,362.14,-28.01,55.27,-220.07,169.33,2026-08-30 08:43:55.856423
523754306930926,2025-08-29 11:00:00,2025-08-29 13:00:00,DK1,3033.17,669.56,259.6,409.96,1962.85,535.75,-116.8,-97.32,-262.15,59.480003,2026-08-30 08:43:55.856423
425496755649928,2025-08-29 08:00:00,2025-08-29 10:00:00,DK1,3069.53,409.67,213.1,196.57,1277.42,407.37,-55.93,166.32,-262.16,255.59999,2026-08-30 08:43:55.856423
137529369402130,2025-08-29 04:00:00,2025-08-29 06:00:00,DK1,2382.62,141.20999,29.15,112.06,3.48,-173.97,63.36,384.12,288.39,561.9,2026-08-30 08:43:55.856423
172265950657600,2025-08-28 22:45:00,2025-08-29 00:45:00,DK1,2417.99,619.88,341.54,278.34,0.32,-192.78,2.5,351.28,285.3,446.3,2026-08-30 08:43:55.856423
34766381951587,2025-08-28 19:45:00,2025-08-28 21:45:00,DK1,2592.94,961.81,415.12,546.69,0.0,-299.07,6.39,401.47,279.38,388.17,2026-08-30 08:43:55.856423
237824014384341,2025-08-28 18:15:00,2025-08-28 20:15:00,DK1,2735.07,896.36,408.58,487.78,8.23,-187.39,-20.97,325.68,288.39,405.71002,2026-08-30 08:43:55.856423
748853901503770,2025-08-28 13:15:00,2025-08-28 15:15:00,DK1,2901.92,918.23,234.8,683.43,806.53,-154.32,-18.62,152.33,288.39,267.78,2026-08-30 08:43:55.856423
529705898463251,2025-08-28 05:30:00,2025-08-28 07:30:00,DK1,2826.26,288.83,138.84,149.99,219.71,24.85,-98.68,335.15,283.05,544.37,2026-08-30 08:43:55.856423
62160625146744,2025-08-28 04:15:00,2025-08-28 06:15:00,DK1,2485.05,377.86,208.82,169.04,2.09,-166.16,-15.6,415.31,288.36,521.91,2026-08-30 08:43:55.856423
846981174068963,2025-08-28 03:15:00,2025-08-28 05:15:00,DK1,2208.65,348.63,189.78,158.85,1.12,-235.15,64.76,328.11,288.36,446.08,2026-08-30 08:43:55.856423
114696426244797,2025-08-28 03:00:00,2025-08-28 05:00:00,DK1,2188.9,338.71,176.59,162.12,1.41,-233.21,73.32,319.22,288.36,447.68997,2026-08-30 08:43:55.856423
619599485418110,2025-08-27 17:45:00,2025-08-27 19:45:00,DK1,2719.65,759.79,451.69,308.1,77.17,-235.65,-16.0,407.14,288.29,443.78003,2026-08-30 08:43:55.856423
225632277669378,2025-08-27 06:00:00,2025-08-27 08:00:00,DK1,2972.15,1769.05,766.28,1002.77,298.03,-145.65,-64.81,310.88,92.7,193.12001,2026-08-30 08:43:55.856423
70555091719067,2025-08-27 05:15:00,2025-08-27 07:15:00,DK1,2853.42,1827.41,753.38,1074.03,123.25,-333.33,-86.54,326.02,281.94,188.09,2026-08-30 08:43:55.856423
442858547626468,2025-08-26 22:30:00,2025-08-27 00:30:00,DK1,2225.33,1278.97,742.94,536.03,0.87,-189.4,-18.92,422.65,-40.19,174.14,2026-08-30 08:43:55.856423
693696301479572,2025-08-26 20:30:00,2025-08-26 22:30:00,DK1,2362.41,1100.63,674.8,425.83,0.02,10.69,-34.4,320.67,-30.35,266.61002,2026-08-30 08:43:55.856423
666054021741784,2025-08-26 19:15:00,2025-08-26 21:15:00,DK1,2568.39,754.91003,481.91,273.0,0.15,1.03,-98.52,336.96,140.85,380.32,2026-08-30 08:43:55.856423
101332039943768,2025-08-26 15:45:00,2025-08-26 17:45:00,DK1,2961.2,420.83002,286.95,133.88,562.83,55.6,-108.69,250.94,280.15,478.0,2026-08-30 08:43:55.856423
508278679383928,2025-08-26 14:00:00,2025-08-26 16:00:00,DK1,2670.74,360.57,179.75,180.82,1087.04,271.34,-32.67,247.93,-175.62,310.98,2026-08-30 08:43:55.856423
661034813805597,2025-08-26 07:30:00,2025-08-26 09:30:00,DK1,2951.36,188.23,57.14,131.09,687.1,657.96,-80.95,125.8,-222.22,480.59003,2026-08-30 08:43:55.856423
167275816934661,2025-08-26 07:00:00,2025-08-26 09:00:00,DK1,2872.34,205.29001,72.65,132.64,493.75,657.17,-89.04,144.21,-218.23,494.11,2026-08-30 08:43:55.856423
180141400486095,2025-08-26 04:00:00,2025-08-26 06:00:00,DK1,2345.71,175.65,55.97,119.68,0.5,-179.14,65.37,361.1,288.52,535.85,2026-08-30 08:43:55.856423
744722121442192,2025-08-26 03:30:00,2025-08-26 05:30:00,DK1,2188.01,162.53,46.21,116.32,0.02,-302.28,71.83,453.03,288.52,511.1,2026-08-30 08:43:55.856423
720969424015988,2025-08-25 18:30:00,2025-08-25 20:30:00,DK1,2536.88,304.59,94.07,210.52,2.49,-52.63,-92.56,311.2,288.4,454.41,2026-08-30 08:43:55.856423
348471814412423,2025-08-25 17:30:00,2025-08-25 19:30:00,DK1,2550.22,498.31,133.06,365.25,148.41,-178.73,16.38,242.66,288.4,368.71,2026-08-30 08:43:55.856423
384287105144712,2025-08-25 13:45:00,2025-08-25 15:45:00,DK1,2858.32,1943.19,468.19,1475.0,1778.64,-14.14,-12.82,-280.64,82.84,-224.76003,2026-08-30 08:43:55.856423
614499020223514,2025-08-25 13:15:00,2025-08-25 15:15:00,DK1,2963.58,1960.96,502.97,1457.99,1766.7,112.44,119.59,-315.5,-118.82,-202.29001,2026-08-30 08:43:55.856423
643499573119311,2025-08-25 08:00:00,2025-08-25 10:00:00,DK1,3057.06,2623.7,967.94,1655.76,1172.4,9.86,104.09,-149.34,-262.22,-297.61002,2026-08-30 08:43:55.856423
9687377399981,2025-08-25 05:45:00,2025-08-25 07:45:00,DK1,2877.09,2574.59,1118.22,1456.37,234.66,-203.75,8.47,265.21,-94.09,-24.160006,2026-08-30 08:43:55.856423
310088563772173,2025-08-25 04:45:00,2025-08-25 06:45:00,DK1,2564.51,2446.0,1071.47,1374.53,52.31,-401.54,-49.47,266.11,177.07,-7.830018,2026-08-30 08:43:55.856423
625257883366228,2025-08-24 21:30:00,2025-08-24 23:30:00,DK1,2047.86,2043.77,1074.09,969.68,4.86,-504.95,132.24,400.2,-73.37,-45.879997,2026-08-30 08:43:55.856423
369188451807724,2025-08-24 08:00:00,2025-08-24 10:00:00,DK1,2545.66,1927.64,610.43,1317.21,1000.54,417.66,108.15,-258.44,-262.06,5.310006,2026-08-30 08:43:55.856423
113777569643658,2025-08-24 05:45:00,2025-08-24 07:45:00,DK1,1955.69,2185.6501,1142.97,1042.68,333.7,-15.77,137.18,-57.26,-254.96,-190.81001,2026-08-30 08:43:55.856423
816548242465458,2025-08-24 02:45:00,2025-08-24 04:45:00,DK1,1848.72,2368.59,1201.45,1167.14,7.41,-123.79,0.0,87.13,-112.92,-149.58,2026-08-30 08:43:55.856423
217037684119629,2025-08-23 23:30:00,2025-08-24 01:30:00,DK1,1961.15,2052.49,1017.48,1035.01,4.41,-124.56,-48.36,307.22,-201.59,-67.28999,2026-08-30 08:43:55.856423
589848236042646,2025-08-23 21:30:00,2025-08-23 23:30:00,DK1,2104.47,2172.8298,1103.01,1069.82,6.41,-274.8,-17.79,339.96,-106.6,-59.229996,2026-08-30 08:43:55.856423
268051341103454,2025-08-23 20:45:00,2025-08-23 22:45:00,DK1,2242.67,2198.3,1131.93,1066.37,5.08,-302.9,-45.85,412.2,-106.6,-43.14998,2026-08-30 08:43:55.856423
985335772735670,2025-08-23 19:45:00,2025-08-23 21:45:00,DK1,2349.93,1979.58,1048.92,930.66,2.86,-159.03,-32.17,324.36,-111.25,21.909988,2026-08-30 08:43:55.856423
852507574625401,2025-08-23 19:00:00,2025-08-23 21:00:00,DK1,2257.88,1683.65,951.62,732.03,2.17,14.76,-56.27,264.46,-127.72,95.22999,2026-08-30 08:43:55.856423
57705846093968,2025-08-23 15:45:00,2025-08-23 17:45:00,DK1,2399.88,1299.74,526.42,773.32,1249.39,-21.54,126.14,119.62,-262.17,-37.950012,2026-08-30 08:43:55.856423
