id,time_utc,time_dk,price_area,total_load,total_wind,wind_offshore,wind_onshore,solar,exchange_continent,exchange_great_belt,exchange_nordic,exchange_gb,net_exchange,created_at
99660214237547,2026-01-06 11:00:00,2026-01-06 12:00:00,DK1,3782.18,909.21,495.16,414.05,75.32,-94.45,-50.17,470.75,42.69,368.82,2026-08-30 08:43:55.856423
127449375884382,2026-01-06 09:15:00,2026-01-06 10:15:00,DK1,3847.2,853.44,477.2,376.24,42.97,46.22,-75.54,523.14,-67.53,426.29,2026-08-30 08:43:55.856423
977896631493737,2026-01-06 05:15:00,2026-01-06 06:15:00,DK1,3368.85,324.66998,184.65,140.02,0.04,-13.23,-63.73,427.3,264.39,614.73,2026-08-30 08:43:55.856423
132435794996255,2026-01-06 04:15:00,2026-01-06 05:15:00,DK1,3009.97,216.05,76.12,139.93,0.05,43.22,21.44,345.85,161.31,571.82,2026-08-30 08:43:55.856423
448096527923581,2026-01-06 00:15:00,2026-01-06 01:15:00,DK1,3247.25,402.97,75.97,327.0,1.53,97.68,-89.32,420.5,172.59,601.45,2026-08-30 08:43:55.856423
282953290020150,2026-01-05 23:45:00,2026-01-06 00:45:00,DK1,3285.91,406.63,100.51,306.12,1.62,61.47,-77.86,438.49,177.48,599.57996,2026-08-30 08:43:55.856423
266884255468125,2026-01-05 18:30:00,2026-01-05 19:30:00,DK1,3575.35,914.6,462.27,452.33,1.8,-26.87,-71.21,190.5,288.52,380.94,2026-08-30 08:43:55.856423
141082434875367,2026-01-05 15:15:00,2026-01-05 16:15:00,DK1,3773.53,1154.08,545.63,608.45,2.67,388.08,-94.25,-206.07,288.33,376.08997,2026-08-30 08:43:55.856423
634511152972233,2026-01-05 14:15:00,2026-01-05 15:15:00,DK1,3667.91,996.01,438.76,557.25,18.97,182.82,-94.42,-18.53,281.89,351.76,2026-08-30 08:43:55.856423
724633780317540,2026-01-05 13:45:00,2026-01-05 14:45:00,DK1,,0.0,,,,33.84,-63.2,115.65,280.59,366.88,2026-08-30 08:43:55.856423
295587658095020,2026-01-05 05:45:00,2026-01-05 06:45:00,DK1,3439.07,1152.9701,541.77,611.2,2.41,-397.61,-31.84,494.84,282.16,347.55002,2026-08-30 08:43:55.856423
719602280061908,2026-01-05 02:45:00,2026-01-05 03:45:00,DK1,2989.49,995.85,547.57,448.28,0.38,-150.77,-13.5,419.47,144.18,399.38,2026-08-30 08:43:55.856423
18376373295641,2026-01-05 01:45:00,2026-01-05 02:45:00,DK1,3113.0,853.92,471.5,382.42,1.13,41.48,17.92,313.87,97.06,470.33,2026-08-30 08:43:55.856423
871511477498345,2026-01-05 01:30:00,2026-01-05 02:30:00,DK1,3136.57,830.36,459.53,370.83,0.58,7.72,32.4,329.24,109.93,479.28998,2026-08-30 08:43:55.856423
554297018528304,2026-01-04 22:15:00,2026-01-04 23:15:00,DK1,2930.88,707.83997,528.75,179.09,0.08,55.58,21.18,225.83,122.03,424.62,2026-08-30 08:43:55.856423
112056264989958,2026-01-04 20:30:00,2026-01-04 21:30:00,DK1,3050.37,554.37,415.34,139.03,0.11,208.46,72.05,208.23,-105.82,382.92,2026-08-30 08:43:55.856423
784564035024516,2026-01-04 16:00:00,2026-01-04 17:00:00,DK1,3501.6,206.74,50.05,156.69,0.0,379.58,60.0,148.88,0.03,588.49,2026-08-30 08:43:55.856423
232611568571119,2026-01-04 00:00:00,2026-01-04 01:00:00,DK1,2947.21,1106.33,522.0,584.33,0.0,-275.87,150.47,612.7,-199.75,287.55002,2026-08-30 08:43:55.856423
831139141614352,2026-01-03 23:00:00,2026-01-04 00:00:00,DK1,2930.15,1463.33,793.07,670.26,1.59,-314.8,110.37,587.62,-175.03,208.16,2026-08-30 08:43:55.856423
825345501945442,2026-01-03 22:00:00,2026-01-03 23:00:00,DK1,2883.39,1596.1599,859.18,736.98,1.92,-133.39,38.84,517.1,-329.8,92.74999,2026-08-30 08:43:55.856423
69413674905913,2026-01-03 11:30:00,2026-01-03 12:30:00,DK1,3162.83,508.34,248.9,259.44,242.35,-180.44,155.09,500.75,-102.86,372.53998,2026-08-30 08:43:55.856423
191649633812555,2026-01-03 09:45:00,2026-01-03 10:45:00,DK1,3117.36,583.65,273.15,310.5,281.06,-217.33,111.37,570.66,-130.82,333.87997,2026-08-30 08:43:55.856423
220570938617670,2026-01-03 08:30:00,2026-01-03 09:30:00,DK1,3092.45,766.28,386.54,379.74,49.64,-309.03,135.76,564.3,-46.86,344.16998,2026-08-30 08:43:55.856423
551390592782978,2026-01-03 07:00:00,2026-01-03 08:00:00,DK1,2912.64,883.6,442.2,441.4,0.96,-372.86,157.26,552.12,-13.94,322.58002,2026-08-30 08:43:55.856423
845297620778667,2026-01-03 02:45:00,2026-01-03 03:45:00,DK1,2803.24,1979.94,1143.0,836.94,1.35,59.6,121.82,65.83,-188.0,59.25,2026-08-30 08:43:55.856423
852383766299798,2026-01-03 02:15:00,2026-01-03 03:15:00,DK1,2845.27,1995.9701,1161.76,834.21,2.27,78.45,133.61,31.37,-226.96,16.469992,2026-08-30 08:43:55.856423
29754218670398,2026-01-03 01:45:00,2026-01-03 02:45:00,DK1,2855.22,1935.1,1088.4,846.7,2.9,18.84,122.85,135.43,-236.89,40.229992,2026-08-30 08:43:55.856423
928460646225732,2026-01-02 20:00:00,2026-01-02 21:00:00,DK1,3053.8,3008.5999,1506.32,1502.28,4.15,-175.68,-15.97,420.07,-381.83,-153.40997,2026-08-30 08:43:55.856423
649569574026381,2026-01-02 19:45:00,2026-01-02 20:45:00,DK1,3036.51,3056.78,1493.98,1562.8,5.23,-143.31,-14.37,371.08,-381.83,-168.43,2026-08-30 08:43:55.856423
948181931857624,2026-01-02 09:00:00,2026-01-02 10:00:00,DK1,3229.69,2356.38,1307.44,1048.94,99.24,313.58,125.54,-131.35,-262.12,45.649986,2026-08-30 08:43:55.856423
863661531809285,2026-01-02 06:45:00,2026-01-02 07:45:00,DK1,2925.78,2429.94,1464.47,965.47,4.0,376.54,154.27,-218.89,-245.11,66.81001,2026-08-30 08:43:55.856423
112943022936525,2026-01-02 01:30:00,2026-01-02 02:30:00,DK1,2591.71,2454.03,1086.11,1367.92,3.36,351.96,157.56,-196.25,-204.35,108.91998,2026-08-30 08:43:55.856423
95903066700361,2026-01-01 13:30:00,2026-01-01 14:30:00,DK1,3060.91,3636.7798,1395.12,2241.66,104.0,280.18,87.14,-167.41,-262.13,-62.220016,2026-08-30 08:43:55.856423
304587829200953,2026-01-01 13:15:00,2026-01-01 14:15:00,DK1,3054.44,3742.9897,1416.57,2326.42,144.23,344.75,48.73,-118.17,-262.13,13.179997,2026-08-30 08:43:55.856423
612382300407106,2026-01-01 09:15:00,2026-01-01 10:15:00,DK1,2894.71,3640.05,1419.51,2220.54,118.48,448.92,39.62,-241.34,-262.13,-14.929989,2026-08-30 08:43:55.856423
8175136675888,2026-01-01 02:30:00,2026-01-01 03:30:00,DK1,2721.95,4194.6104,1432.02,2762.59,11.48,288.78,74.88,-274.64,-262.4,-173.38002,2026-08-30 08:43:55.856423
792093378310323,2025-12-31 12:30:00,2025-12-31 13:30:00,DK1,2848.26,1794.25,1113.82,680.43,463.94,330.35,-26.68,-61.51,-247.28,-5.119991,2026-08-30 08:43:55.856423
951772126926934,2025-12-31 00:30:00,2025-12-31 01:30:00,DK1,2770.13,3002.39,1402.61,1599.78,7.68,-286.32,118.14,339.18,-381.77,-210.77,2026-08-30 08:43:55.856423
194312736965618,2025-12-30 19:00:00,2025-12-30 20:00:00,DK1,3055.87,1646.3201,1115.29,531.03,12.96,-377.72,157.09,566.41,-251.56,94.21997,2026-08-30 08:43:55.856423
559046333042823,2025-12-30 18:30:00,2025-12-30 19:30:00,DK1,3120.75,1707.24,1187.99,519.25,14.34,-345.09,156.82,485.03,-172.72,124.04001,2026-08-30 08:43:55.856423
199403640106470,2025-12-30 15:45:00,2025-12-30 16:45:00,DK1,3290.81,1344.42,888.97,455.45,11.46,-220.52,155.65,436.13,-114.32,256.94,2026-08-30 08:43:55.856423
811828358210541,2025-12-30 15:15:00,2025-12-30 16:15:00,DK1,3203.97,1292.58,837.81,454.77,11.06,-200.54,138.22,424.33,-87.46,274.55,2026-08-30 08:43:55.856423
916182323592083,2025-12-30 13:00:00,2025-12-30 14:00:00,DK1,3078.81,1274.5399,693.66,580.88,487.95,-217.84,157.47,515.39,-262.3,192.72003,2026-08-30 08:43:55.856423
508377385979798,2025-12-30 10:30:00,2025-12-30 11:30:00,DK1,3192.86,1577.25,636.2,941.05,663.18,-82.74,157.37,425.4,-381.8,118.23,2026-08-30 08:43:55.856423
276060352915326,2025-12-29 23:45:00,2025-12-30 00:45:00,DK1,2812.34,2401.41,1095.82,1305.59,2.89,-310.68,155.81,511.03,-368.99,-12.829986,2026-08-30 08:43:55.856423
51281121920079,2025-12-29 18:00:00,2025-12-29 19:00:00,DK1,3147.86,2204.92,1282.32,922.6,7.2,-295.48,104.32,553.11,-319.48,42.469963,2026-08-30 08:43:55.856423
723049063344766,2025-12-29 12:00:00,2025-12-29 13:00:00,DK1,3027.08,2688.83,1352.53,1336.3,612.06,-150.6,18.81,298.82,-381.64,-214.61002,2026-08-30 08:43:55.856423
798233215921489,2025-12-29 11:45:00,2025-12-29 12:45:00,DK1,3048.16,2759.97,1361.21,1398.76,635.22,-160.08,32.28,265.57,-381.64,-243.87001,2026-08-30 08:43:55.856423
853387207341004,2025-12-29 11:00:00,2025-12-29 12:00:00,DK1,3106.24,2958.6,1459.3,1499.3,649.87,-207.02,-15.96,302.31,-381.64,-302.31003,2026-08-30 08:43:55.856423
757031275866818,2025-12-29 06:15:00,2025-12-29 07:15:00,DK1,2724.89,3046.8699,1400.69,1646.18,11.61,-221.88,-0.3,389.03,-381.64,-214.79002,2026-08-30 08:43:55.856423
350543491803147,2025-12-29 05:15:00,2025-12-29 06:15:00,DK1,2492.62,3061.9702,1439.29,1622.68,10.72,-183.53,103.3,218.25,-381.64,-243.62001,2026-08-30 08:43:55.856423
823698844179376,2025-12-29 01:15:00,2025-12-29 02:15:00,DK1,2861.23,3618.45,1419.98,2198.47,11.58,-119.89,126.67,140.31,-381.64,-234.55002,2026-08-30 08:43:55.856423
531574631608675,2025-12-29 00:15:00,2025-12-29 01:15:00,DK1,2921.08,3668.3801,1372.64,2295.74,11.22,-183.03,140.48,169.77,-381.64,-254.42001,2026-08-30 08:43:55.856423
670168337285568,2025-12-28 19:15:00,2025-12-28 20:15:00,DK1,2975.61,4401.15,1567.45,2833.7,11.67,-475.13,157.24,227.14,-381.9,-472.65,2026-08-30 08:43:55.856423
155266189653693,2025-12-28 14:30:00,2025-12-28 15:30:00,DK1,2953.03,3218.4502,1396.68,1821.77,43.98,-534.59,-46.08,614.05,-291.1,-257.72006,2026-08-30 08:43:55.856423
699357502065595,2025-12-28 14:15:00,2025-12-28 15:15:00,DK1,2958.27,3103.4001,1296.52,1806.88,76.59,-502.83,-64.6,614.87,-285.86,-238.41997,2026-08-30 08:43:55.856423
271611497993815,2025-12-28 09:30:00,2025-12-28 10:30:00,DK1,2997.45,1617.97,394.44,1223.53,407.95,-411.67,92.87,554.93,-207.0,29.129984,2026-08-30 08:43:55.856423
803846842278314,2025-12-28 03:30:00,2025-12-28 04:30:00,DK1,2486.91,207.07,108.04,99.03,0.12,-270.72,148.09,591.66,-77.97,391.05997,2026-08-30 08:43:55.856423
849911349534085,2025-12-28 02:15:00,2025-12-28 03:15:00,DK1,2645.81,355.84,210.16,145.68,0.05,-277.62,157.34,615.27,-82.94,412.05002,2026-08-30 08:43:55.856423
250698863086994,2025-12-27 23:30:00,2025-12-28 00:30:00,DK1,2543.0,896.81,565.24,331.57,1.15,-560.89,148.16,615.33,-8.59,194.01001,2026-08-30 08:43:55.856423
569126212517383,2025-12-27 16:00:00,2025-12-27 17:00:00,DK1,2975.18,1759.31,1012.17,747.14,4.38,-267.87,-21.66,614.66,-257.0,68.129974,2026-08-30 08:43:55.856423
459138426214693,2025-12-27 13:45:00,2025-12-27 14:45:00,DK1,2822.58,2582.54,1280.75,1301.79,175.15,-243.07,89.08,477.97,-381.9,-57.92,2026-08-30 08:43:55.856423
115845921686989,2025-12-27 11:30:00,2025-12-27 12:30:00,DK1,3005.2,4163.29,1534.35,2628.94,584.54,-151.35,149.36,-31.2,-381.9,-415.09,2026-08-30 08:43:55.856423
206891113357189,2025-12-27 08:00:00,2025-12-27 09:00:00,DK1,2951.21,4616.96,1573.64,3043.32,18.88,-602.91,134.43,335.71,-368.73,-501.5,2026-08-30 08:43:55.856423
990939874199800,2025-12-26 22:00:00,2025-12-26 23:00:00,DK1,2532.31,1251.75,465.62,786.13,3.86,-466.58,-121.35,583.89,109.47,105.43003,2026-08-30 08:43:55.856423
224032235306018,2025-12-26 16:15:00,2025-12-26 17:15:00,DK1,2947.63,539.7,132.54,407.16,1.75,-356.85,-40.88,569.53,206.38,378.18002,2026-08-30 08:43:55.856423
529110139013265,2025-12-26 15:45:00,2025-12-26 16:45:00,DK1,2918.79,456.71,103.24,353.47,1.16,-377.05,-24.85,577.43,214.2,389.73,2026-08-30 08:43:55.856423
34093458572369,2025-12-25 23:00:00,2025-12-26 00:00:00,DK1,2589.0,540.18,132.08,408.1,1.75,-299.15,-2.14,596.83,64.53,360.07,2026-08-30 08:43:55.856423
976015511615905,2025-12-25 21:30:00,2025-12-25 22:30:00,DK1,2590.08,593.27,143.61,449.66,2.55,-369.86,-51.51,600.77,147.87,327.27002,2026-08-30 08:43:55.856423
918113610499004,2025-12-25 07:30:00,2025-12-25 08:30:00,DK1,2623.75,323.71002,53.42,270.29,1.2,253.51,57.3,214.3,-46.01,479.1,2026-08-30 08:43:55.856423
720157562590320,2025-12-25 05:15:00,2025-12-25 06:15:00,DK1,2425.46,352.66,88.79,263.87,0.01,614.73,47.34,-128.6,-9.71,523.75995,2026-08-30 08:43:55.856423
167672498486567,2025-12-24 21:30:00,2025-12-24 22:30:00,DK1,2424.06,313.84,125.76,188.08,0.08,660.93,-31.17,89.84,-262.1,457.49997,2026-08-30 08:43:55.856423
19057096493043,2025-12-24 17:15:00,2025-12-24 18:15:00,DK1,2856.73,556.08,323.33,232.75,0.11,471.88,-121.11,353.81,-262.1,442.48,2026-08-30 08:43:55.856423
390234492017656,2025-12-23 22:30:00,2025-12-23 23:30:00,DK1,2562.62,974.86,543.36,431.5,0.14,563.87,35.92,0.11,-261.37,338.53,2026-08-30 08:43:55.856423
601202182856674,2025-12-23 18:00:00,2025-12-23 19:00:00,DK1,3132.52,2514.6199,1131.8,1382.82,5.58,147.48,-134.51,418.67,-369.28,62.360016,2026-08-30 08:43:55.856423
579413035445214,2025-12-23 15:15:00,2025-12-23 16:15:00,DK1,3282.14,2576.36,1204.51,1371.85,2.91,-74.38,-83.62,434.76,-303.44,-26.679993,2026-08-30 08:43:55.856423
124734048953628,2025-12-23 12:00:00,2025-12-23 13:00:00,DK1,3285.16,2481.63,1027.48,1454.15,198.63,-21.17,-139.53,426.72,-277.03,-11.009997,2026-08-30 08:43:55.856423
766113525861199,2025-12-23 11:45:00,2025-12-23 12:45:00,DK1,3257.4,2454.25,1050.62,1403.63,257.4,-38.01,-135.5,423.97,-277.98,-27.520008,2026-08-30 08:43:55.856423
455318340688848,2025-12-23 11:00:00,2025-12-23 12:00:00,DK1,3244.52,2434.07,1096.54,1337.53,195.71,-77.27,-79.82,432.96,-286.62,-10.750001,2026-08-30 08:43:55.856423
548853659238407,2025-12-23 04:30:00,2025-12-23 05:30:00,DK1,2626.39,3106.1401,1388.58,1717.56,5.33,104.27,87.74,34.22,-381.69,-155.46,2026-08-30 08:43:55.856423
189245511613702,2025-12-23 03:30:00,2025-12-23 04:30:00,DK1,2707.76,3211.09,1424.0,1787.09,6.08,199.19,59.4,-1.55,-381.69,-124.65,2026-08-30 08:43:55.856423
318244308814195,2025-12-22 22:45:00,2025-12-22 23:45:00,DK1,2676.56,3015.74,1411.28,1604.46,4.59,-235.48,46.19,447.88,-370.24,-111.64998,2026-08-30 08:43:55.856423
668763298137446,2025-12-22 20:00:00,2025-12-22 21:00:00,DK1,2929.98,2966.53,1290.74,1675.79,7.39,-398.07,56.53,509.29,-262.28,-94.53,2026-08-30 08:43:55.856423
542198976446856,2025-12-22 15:30:00,2025-12-22 16:30:00,DK1,3364.54,3135.62,1255.06,1880.56,10.79,-307.51,-29.46,498.87,-300.09,-138.19,2026-08-30 08:43:55.856423
368022985266808,2025-12-21 09:15:00,2025-12-21 10:15:00,DK1,2846.72,1186.35,596.56,589.79,58.04,-385.88,-55.32,614.29,41.46,214.54997,2026-08-30 08:43:55.856423
848647635519367,2025-12-21 06:30:00,2025-12-21 07:30:00,DK1,2510.98,1112.99,650.1,462.89,1.06,-469.52,-115.11,612.86,163.35,191.58,2026-08-30 08:43:55.856423
72231533436873,2025-12-21 02:00:00,2025-12-21 03:00:00,DK1,2529.03,265.32,139.11,126.21,0.0,-452.0,-1.81,608.08,264.4,418.67,2026-08-30 08:43:55.856423
465196055738781,2025-12-21 00:15:00,2025-12-21 01:15:00,DK1,2549.5,236.65999,146.06,90.6,0.0,-410.43,31.31,614.87,209.05,444.80002,2026-08-30 08:43:55.856423
674546531934258,2025-12-20 23:00:00,2025-12-21 00:00:00,DK1,2531.11,269.33002,150.36,118.97,0.09,-383.31,-63.12,604.25,251.4,409.22,2026-08-30 08:43:55.856423
417798586104058,2025-12-20 19:00:00,2025-12-20 20:00:00,DK1,2756.16,396.03,128.03,268.0,0.0,-396.31,-85.44,595.37,288.32,401.94,2026-08-30 08:43:55.856423
93069595427135,2025-12-20 18:45:00,2025-12-20 19:45:00,DK1,2796.44,391.8,129.47,262.33,0.0,-408.41,-75.15,599.69,288.14,404.27002,2026-08-30 08:43:55.856423
680615508380481,2025-12-20 14:30:00,2025-12-20 15:30:00,DK1,2821.56,606.7,233.17,373.53,7.1,-427.12,-80.02,594.27,288.32,375.45004,2026-08-30 08:43:55.856423
689382595213558,2025-12-20 11:30:00,2025-12-20 12:30:00,DK1,2808.98,1277.34,545.62,731.72,437.79,-587.88,-143.83,614.53,179.87,62.690018,2026-08-30 08:43:55.856423
598220050283096,2025-12-20 10:15:00,2025-12-20 11:15:00,DK1,2856.15,1508.7,580.07,928.63,389.62,-635.76,-119.4,584.67,196.3,25.809975,2026-08-30 08:43:55.856423
409690403997096,2025-12-20 06:45:00,2025-12-20 07:45:00,DK1,2624.28,2240.6199,859.91,1380.71,0.25,-699.46,-41.47,599.59,75.31,-66.03,2026-08-30 08:43:55.856423
971364591541936,2025-12-20 04:15:00,2025-12-20 05:15:00,DK1,2343.5,3052.25,1177.33,1874.92,2.98,-795.7,18.41,614.81,-187.95,-350.43002,2026-08-30 08:43:55.856423
106398943962419,2025-12-20 00:45:00,2025-12-20 01:45:00,DK1,2726.01,3568.2202,1399.64,2168.58,5.98,-780.24,18.49,615.09,-256.18,-402.83997,2026-08-30 08:43:55.856423
738685049562525,2025-12-20 00:15:00,2025-12-20 01:15:00,DK1,2796.4,3559.68,1390.26,2169.42,6.03,-751.35,37.38,615.22,-270.95,-369.7,2026-08-30 08:43:55.856423
83443944301900,2025-12-19 18:00:00,2025-12-19 19:00:00,DK1,3117.94,3266.08,1360.41,1905.67,1.28,-486.14,-26.6,615.02,-368.79,-266.51,2026-08-30 08:43:55.856423
277128153540527,2025-12-19 15:15:00,2025-12-19 16:15:00,DK1,3230.48,3199.43,1402.6,1796.83,1.53,-457.0,-71.69,602.22,-253.05,-179.52003,2026-08-30 08:43:55.856423
997248015266146,2025-12-19 14:15:00,2025-12-19 15:15:00,DK1,3129.37,3020.6802,1368.54,1652.14,33.81,-425.55,-48.37,579.86,-243.73,-137.79,2026-08-30 08:43:55.856423
87742778798715,2025-12-19 11:15:00,2025-12-19 12:15:00,DK1,3270.73,2741.28,1320.54,1420.74,139.32,-444.32,-15.74,608.92,-220.33,-71.470024,2026-08-30 08:43:55.856423
241007266070952,2025-12-19 10:00:00,2025-12-19 11:00:00,DK1,3374.63,2723.4001,1148.93,1574.47,129.39,-322.34,33.28,533.7,-266.13,-21.48999,2026-08-30 08:43:55.856423
638575146396959,2025-12-19 07:45:00,2025-12-19 08:45:00,DK1,3478.22,3587.41,1289.01,2298.4,3.79,-366.55,73.06,445.0,-309.82,-158.31,2026-08-30 08:43:55.856423
742720984670402,2025-12-19 05:00:00,2025-12-19 06:00:00,DK1,2937.28,4426.46,1376.5,3049.96,6.02,-277.35,134.72,-53.62,-178.27,-374.52002,2026-08-30 08:43:55.856423
797208136382074,2025-12-19 01:45:00,2025-12-19 02:45:00,DK1,3242.65,4164.4897,1314.25,2850.24,6.22,178.35,-0.2,43.02,-236.72,-15.549995,2026-08-30 08:43:55.856423
715367223828600,2025-12-18 18:30:00,2025-12-18 19:30:00,DK1,3218.48,2945.6401,1304.02,1641.62,5.22,187.14,-63.23,176.36,-375.86,-75.58999,2026-08-30 08:43:55.856423
77470957514827,2025-12-18 17:45:00,2025-12-18 18:45:00,DK1,3312.48,2607.6099,1246.28,1361.33,4.96,195.51,-96.34,301.45,-359.31,41.310013,2026-08-30 08:43:55.856423
112525222624053,2025-12-18 16:45:00,2025-12-18 17:45:00,DK1,3363.56,2130.48,1039.23,1091.25,1.77,-79.3,-59.36,495.1,-224.68,131.76001,2026-08-30 08:43:55.856423
470146303518014,2025-12-18 16:15:00,2025-12-18 17:15:00,DK1,3488.87,2181.0598,1094.62,1086.44,4.3,-141.16,-17.56,597.41,-362.83,75.859985,2026-08-30 08:43:55.856423
487059166322572,2025-12-18 10:45:00,2025-12-18 11:45:00,DK1,3569.67,4163.81,1469.32,2694.49,87.58,32.68,-16.45,56.71,-381.76,-308.82,2026-08-30 08:43:55.856423
165730899889984,2025-12-18 05:30:00,2025-12-18 06:30:00,DK1,3136.37,4453.12,1470.16,2982.96,11.62,19.29,-50.29,-114.87,-265.01,-410.88,2026-08-30 08:43:55.856423
956952149503352,2025-12-18 03:00:00,2025-12-18 04:00:00,DK1,3013.31,4000.91,1463.43,2537.48,11.27,-3.42,-99.51,37.28,-232.04,-297.69,2026-08-30 08:43:55.856423
614018759811085,2025-12-17 21:30:00,2025-12-17 22:30:00,DK1,2830.23,2139.52,944.87,1194.65,5.54,-364.56,-54.55,489.08,-71.77,-1.800007,2026-08-30 08:43:55.856423
902123731414447,2025-12-17 09:45:00,2025-12-17 10:45:00,DK1,3433.4,153.99,17.25,136.74,255.25,-380.95,-24.93,606.73,288.27,489.11996,2026-08-30 08:43:55.856423
802443980973011,2025-12-17 06:45:00,2025-12-17 07:45:00,DK1,3299.09,215.22,67.94,147.28,0.03,-414.01,53.34,595.29,288.27,522.88995,2026-08-30 08:43:55.856423
549241868934166,2025-12-16 23:45:00,2025-12-17 00:45:00,DK1,2875.56,1921.15,795.98,1125.17,5.8,-665.11,-82.16,615.17,153.55,21.449997,2026-08-30 08:43:55.856423
784518851022355,2025-12-16 18:30:00,2025-12-16 19:30:00,DK1,3120.99,1519.9099,556.67,963.24,1.41,-688.9,-63.02,568.55,252.84,69.46996,2026-08-30 08:43:55.856423
784125607183117,2025-12-16 17:45:00,2025-12-16 18:45:00,DK1,3255.55,1411.51,533.67,877.84,1.68,-658.25,-26.2,556.42,253.72,125.68998,2026-08-30 08:43:55.856423
190480422329735,2025-12-16 11:30:00,2025-12-16 12:30:00,DK1,3417.12,1221.35,741.12,480.23,285.52,-437.85,-100.3,582.65,192.55,237.05002,2026-08-30 08:43:55.856423
458919922699466,2025-12-16 10:45:00,2025-12-16 11:45:00,DK1,3432.46,1423.18,743.41,679.77,238.1,-435.5,-114.54,585.45,182.78,218.19,2026-08-30 08:43:55.856423
998871524185497,2025-12-16 02:15:00,2025-12-16 03:15:00,DK1,2415.65,1335.62,711.41,624.21,0.26,-378.04,-21.0,611.65,-104.02,108.59002,2026-08-30 08:43:55.856423
353539330308603,2025-12-15 21:00:00,2025-12-15 22:00:00,DK1,2556.3,1992.0399,986.75,1005.29,4.73,-318.2,-46.96,613.9,-267.46,-18.719978,2026-08-30 08:43:55.856423
176428593064649,2025-12-15 13:30:00,2025-12-15 14:30:00,DK1,2966.83,3091.9402,1425.77,1666.17,34.3,-571.98,-120.98,605.43,-127.81,-215.33998,2026-08-30 08:43:55.856423
802022540948939,2025-12-15 12:00:00,2025-12-15 13:00:00,DK1,2923.57,3254.7998,1463.07,1791.73,80.11,-557.03,-87.74,573.65,-234.52,-305.64,2026-08-30 08:43:55.856423
846768073631121,2025-12-15 10:30:00,2025-12-15 11:30:00,DK1,2926.91,3362.24,1470.53,1891.71,82.9,-348.41,-76.79,398.17,-288.96,-315.99,2026-08-30 08:43:55.856423
715899767001130,2025-12-15 07:45:00,2025-12-15 08:45:00,DK1,2939.7,3374.76,1454.61,1920.15,8.96,-308.1,-25.56,358.14,-307.43,-282.94998,2026-08-30 08:43:55.856423
234738772485412,2025-12-15 06:30:00,2025-12-15 07:30:00,DK1,2676.97,3503.1199,1479.78,2023.34,9.09,-210.43,-10.01,244.12,-361.63,-337.95,2026-08-30 08:43:55.856423
940091815992560,2025-12-15 05:00:00,2025-12-15 06:00:00,DK1,2119.84,3661.01,1476.25,2184.76,9.1,-177.04,74.0,55.84,-379.02,-426.21997,2026-08-30 08:43:55.856423
146480810063966,2025-12-15 03:00:00,2025-12-15 04:00:00,DK1,1924.02,3726.45,1476.84,2249.61,9.13,-176.42,120.65,-72.33,-381.66,-509.76,2026-08-30 08:43:55.856423
241437720661771,2025-12-15 02:30:00,2025-12-15 03:30:00,DK1,2066.31,3769.34,1475.85,2293.49,9.18,-178.36,113.8,-29.57,-381.66,-475.79,2026-08-30 08:43:55.856423
748095966070059,2025-12-15 01:45:00,2025-12-15 02:45:00,DK1,2145.12,3802.8098,1481.58,2321.23,9.11,-175.81,130.31,-40.75,-381.66,-467.91,2026-08-30 08:43:55.856423
123547336348243,2025-12-14 15:30:00,2025-12-14 16:30:00,DK1,2471.86,3429.73,1403.19,2026.54,8.98,-163.46,70.98,138.38,-368.39,-322.49002,2026-08-30 08:43:55.856423
629713842477555,2025-12-14 07:00:00,2025-12-14 08:00:00,DK1,2052.96,3933.67,1482.22,2451.45,9.2,-169.95,130.1,-73.1,-381.67,-494.62,2026-08-30 08:43:55.856423
225139372424320,2025-12-14 05:00:00,2025-12-14 06:00:00,DK1,1835.58,3824.5698,1473.69,2350.88,9.18,-177.47,144.1,-106.89,-321.76,-462.02,2026-08-30 08:43:55.856423
495609048616215,2025-12-14 02:30:00,2025-12-14 03:30:00,DK1,1939.3,3680.25,1469.61,2210.64,8.76,-176.65,93.75,-92.74,-260.17,-435.81,2026-08-30 08:43:55.856423
888592744811764,2025-12-14 00:30:00,2025-12-14 01:30:00,DK1,2004.94,3277.3801,1354.84,1922.54,8.8,-178.43,63.85,48.0,-340.88,-407.46,2026-08-30 08:43:55.856423
681767715117060,2025-12-13 16:00:00,2025-12-13 17:00:00,DK1,2798.65,1384.01,685.56,698.45,1.75,-805.96,-15.98,615.09,254.6,47.75001,2026-08-30 08:43:55.856423
472180566115016,2025-12-13 09:45:00,2025-12-13 10:45:00,DK1,2536.83,1814.1901,871.64,942.55,201.32,-790.44,11.01,614.75,44.44,-120.240005,2026-08-30 08:43:55.856423
818254679196563,2025-12-13 05:00:00,2025-12-13 06:00:00,DK1,2233.91,1584.42,929.64,654.78,5.75,-743.16,-31.3,598.1,168.46,-7.899989,2026-08-30 08:43:55.856423
671577222001829,2025-12-13 04:30:00,2025-12-13 05:30:00,DK1,2281.16,1479.1799,931.07,548.11,4.02,-673.19,-58.01,590.59,174.12,33.51002,2026-08-30 08:43:55.856423
