quarter_utc,batch_start_utc,deadline_utc,as_of_trade,label_known_at,spread,exp_spread,p_up,p_down,p_flat,q10,q50,q90,prov_exp_spread,prov_p_up,last_spread,spread_qod_mean7,action,mwh,edge,reason,gross_eur,cost_eur,net_eur,area,book
2026-04-14 00:00:00,2026-04-14 00:00:00,2026-04-13 21:45:00,2026-04-13 21:30:00,2026-04-14 01:00:00,-45.400001525878906,5.481240075336669,0.1389590849281119,0.4885907454357414,0.3724501696361468,-84.23100626330562,-28.632008954701973,35.74656204275294,-29.541951751675512,0.14842844348868192,347.2899971008301,-9.790000370570592,HOLD,0.0,0.0,edge below threshold,0.0,0.0,0.0,DK2,replay:DK2:04a2348b
2026-04-14 00:15:00,2026-04-14 00:00:00,2026-04-13 21:45:00,2026-04-13 21:30:00,2026-04-14 01:15:00,-77.83000183105469,6.0244971741057975,0.17155731168823188,0.5032416967129549,0.3252009915988132,-86.90268774646609,-28.198746531243984,57.96362762633885,-37.92111918298089,0.17694113234740835,347.2899971008301,-15.99142837524414,HOLD,0.0,0.0,edge below threshold,0.0,0.0,0.0,DK2,replay:DK2:04a2348b
2026-04-14 00:30:00,2026-04-14 00:00:00,2026-04-13 21:45:00,2026-04-13 21:30:00,2026-04-14 01:30:00,-19.080001831054688,87.76601888947627,0.3107243613723827,0.2885123075510679,0.4007633310765495,-73.10970205651545,-12.616525962035473,63.268376848925264,18.53617989689069,0.3463082431734174,347.2899971008301,-29.284285954066686,HOLD,0.0,0.0,edge below threshold,0.0,0.0,0.0,DK2,replay:DK2:04a2348b
2026-04-14 00:45:00,2026-04-14 00:00:00,2026-04-13 21:45:00,2026-04-13 21:30:00,2026-04-14 01:45:00,0.0,78.39854922444421,0.29904644334576924,0.31133937602552036,0.38961418062871034,-70.92505996900034,-15.251510336350448,57.771904663676025,18.253532594758475,0.3580866520389903,347.2899971008301,-26.135715212140763,HOLD,0.0,0.0,edge below threshold,0.0,0.0,0.0,DK2,replay:DK2:04a2348b
2026-04-14 01:00:00,2026-04-14 00:00:00,2026-04-13 21:45:00,2026-04-13 21:30:00,2026-04-14 02:00:00,0.0,22.408661056643805,0.17433712431156276,0.4274717296133198,0.3981911460751174,-75.28695811137473,-23.518675714750067,54.01200233835219,-18.749519018488805,0.20218231871305425,347.2899971008301,-26.458571451050894,HOLD,0.0,0.0,edge below threshold,0.0,0.0,0.0,DK2,replay:DK2:04a2348b
2026-04-14 01:15:00,2026-04-14 00:00:00,2026-04-13 21:45:00,2026-04-13 21:30:00,2026-04-14 02:15:00,0.0,37.33430119422963,0.1845135907226916,0.3956872827165457,0.4197991265607626,-73.30022437445103,-14.526506649958058,42.06100156327146,-8.54343087484048,0.20688356339823621,347.2899971008301,-35.2128563438143,HOLD,0.0,0.0,edge below threshold,0.0,0.0,0.0,DK2,replay:DK2:04a2348b
2026-04-14 01:30:00,2026-04-14 00:00:00,2026-04-13 21:45:00,2026-04-13 21:30:00,2026-04-14 02:30:00,19.169998168945312,-11.510502037173914,0.12814812428484348,0.563172726149919,0.3086791495652376,-85.77319076674297,-38.76249162654457,12.051738505885272,-49.09972068666074,0.1305512501071103,347.2899971008301,-40.45571522414684,HOLD,0.0,0.0,edge below threshold,0.0,0.0,0.0,DK2,replay:DK2:04a2348b
2026-04-14 01:45:00,2026-04-14 00:00:00,2026-04-13 21:45:00,2026-04-13 21:30:00,2026-04-14 02:45:00,-17.56999969482422,11.165787509345739,0.14462750134498845,0.43422643571728464,0.421146062937727,-78.03725666666789,-31.388387405142602,31.72232805841987,-24.642915213591316,0.1790871005754691,347.2899971008301,-42.15142827374594,HOLD,0.0,0.0,edge below threshold,0.0,0.0,0.0,DK2,replay:DK2:04a2348b
2026-04-14 02:00:00,2026-04-14 02:00:00,2026-04-13 23:45:00,2026-04-13 23:30:00,2026-04-14 03:00:00,0.0,-19.038237402057323,0.17571211289270935,0.5378170940189535,0.28647079308833706,-78.50470909473071,-33.60509101897021,39.19344263529307,-39.2388533188135,0.11949225354206158,-16.170001983642578,-22.968571526663645,HOLD,0.0,0.0,edge below threshold,0.0,0.0,0.0,DK2,replay:DK2:04a2348b
2026-04-14 02:15:00,2026-04-14 02:00:00,2026-04-13 23:45:00,2026-04-13 23:30:00,2026-04-14 03:15:00,-27.51000213623047,-12.004959801682665,0.19374277532122128,0.4507963370746421,0.3554608876041367,-75.55929464554673,-27.79389756068926,58.816866347571576,-30.387821149995627,0.13303590694024361,-16.170001983642578,-23.91000018801008,HOLD,0.0,0.0,edge below threshold,0.0,0.0,0.0,DK2,replay:DK2:04a2348b
2026-04-14 02:30:00,2026-04-14 02:00:00,2026-04-13 23:45:00,2026-04-13 23:30:00,2026-04-14 03:30:00,-27.51000213623047,-19.991105359425145,0.18968888469123063,0.5097858815840968,0.3005252337246726,-79.60324691673935,-29.56756765870537,58.72895975708267,-35.56043052892185,0.1353518949907461,-16.170001983642578,-23.822856392179215,HOLD,0.0,0.0,edge below threshold,0.0,0.0,0.0,DK2,replay:DK2:04a2348b
2026-04-14 02:45:00,2026-04-14 02:00:00,2026-04-13 23:45:00,2026-04-13 23:30:00,2026-04-14 03:45:00,0.0,-41.19733624666778,0.14618929268927763,0.6025261012660387,0.25128460604468367,-90.21108471525075,-42.11804317115513,57.150977456647844,-56.47554783522915,0.10122757960818717,-16.170001983642578,-42.5185707296644,HOLD,0.0,0.0,edge below threshold,0.0,0.0,0.0,DK2,replay:DK2:04a2348b
2026-04-14 03:00:00,2026-04-14 02:00:00,2026-04-13 23:45:00,2026-04-13 23:30:00,2026-04-14 04:00:00,-68.16999816894531,1.6136308828676593,0.20653924329138013,0.4971176844894405,0.2963430722191795,-79.7205693722166,-20.66079325950754,73.34152578009876,-24.49714658917979,0.12894412522706455,-16.170001983642578,9.1157158102308,HOLD,0.0,0.0,edge below threshold,0.0,0.0,0.0,DK2,replay:DK2:04a2348b
2026-04-14 03:15:00,2026-04-14 02:00:00,2026-04-13 23:45:00,2026-04-13 23:30:00,2026-04-14 04:15:00,-78.88000059127808,4.878961297972304,0.19870082793023658,0.4908979955909341,0.3104011764788294,-68.39469994619473,-24.726838621946367,68.72517217999136,-20.446072098903997,0.13111356068650012,-16.170001983642578,-41.792856965746196,HOLD,0.0,0.0,edge below threshold,0.0,0.0,0.0,DK2,replay:DK2:04a2348b
