area,delivery_start_local,delivery_start_utc,action,mwh,exp_spread,p_up,p_down,q10,q90,reason
DK1,2026-09-17 06:00,2026-09-17T04:00Z,HOLD,0.000,-2.440,0.296,0.434,-104.629,171.391,edge below threshold
DK1,2026-09-17 06:15,2026-09-17T04:15Z,HOLD,0.000,-4.066,0.304,0.401,-104.952,168.331,edge below threshold
DK1,2026-09-17 06:30,2026-09-17T04:30Z,HOLD,0.000,9.171,0.364,0.336,-103.986,128.771,edge below threshold
DK1,2026-09-17 06:45,2026-09-17T04:45Z,HOLD,0.000,2.278,0.318,0.351,-104.929,124.030,edge below threshold
DK1,2026-09-17 07:00,2026-09-17T05:00Z,HOLD,0.000,3.292,0.271,0.363,-99.763,115.057,edge below threshold
DK1,2026-09-17 07:15,2026-09-17T05:15Z,HOLD,0.000,1.590,0.286,0.362,-100.771,114.705,edge below threshold
DK1,2026-09-17 07:30,2026-09-17T05:30Z,HOLD,0.000,-3.698,0.348,0.358,-100.668,123.219,edge below threshold
DK1,2026-09-17 07:45,2026-09-17T05:45Z,HOLD,0.000,19.239,0.382,0.310,-104.679,137.462,edge below threshold
