area,delivery_start_local,delivery_start_utc,action,mwh,exp_spread,p_up,p_down,q10,q90,reason
DK1,2026-09-17 08:00,2026-09-17T06:00Z,HOLD,0.000,11.036,0.355,0.339,-117.200,128.619,edge below threshold
DK1,2026-09-17 08:15,2026-09-17T06:15Z,HOLD,0.000,17.688,0.379,0.334,-105.956,117.703,edge below threshold
DK1,2026-09-17 08:30,2026-09-17T06:30Z,HOLD,0.000,15.916,0.352,0.333,-111.747,118.151,edge below threshold
DK1,2026-09-17 08:45,2026-09-17T06:45Z,HOLD,0.000,17.695,0.336,0.352,-102.066,95.821,edge below threshold
DK1,2026-09-17 09:00,2026-09-17T07:00Z,HOLD,0.000,-5.531,0.305,0.410,-119.248,131.127,edge below threshold
DK1,2026-09-17 09:15,2026-09-17T07:15Z,HOLD,0.000,11.795,0.317,0.395,-115.535,132.059,edge below threshold
DK1,2026-09-17 09:30,2026-09-17T07:30Z,HOLD,0.000,-5.324,0.294,0.400,-106.761,133.102,edge below threshold
DK1,2026-09-17 09:45,2026-09-17T07:45Z,HOLD,0.000,29.394,0.344,0.403,-93.363,119.177,edge below threshold
