area,delivery_start_local,delivery_start_utc,action,mwh,exp_spread,p_up,p_down,q10,q90,reason
DK1,2026-09-17 16:00,2026-09-17T14:00Z,HOLD,0.000,51.035,0.345,0.330,-38.684,73.902,edge below threshold
DK1,2026-09-17 16:15,2026-09-17T14:15Z,HOLD,0.000,1.476,0.321,0.401,-65.457,111.378,edge below threshold
DK1,2026-09-17 16:30,2026-09-17T14:30Z,HOLD,0.000,31.715,0.367,0.378,-89.761,119.393,edge below threshold
DK1,2026-09-17 16:45,2026-09-17T14:45Z,HOLD,0.000,32.629,0.357,0.358,-96.195,117.021,edge below threshold
DK1,2026-09-17 17:00,2026-09-17T15:00Z,HOLD,0.000,45.996,0.317,0.408,-89.788,90.400,edge below threshold
DK1,2026-09-17 17:15,2026-09-17T15:15Z,HOLD,0.000,11.996,0.362,0.415,-100.121,102.669,edge below threshold
DK1,2026-09-17 17:30,2026-09-17T15:30Z,HOLD,0.000,21.128,0.378,0.370,-96.511,87.175,edge below threshold
DK1,2026-09-17 17:45,2026-09-17T15:45Z,HOLD,0.000,42.689,0.351,0.327,-94.574,105.361,edge below threshold
