area,delivery_start_local,delivery_start_utc,action,mwh,exp_spread,p_up,p_down,q10,q90,reason
DK1,2026-09-17 18:00,2026-09-17T16:00Z,HOLD,0.000,-6.005,0.309,0.414,-113.048,178.363,edge below threshold
DK1,2026-09-17 18:15,2026-09-17T16:15Z,HOLD,0.000,-2.942,0.291,0.352,-105.820,122.827,edge below threshold
DK1,2026-09-17 18:30,2026-09-17T16:30Z,HOLD,0.000,-20.858,0.209,0.417,-116.793,129.601,edge below threshold
DK1,2026-09-17 18:45,2026-09-17T16:45Z,HOLD,0.000,17.113,0.394,0.289,-102.841,161.983,edge below threshold
DK1,2026-09-17 19:00,2026-09-17T17:00Z,HOLD,0.000,-10.576,0.361,0.435,-119.041,152.365,edge below threshold
DK1,2026-09-17 19:15,2026-09-17T17:15Z,HOLD,0.000,10.470,0.365,0.345,-115.152,148.284,edge below threshold
DK1,2026-09-17 19:30,2026-09-17T17:30Z,HOLD,0.000,-20.068,0.400,0.364,-112.926,91.152,edge below threshold
DK1,2026-09-17 19:45,2026-09-17T17:45Z,HOLD,0.000,-20.267,0.311,0.379,-113.022,92.057,edge below threshold
