area,delivery_start_local,delivery_start_utc,action,mwh,exp_spread,p_up,p_down,q10,q90,reason
DK1,2026-09-17 10:00,2026-09-17T08:00Z,HOLD,0.000,28.249,0.355,0.420,-112.576,160.931,edge below threshold
DK1,2026-09-17 10:15,2026-09-17T08:15Z,HOLD,0.000,1.803,0.291,0.463,-99.425,125.481,edge below threshold
DK1,2026-09-17 10:30,2026-09-17T08:30Z,HOLD,0.000,-7.302,0.328,0.416,-90.194,116.116,edge below threshold
DK1,2026-09-17 10:45,2026-09-17T08:45Z,HOLD,0.000,0.358,0.326,0.410,-73.080,61.185,edge below threshold
DK1,2026-09-17 11:00,2026-09-17T09:00Z,HOLD,0.000,3.060,0.289,0.442,-73.069,48.978,edge below threshold
DK1,2026-09-17 11:15,2026-09-17T09:15Z,HOLD,0.000,9.020,0.323,0.421,-53.552,56.141,edge below threshold
DK1,2026-09-17 11:30,2026-09-17T09:30Z,HOLD,0.000,3.013,0.267,0.432,-29.320,39.476,edge below threshold
DK1,2026-09-17 11:45,2026-09-17T09:45Z,HOLD,0.000,9.929,0.255,0.420,-19.109,48.439,edge below threshold
