area,delivery_start_local,delivery_start_utc,action,mwh,exp_spread,p_up,p_down,q10,q90,reason
DK2,2026-09-17 16:00,2026-09-17T14:00Z,HOLD,0.000,-12.592,0.123,0.614,-45.754,97.365,edge below threshold
DK2,2026-09-17 16:15,2026-09-17T14:15Z,SELL,0.500,-37.430,0.106,0.681,-75.066,80.196,edge 35.6 EUR/MWh
DK2,2026-09-17 16:30,2026-09-17T14:30Z,HOLD,0.000,-46.228,0.131,0.617,-132.244,90.367,edge below threshold
DK2,2026-09-17 16:45,2026-09-17T14:45Z,HOLD,0.000,-33.676,0.133,0.606,-127.343,88.739,edge below threshold
DK2,2026-09-17 17:00,2026-09-17T15:00Z,HOLD,0.000,4.277,0.192,0.508,-99.916,139.318,edge below threshold
DK2,2026-09-17 17:15,2026-09-17T15:15Z,HOLD,0.000,-42.124,0.123,0.647,-131.570,94.620,edge below threshold
DK2,2026-09-17 17:30,2026-09-17T15:30Z,HOLD,0.000,-27.603,0.149,0.550,-116.419,245.647,edge below threshold
DK2,2026-09-17 17:45,2026-09-17T15:45Z,HOLD,0.000,-48.328,0.140,0.552,-141.595,191.044,edge below threshold
