area,delivery_start_local,delivery_start_utc,action,mwh,exp_spread,p_up,p_down,q10,q90,reason
DK2,2026-09-17 10:00,2026-09-17T08:00Z,HOLD,0.000,74.626,0.256,0.385,-105.479,147.703,edge below threshold
DK2,2026-09-17 10:15,2026-09-17T08:15Z,HOLD,0.000,-4.887,0.227,0.389,-102.665,120.988,edge below threshold
DK2,2026-09-17 10:30,2026-09-17T08:30Z,HOLD,0.000,-0.712,0.198,0.430,-99.059,113.567,edge below threshold
DK2,2026-09-17 10:45,2026-09-17T08:45Z,HOLD,0.000,-1.275,0.173,0.512,-87.627,116.922,edge below threshold
DK2,2026-09-17 11:00,2026-09-17T09:00Z,HOLD,0.000,3.157,0.169,0.540,-84.965,85.563,edge below threshold
DK2,2026-09-17 11:15,2026-09-17T09:15Z,HOLD,0.000,-10.986,0.179,0.518,-48.592,79.018,edge below threshold
DK2,2026-09-17 11:30,2026-09-17T09:30Z,HOLD,0.000,1.456,0.182,0.553,-40.770,72.171,edge below threshold
DK2,2026-09-17 11:45,2026-09-17T09:45Z,HOLD,0.000,8.592,0.223,0.469,-21.874,111.339,edge below threshold
