area,delivery_start_local,delivery_start_utc,action,mwh,exp_spread,p_up,p_down,q10,q90,reason
DK2,2026-09-17 04:00,2026-09-17T02:00Z,HOLD,0.000,,,,,,missed deadline
DK2,2026-09-17 04:15,2026-09-17T02:15Z,HOLD,0.000,,,,,,missed deadline
DK2,2026-09-17 04:30,2026-09-17T02:30Z,HOLD,0.000,,,,,,missed deadline
DK2,2026-09-17 04:45,2026-09-17T02:45Z,HOLD,0.000,,,,,,missed deadline
DK2,2026-09-17 05:00,2026-09-17T03:00Z,HOLD,0.000,,,,,,missed deadline
DK2,2026-09-17 05:15,2026-09-17T03:15Z,HOLD,0.000,,,,,,missed deadline
DK2,2026-09-17 05:30,2026-09-17T03:30Z,HOLD,0.000,,,,,,missed deadline
DK2,2026-09-17 05:45,2026-09-17T03:45Z,HOLD,0.000,,,,,,missed deadline
