area,delivery_start_local,delivery_start_utc,action,mwh,exp_spread,p_up,p_down,q10,q90,reason
DK2,2026-09-17 06:00,2026-09-17T04:00Z,HOLD,0.000,-6.977,0.214,0.403,-98.782,95.545,edge below threshold
DK2,2026-09-17 06:15,2026-09-17T04:15Z,HOLD,0.000,-6.613,0.167,0.419,-96.263,79.639,edge below threshold
DK2,2026-09-17 06:30,2026-09-17T04:30Z,HOLD,0.000,-1.445,0.178,0.369,-100.158,60.757,edge below threshold
DK2,2026-09-17 06:45,2026-09-17T04:45Z,HOLD,0.000,4.230,0.218,0.352,-103.205,94.731,edge below threshold
DK2,2026-09-17 07:00,2026-09-17T05:00Z,HOLD,0.000,12.382,0.210,0.394,-112.613,89.374,edge below threshold
DK2,2026-09-17 07:15,2026-09-17T05:15Z,HOLD,0.000,-2.795,0.194,0.425,-114.677,87.317,edge below threshold
DK2,2026-09-17 07:30,2026-09-17T05:30Z,HOLD,0.000,-12.777,0.192,0.409,-113.245,85.155,edge below threshold
DK2,2026-09-17 07:45,2026-09-17T05:45Z,HOLD,0.000,24.380,0.263,0.349,-120.434,184.090,edge below threshold
