area,delivery_start_local,delivery_start_utc,action,mwh,exp_spread,p_up,p_down,q10,q90,reason
DK2,2026-09-17 18:00,2026-09-17T16:00Z,HOLD,0.000,-28.442,0.154,0.599,-133.862,85.123,edge below threshold
DK2,2026-09-17 18:15,2026-09-17T16:15Z,HOLD,0.000,-1.592,0.214,0.469,-125.611,100.616,edge below threshold
DK2,2026-09-17 18:30,2026-09-17T16:30Z,HOLD,0.000,0.861,0.207,0.457,-130.754,91.205,edge below threshold
DK2,2026-09-17 18:45,2026-09-17T16:45Z,HOLD,0.000,13.057,0.200,0.459,-126.718,116.052,edge below threshold
DK2,2026-09-17 19:00,2026-09-17T17:00Z,HOLD,0.000,-35.241,0.177,0.502,-159.673,78.312,edge below threshold
DK2,2026-09-17 19:15,2026-09-17T17:15Z,HOLD,0.000,-10.741,0.216,0.452,-146.389,80.858,edge below threshold
DK2,2026-09-17 19:30,2026-09-17T17:30Z,HOLD,0.000,-33.365,0.204,0.524,-144.564,116.854,edge below threshold
DK2,2026-09-17 19:45,2026-09-17T17:45Z,HOLD,0.000,-51.042,0.179,0.553,-150.106,129.758,edge below threshold
