area,delivery_start_local,delivery_start_utc,action,mwh,exp_spread,p_up,p_down,q10,q90,reason
DK2,2026-09-17 14:00,2026-09-17T12:00Z,HOLD,0.000,1.636,0.198,0.602,-33.705,68.909,edge below threshold
DK2,2026-09-17 14:15,2026-09-17T12:15Z,HOLD,0.000,-1.977,0.185,0.597,-33.775,70.120,edge below threshold
DK2,2026-09-17 14:30,2026-09-17T12:30Z,HOLD,0.000,-4.630,0.169,0.607,-43.513,52.432,edge below threshold
DK2,2026-09-17 14:45,2026-09-17T12:45Z,HOLD,0.000,-23.022,0.151,0.644,-57.647,48.309,edge below threshold
DK2,2026-09-17 15:00,2026-09-17T13:00Z,HOLD,0.000,2.742,0.184,0.598,-39.101,65.662,edge below threshold
DK2,2026-09-17 15:15,2026-09-17T13:15Z,HOLD,0.000,-12.244,0.156,0.621,-54.788,49.763,edge below threshold
DK2,2026-09-17 15:30,2026-09-17T13:30Z,HOLD,0.000,-36.306,0.156,0.621,-68.241,56.423,edge below threshold
DK2,2026-09-17 15:45,2026-09-17T13:45Z,HOLD,0.000,-27.679,0.149,0.613,-68.454,70.016,edge below threshold
